"SynchronousMachine:
ID","SynchronousMachine:
InternalId","SynchronousMachine:
Name","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType","ReactiveCapabilityCurve:
Path","ReactiveCapabilityCurve:
InternalId","ReactiveCapabilityCurve:
Name","SynchronousMachine:
ReactiveCapabilityCurveMemberOfSynchronousMachine:
ReactiveCapabilityCurve:
ID","ReactiveCapabilityCurve:
Parent","ReactiveCapabilityCurve:
ObjectType"
_d8ce7614-ca8c-4118-ab0f-6ab2e7abf3d3,15913558,UN01,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U01,15913926,07BCSBCU-U01,_a627ce4b-a9d0-43bf-82fc-8a91d0b77177,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_2ffd35c5-7dfe-4641-89cc-d2b4bdede55c,15913560,UN02,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U02,15913932,07BCSBCU-U02,_04604ec5-0903-4cb2-b4b9-5ea55b562d3c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_ff794120-835b-421e-8b06-eca22877fd6e,15913562,UN03,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U03,15913938,07BCSBCU-U03,_c28d45f5-dabb-4784-bee3-768e8a08c60c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_5c520385-429d-4cc0-964a-e87b48c88057,15913564,UN04,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U04,15913944,07BCSBCU-U04,_9b3a98e1-eb6e-4248-b9aa-60d3151e4b71,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_39d4c0c3-b855-49f0-b40f-90b61676e8d3,15913566,UN05,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U05,15913950,07BCSBCU-U05,_101cb3e7-d8f2-47ac-9e71-85fa89ccfced,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_d1c37285-179a-4d49-9ea2-6804c76dfde2,15913568,UN10,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U10,15913956,07BCSBCU-U10,_5a8cd742-6ed3-4efa-aadf-e8a2801c9bb9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_c638d580-2d2d-4b05-a6af-cf1741249bca,16286220,UN01,_045555af-216e-4962-90d0-dfb0c73ed87a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSGAO-U01,16286381,07BCSGAO-U01,_eb3dfda9-ebca-431f-a962-d31901048239,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_7f734cd6-4cc1-42b6-8915-0ceaac5a5ee4,16286222,UN02,_045555af-216e-4962-90d0-dfb0c73ed87a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSGAO-U02,16286387,07BCSGAO-U02,_3e8e992f-4eae-4810-aa40-5509372be8d3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_dc72ae59-8557-44fc-98d4-f2330da74f87,16286224,UN03,_045555af-216e-4962-90d0-dfb0c73ed87a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSGAO-U03,16286393,07BCSGAO-U03,_54e1d8f9-8456-4fef-8e70-5282cfda904f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_19bdd9b9-4876-4422-8396-f0a99c821b1f,16493885,UN01,_e5fa6901-c3af-476e-8495-cc808e01b64a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSPUP-U01,16494872,07BCSPUP-U01,_49950bbe-2a8f-4f4a-a76e-6d69aa6d6867,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_e27c5ff1-934f-468d-87e7-300e361e7865,16493887,UN02,_e5fa6901-c3af-476e-8495-cc808e01b64a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSPUP-U02,16494878,07BCSPUP-U02,_8a38820d-7030-4aba-8fcc-195badc07f90,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_2063b0f0-85c3-4e99-8f45-cfd04ef9111e,16493889,UN03,_e5fa6901-c3af-476e-8495-cc808e01b64a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSPUP-U03,16494884,07BCSPUP-U03,_16e7352e-e2d3-4023-98c5-a1eb6c603b42,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_0a4a346a-204f-4755-a070-a77b262a9f97,16493891,UN04,_e5fa6901-c3af-476e-8495-cc808e01b64a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSPUP-U04,16494890,07BCSPUP-U04,_dc8422d2-0e3c-45e7-b9c2-86b01e54e1c0,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_4529c926-f8e5-4956-8eff-e41a3b854bb4,16493893,UN05,_e5fa6901-c3af-476e-8495-cc808e01b64a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSPUP-U05,16494896,07BCSPUP-U05,_95d99047-b44d-4d2a-b775-db03a281236f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_ac7f93a4-fd0e-4047-b68b-61c75ec5ecc8,16532196,UN01,_22a04dd5-80c5-4299-aeba-62c737489315,SynchronousMachine,Network/.MVAr Capability Curves/07BCSTCB-U01,16532732,07BCSTCB-U01,_6fa555d9-9948-41c9-a23a-5552ef3d90df,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_cdef8aca-cde9-4eff-ba62-c5b1d631b659,16532198,UN02,_22a04dd5-80c5-4299-aeba-62c737489315,SynchronousMachine,Network/.MVAr Capability Curves/07BCSTCB-U02,16532738,07BCSTCB-U02,_7f4cc53b-d4f4-443a-b539-81d54d84c3e6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9c1838c3-5f8e-4dfd-98b5-e4c8982d27d8,16532200,UN03,_22a04dd5-80c5-4299-aeba-62c737489315,SynchronousMachine,Network/.MVAr Capability Curves/07BCSTCB-U03,16532744,07BCSTCB-U03,_74a33064-9909-4ce1-abe9-ff641ffc767d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_f52d7e3e-0811-49f0-a1bb-f0e192ae5063,16532202,UN07,_22a04dd5-80c5-4299-aeba-62c737489315,SynchronousMachine,Network/.MVAr Capability Curves/07BCSTCB-U07,16532750,07BCSTCB-U07,_0c4dc12b-2660-459e-b542-4ae6aefc62f1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_912d8806-bfc1-45a8-9034-1e477a324397,16532204,UN08,_22a04dd5-80c5-4299-aeba-62c737489315,SynchronousMachine,Network/.MVAr Capability Curves/07BCSTCB-U08,16532756,07BCSTCB-U08,_6546bea0-910b-4d92-b031-dd7f7a8893df,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_a2023d2a-f028-4aaa-989e-802592766db8,16532206,UN09,_22a04dd5-80c5-4299-aeba-62c737489315,SynchronousMachine,Network/.MVAr Capability Curves/07BCSTCB-U09,16532762,07BCSTCB-U09,_a83525dc-a4ca-41ed-a087-03639b81e708,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8a4cfd2b-a103-4fc4-afe7-05fd1428c919,16532208,UN04,_22a04dd5-80c5-4299-aeba-62c737489315,SynchronousMachine,Network/.MVAr Capability Curves/07BCSTCB-U04,16532768,07BCSTCB-U04,_2860e3cc-b86b-4b19-a452-59625d0a785c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_68abec68-a9a4-4a08-8308-c8baf011dec4,16533566,UN01,_f582e74b-919c-4610-b535-41db14ad41a4,SynchronousMachine,Network/.MVAr Capability Curves/07BCSVIO-U01,16534099,07BCSVIO-U01,_c35a4f63-394a-459f-b666-6a2a6811bcef,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_015A65EF-1872-4A27-9FFF-363BB29D0742,38004707,UN06,_e5fa6901-c3af-476e-8495-cc808e01b64a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSPUP-U06,38004717,07BCSPUP-U06,_9ED7720C-90AF-479C-95E4-E509B846F826,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_C5EB2836-1C3C-4039-88F0-FBEC6925C0B0,38004710,UN07,_e5fa6901-c3af-476e-8495-cc808e01b64a,SynchronousMachine,Network/.MVAr Capability Curves/07BCSPUP-U07,40328742,07BCSPUP-U07,_F3216DB7-3AB5-4918-920E-430FCFD23BE4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_B47EDC3D-58A4-44D5-8EDC-A218A124EF48,38004987,UN06,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U06,40328850,07BCSBCU-U06,_EDECB853-510A-4ECB-97B9-287AD24FB661,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_CDAD3C3C-0846-4098-821A-87B6358208B3,38004990,UN07,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U07,40328931,07BCSBCU-U07,_B24F25BD-A7CE-4845-BE3C-5CA4F55051B4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_D54E60B9-DF47-43E7-8BAA-9FF7F0C45B86,38004993,UN08,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U08,40328858,07BCSBCU-U08,_924693B6-BA63-4A4C-8D80-7BC268212182,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_7485E7F2-2A06-49A5-A644-AEEDDCA1641F,38004996,UN09,_7877eef9-5da0-44c0-b085-c9b88bd59f76,SynchronousMachine,Network/.MVAr Capability Curves/07BCSBCU-U09,40328938,07BCSBCU-U09,_31E48E3E-5DE2-43E4-B076-F64BA3E26CCD,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_565376cd-1c26-4a87-a588-1e37c5119949,38156923,UN-01,_9aaf8481-86d6-48b5-9f3b-13e484858282,SynchronousMachine,Network/.MVAr Capability Curves/06AMT-U1,38156970,06AMT-U1,_d359716e-a76b-4714-87db-64a1d87b6022,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_aacfa023-20af-412d-ab26-2212df899787,38156925,UN-02,_9aaf8481-86d6-48b5-9f3b-13e484858282,SynchronousMachine,Network/.MVAr Capability Curves/06AMT-U2,38156976,06AMT-U2,_19c3b22d-0e95-4eb0-8b2b-159cc1f8aa53,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_bcbc07ff-c170-4810-bc38-90a61a26f7e7,38156927,UN-03,_9aaf8481-86d6-48b5-9f3b-13e484858282,SynchronousMachine,Network/.MVAr Capability Curves/06AMT-U3,38156982,06AMT-U3,_573c85b1-32c3-45a6-87bc-b081450211fa,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3b654e23-5f50-40de-b2e6-bbc815a79789,38156929,UN-04,_9aaf8481-86d6-48b5-9f3b-13e484858282,SynchronousMachine,Network/.MVAr Capability Curves/06AMT-U4,38156988,06AMT-U4,_e7b1ac47-b61e-4a7c-b483-76ef87676b07,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_64b7f5b5-bf3d-4750-83f1-df130f16271e,38156931,UN-05,_9aaf8481-86d6-48b5-9f3b-13e484858282,SynchronousMachine,Network/.MVAr Capability Curves/06AMT-U5,38156994,06AMT-U5,_b39912ed-bd9e-4384-b92d-ea4d02dd0b13,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8cb2bc92-c387-434b-8276-58fc51327717,38156933,UN-06,_9aaf8481-86d6-48b5-9f3b-13e484858282,SynchronousMachine,Network/.MVAr Capability Curves/06AMT-U6,38157000,06AMT-U6,_20c08385-9fff-48e5-8e22-a6fe0e31d876,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_1f74ca94-cbcd-4dec-a909-2713f82fdf43,38157112,UNPTA,_9aaf8481-86d6-48b5-9f3b-13e484858282,SynchronousMachine,Network/.MVAr Capability Curves/06AMT-PTA,38156964,06AMT-PTA,_2197e9cd-5949-41bc-b9c7-02b7ded016de,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_146756ea-0447-43ca-a115-83aa113c20f6,38161699,UN-PTA,_98211c13-6ab4-462d-bcbb-8117fd9f6431,SynchronousMachine,Network/.MVAr Capability Curves/06SCL-PTA,38161838,06SCL-PTA,_a445566d-3fa4-4ae0-ad3e-73c4f9148214,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_90cd3a21-c471-480a-a60f-beba2d91310d,38164060,UNPTA,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-PTA,38164277,02CUY-PTA,_75fe46ba-0474-453f-aece-de6560e5fcd7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9ab44706-613f-4459-8751-c1aa53d4abb0,38164062,UN-01,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U1,38164283,02CUY-U1,_902bb939-543b-4f94-a3a6-32ba2240caef,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_c78ac4d2-2ec8-4114-a768-b3762730145a,38164064,UN-10,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U10,38164289,02CUY-U10,_4bcd4f85-6416-4c37-a13c-490d83fa34aa,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_1062a3e2-4586-4a25-9d58-3766b4a14866,38164066,UN-11,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U11,38164295,02CUY-U11,_600c05d7-d515-4f6f-9581-d0e197b1ba10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_209cac23-4492-41f9-b981-168c822971cf,38164068,UN-12,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U12,38164301,02CUY-U12,_d376598f-9ccd-4cbb-9aef-ebc16f926c3c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_bc145b96-3349-42e9-8968-994dc954c9f6,38164070,UN-02,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U2,38164307,02CUY-U2,_789e7fea-590a-457c-8bc3-c8be10e030e6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_bb84692a-3327-4552-9e81-916b19e69606,38164072,UN-03,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U3,38164313,02CUY-U3,_34018cf1-efcd-44c7-8cc6-900c88f5d78e,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_bdac4de5-4cef-4399-aef8-3d81efc96891,38164074,UN-04,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U4,38164319,02CUY-U4,_c60da895-b982-4f2e-98f5-a4c78d22c74c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_fdd08ea6-f013-491e-a875-70ca36e20610,38164076,UN-05,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U5,38164325,02CUY-U5,_d4c62dc2-11dc-4294-abb2-bf0a26451d0b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_fbe1fab4-fe2d-4c25-9d41-8832fa817767,38164078,UN-06,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U6,38164331,02CUY-U6,_af297391-d74d-4a4d-95b0-6359c74e8aae,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_6750cf2d-35e5-4192-ac7c-bf16d7c7b4ba,38164080,UN-07,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U7,38164337,02CUY-U7,_64c7a4c5-b6f6-480f-812b-f2565d1115c7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_4794a356-9e00-46f8-a909-4870a6adee13,38164082,UN-08,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U8,38164343,02CUY-U8,_4f96a6ae-62de-44c2-a8a2-43e035bd0892,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b0db3d03-3715-4787-b485-76cd1d6718d6,38164084,UN-09,_87e61ba0-c41e-4740-ba4e-e759f704ea5f,SynchronousMachine,Network/.MVAr Capability Curves/02CUY-U9,38164349,02CUY-U9,_56687984-2c6b-444c-bd64-b37d2b3affb8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_87021ede-b4b0-4222-bb51-aca4b83a3a5d,38164865,UNPTA,_c6eeea70-c7b9-43fc-be2a-2b16a18f5dad,SynchronousMachine,Network/.MVAr Capability Curves/02NXL-PTA,38164925,02NXL-PTA,_042bccec-5929-4239-a645-0d972ee9b389,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_78c6cfdd-32a2-4ccd-9beb-48bc39016d03,38164867,UN-01,_c6eeea70-c7b9-43fc-be2a-2b16a18f5dad,SynchronousMachine,Network/.MVAr Capability Curves/02NXL-U1,38164931,02NXL-U1,_61075ca4-4aa0-4c61-a897-224d3fbc999d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b4a7ea50-0a56-455b-aede-c4b14146abe5,38164869,UN-02,_c6eeea70-c7b9-43fc-be2a-2b16a18f5dad,SynchronousMachine,Network/.MVAr Capability Curves/02NXL-U2,38164937,02NXL-U2,_daa8e803-6fcd-4b42-a34c-03850ba9766e,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_d462d7cc-5af2-4521-baab-4b881f31d5fc,38164871,UN-03,_c6eeea70-c7b9-43fc-be2a-2b16a18f5dad,SynchronousMachine,Network/.MVAr Capability Curves/02NXL-U3,38164943,02NXL-U3,_13ea27a7-9eca-4a26-9b08-3809d11c2266,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3a5a7140-d427-457f-9481-f1eea4dfecd0,38164873,UN-04,_c6eeea70-c7b9-43fc-be2a-2b16a18f5dad,SynchronousMachine,Network/.MVAr Capability Curves/02NXL-U4,38164949,02NXL-U4,_2ba57e06-edf1-4bae-86e2-4804f7b25869,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_81e37c78-ac34-49d4-9281-abe580a29e8c,38164875,UN-05,_c6eeea70-c7b9-43fc-be2a-2b16a18f5dad,SynchronousMachine,Network/.MVAr Capability Curves/02NXL-U5,38164955,02NXL-U5,_7adf62de-e9fe-4268-94f9-8ef1816faeed,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_c8d567d5-2861-497a-8694-beca191b1913,38164877,UN-06,_c6eeea70-c7b9-43fc-be2a-2b16a18f5dad,SynchronousMachine,Network/.MVAr Capability Curves/02NXL-U6,38164961,02NXL-U6,_2141351c-20ca-4dea-9c84-a90faf03fb59,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_74bd6028-cfe9-47d2-98c6-42fffd9e479e,38165246,UN-PTA,_1f2033e9-e784-417c-b1f0-e10e279a511a,SynchronousMachine,Network/.MVAr Capability Curves/05BOR-PTA,38165313,05BOR-PTA,_31aaf760-bf46-4378-91d4-c7926a55813f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b0abd84f-ef84-47b9-a724-107626a43a4d,38166804,UN-PTA,_bc31fb18-a943-4411-8c4a-0823f7f22c5b,SynchronousMachine,Network/.MVAr Capability Curves/05IVN-PTA,38166824,05IVN-PTA,_405aa509-16f1-48d4-971d-aeabddf30237,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_0947b1c2-783f-488d-bfea-1dbc89e0e394,38168291,UNPTA,_f90d3280-ae6d-4406-a0d8-431c3c83652c,SynchronousMachine,Network/.MVAr Capability Curves/05EOT-PTA,38168321,05EOT-PTA,_06f161fb-88b0-4e7c-a3be-f5e72b9cc892,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9f8a6e0b-912f-4d98-8dcc-222b10afa3f4,38168293,UN01,_f90d3280-ae6d-4406-a0d8-431c3c83652c,SynchronousMachine,Network/.MVAr Capability Curves/05VCD-U1,38168327,05VCD-U1,_d138b542-9cbb-4097-b940-a530cad7ef89,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_51676d66-0915-4026-820e-db8f2dbc7334,38168295,UN_01,_f90d3280-ae6d-4406-a0d8-431c3c83652c,SynchronousMachine,Network/.MVAr Capability Curves/05VCT-U1,38168333,05VCT-U1,_635843c0-eb67-4452-b407-c22781677c34,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_dc5b95cd-2256-4644-a9b3-701ea640ccdc,38168297,UN01_,_f90d3280-ae6d-4406-a0d8-431c3c83652c,SynchronousMachine,Network/.MVAr Capability Curves/05VCU-U1,38168339,05VCU-U1,_0869d50c-e846-4ae9-ac38-31c39462aa4e,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b78adc08-d8c8-4491-b77e-bd516869db37,38172088,UNPTA,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-PTA,38172188,03CVS-PTA,_fdf9d0be-c061-4d21-b53e-f91d508a6583,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_6a139851-9266-486e-957c-0ca333cdcabc,38172090,UN-01,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U1,38172194,03CVS-U1,_52c75620-bca9-459e-9f12-1f446fc0ee29,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_112a5263-ed57-483a-ab7c-0b649773e147,38172092,UN-10,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U10,38172200,03CVS-U10,_e414213a-cc98-44d4-a5ba-29c2d634a512,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_f7db022d-48d3-4370-bd35-420d22f89a64,38172094,UN-11,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U11,38172206,03CVS-U11,_260bd016-3165-43ab-a49d-90b0c4ab9408,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_677a61b1-ad74-422c-a99b-ec27abbbbc29,38172096,UN-02,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U2,38172212,03CVS-U2,_ceaeb6a3-8f61-4fb5-b78a-15368ce3cb9b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_af075fd2-9e15-4739-b873-db028581e48a,38172098,UN-03,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U3,38172218,03CVS-U3,_47b464ca-a682-4c2f-b7c7-49c09ab0ce1f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_936bddab-baca-4df8-9352-2dbe7b7a58bb,38172100,UN-04,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U4,38172224,03CVS-U4,_ee4fafe3-0986-462d-8350-4a004b480295,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_36ff3aa7-ff6c-47af-8d52-1df497677d58,38172102,UN-05,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U5,38172230,03CVS-U5,_4e51a179-cdc2-4cbb-a263-1b3422a11fc3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_46ecae54-6f84-433d-9057-6e7a28784827,38172104,UN-06,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U6,38172236,03CVS-U6,_7127858b-b45c-4b84-8e06-44c32e049adc,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_2e46306f-7b39-4f38-a2b1-8c937da80e45,38172106,UN-07,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U7,38172242,03CVS-U7,_da9c1a09-2b57-4436-a13e-00b972ee62c9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_2df8bbdd-1c45-4ad0-ae80-33197adda525,38172108,UN-08,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U8,38172248,03CVS-U8,_dc13e6b3-e855-48a0-9145-387d16cd26d9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_4df4d90b-b325-4f27-ac1b-5925aa1dee2b,38172110,UN-09,_54a27d1f-3b14-4cae-8492-fd44500d0793,SynchronousMachine,Network/.MVAr Capability Curves/03CVS-U9,38172254,03CVS-U9,_64f3439e-5a90-47c8-b60c-45746629b314,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_41ecf408-0bd9-47ac-aaba-df75068c8bbb,38177500,UNPTA,_8ed9fda0-9e82-40af-8c47-a84a80779a44,SynchronousMachine,Network/.MVAr Capability Curves/03HOU-PTA,38177555,03HOU-PTA,_987082d3-dd4a-41d3-b631-dbfe6f378c92,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_7c956e7e-3793-48c5-83c3-54fe321ef410,38177502,UN-01,_8ed9fda0-9e82-40af-8c47-a84a80779a44,SynchronousMachine,Network/.MVAr Capability Curves/03HOU-U1,38177561,03HOU-U1,_073e07e0-9990-47d7-98f9-2123d5798c39,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_4babe874-bbb1-496c-ace1-24b8e85125db,38177504,UN-02,_8ed9fda0-9e82-40af-8c47-a84a80779a44,SynchronousMachine,Network/.MVAr Capability Curves/03HOU-U2,38177567,03HOU-U2,_c4414420-e88b-4098-9824-e1390ba594c3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
