"ConformLoad:
ID","ConformLoad:
Name","ConformLoad:
NAFlag","ConformLoad:
InternalId","ConformLoad:
Parent","ConformLoad:
ObjectType","ConformLoadGroup:
Path","ConformLoadGroup:
InternalId","ConformLoadGroup:
Name","ConformLoad:
ConformLoadAssignedToConformLoadGroup:
ConformLoadGroup:
ID","ConformLoadGroup:
Parent","ConformLoadGroup:
ObjectType"
_4edf868d-5ed7-4d23-b3d8-40abdddddd6b,T-01 115\34.5,true,1581245,_8f0fe278-c3a4-444f-98ff-c93c2bcbaa9c,ConformLoad,Network/.Load Areas/SIN/05NTE/05   MCZ  T-01 115_34.5-LG,1581353,05   MCZ  T-01 115_34.5-LG,_d45c276d-9326-4238-8a64-f96869c2b778,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_b9a9bdc0-67b0-43bd-be32-5fc74be8fa65,T-02 115\34.5,true,1581250,_8f0fe278-c3a4-444f-98ff-c93c2bcbaa9c,ConformLoad,Network/.Load Areas/SIN/05NTE/05   MCZ  T-02 115_34.5-LG,1581454,05   MCZ  T-02 115_34.5-LG,_88f8b44a-cb2c-4d00-a84f-d79cdc8411cb,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_1c4f2ad0-a3f8-415a-b83c-50a849d1844d,A-01 S.P,true,1583915,_9ec3955a-8900-492a-beab-940aa7b16644,ConformLoad,Network/.Load Areas/SIN/05NTE/05   NOJ  A-01 S.P-LG,1583985,05   NOJ  A-01 S.P-LG,_0340f275-0e9b-48bc-9f6d-b02149f0882f,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_bb0af93c-f217-4960-ad60-b52aa43acc90,A-02 S.P,true,1583920,_9ec3955a-8900-492a-beab-940aa7b16644,ConformLoad,Network/.Load Areas/SIN/05NTE/05   NOJ  A-02 S.P-LG,1584086,05   NOJ  A-02 S.P-LG,_f85bf201-c202-42a1-bf57-9a6ddb5a34eb,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_4e593fea-e07f-49be-ab7c-3e891c1e09d1,A-04 S.P,true,1583925,_9ec3955a-8900-492a-beab-940aa7b16644,ConformLoad,Network/.Load Areas/SIN/05NTE/05   NOJ  A-04 S.P-LG,1584187,05   NOJ  A-04 S.P-LG,_6e7f9cbb-638e-471e-852b-ba3be0b2d34d,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_53635dec-b236-4080-9e74-f9e02f0ef30f,A-05 S.P,true,1583930,_9ec3955a-8900-492a-beab-940aa7b16644,ConformLoad,Network/.Load Areas/SIN/05NTE/05   NOJ  A-05 S.P-LG,1584288,05   NOJ  A-05 S.P-LG,_f3d4c90d-16bb-49e5-ac79-c610cf19d923,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_aa80d171-c284-42b5-a02c-bf09c2c0ad4c,A-01 S.P,true,1585226,_302573a0-2fee-462d-905a-70ac19767975,ConformLoad,Network/.Load Areas/SIN/05NTE/05   PTC  A-01 S.P-LG,1585349,05   PTC  A-01 S.P-LG,_9a1226f3-2e94-43f8-ae35-c77190fefe7f,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_d4870763-bcb3-4a38-a8b9-3fcb398c7b72,A-02 S.P,true,1585231,_302573a0-2fee-462d-905a-70ac19767975,ConformLoad,Network/.Load Areas/SIN/05NTE/05   PTC  A-02 S.P-LG,1585450,05   PTC  A-02 S.P-LG,_ffad8811-3045-4d44-878d-feb995df4f29,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_3f2285f7-df4f-49e1-99e9-2659363bea10,A-01 S.P,true,1588172,_6b161444-d9f6-451c-bdbb-23b74f5c06a1,ConformLoad,Network/.Load Areas/SIN/05NTE/05   SYC  A-01 S.P-LG,1588215,05   SYC  A-01 S.P-LG,_3f1bc2d2-e3ac-4201-9b90-e2e88070979c,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_fe05dadd-b91b-4023-b73f-73d05a8de026,A-02 S.P,true,1588177,_6b161444-d9f6-451c-bdbb-23b74f5c06a1,ConformLoad,Network/.Load Areas/SIN/05NTE/05   SYC  A-02 S.P-LG,1588316,05   SYC  A-02 S.P-LG,_f6fcea91-e142-4298-a380-bf1150729f7b,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_365d79ba-f2db-410f-80cc-13902c0e76a3,B-01 S.P,true,1588192,_656692c9-6ee2-48d7-9f38-6dfda5c6f860,ConformLoad,Network/.Load Areas/SIN/05NTE/05   SYC  B-01 S.P-LG,1588429,05   SYC  B-01 S.P-LG,_fe697c33-2d6b-4c30-bcbc-53975597bb55,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_eaae1440-a5b2-4e48-ad25-a2c77063292c,A-04 S.P,true,1589216,_bc557363-704e-4931-a5ee-447f19afcc55,ConformLoad,Network/.Load Areas/SIN/05NTE/05   SYD  A-04 S.P-LG,1589335,05   SYD  A-04 S.P-LG,_cb00b807-eda5-43ae-96ee-cbdc53b464aa,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_23b49727-01a2-4d93-84fe-7adc3ec0a0b8,A-06 S.P,true,1589221,_bc557363-704e-4931-a5ee-447f19afcc55,ConformLoad,Network/.Load Areas/SIN/05NTE/05   SYD  A-06 S.P-LG,1589436,05   SYD  A-06 S.P-LG,_0e2af9cd-7013-40fd-8ea6-97c3252ac8e4,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_2dc14034-386d-4e45-86e2-0f7bfbb7ec45,A-08 S.P,true,1589226,_bc557363-704e-4931-a5ee-447f19afcc55,ConformLoad,Network/.Load Areas/SIN/05NTE/05   SYD  A-08 S.P-LG,1589537,05   SYD  A-08 S.P-LG,_d52aa255-4fa1-4097-9451-a02b95b83332,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_040ebeaa-3515-4d00-bff3-0b95e140d0a7,CARGA T1,true,1598362,_778a2a16-0ee8-468e-9a86-ddb2cacb77f2,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOABG CARGA T1-LG,1598373,05CGOABG CARGA T1-LG,_591c6cc6-f76e-45d6-ab0d-f119d7a5adb6,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_e7d06b12-8e67-4a43-a5c8-d5b3bc856d87,CARGA T1,true,1598710,_cc40587d-6c07-4f4d-b5a1-469493bcadca,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOALV CARGA T1-LG,1598721,05CGOALV CARGA T1-LG,_afc1e040-e53e-491d-b89a-dabd81e3a233,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_cc2665c0-1198-49d8-b099-702baa5bbfde,CARGA T1,true,1599148,_7b5bd40d-6012-4d9d-a866-f870b389c4d6,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOARM CARGA T1-LG,1599159,05CGOARM CARGA T1-LG,_fad92c4e-3ad6-41e3-a474-61a4f7fd38ef,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_0ee6828b-9a64-4de0-a0ae-74ba1fc5cce6,CARGA T1,true,1599449,_a61f2ff3-2f86-46d0-bf29-11988c38310d,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOBLV CARGA T1-LG,1599460,05CGOBLV CARGA T1-LG,_8620b25e-7782-4bef-8db5-4bff619aaed3,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_a96b5ff6-90bc-4f0d-99a7-65fee09ccb7a,CARGA T1,true,1611317,_45e0a93d-c835-4883-85d5-bb367095931c,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOBQL  CARGA T1-LG,1611334,05CGOBQL  CARGA T1-LG,_6e5e3174-3d12-4c33-8e90-42bce45a0620,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_e276ad3f-4bfc-4ad2-8d89-0e62252db71d,CARGA T1,true,1611471,_83ef711a-1928-4c71-a27d-312742fcebfb,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOBUF  CARGA T1-LG,1611482,05CGOBUF  CARGA T1-LG,_4abcfb5e-4b0b-469d-950a-be91e58ab17f,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_eba7b880-21ea-4f26-9d74-601c747a3d0c,CARGA T1,true,1611642,_09f0fac1-e02e-41b0-9abe-d292564b5bf5,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOCAT CARGA T1-LG,1611653,05CGOCAT CARGA T1-LG,_273fa697-373a-426e-aca6-1690ee7f1f8c,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_54efcd77-ff7a-4a56-a945-aafdb7e8ec49,CARGA T1,true,1611828,_896d06fb-9d8d-457d-9662-0f0d8ccbd1cc,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOCGU CARGA T1-LG,1611850,05CGOCGU CARGA T1-LG,_f6192c4c-04ab-4972-87de-c74f467ae4b0,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_7dec8ad2-460c-4107-9843-4cfa003e8bd2,CARGA T2,true,1611833,_896d06fb-9d8d-457d-9662-0f0d8ccbd1cc,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOCGU CARGA T2-LG,1611951,05CGOCGU CARGA T2-LG,_6ab43378-ba43-46eb-8c38-85a998f443ce,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_6b0787e2-3278-439d-bd02-2860c59a1752,CARGA T1,true,1612398,_857ea574-0019-4d06-a3fa-4430b3569223,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGODEL CARGA T1-LG,1612420,05CGODEL CARGA T1-LG,_f41c8424-8a92-44a0-85d0-9f9a88f01806,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_ba1eb59b-76bc-49e3-9a14-e98d079def69,CARGA T2,true,1612403,_857ea574-0019-4d06-a3fa-4430b3569223,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGODEL CARGA T2-LG,1612521,05CGODEL CARGA T2-LG,_36da30d9-495f-40ad-8321-4ceebab25bf5,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_0ffbfbdc-45a0-4f44-a170-1ccf19203e3f,CARGA T1,true,1612781,_e44cf2f9-5962-42c1-a98a-7e11c7c0098f,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGODLD CARGA T1-LG,1612803,05CGODLD CARGA T1-LG,_1a435d07-ec9c-496c-a6f8-25797ca6346b,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_49e6eb28-37b7-41a5-941d-5ccf2433ad64,CARGA T2,true,1612786,_e44cf2f9-5962-42c1-a98a-7e11c7c0098f,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGODLD CARGA T2-LG,1612904,05CGODLD CARGA T2-LG,_1ac8e3d8-e395-4ed0-93e7-1fabfd2d4c50,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_7509b63c-237f-427f-81d8-de9dfc5f8692,CARGA T1,true,1613196,_aa847dfa-abe8-489d-bf42-1ce1bde0312a,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOESC CARGA T1-LG,1613207,05CGOESC CARGA T1-LG,_b8cffb1c-a689-41ec-b720-4e0db0a44606,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_44be2735-92ad-451f-b017-089dd16b8262,CARGA T1,true,1613352,_c61604e5-2be4-4f67-a84c-ffa761003b76,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOGCH CARGA T1-LG,1613363,05CGOGCH CARGA T1-LG,_699d902c-1368-44f8-bbcc-c9befb65a41a,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_82ebedf0-bed6-4b7a-a137-eb4a13ece451,CARGA 34.5,true,1613492,_13c88bc5-97cd-4bee-b6e6-baab6864cc5b,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOGVD CARGA 34.5-LG,1613503,05CGOGVD CARGA 34.5-LG,_06cfe0fc-57f7-4df0-b820-78de0998ee3f,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_11536639-59f8-4dfd-95c7-9004dae583d0,CARGA 115\13.8,true,1613946,_33b1e91b-42ea-4145-a39f-bdc5b1407f0b,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOJEZ CARGA 115_13.8-LG,1613992,05CGOJEZ CARGA 115_13.8-LG,_9d64e127-caf5-422d-b899-829873995555,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_87584708-0812-4fb8-9fef-d5dccabdc1d0,CARGA 115\34.5,true,1613969,_7cceeeb0-3f4a-4ba0-84b7-496c8a5ce618,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOJEZ CARGA 115_34.5-LG,1614093,05CGOJEZ CARGA 115_34.5-LG,_f44e83d7-e80a-439f-ab16-6c41ec758cdd,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_e81e5e35-c5a3-490e-9a20-fae3fbcac654,CARGA T1,true,1614266,_a6c76723-7f50-4fcb-a91f-417e264ac09d,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOKOO CARGA T1-LG,1614277,05CGOKOO CARGA T1-LG,_3ab10847-277f-4555-99dc-e578a86e90ed,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_18a4363f-e0b5-4cd8-8e43-eb75c8e63dd8,CARGA 115\34.5,true,1614477,_25302199-e027-4bbd-94b4-4fb2d5847acc,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOLCS CARGA 115_34.5-LG,1614494,05CGOLCS CARGA 115_34.5-LG,_d514c08a-2180-4853-a045-fdd43e68b053,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_ad4e58e7-b6a8-4b74-ae8c-ff15f7c1260d,CARGA T1,true,1614910,_8e1cc74f-e6cb-4111-b406-d9b2c1e5d2dc,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOMOQ CARGA T1-LG,1614921,05CGOMOQ CARGA T1-LG,_0e94c285-8aab-43a5-b276-37c342a40742,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_31233035-9943-4189-888f-83b87bfd78e4,CARGA T1,true,1615062,_89e11e73-1615-4c98-9222-aae57c0e0657,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGONAI  CARGA T1-LG,1615073,05CGONAI  CARGA T1-LG,_694ef8b2-f80e-4cd6-8670-86d124bf84fd,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_63c90d5f-5e30-4c62-aa40-db274a83d10f,CARGA T1,true,1615303,_25209b94-dbe7-4d68-9bfd-02bf4af237f9,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGONHO CARGA T1-LG,1615325,05CGONHO CARGA T1-LG,_50145ca1-b3a5-451d-a354-1201681e5828,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_89ef3826-63ce-4dc3-94ca-ee09c40ad39a,CARGA T2,true,1615308,_25209b94-dbe7-4d68-9bfd-02bf4af237f9,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGONHO CARGA T2-LG,1615426,05CGONHO CARGA T2-LG,_7a238085-5433-4934-bf49-bbdd53a757c7,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_7b6b3e59-b128-4d0a-bc85-6e1b48c130be,CARGA T1,true,1615660,_a04d6805-90dd-46d6-a67b-cbd51b2eeeef,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOOAS CARGA T1-LG,1615682,05CGOOAS CARGA T1-LG,_8ea019f1-e1bb-441f-b155-ced0f55b973d,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_3cb9caba-7166-4e02-bd98-dc4848f6c45f,CARGA T2,true,1615665,_a04d6805-90dd-46d6-a67b-cbd51b2eeeef,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOOAS CARGA T2-LG,1615783,05CGOOAS CARGA T2-LG,_c0d0b01f-1947-4693-a99e-bb61daa04510,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_8e1966b2-777b-4b14-a2c2-462e679300fe,CARGA T1,true,1615965,_512b82d2-95f9-4459-8833-cca42db4f40c,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOOJI CARGA T1-LG,1615998,05CGOOJI CARGA T1-LG,_b92c9156-7391-4788-90ca-2eedae54b4b2,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_fc8382b9-a017-4274-9b0c-dd977c1be33a,CARGA T2,true,1615970,_512b82d2-95f9-4459-8833-cca42db4f40c,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOOJI CARGA T2-LG,1616099,05CGOOJI CARGA T2-LG,_19a1c3f7-05d6-4c5b-af34-fb027ccab570,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_1e04fb09-8740-4af8-a14b-b291d341fe7e,CARGA T3,true,1615981,_21f4ce19-a32b-4e80-a5da-ed9d71f302a4,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOOJI CARGA T3-LG,1616200,05CGOOJI CARGA T3-LG,_dcd200e3-0c10-4698-b287-5d9fc6f4f757,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_fd39458c-3d74-4aa4-b594-c4dddd4333bb,CARGA 13.8 1,true,1616379,_6b1472ee-81c4-4ebd-80d3-9126afe5125b,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOPAR CARGA 13.8 1-LG,1616407,05CGOPAR CARGA 13.8 1-LG,_784a7dc6-9647-4050-8221-959522775af1,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_e01bcf9a-8f4c-437e-a710-8f3009e1d1b2,CARGA 13.8 2,true,1616384,_6b1472ee-81c4-4ebd-80d3-9126afe5125b,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOPAR CARGA 13.8 2-LG,1616508,05CGOPAR CARGA 13.8 2-LG,_3e4b2c06-1a09-4bcb-9cf1-3c1fdf45b8c5,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_a3f1a744-2ecc-49b2-aea0-ec37f2da503b,CARGA T1,true,1616701,_d6037978-bfa4-4d1f-ba57-629806c3df6a,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOPTJ CARGA T1-LG,1616712,05CGOPTJ CARGA T1-LG,_e24b6d8e-a258-4093-9d2f-b88204608dd8,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_35cbdeda-e2d0-4dd7-9bfc-31cdd6b9b443,CARGA 115\13.8,true,1616893,_fc9380b2-0a12-4181-8819-27d3f4b4b6f1,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGORIF CARGA 115_13.8-LG,1616932,05CGORIF CARGA 115_13.8-LG,_d0fd2a7e-7bbd-4d0d-930c-4f22bc1324a4,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_275b677c-5253-4b4b-94f2-c97782addf6a,CARGA 115\34.5,true,1616915,_dffbba2e-07a6-47c7-8780-3bc5003c3346,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGORIF CARGA 115_34.5-LG,1617033,05CGORIF CARGA 115_34.5-LG,_f510faf9-47dd-4cb1-9605-4188b2b4eab7,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_a6c38ab5-6838-4281-93bc-79730ba5a27c,CARGA 115,true,1617166,_914ec31d-f3ff-42b4-afdc-1a7dc09c2c11,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOSAJ CARGA 115-LG,1617171,05CGOSAJ CARGA 115-LG,_09a7c6a5-9366-40d4-9030-a02e06e86fd2,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_19f82a48-5d54-435c-96fb-c73a1b9d3170,CARGA 13.8,true,1617433,_106648b2-f9ae-4c90-bed2-3d906fe2e5c0,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOSGU CARGA 13.8-LG,1617450,05CGOSGU CARGA 13.8-LG,_5b4f9eee-763e-47fd-8ceb-02dfac8913d6,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_855034e5-da72-4371-96a8-c87edb74d223,CARGA T1,true,1617611,_f1726a86-5540-4c64-bf9e-1afb0926b812,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOSMO CARGA T1-LG,1617622,05CGOSMO CARGA T1-LG,_c900cade-57f1-466d-afb6-f04b0de18392,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_72ab1c13-a5a9-45cb-b288-787bcb87d699,CARGA T1,true,1617857,_641b18ba-c91d-4bfd-9231-991338096158,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOTHS CARGA T1-LG,1617879,05CGOTHS CARGA T1-LG,_ee354c6f-74fd-401c-98a7-55b7fbf7d13f,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_acb798cb-f8a4-45fd-8064-ec1b94c4c7fe,CARGA T2,true,1617862,_641b18ba-c91d-4bfd-9231-991338096158,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOTHS CARGA T2-LG,1617980,05CGOTHS CARGA T2-LG,_8bdf3741-6ae5-4d54-b896-e0d57a947975,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_97df8386-1460-4e79-b563-c9bb822d220f,CARGA T-01,true,1618177,_c21a1485-f062-498f-98ea-e05399555c9e,ConformLoad,Network/.Load Areas/SIN/05NTE/05CGOTRE CARGA T-01-LG,1618188,05CGOTRE CARGA T-01-LG,_4fe2b954-febf-4d6d-a234-ab4fe5076c41,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_3627948b-b032-4d99-bfca-8a999e67d669,CARGA 115\23.9,true,1619084,_187901ac-197e-44e2-bf0e-ae5e4c3b203b,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUAAMA CARGA 115_23.9-LG,1619106,05CUAAMA CARGA 115_23.9-LG,_858c64f0-a392-4850-99de-43f1d6837bab,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_feccc547-0a2f-4d1b-9e11-daae197fc686,CARGA 115\23B2,true,1619089,_187901ac-197e-44e2-bf0e-ae5e4c3b203b,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUAAMA CARGA 115_23B2-LG,1619207,05CUAAMA CARGA 115_23B2-LG,_58f0da00-c7bd-4a38-a63e-f5a6f6bd5c42,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_00234051-3f87-4686-989b-0093fd3d0a4a,CARGA 115\23.9,true,1619390,_6c3aae90-2797-4e4d-8a2d-927a02b02efa,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUAAMR CARGA 115_23.9-LG,1619412,05CUAAMR CARGA 115_23.9-LG,_a720dda4-272a-4540-b31f-2a97b53aabe9,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_16003fdb-f53b-4784-8847-6a4ae2961064,CARGA 115\23B2,true,1619395,_6c3aae90-2797-4e4d-8a2d-927a02b02efa,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUAAMR CARGA 115_23B2-LG,1619513,05CUAAMR CARGA 115_23B2-LG,_882ec479-d4c5-413f-bafc-fad8dfdc653b,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_e532ffe3-0005-419e-89ad-dea3b3c0e1f7,CARGA 115\34.5,true,1619649,_24c748ad-7d42-4b92-ba3e-f89c8d2680a7,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUAARE CARGA 115_34.5-LG,1619689,05CUAARE CARGA 115_34.5-LG,_02e03225-5448-49ec-9056-e3a578f48a76,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_90f733bb-a098-4928-ae5f-d993883e0733,CARGA 115\34.5,true,1620005,_6df4ba60-fc40-4a73-a88c-114b383c5953,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUAAVO CARGA 115_34.5-LG,1620033,05CUAAVO CARGA 115_34.5-LG,_3458d38d-29e2-4fa2-a8c1-7adbc0651ba8,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_ed847692-8838-4a58-97df-8c6c2000fe32,CARGA 115\34B2,false,1620010,_6df4ba60-fc40-4a73-a88c-114b383c5953,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUAAVO CARGA 115_34B2-LG,1620134,05CUAAVO CARGA 115_34B2-LG,_994ad32c-f359-407c-b974-61ed5d46ee99,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_c571b19b-8fff-4182-b788-16949e0ec65d,CARGA 115\34.5,true,1620439,_f3d3ac7f-e310-4d87-b78a-b0a299341f2f,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUABAS CARGA 115_34.5-LG,1620450,05CUABAS CARGA 115_34.5-LG,_be00d169-c52d-4c73-8c34-3dbddce53043,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_eae1ebc6-0807-40b1-8904-b2452061cb90,CARGA 115\23.9,true,1620637,_598f7b06-c745-4491-a3b7-5aee8dcef980,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUACAS CARGA 115_23.9-LG,1620654,05CUACAS CARGA 115_23.9-LG,_25c9976f-3f47-4714-8872-58cec9066acf,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_9919a301-d369-4b8d-9aa3-949cf748c58a,CARGA 115\23.9,true,1620850,_6e4366c4-8305-4892-93cc-4c2dcab830f9,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUACCD CARGA 115_23.9-LG,1620861,05CUACCD CARGA 115_23.9-LG,_f9662391-f571-4b56-885f-95135dc3a097,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_e09b30b5-b7a0-4e46-8eba-377e44935ed7,CARGA 115\13.8,true,1621198,_ccf6fef6-2b25-4751-8e7f-0c8df545c5b6,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUACHC CARGA 115_13.8-LG,1621250,05CUACHC CARGA 115_13.8-LG,_99807d37-16b1-4c85-ba9d-f5012c74ad4d,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_aae43f7c-d07b-41f4-9151-e25bb616d884,CARGA 115\34.5,true,1621221,_d0bb2012-b8aa-4838-a87a-a7c5e4f59f06,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUACHC CARGA 115_34.5-LG,1621351,05CUACHC CARGA 115_34.5-LG,_a1d72430-6d3a-449a-bd49-f0f8a9716f99,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_732a769d-c633-4f2d-907c-242ef6a35227,CARGA 115\23.9,true,1621515,_6b59a7b8-e850-4dbc-8cb4-d92b60639a7e,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUACIN CARGA 115_23.9-LG,1621562,05CUACIN CARGA 115_23.9-LG,_df331e43-7c27-4429-b6c6-ddd11a2695c0,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
_44fce195-8c26-44ec-9405-b3cb084e841c,CARGA 115\23B2,true,1621520,_6b59a7b8-e850-4dbc-8cb4-d92b60639a7e,ConformLoad,Network/.Load Areas/SIN/05NTE/05CUACIN CARGA 115_23B2-LG,1621663,05CUACIN CARGA 115_23B2-LG,_725a5099-4af7-41c0-b567-7554fc785466,_37b2c78a-5419-4be5-a2f3-d13518827069,ConformLoadGroup
