ID,Path,Name,Description,ElementName,ElementText,IncludeInSE,MeasurementType,mRID,InternalId,Parent,ObjectType
_656ea9a0-f324-4deb-a688-10473302cf36,Network/Companies/SIN/02ORI/02   EVM/23/UN-01/P,P,02   EVM CG-5015  EOLIC        MW,P (1631),CG-5015  EOLIC        MW,true,Real power,,4719331,_995190ed-8c85-48dd-80fa-b54c5de6c742,Analog
_a8fecfe3-7f9e-4491-a83c-5f7ad1e3f401,Network/Companies/SIN/02ORI/02   EVM/23/UN-01/Q,Q,02   EVM CG-5015  EOLIC      MVAR,Q (1642),CG-5015  EOLIC      MVAR,true,Reactive power,,4719341,_995190ed-8c85-48dd-80fa-b54c5de6c742,Analog
_8e345330-f77c-495f-aa16-75fa93e1f6c2,Network/Companies/SIN/02ORI/02   EVM/23/UN-02/P,P,02   EVM CG-5025  EOLIC        MW,P (1631),CG-5025  EOLIC        MW,true,Real power,,4719351,_cf214673-1336-4e0d-8225-fdcaeda75af6,Analog
_45fb5b0d-0448-4586-8d95-c617c640bc10,Network/Companies/SIN/02ORI/02   EVM/23/UN-02/Q,Q,02   EVM CG-5025  EOLIC      MVAR,Q (1642),CG-5025  EOLIC      MVAR,true,Reactive power,,4719361,_cf214673-1336-4e0d-8225-fdcaeda75af6,Analog
_f976af15-870d-46ef-b8a5-a9a4801da06a,Network/Companies/SIN/02ORI/02   EVM/23/UN-03/P,P,02   EVM CG-5035  EOLIC        MW,P (1631),CG-5035  EOLIC        MW,true,Real power,,4719371,_88ac0c28-98d7-40b4-a863-42477261c287,Analog
_4ad0c462-6d59-4c21-b1d7-6f113ba6541f,Network/Companies/SIN/02ORI/02   EVM/23/UN-03/Q,Q,02   EVM CG-5035  EOLIC      MVAR,Q (1642),CG-5035  EOLIC      MVAR,true,Reactive power,,4719381,_88ac0c28-98d7-40b4-a863-42477261c287,Analog
_2c582b9f-5d13-4213-a86e-a965f2586808,Network/Companies/SIN/02ORI/02   EVM/23/UN-04/P,P,02   EVM CG-5045  EOLIC        MW,P (1631),CG-5045  EOLIC        MW,true,Real power,,4719391,_130a06c4-210f-438d-ac79-80e7fc03be04,Analog
_71e4b843-2f9c-4386-9f16-cd5107fa85ac,Network/Companies/SIN/02ORI/02   EVM/23/UN-04/Q,Q,02   EVM CG-5045  EOLIC      MVAR,Q (1642),CG-5045  EOLIC      MVAR,true,Reactive power,,4719401,_130a06c4-210f-438d-ac79-80e7fc03be04,Analog
_ee4c7ddd-b9d9-453e-aa38-4ee37d082275,Network/Companies/SIN/02ORI/02   EVM/23/UN-05/P,P,02   EVM CG-5055  EOLIC        MW,P (1631),CG-5055  EOLIC        MW,true,Real power,,4719411,_d2ecc8a6-a4b3-4b42-9dcf-477a9822a172,Analog
_3ac566f8-c000-4aec-ac69-7b10e3d28fa6,Network/Companies/SIN/02ORI/02   EVM/23/UN-05/Q,Q,02   EVM CG-5055  EOLIC      MVAR,Q (1642),CG-5055  EOLIC      MVAR,true,Reactive power,,4719421,_d2ecc8a6-a4b3-4b42-9dcf-477a9822a172,Analog
_420bec24-7dba-4219-9366-993a0d6b88a2,Network/Companies/SIN/02ORI/02   EVM/23/UN-06/P,P,02   EVM CG-5065  EOLIC        MW,P (1631),CG-5065  EOLIC        MW,true,Real power,,4719431,_b58f9e44-962d-464e-8374-d0e6085e0dca,Analog
_5260dc3c-86f2-4086-88af-c1931fc77fdc,Network/Companies/SIN/02ORI/02   EVM/23/UN-06/Q,Q,02   EVM CG-5065  EOLIC      MVAR,Q (1642),CG-5065  EOLIC      MVAR,true,Reactive power,,4719441,_b58f9e44-962d-464e-8374-d0e6085e0dca,Analog
_39c9c794-44e2-4ff8-85a9-e7c14f0b9f79,Network/Companies/SIN/02ORI/02   EVM/23/UN-07/P,P,02   EVM CG-5075  EOLIC        MW,P (1631),CG-5075  EOLIC        MW,true,Real power,,4719451,_49f8b91b-ba15-4a0e-8554-68d1401685d6,Analog
_8da7ea90-ee77-48f7-aeb4-9c29611d2c17,Network/Companies/SIN/02ORI/02   EVM/23/UN-07/Q,Q,02   EVM CG-5075  EOLIC      MVAR,Q (1642),CG-5075  EOLIC      MVAR,true,Reactive power,,4719461,_49f8b91b-ba15-4a0e-8554-68d1401685d6,Analog
_b1d5fd36-60fd-4c15-bebc-97d962429d9e,Network/Companies/SIN/02ORI/02   FET/16.5/UN-01/P,P,02   FET UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4719774,_3b5a83da-9157-4fcd-b394-8a090763318b,Analog
_9b147fd5-78e6-468b-a3ff-b6ef858d2b37,Network/Companies/SIN/02ORI/02   FET/16.5/UN-01/Q,Q,02   FET UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4719811,_3b5a83da-9157-4fcd-b394-8a090763318b,Analog
_efaa35f3-0fa2-46be-97b0-4f26aed39096,Network/Companies/SIN/02ORI/02   FET/16.5/UN-02/P,P,02   FET UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4719917,_9db3df51-6d0d-4a79-9487-fd3fd01b93fa,Analog
_27a7296e-bf29-4f0a-b3d6-be75eaa3a01e,Network/Companies/SIN/02ORI/02   FET/16.5/UN-02/Q,Q,02   FET UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4719954,_9db3df51-6d0d-4a79-9487-fd3fd01b93fa,Analog
_f4a49517-a664-41e4-806c-dfe7104dfa4e,Network/Companies/SIN/02ORI/02   FET/16.5/UN-04/P,P,02   FET UN-04    BRUTA        MW,P (1631),UN-04    BRUTA        MW,true,Real power,,4720067,_9358c80d-0df1-4f2d-bf2f-2ce7bca67d64,Analog
_ef0b5bec-098a-4b44-b053-21e957e7aa9f,Network/Companies/SIN/02ORI/02   FET/16.5/UN-04/Q,Q,02   FET UN-04    BRUTA      MVAR,Q (1642),UN-04    BRUTA      MVAR,true,Reactive power,,4720104,_9358c80d-0df1-4f2d-bf2f-2ce7bca67d64,Analog
_19a543ef-2b6c-479f-97af-18f757063d7b,Network/Companies/SIN/02ORI/02   FET/16.5/UN-05/P,P,02   FET UN-05    BRUTA        MW,P (1631),UN-05    BRUTA        MW,true,Real power,,4720208,_b6b0e151-4c9b-428b-92af-cb3eb7fa406e,Analog
_e60ad578-083c-4566-be5d-7b3b19798a4e,Network/Companies/SIN/02ORI/02   FET/16.5/UN-05/Q,Q,02   FET UN-05    BRUTA      MVAR,Q (1642),UN-05    BRUTA      MVAR,true,Reactive power,,4720245,_b6b0e151-4c9b-428b-92af-cb3eb7fa406e,Analog
_691b5da1-8524-405a-bd4f-d915d1fdb842,Network/Companies/SIN/02ORI/02   FET/16.5/UN-03/P,P,02   FET UN-03    BRUTA        MW,P (1631),UN-03    BRUTA        MW,true,Real power,,4720662,_72f3bbb0-7196-472a-a394-9edd90575d3b,Analog
_62732bd3-4322-420e-b2c0-bdaea334c0d6,Network/Companies/SIN/02ORI/02   FET/16.5/UN-03/Q,Q,02   FET UN-03    BRUTA      MVAR,Q (1642),UN-03    BRUTA      MVAR,true,Reactive power,,4720695,_72f3bbb0-7196-472a-a394-9edd90575d3b,Analog
_d77649d5-4974-467d-b202-93776f830ea7,Network/Companies/SIN/02ORI/02   FET/16.5/UN-06/P,P,02   FET UN-06    BRUTA        MW,P (1631),UN-06    BRUTA        MW,true,Real power,,4720782,_71640e43-5092-48e5-a85d-73534c1c083e,Analog
_ccfa826c-a0ab-4fdc-ab4b-85bf425fbb6e,Network/Companies/SIN/02ORI/02   FET/16.5/UN-06/Q,Q,02   FET UN-06    BRUTA      MVAR,Q (1642),UN-06    BRUTA      MVAR,true,Reactive power,,4720819,_71640e43-5092-48e5-a85d-73534c1c083e,Analog
_e5653c28-dabd-4a21-8bfd-ceef6ed85a21,Network/Companies/SIN/02ORI/02   FET/16.5/T-01 S.P./P,P,02   FET T -01    S.P.         MW,P (1631),T -01    S.P.         MW,true,Real power,,4721308,_397ba740-7f8b-40b6-9d82-5527195b5c09,Analog
_d9885b69-8eaf-41a3-b9fb-b4ddfe89b3b0,Network/Companies/SIN/02ORI/02   FET/16.5/T-02 S.P./P,P,02   FET T -02    S.P.         MW,P (1631),T -02    S.P.         MW,true,Real power,,4721317,_f317b3f5-37bf-4a3d-aa92-a21118e69968,Analog
_6eaf7f5c-9d0d-4152-af6f-f3ae43c5c206,Network/Companies/SIN/02ORI/02   FET/16.5/T-04 S.P./P,P,02   FET T -04    S.P.         MW,P (1631),T -04    S.P.         MW,true,Real power,,4721326,_521e8b89-8bba-4174-aad1-28cf0f0decfa,Analog
_df55a593-841c-4996-b7de-b2bd9a5ed089,Network/Companies/SIN/02ORI/02   FET/16.5/T-05 S.P./P,P,02   FET T -05    S.P.         MW,P (1631),T -05    S.P.         MW,true,Real power,,4721335,_aeaf721c-a1bf-4fda-9d8b-b9acdcdf4e3b,Analog
_55cd8b99-ca25-4efa-8ab8-da9829c56ffd,Network/Companies/SIN/02ORI/02   GCC/0.48/UN-01/P,P,02   GCC UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4721389,_59d90442-5c92-4335-a11d-2d51807a4827,Analog
_820c6458-5c2b-4382-8a45-d92751adb07a,Network/Companies/SIN/02ORI/02   GCC/0.48/UN-01/Q,Q,02   GCC UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4721396,_59d90442-5c92-4335-a11d-2d51807a4827,Analog
_c6171ae4-ba34-4793-bb08-727b95878f0b,Network/Companies/SIN/02ORI/02   GCM/13.8/UN-01/P,P,02   GCM UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4721467,_6c4983e3-a3f7-434f-835c-9479c5666699,Analog
_71351ba3-9faa-421b-af5b-c741b2b5a1a2,Network/Companies/SIN/02ORI/02   GCM/13.8/UN-01/Q,Q,02   GCM UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4721474,_6c4983e3-a3f7-434f-835c-9479c5666699,Analog
_a2de037a-1c68-47f0-84a5-057072b29ab0,Network/Companies/SIN/02ORI/02   GCM/34.5/T-11 S.P/P,P,02   GCM T -11   34.5/0.48 X   MW,P (1631),T -11   34.5/0.48 X   MW,true,Real power,,4721585,_8cc4fd62-a59d-4d49-a7cc-181df26d349e,Analog
_31f0e303-3e90-4a2a-a7ea-9abd7c4c3e93,Network/Companies/SIN/02ORI/02   GCM/34.5/T-11 S.P/Q,Q,02   GCM T -11   34.5/0.48 X MVAR,Q (1642),T -11   34.5/0.48 X MVAR,true,Reactive power,,4721596,_8cc4fd62-a59d-4d49-a7cc-181df26d349e,Analog
_fa8b1445-8626-4e8a-b219-a6b85ce26901,Network/Companies/SIN/02ORI/02   GCM/34.5/T-02/P,P,02   GCM T -27   34.5/4.16 X   MW,P (1631),T -27   34.5/4.16 X   MW,true,Real power,,4721603,_0513b02c-3336-4317-a773-0477f04fa1ed,Analog
_d0234781-9e98-42bf-9caf-ed37983c5adf,Network/Companies/SIN/02ORI/02   GCM/34.5/T-02/Q,Q,02   GCM T -27   34.5/4.16 X MVAR,Q (1642),T -27   34.5/4.16 X MVAR,true,Reactive power,,4721607,_0513b02c-3336-4317-a773-0477f04fa1ed,Analog
_5bac0060-c3f3-4798-b8d3-92adf4cb4861,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-01/P,P,02   GDM UN-01                 MW,P (1631),UN-01                 MW,true,Real power,,4721663,_a51b6609-8333-4b63-b4c9-daa6edb5e69a,Analog
_b51721c0-31b2-4b0a-8264-f642eac22b69,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-01/Q,Q,02   GDM UN-01               MVAR,Q (1642),UN-01               MVAR,true,Reactive power,,4721670,_a51b6609-8333-4b63-b4c9-daa6edb5e69a,Analog
_258b78f7-ac92-410d-af98-0bcf2b789c6d,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-02/P,P,02   GDM UN-02                 MW,P (1631),UN-02                 MW,true,Real power,,4721695,_2d96c49d-2a6a-470d-9b9b-985a42ae72c5,Analog
_de451094-e62f-4b83-ab37-b5f7c99b2b39,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-02/Q,Q,02   GDM UN-02               MVAR,Q (1642),UN-02               MVAR,true,Reactive power,,4721702,_2d96c49d-2a6a-470d-9b9b-985a42ae72c5,Analog
_7aca2113-0fbd-4d3d-be17-32cbd99ed52d,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-03/P,P,02   GDM UN-03                 MW,P (1631),UN-03                 MW,true,Real power,,4721727,_3b12bde3-2af0-4da5-833b-77bfd02becb1,Analog
_0345f4e6-0747-4964-90f1-601e8e93eb68,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-03/Q,Q,02   GDM UN-03               MVAR,Q (1642),UN-03               MVAR,true,Reactive power,,4721734,_3b12bde3-2af0-4da5-833b-77bfd02becb1,Analog
_38b19faf-aa59-448d-96d1-80b468feb7d2,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-04/P,P,02   GDM UN-04                 MW,P (1631),UN-04                 MW,true,Real power,,4721761,_31c5ca9e-c0ed-4b76-8adb-1d38ebfd74ce,Analog
_2afd41d7-0a01-49cb-aefc-f600e5bfa2b8,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-04/Q,Q,02   GDM UN-04               MVAR,Q (1642),UN-04               MVAR,true,Reactive power,,4721768,_31c5ca9e-c0ed-4b76-8adb-1d38ebfd74ce,Analog
_6c5607b5-b68e-4ffd-9ae3-1f822b89ac11,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-05/P,P,02   GDM UN-05                 MW,P (1631),UN-05                 MW,true,Real power,,4721795,_f66b84c0-7721-4633-8cb4-aaff9a3e0239,Analog
_9a6be949-0de0-4d5e-895e-3bb362beba8a,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-05/Q,Q,02   GDM UN-05               MVAR,Q (1642),UN-05               MVAR,true,Reactive power,,4721802,_f66b84c0-7721-4633-8cb4-aaff9a3e0239,Analog
_5e05bfe1-ac4b-4837-805c-9cf708f4801e,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-06/P,P,02   GDM UN-06                 MW,P (1631),UN-06                 MW,true,Real power,,4721829,_7fb8d43d-95aa-441f-b06e-6f7e7ac72513,Analog
_b9b5f93e-9cfe-49a5-b8e3-829c033e9d6f,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-06/Q,Q,02   GDM UN-06               MVAR,Q (1642),UN-06               MVAR,true,Reactive power,,4721836,_7fb8d43d-95aa-441f-b06e-6f7e7ac72513,Analog
_8e0b1494-43a0-43bc-b484-027ad6011acb,Network/Companies/SIN/02ORI/02   GEI/13.8/UN-01/P,P,02   GEI UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4722007,_0f2d8628-74dc-41df-bf97-2aaf1dc12755,Analog
_b2db1741-33da-4730-895f-6a870372f247,Network/Companies/SIN/02ORI/02   GEI/13.8/UN-01/Q,Q,02   GEI UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4722014,_0f2d8628-74dc-41df-bf97-2aaf1dc12755,Analog
_82b3ba48-ca29-4502-816f-bf0095d0586a,Network/Companies/SIN/02ORI/02   GEI/13.8/UN-02/P,P,02   GEI UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4722083,_83295fb8-a66c-47b9-b6b3-3d9d7ce5f83d,Analog
_ce4aade7-5e8a-4f86-ba37-57c9e3c3cc1e,Network/Companies/SIN/02ORI/02   GEI/13.8/UN-02/Q,Q,02   GEI UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4722090,_83295fb8-a66c-47b9-b6b3-3d9d7ce5f83d,Analog
_49a918ac-9199-4945-8ceb-61ee10d9fad3,Network/Companies/SIN/02ORI/02   GEI/13.8/SP T22/P,P,02   GEI T -22    SERVPROP H   MW,P (1631),T -22    SERVPROP H   MW,true,Real power,,4722305,_30e250ae-167f-4f72-93a2-207b25b04813,Analog
_6bf39793-c293-4b3a-8c42-39dcd7b85074,Network/Companies/SIN/02ORI/02   GEI/13.8/SP T22/Q,Q,02   GEI T -22    SERVPROP H MVAR,Q (1642),T -22    SERVPROP H MVAR,true,Reactive power,,4722316,_30e250ae-167f-4f72-93a2-207b25b04813,Analog
_30ea7d80-cc03-4f07-8f1f-8ec40d334293,Network/Companies/SIN/02ORI/02   GEM/34.5/UN-01/P,P,02   GEM CG-51015 EOLIC        MW,P (1631),CG-51015 EOLIC        MW,true,Real power,,4722475,_1d333978-6ccb-42fa-a165-1b75a3ca47b2,Analog
_41bc4604-1c7b-4cc5-971d-b21ddd1295ad,Network/Companies/SIN/02ORI/02   GEM/34.5/UN-01/Q,Q,02   GEM CG-51015 EOLIC      MVAR,Q (1642),CG-51015 EOLIC      MVAR,true,Reactive power,,4722482,_1d333978-6ccb-42fa-a165-1b75a3ca47b2,Analog
_2f5fdf03-a8e3-4c99-b646-20a8aae7d0ce,Network/Companies/SIN/02ORI/02   GEM/34.5/UN-02/P,P,02   GEM CG-51025 EOLIC        MW,P (1631),CG-51025 EOLIC        MW,true,Real power,,4722499,_8e179a06-28bd-44c3-a4cd-fddd9ce1765d,Analog
_423e5274-25d3-4be4-83cb-b2aca4e23c08,Network/Companies/SIN/02ORI/02   GEM/34.5/UN-02/Q,Q,02   GEM CG-51025 EOLIC      MVAR,Q (1642),CG-51025 EOLIC      MVAR,true,Reactive power,,4722506,_8e179a06-28bd-44c3-a4cd-fddd9ce1765d,Analog
_32181217-64a4-4d57-a2ec-6f07959966a1,Network/Companies/SIN/02ORI/02   GLR/13.8/UN-01/P,P,02   GLR UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4722655,_c95baca4-1ea2-4da7-aa86-68c690a8e6b7,Analog
_c303ef21-5043-4b8f-92c8-b53ae3f5347b,Network/Companies/SIN/02ORI/02   GLR/13.8/UN-01/Q,Q,02   GLR UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4722662,_c95baca4-1ea2-4da7-aa86-68c690a8e6b7,Analog
_1944c837-d525-4419-bd2e-daf89859ca47,Network/Companies/SIN/02ORI/02   GRE/6.6/UN-01/P,P,02   GRE UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4722919,_92501b12-a3e6-4cfa-b12e-39eda2a5e8f9,Analog
_3902b44b-9d4a-4f5d-afe6-14a0b83a0a89,Network/Companies/SIN/02ORI/02   GRE/6.6/UN-01/Q,Q,02   GRE UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4722926,_92501b12-a3e6-4cfa-b12e-39eda2a5e8f9,Analog
_000a2456-0eec-41fe-99e4-3135626ebcae,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-01/P,P,02   IDB UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4723142,_0185772f-283e-47f3-bf5c-841bdb5df1c8,Analog
_b003d8ee-c2e7-428f-8f7b-4125fad54411,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-01/Q,Q,02   IDB UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4723149,_0185772f-283e-47f3-bf5c-841bdb5df1c8,Analog
_dc5f391b-8e24-477e-891f-67283cbf66f9,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-02/P,P,02   IDB UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4723262,_0025b620-b8d0-468c-8f50-0fdec2974ddb,Analog
_87bcf481-77ce-4e94-ba87-9407c1a0d6f0,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-02/Q,Q,02   IDB UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4723269,_0025b620-b8d0-468c-8f50-0fdec2974ddb,Analog
_5a3ac235-c3db-43da-a70b-bb023368f280,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-03/P,P,02   IDB UN-03    BRUTA        MW,P (1631),UN-03    BRUTA        MW,true,Real power,,4723374,_2f2b00b6-fbbc-475b-99d7-f703d8b8ca70,Analog
_12000a0e-c549-4e1a-a1ff-3d237441a7b4,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-03/Q,Q,02   IDB UN-03    BRUTA      MVAR,Q (1642),UN-03    BRUTA      MVAR,true,Reactive power,,4723381,_2f2b00b6-fbbc-475b-99d7-f703d8b8ca70,Analog
_c7f81849-23c5-4c89-859a-f520ff70d401,Network/Companies/SIN/02ORI/02   IDB/34.5/T-04 115\34.5/P,P,02   IDB T -04    115/34.5 H   MW,P (1631),T -04    115/34.5 H   MW,true,Real power,,4723842,_f87971d9-e33e-4b88-8f1e-be95238fb345,Analog
_c9eb38a9-fdac-4f48-a071-b11ff1952057,Network/Companies/SIN/02ORI/02   IDB/34.5/T-04 115\34.5/Q,Q,02   IDB T -04    115/34.5 H MVAR,Q (1642),T -04    115/34.5 H MVAR,true,Reactive power,,4723853,_f87971d9-e33e-4b88-8f1e-be95238fb345,Analog
_fb245249-e3a1-477f-819d-2cd5505daeb3,Network/Companies/SIN/02ORI/02   IDB/34.5/T-05 115\34.5/P,P,02   IDB T -05    115/34.5 H   MW,P (1631),T -05    115/34.5 H   MW,true,Real power,,4723860,_5766946c-16a4-4f90-b37f-d690e5621d98,Analog
_1146c601-e30a-489f-849d-798ba4e3c808,Network/Companies/SIN/02ORI/02   IDB/34.5/T-05 115\34.5/Q,Q,02   IDB T -05    115/34.5 H MVAR,Q (1642),T -05    115/34.5 H MVAR,true,Reactive power,,4723871,_5766946c-16a4-4f90-b37f-d690e5621d98,Analog
_91f45621-128f-4976-9b39-627518b7c849,Network/Companies/SIN/02ORI/02   IGP/13.8/UN-01/P,P,02   IGP UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4724020,_e2dccd0f-84cc-441e-a308-855731bcffb7,Analog
_90fb0876-44b8-45fb-8346-d337b5444f1a,Network/Companies/SIN/02ORI/02   IGP/13.8/UN-01/Q,Q,02   IGP UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4724027,_e2dccd0f-84cc-441e-a308-855731bcffb7,Analog
_49976fa4-18df-4df3-b114-08217e24c872,Network/Companies/SIN/02ORI/02   IGP/13.8/T-02 115\13.8/P,P,02   IGP T -02    115/13.8 H   MW,P (1631),T -02    115/13.8 H   MW,true,Real power,,4724268,_2439eef4-0f3f-46d9-ae38-633fae920609,Analog
_b486aafc-d1e8-4b43-a8dd-a914a5aa9e0e,Network/Companies/SIN/02ORI/02   IGP/13.8/T-02 115\13.8/Q,Q,02   IGP T -02    115/13.8 H MVAR,Q (1642),T -02    115/13.8 H MVAR,true,Reactive power,,4724272,_2439eef4-0f3f-46d9-ae38-633fae920609,Analog
_1ce2bbc0-6ca3-48c4-8f46-9026b8de9a7b,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-01/P,P,02   LVN CG-5015  EOLIC        MW,P (1631),CG-5015  EOLIC        MW,true,Real power,,4731101,_002d3f5e-5789-41a8-bb3b-af593e52a184,Analog
_4f399b27-80e5-4a79-b8fd-3d15d66f91ea,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-01/Q,Q,02   LVN CG-5015  EOLIC      MVAR,Q (1642),CG-5015  EOLIC      MVAR,true,Reactive power,,4731111,_002d3f5e-5789-41a8-bb3b-af593e52a184,Analog
_fab9e434-51f9-46e7-8bd3-370cb94924b7,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-02/P,P,02   LVN CG-5025  EOLIC        MW,P (1631),CG-5025  EOLIC        MW,true,Real power,,4731121,_866ff4b3-6736-4803-a23b-9b8256868a18,Analog
_84265f87-36fc-4ce3-a3a9-31afd1dc97e5,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-02/Q,Q,02   LVN CG-5025  EOLIC      MVAR,Q (1642),CG-5025  EOLIC      MVAR,true,Reactive power,,4731131,_866ff4b3-6736-4803-a23b-9b8256868a18,Analog
_0f00e738-f4d6-4006-8a8f-e59a4cf01d64,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-03/P,P,02   LVN CG-5035  EOLIC        MW,P (1631),CG-5035  EOLIC        MW,true,Real power,,4731141,_4d7e589e-754c-49be-9eae-b690b60c4bf6,Analog
_25f85128-4b3e-4dbd-af1a-a92c0a642ee7,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-03/Q,Q,02   LVN CG-5035  EOLIC      MVAR,Q (1642),CG-5035  EOLIC      MVAR,true,Reactive power,,4731151,_4d7e589e-754c-49be-9eae-b690b60c4bf6,Analog
_665b7276-fe6d-440f-8e42-6dde666d3639,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-04/P,P,02   LVN CG-5045  EOLIC        MW,P (1631),CG-5045  EOLIC        MW,true,Real power,,4731161,_855ce4a4-0ff6-4a58-ba22-c24ded4fd3db,Analog
_dfbc98ef-1500-4e93-af81-c10fdd5e86ea,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-04/Q,Q,02   LVN CG-5045  EOLIC      MVAR,Q (1642),CG-5045  EOLIC      MVAR,true,Reactive power,,4731171,_855ce4a4-0ff6-4a58-ba22-c24ded4fd3db,Analog
_d66c75b4-127b-4619-aa60-c695b3531151,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-05/P,P,02   LVN CG-5055  EOLIC        MW,P (1631),CG-5055  EOLIC        MW,true,Real power,,4731181,_aff6696a-74eb-4361-9104-5e7c7d65dc2e,Analog
_57cd3b40-3b08-4227-b89d-d12468869323,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-05/Q,Q,02   LVN CG-5055  EOLIC      MVAR,Q (1642),CG-5055  EOLIC      MVAR,true,Reactive power,,4731191,_aff6696a-74eb-4361-9104-5e7c7d65dc2e,Analog
_93c3c2d6-35bb-42ae-8d8a-02c5f49ed40d,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-06/P,P,02   LVN CG-5065  EOLIC        MW,P (1631),CG-5065  EOLIC        MW,true,Real power,,4731201,_951a3622-f759-4656-bbf9-77864b0fed77,Analog
_0cad9345-1bc6-4430-b458-e72b39412a2d,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-06/Q,Q,02   LVN CG-5065  EOLIC      MVAR,Q (1642),CG-5065  EOLIC      MVAR,true,Reactive power,,4731211,_951a3622-f759-4656-bbf9-77864b0fed77,Analog
_4c338676-8725-4ac2-81cc-0be07e0274c7,Network/Companies/SIN/02ORI/02   MDF/13.8/UN-01/P,P,02   MDF UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4799423,_b21dbb22-fcce-4779-8d90-d121f66041ce,Analog
_9202e2eb-41d0-47ae-ae82-ed1a66cb247b,Network/Companies/SIN/02ORI/02   MDF/13.8/UN-01/Q,Q,02   MDF UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4799427,_b21dbb22-fcce-4779-8d90-d121f66041ce,Analog
_f5724616-02b4-4727-a677-403aa7cfa44e,Network/Companies/SIN/02ORI/02   MDF/13.8/CARGA 13.8/P,P,02   MDF CD-43025              MW,P (1631),CD-43025              MW,true,Real power,,4799555,_d7cbf9e9-f054-4221-b73d-100282f54abf,Analog
_9f22ce25-6015-453a-a38e-234ebdc7d9a4,Network/Companies/SIN/02ORI/02   MDF/13.8/CARGA 13.8/Q,Q,02   MDF CD-43025            MVAR,Q (1642),CD-43025            MVAR,true,Reactive power,,4799562,_d7cbf9e9-f054-4221-b73d-100282f54abf,Analog
