ID,Path,Name,Description,ElementName,ElementText,IncludeInSE,MeasurementType,mRID,InternalId,Parent,ObjectType
_80600412-fd12-40a3-8f6a-6ec93684410a,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-01/P,P,02   MGD CG-51015 FVOLT        MW,P (1631),CG-51015 FVOLT        MW,true,Real power,,4799949,_f2f41e56-d4cb-4225-a02b-2ba8cee026e8,Analog
_43974939-0e3a-4b3f-b25c-8f2b41761e39,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-01/Q,Q,02   MGD CG-51015 FVOLT      MVAR,Q (1642),CG-51015 FVOLT      MVAR,true,Reactive power,,4799953,_f2f41e56-d4cb-4225-a02b-2ba8cee026e8,Analog
_4e423469-f315-482f-812c-0e361e4fc2b7,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-02/P,P,02   MGD CG-51025 FVOLT        MW,P (1631),CG-51025 FVOLT        MW,true,Real power,,4800192,_2bc0051f-d897-436f-a09c-d164d8568675,Analog
_2076ca1e-01ce-4a7f-bf07-b96adcd8ca59,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-02/Q,Q,02   MGD CG-51025 FVOLT      MVAR,Q (1642),CG-51025 FVOLT      MVAR,true,Reactive power,,4800196,_2bc0051f-d897-436f-a09c-d164d8568675,Analog
_dda247ee-a73b-4a5f-ac7e-ec95930f0a48,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-03/P,P,02   MGD CG-51035 FVOLT        MW,P (1631),CG-51035 FVOLT        MW,true,Real power,,4800200,_124fb8ee-9fc5-4ae8-bec7-7d1470906811,Analog
_a4545d06-c7ea-46c6-8260-1ce291eccd7b,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-03/Q,Q,02   MGD CG-51035 FVOLT      MVAR,Q (1642),CG-51035 FVOLT      MVAR,true,Reactive power,,4800204,_124fb8ee-9fc5-4ae8-bec7-7d1470906811,Analog
_e1decd4d-4d99-4ef8-b27b-72c6f20de17f,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-04/P,P,02   MGD CG-51045 FVOLT        MW,P (1631),CG-51045 FVOLT        MW,true,Real power,,4800208,_3ad53eea-cb29-400e-a1fa-5a4ac94b8ff0,Analog
_79d58477-0423-4946-bb6a-ce0fa15f2685,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-04/Q,Q,02   MGD CG-51045 FVOLT      MVAR,Q (1642),CG-51045 FVOLT      MVAR,true,Reactive power,,4800212,_3ad53eea-cb29-400e-a1fa-5a4ac94b8ff0,Analog
_f8d46019-717f-4b7a-babc-0474004bc814,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-05/P,P,02   MGD CG-51055 FVOLT        MW,P (1631),CG-51055 FVOLT        MW,true,Real power,,4800216,_faaf09d9-d571-4ba8-b966-bb37bf5f2f7a,Analog
_6d76dd0d-72ce-4643-844b-c7d4f9b25f23,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-05/Q,Q,02   MGD CG-51055 FVOLT      MVAR,Q (1642),CG-51055 FVOLT      MVAR,true,Reactive power,,4800220,_faaf09d9-d571-4ba8-b966-bb37bf5f2f7a,Analog
_0b24401e-a84e-4c01-85bd-9ada396addb8,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-06/P,P,02   MGD CG-51065 FVOLT        MW,P (1631),CG-51065 FVOLT        MW,true,Real power,,4800224,_6721ad0f-dc87-4089-aeba-7eb35f9707a4,Analog
_3611c33f-831b-47e4-a5ab-6b2ac76bafdd,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-06/Q,Q,02   MGD CG-51065 FVOLT      MVAR,Q (1642),CG-51065 FVOLT      MVAR,true,Reactive power,,4800228,_6721ad0f-dc87-4089-aeba-7eb35f9707a4,Analog
_9a3d471a-680e-4903-b685-7118228d2048,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-07/P,P,02   MGD CG-51075 FVOLT        MW,P (1631),CG-51075 FVOLT        MW,true,Real power,,4800232,_70b81baf-2bc6-435c-9276-68c301137ec0,Analog
_b67a8a0c-4f18-4c81-bf46-9b19ede96a29,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-07/Q,Q,02   MGD CG-51075 FVOLT      MVAR,Q (1642),CG-51075 FVOLT      MVAR,true,Reactive power,,4800236,_70b81baf-2bc6-435c-9276-68c301137ec0,Analog
_1f3bd953-2041-460b-9eb8-d8007d3d5197,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-08/P,P,02   MGD CG-51085 FVOLT        MW,P (1631),CG-51085 FVOLT        MW,true,Real power,,4800240,_c6810343-69c1-49bb-a9c9-482abc9eed08,Analog
_2078a895-fd6a-4608-b904-cc78f57796c6,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-08/Q,Q,02   MGD CG-51085 FVOLT      MVAR,Q (1642),CG-51085 FVOLT      MVAR,true,Reactive power,,4800244,_c6810343-69c1-49bb-a9c9-482abc9eed08,Analog
_6e82f7e9-fb03-4dec-a7bf-7bd186fc2b97,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-09/P,P,02   MGD CG-51095 FVOLT        MW,P (1631),CG-51095 FVOLT        MW,true,Real power,,4800248,_8e316033-d1d6-4502-a456-7127c6ced16f,Analog
_9bb90bc8-6089-4030-9ab4-6c8c321d64e6,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-09/Q,Q,02   MGD CG-51095 FVOLT      MVAR,Q (1642),CG-51095 FVOLT      MVAR,true,Reactive power,,4800252,_8e316033-d1d6-4502-a456-7127c6ced16f,Analog
_5ba924ad-8417-4dbe-a0ae-1ebc9315a819,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-10/P,P,02   MGD CG-51105 FVOLT        MW,P (1631),CG-51105 FVOLT        MW,true,Real power,,4800256,_781f280c-a3ce-4966-b347-d3851a620365,Analog
_88e258aa-7971-4886-ade6-8539257562a7,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-10/Q,Q,02   MGD CG-51105 FVOLT      MVAR,Q (1642),CG-51105 FVOLT      MVAR,true,Reactive power,,4800260,_781f280c-a3ce-4966-b347-d3851a620365,Analog
_94334063-64ab-4bb1-9dbd-30cb8fe49362,Network/Companies/SIN/02ORI/02   MMT/17/UN-06/P,P,02   MMT UN-06    BRUTA        MW,P (1631),UN-06    BRUTA        MW,true,Real power,,4807566,_9f4e9059-4eaf-4d99-b241-42764547c3a9,Analog
_60790060-0442-42cb-8285-02d8a9092cc0,Network/Companies/SIN/02ORI/02   MMT/17/UN-06/Q,Q,02   MMT UN-06    BRUTA      MVAR,Q (1642),UN-06    BRUTA      MVAR,true,Reactive power,,4807587,_9f4e9059-4eaf-4d99-b241-42764547c3a9,Analog
_a3ada161-b2c4-4aba-bfb0-4c0600cd9914,Network/Companies/SIN/02ORI/02   MMT/17/UN-07/P,P,02   MMT UN-07    BRUTA        MW,P (1631),UN-07    BRUTA        MW,true,Real power,,4807828,_eec5d3bd-e70d-4872-9b40-29aca0759cec,Analog
_2e72a73e-a708-44f2-8254-451e7208ea5c,Network/Companies/SIN/02ORI/02   MMT/17/UN-07/Q,Q,02   MMT UN-07    BRUTA      MVAR,Q (1642),UN-07    BRUTA      MVAR,true,Reactive power,,4807849,_eec5d3bd-e70d-4872-9b40-29aca0759cec,Analog
_fb634dd2-0f05-451d-b4a4-08ebe44ae36b,Network/Companies/SIN/02ORI/02   MMT/17/UN-08/P,P,02   MMT UN-08    BRUTA        MW,P (1631),UN-08    BRUTA        MW,true,Real power,,4808090,_3b6048dc-bb96-452e-9167-21fe50f8bebe,Analog
_d5fdad10-cc98-47bc-bddd-1f842d46a0e6,Network/Companies/SIN/02ORI/02   MMT/17/UN-08/Q,Q,02   MMT UN-08    BRUTA      MVAR,Q (1642),UN-08    BRUTA      MVAR,true,Reactive power,,4808111,_3b6048dc-bb96-452e-9167-21fe50f8bebe,Analog
_f6c6721b-48f9-4690-bbde-e6f013a22500,Network/Companies/SIN/02ORI/02   MMT/17/UN-01/P,P,02   MMT UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4808389,_2e36aaa7-4ecb-40f8-8b95-82c3af116494,Analog
_c0d751c9-a186-430a-80f1-adedb203fe20,Network/Companies/SIN/02ORI/02   MMT/17/UN-01/Q,Q,02   MMT UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4808419,_2e36aaa7-4ecb-40f8-8b95-82c3af116494,Analog
_abe0dba9-39f6-49e5-9ca1-5a2d3e4b8867,Network/Companies/SIN/02ORI/02   MMT/17/UN-02/P,P,02   MMT UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4808669,_7dc7b5ba-5d65-4bee-a1e8-11430af29350,Analog
_3984b5ea-8c82-4f41-a455-3ea6a976000e,Network/Companies/SIN/02ORI/02   MMT/17/UN-02/Q,Q,02   MMT UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4808690,_7dc7b5ba-5d65-4bee-a1e8-11430af29350,Analog
_b30f12f1-6517-4b96-9cf3-275e93062fc1,Network/Companies/SIN/02ORI/02   MMT/17/UN-03/P,P,02   MMT UN-03    BRUTA        MW,P (1631),UN-03    BRUTA        MW,true,Real power,,4808940,_b40ba304-4697-4ad6-aa94-1445b2df366a,Analog
_c82a82e1-c4b7-42a6-9684-6dc4e5b75c34,Network/Companies/SIN/02ORI/02   MMT/17/UN-03/Q,Q,02   MMT UN-03    BRUTA      MVAR,Q (1642),UN-03    BRUTA      MVAR,true,Reactive power,,4808961,_b40ba304-4697-4ad6-aa94-1445b2df366a,Analog
_63933938-93b1-4b34-990b-e35591b3f204,Network/Companies/SIN/02ORI/02   MMT/17/UN-04/P,P,02   MMT UN-04    BRUTA        MW,P (1631),UN-04    BRUTA        MW,true,Real power,,4809209,_f1fead32-14d5-4193-b354-8f659c645efe,Analog
_8bfea723-1487-47ee-b4de-ffcbe8c3c645,Network/Companies/SIN/02ORI/02   MMT/17/UN-04/Q,Q,02   MMT UN-04    BRUTA      MVAR,Q (1642),UN-04    BRUTA      MVAR,true,Reactive power,,4809230,_f1fead32-14d5-4193-b354-8f659c645efe,Analog
_efec0a07-4c49-498f-8cf7-6340e28dcc24,Network/Companies/SIN/02ORI/02   MMT/17/UN-05/P,P,02   MMT UN-05    BRUTA        MW,P (1631),UN-05    BRUTA        MW,true,Real power,,4809478,_c3050e6a-f1e8-4747-ae47-94054335076e,Analog
_9767f897-e1bd-4ac5-8bb4-a51b7b96e902,Network/Companies/SIN/02ORI/02   MMT/17/UN-05/Q,Q,02   MMT UN-05    BRUTA      MVAR,Q (1642),UN-05    BRUTA      MVAR,true,Reactive power,,4809499,_c3050e6a-f1e8-4747-ae47-94054335076e,Analog
_b53ef2e0-67a2-4dfb-9d3c-6981beaa1fcc,Network/Companies/SIN/02ORI/02   MMT/115/73400 S.P./P,P,02   MMT LT-73400 SP.          MW,P (1631),LT-73400 SP.          MW,true,Real power,,4809910,_2187c8c3-8e0c-4734-80ea-2a81ec090cf3,Analog
_74045f41-17ad-4712-9c73-1bbdd879abb6,Network/Companies/SIN/02ORI/02   MMT/115/73400 S.P./Q,Q,02   MMT LT-73400 SP.        MVAR,Q (1642),LT-73400 SP.        MVAR,true,Reactive power,,4809926,_2187c8c3-8e0c-4734-80ea-2a81ec090cf3,Analog
_3ee7027b-741c-43c6-887e-cbd964d25577,Network/Companies/SIN/02ORI/02   MPS/15/UN-01/P,P,02   MPS UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4813325,_93638654-cc40-4c94-9179-f9f7d31df06e,Analog
_63337862-607c-4de3-a098-f3e966af5114,Network/Companies/SIN/02ORI/02   MPS/15/UN-01/Q,Q,02   MPS UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4813349,_93638654-cc40-4c94-9179-f9f7d31df06e,Analog
_a433ec6f-60e4-466e-8ace-9459468ad67f,Network/Companies/SIN/02ORI/02   MPS/15/UN-02/P,P,02   MPS UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4813692,_f129adbb-3fff-4d0c-a10c-93ae732657f1,Analog
_c5cc47de-a2cd-4213-81f0-b7eeb242fcee,Network/Companies/SIN/02ORI/02   MPS/15/UN-02/Q,Q,02   MPS UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4813716,_f129adbb-3fff-4d0c-a10c-93ae732657f1,Analog
_4b0f6c79-490c-4246-9398-212d91be4853,Network/Companies/SIN/02ORI/02   MPS/15/UN-03/P,P,02   MPS UN-03    BRUTA        MW,P (1631),UN-03    BRUTA        MW,true,Real power,,4814059,_698e7a63-4d65-43df-844c-f76e1edd6012,Analog
_bc4a21a4-69eb-447a-a1b4-4f20f0e25015,Network/Companies/SIN/02ORI/02   MPS/15/UN-03/Q,Q,02   MPS UN-03    BRUTA      MVAR,Q (1642),UN-03    BRUTA      MVAR,true,Reactive power,,4814083,_698e7a63-4d65-43df-844c-f76e1edd6012,Analog
_e464ccdf-f88a-4f2c-a074-ea299ac1f2b4,Network/Companies/SIN/02ORI/02   MPS/15/UN-04/P,P,02   MPS UN-04    BRUTA        MW,P (1631),UN-04    BRUTA        MW,true,Real power,,4814426,_b917c1c3-dd18-4922-ac3d-8e800b9bcce7,Analog
_ba06c878-855d-4a53-a15e-e148f45757be,Network/Companies/SIN/02ORI/02   MPS/15/UN-04/Q,Q,02   MPS UN-04    BRUTA      MVAR,Q (1642),UN-04    BRUTA      MVAR,true,Reactive power,,4814450,_b917c1c3-dd18-4922-ac3d-8e800b9bcce7,Analog
_bde8e8b9-1f22-4411-b530-085fba102138,Network/Companies/SIN/02ORI/02   MPS/15/UN-05/P,P,02   MPS UN-05    BRUTA        MW,P (1631),UN-05    BRUTA        MW,true,Real power,,4814793,_625350e0-4c47-4b33-8699-c61ca597e17f,Analog
_89e35f2b-c4f7-4689-b280-bdb9675d4dc1,Network/Companies/SIN/02ORI/02   MPS/15/UN-05/Q,Q,02   MPS UN-05    BRUTA      MVAR,Q (1642),UN-05    BRUTA      MVAR,true,Reactive power,,4814817,_625350e0-4c47-4b33-8699-c61ca597e17f,Analog
_3ad55e7a-ee72-4cab-95c6-597309c65375,Network/Companies/SIN/02ORI/02   MPS/15/UN-06/P,P,02   MPS UN-06    BRUTA        MW,P (1631),UN-06    BRUTA        MW,true,Real power,,4815160,_d223de07-33de-442b-9886-ba43ed0d1444,Analog
_daab32cd-b8a1-4b5e-8e82-cc0fe6b31e33,Network/Companies/SIN/02ORI/02   MPS/15/UN-06/Q,Q,02   MPS UN-06    BRUTA      MVAR,Q (1642),UN-06    BRUTA      MVAR,true,Reactive power,,4815184,_d223de07-33de-442b-9886-ba43ed0d1444,Analog
_59e2a34a-1338-4923-872a-53061fc01865,Network/Companies/SIN/02ORI/02   MPS/13.8/T-09 115\13.8/P,P,02   MPS T -09    115/13.8 X   MW,P (1631),T -09    115/13.8 X   MW,true,Real power,,4816745,_2349da86-0d9b-4dbc-875a-2b2af555d5e7,Analog
_f74d7ab7-ae72-4de7-8486-feda08249241,Network/Companies/SIN/02ORI/02   MPS/13.8/T-09 115\13.8/Q,Q,02   MPS T -09    115/13.8 X MVAR,Q (1642),T -09    115/13.8 X MVAR,true,Reactive power,,4816761,_2349da86-0d9b-4dbc-875a-2b2af555d5e7,Analog
_991ab07c-b4c5-4414-b4e9-7fe26af9af22,Network/Companies/SIN/02ORI/02   MPS/13.8/T-10 115\13.8/P,P,02   MPS T -10    115/13.8 X   MW,P (1631),T -10    115/13.8 X   MW,true,Real power,,4816771,_394b3da6-9bfe-4d57-8097-4704bdd1f152,Analog
_a84fbb88-77c1-4ec7-b5ff-dda2787735d2,Network/Companies/SIN/02ORI/02   MPS/13.8/T-10 115\13.8/Q,Q,02   MPS T -10    115/13.8 X MVAR,Q (1642),T -10    115/13.8 X MVAR,true,Reactive power,,4816787,_394b3da6-9bfe-4d57-8097-4704bdd1f152,Analog
_76bf0f6c-a8df-498e-8d7a-da4e8111ad05,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-01/P,P,02   OAU CG-5015  EOLIC        MW,P (1631),CG-5015  EOLIC        MW,true,Real power,,4817852,_4a2ac322-7927-4c18-9785-987310d6c4c9,Analog
_4c6a9232-090c-4848-aeb3-903ef56c731d,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-01/Q,Q,02   OAU CG-5015  EOLIC      MVAR,Q (1642),CG-5015  EOLIC      MVAR,true,Reactive power,,4817862,_4a2ac322-7927-4c18-9785-987310d6c4c9,Analog
_e4a059ba-3f8d-4540-97b6-ce818e165f01,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-02/P,P,02   OAU CG-5025  EOLIC        MW,P (1631),CG-5025  EOLIC        MW,true,Real power,,4817872,_98de5467-deff-468e-a7c2-e22ca057c2e2,Analog
_2c0f564d-9848-4a7a-89d9-ba8425aa526a,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-02/Q,Q,02   OAU CG-5025  EOLIC      MVAR,Q (1642),CG-5025  EOLIC      MVAR,true,Reactive power,,4817882,_98de5467-deff-468e-a7c2-e22ca057c2e2,Analog
_a1c41c98-9b69-47d5-bee9-bf5394039941,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-03/P,P,02   OAU CG-5035  EOLIC        MW,P (1631),CG-5035  EOLIC        MW,true,Real power,,4817892,_1d0d0966-03b0-459e-95df-d29c87617eb7,Analog
_cfde44e6-67c2-47ec-b322-b8439a483302,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-03/Q,Q,02   OAU CG-5035  EOLIC      MVAR,Q (1642),CG-5035  EOLIC      MVAR,true,Reactive power,,4817902,_1d0d0966-03b0-459e-95df-d29c87617eb7,Analog
_8f60998e-2cf5-4694-9d6b-bfd572bc59a1,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-04/P,P,02   OAU CG-5045  EOLIC        MW,P (1631),CG-5045  EOLIC        MW,true,Real power,,4817912,_b61171a6-3e3d-47cc-a485-a60bfa4835f2,Analog
_d12431a6-f3e5-4c58-bd1a-eacca4baca19,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-04/Q,Q,02   OAU CG-5045  EOLIC      MVAR,Q (1642),CG-5045  EOLIC      MVAR,true,Reactive power,,4817922,_b61171a6-3e3d-47cc-a485-a60bfa4835f2,Analog
_127e5747-f5cc-4c33-96ad-c6938933a091,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-05/P,P,02   OAU CG-5055  EOLIC        MW,P (1631),CG-5055  EOLIC        MW,true,Real power,,4817932,_0593ad1b-c9f0-4363-8ca1-a81038c9dc5a,Analog
_474bda4c-f123-4313-a44b-cee41ec9755a,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-05/Q,Q,02   OAU CG-5055  EOLIC      MVAR,Q (1642),CG-5055  EOLIC      MVAR,true,Reactive power,,4817942,_0593ad1b-c9f0-4363-8ca1-a81038c9dc5a,Analog
_0a544c09-6cf0-4ef3-918d-fcf612c16f4f,Network/Companies/SIN/02ORI/02   PCG/13.8/UN-01/P,P,02   PCG UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4821373,_b9420345-c782-4fe3-9c6f-fad176c7b7b8,Analog
_a8b79b32-8dde-4ccf-900a-e6c4779b7081,Network/Companies/SIN/02ORI/02   PCG/13.8/UN-01/Q,Q,02   PCG UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4821380,_b9420345-c782-4fe3-9c6f-fad176c7b7b8,Analog
_6e2d6eba-7023-4973-846a-10ac9cd7470a,Network/Companies/SIN/02ORI/02   PCG/13.8/CARGA 13.8/P,P,02   PCG CR-T  SP 13.8/4.16    MW,P (1631),CR-T  SP 13.8/4.16    MW,true,Real power,,4821479,_e903fedf-1e3e-448a-b21f-cfe2a8989af3,Analog
_0ef5631e-a5b2-4afa-9742-2dd73c8b2df7,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-01/P,P,02   PDQ CG-51010 EOLIC        MW,P (1631),CG-51010 EOLIC        MW,true,Real power,,4821762,_1869eb3a-d55f-46b6-8aed-660cacb4fb0c,Analog
_f0030db6-ed1b-4f7f-a7cb-a292e2b51b33,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-01/Q,Q,02   PDQ CG-51010 EOLIC      MVAR,Q (1642),CG-51010 EOLIC      MVAR,true,Reactive power,,4821769,_1869eb3a-d55f-46b6-8aed-660cacb4fb0c,Analog
_1608dd37-7a31-4ca5-9759-dcdb3e97f581,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-02/P,P,02   PDQ CG-51020 EOLIC        MW,P (1631),CG-51020 EOLIC        MW,true,Real power,,4821776,_9628722c-c1fe-4e30-b644-d95b1645db2e,Analog
_46d38673-13c0-4916-aa13-8cec32501a75,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-02/Q,Q,02   PDQ CG-51020 EOLIC      MVAR,Q (1642),CG-51020 EOLIC      MVAR,true,Reactive power,,4821783,_9628722c-c1fe-4e30-b644-d95b1645db2e,Analog
_e4e0a2a1-0a6e-4c37-91fa-e2105b6cf61d,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-03/P,P,02   PDQ CG-51030 EOLIC        MW,P (1631),CG-51030 EOLIC        MW,true,Real power,,4821790,_8c2940b4-a29d-4641-b7e3-2e0d5c4a868f,Analog
_3138fdc7-df52-4b90-b62e-1c314950a9a9,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-03/Q,Q,02   PDQ CG-51030 EOLIC      MVAR,Q (1642),CG-51030 EOLIC      MVAR,true,Reactive power,,4821797,_8c2940b4-a29d-4641-b7e3-2e0d5c4a868f,Analog
_154664bc-c77f-497c-8128-02f5c7abf051,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-04/P,P,02   PDQ CG-51040 EOLIC        MW,P (1631),CG-51040 EOLIC        MW,true,Real power,,4821804,_e43046b3-8eae-46bc-95cc-8f412fbcfc2c,Analog
_0a95e268-2cd1-428c-a274-c7a4badb379c,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-04/Q,Q,02   PDQ CG-51040 EOLIC      MVAR,Q (1642),CG-51040 EOLIC      MVAR,true,Reactive power,,4821811,_e43046b3-8eae-46bc-95cc-8f412fbcfc2c,Analog
_e3d9bbfb-d4a3-4233-9d79-e292f972f0b7,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-01/P,P,02   PEA UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4821918,_f02a856e-dacd-4563-aa64-d51761c83665,Analog
_3cac83c6-a24c-495f-a50e-174d34ddf219,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-01/Q,Q,02   PEA UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4821940,_f02a856e-dacd-4563-aa64-d51761c83665,Analog
_fbc3e70a-03d3-436d-9f65-c8779d7efc21,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-02/P,P,02   PEA UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4822185,_8c535e76-e1dc-43e0-8fc7-5a94eb759de5,Analog
_8d44419c-d6f3-4250-b018-941c91affed1,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-02/Q,Q,02   PEA UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4822207,_8c535e76-e1dc-43e0-8fc7-5a94eb759de5,Analog
_fa8c6dc7-733c-4f30-8429-01c51b2eba1b,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-03/P,P,02   PEA UN-03    BRUTA        MW,P (1631),UN-03    BRUTA        MW,true,Real power,,4822450,_5b5c459f-09cb-4be0-a559-d26d9d340e4d,Analog
_a7d1a001-a81f-46aa-ab72-7ee2ac6b406a,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-03/Q,Q,02   PEA UN-03    BRUTA      MVAR,Q (1642),UN-03    BRUTA      MVAR,true,Reactive power,,4822472,_5b5c459f-09cb-4be0-a559-d26d9d340e4d,Analog
_d195ff8e-0653-4c31-92c9-9e0c4a8222d3,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-04/P,P,02   PEA UN-04    BRUTA        MW,P (1631),UN-04    BRUTA        MW,true,Real power,,4822717,_4907ea8d-390a-4924-93c2-190fc4f87399,Analog
_99ea14d7-f96c-44f8-ae82-386215ed1642,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-04/Q,Q,02   PEA UN-04    BRUTA      MVAR,Q (1642),UN-04    BRUTA      MVAR,true,Reactive power,,4822739,_4907ea8d-390a-4924-93c2-190fc4f87399,Analog
_ac2997af-a3cf-44f5-8aa8-c10629b8d827,Network/Companies/SIN/02ORI/02   PEA/13.8/T-01 115\13.8/P,P,02   PEA T -01    115/13.8 X   MW,P (1631),T -01    115/13.8 X   MW,true,Real power,,4824167,_87441e68-57a6-4d91-9715-3e7b8c5342b8,Analog
_523c1a60-495b-4353-84c8-be310c9cc36a,Network/Companies/SIN/02ORI/02   PEA/13.8/T-01 115\13.8/Q,Q,02   PEA T -01    115/13.8 X MVAR,Q (1642),T -01    115/13.8 X MVAR,true,Reactive power,,4824181,_87441e68-57a6-4d91-9715-3e7b8c5342b8,Analog
_60b149a7-b350-4c00-a8d1-308ea3efd7ce,Network/Companies/SIN/02ORI/02   PEA/13.8/T-02 115\13.8/P,P,02   PEA T -02    115/13.8 X   MW,P (1631),T -02    115/13.8 X   MW,true,Real power,,4824195,_23bb9d59-d87a-437c-a3ad-a4d7e8679cd1,Analog
_b3c533ba-971c-480b-9203-f195892078a9,Network/Companies/SIN/02ORI/02   PEA/13.8/T-02 115\13.8/Q,Q,02   PEA T -02    115/13.8 X MVAR,Q (1642),T -02    115/13.8 X MVAR,true,Reactive power,,4824209,_23bb9d59-d87a-437c-a3ad-a4d7e8679cd1,Analog
_30197e44-9456-4745-a035-ff89baf6fdf8,Network/Companies/SIN/02ORI/02   PEI/13.8/UN-01/P,P,02   PEI UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4824377,_ba2a6ebd-1a87-4f22-8b02-e887d2ff3f66,Analog
_9dc9e5ee-0ede-48f6-bf75-653e056817b5,Network/Companies/SIN/02ORI/02   PEI/13.8/UN-01/Q,Q,02   PEI UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4824384,_ba2a6ebd-1a87-4f22-8b02-e887d2ff3f66,Analog
_3ef40d36-6fd6-43e3-8bb6-e538cee2ed45,Network/Companies/SIN/02ORI/02   PEI/13.8/UN-02/P,P,02   PEI UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4824408,_efd9b4f2-7699-4c3b-bb15-c1c327fe9ebb,Analog
_044743ad-93a4-4e0f-b5a8-81a76eda90e3,Network/Companies/SIN/02ORI/02   PEI/13.8/UN-02/Q,Q,02   PEI UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4824415,_efd9b4f2-7699-4c3b-bb15-c1c327fe9ebb,Analog
_6cb5106d-f4df-44e5-81c6-efb8f0c4614e,Network/Companies/SIN/02ORI/02   PGC/13.8/UN-01/P,P,02   PGC UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4824493,_30d6b32d-a5ab-4ed3-ac31-5d6a1c59ab09,Analog
_93e5af3b-5732-4a92-bd0b-763da962a06a,Network/Companies/SIN/02ORI/02   PGC/13.8/UN-01/Q,Q,02   PGC UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4824500,_30d6b32d-a5ab-4ed3-ac31-5d6a1c59ab09,Analog
