"NonConformLoad:
ID","NonConformLoad:
Name","NonConformLoad:
Path","NonConformLoad:
LogbookText","NonConformLoad:
NAFlag","NonConformLoad:
ODBName","NonConformLoad:
SCADAFlag","NonConformLoad:
ShortID","NonConformLoad:
InternalId","NonConformLoad:
Parent","NonConformLoad:
ObjectType","NonConformLoadGroup:
Path","NonConformLoadGroup:
InternalId","NonConformLoadGroup:
Name","NonConformLoad:
NonConformLoadAssignedToNonConformLoadGroup:
NonConformLoadGroup:
ID","NonConformLoadGroup:
Parent","NonConformLoadGroup:
ObjectType"
_e791c5ee-9ebd-4f0e-9860-3f3614014bfa,76006 CA,Network/Companies/SIN/01CEL/01TLCAVT/85/76006 CA,76006 CA,true,AVTN0171,true,1,892642,_c3a5b3b3-afce-4cc5-8c01-fa9b99240275,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCAVT 76006 CA-LG,892647,01TLCAVT 76006 CA-LG,_77f82053-88df-4005-8202-4ad2ed25162e,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_c3fc7cba-0df2-48bf-86e2-71069fc473ee,72010 CAR,Network/Companies/SIN/01CEL/01TLCCAY/115/72010 CAR,72010 CAR,true,CAYN0171,true,1,893044,_5d4906e3-c1a8-491b-98bc-f70cbd15fa3e,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCCAY 72010 CAR-LG,893054,01TLCCAY 72010 CAR-LG,_8ba2c585-8ad9-4bc7-b876-8bb5d6829204,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_855b594b-1d66-48db-9f52-1f7ff681d5a5,CARGA VIG,Network/Companies/SIN/01CEL/01TLCCAY/115/CARGA VIG,CARGA VIG,true,CAYN0271,true,2,893049,_5d4906e3-c1a8-491b-98bc-f70cbd15fa3e,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCCAY CARGA VIG-LG,893155,01TLCCAY CARGA VIG-LG,_658eaf68-4c8d-41e3-89ec-a7db4c14c7db,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_b324ac4b-e53d-4b0b-8660-0887c6d0bfea,T-01 115\23,Network/Companies/SIN/01CEL/01TLCCOM/23/T-01 115\23,T-01 115\23,true,COMN0151,true,1,897735,_e580bdf9-44c9-4e59-898b-66bcc56309ee,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCCOM  T-01 115_23-LG,897745,01TLCCOM  T-01 115_23-LG,_3da306ed-d089-4040-ac2b-52060826b6f3,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_214d7610-d267-46a2-9a98-df46c42dfc46,CARGA,Network/Companies/SIN/01CEL/01TLCCSR/115/CARGA,CARGA,true,CSRN0171,true,1,898193,_15e29900-b5f8-4a65-8861-98b0af699c87,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCCSR CARGA-LG,898198,01TLCCSR CARGA-LG,_eacfc5e7-103d-4c46-bbf6-50d30be3dfa8,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_53f030f7-27a3-4424-a5b6-ba7544c3bd84,T-01 115\13.8,Network/Companies/SIN/01CEL/01TLCECB/13.8/T-01 115\13.8,T-01 115\13.8,true,ECBN0141,true,1,898442,_29ccbf7d-a1a6-42e5-831e-4564bd5a9d43,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCECB  T-01 115_13.8-LG,898472,01TLCECB  T-01 115_13.8-LG,_dcfa425e-1f44-49c8-a28c-e93b7e6e1d47,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_de35361a-0aba-4c47-9f32-e707825b40ac,T-02 115\13.8,Network/Companies/SIN/01CEL/01TLCECB/13.8/T-02 115\13.8,T-02 115\13.8,true,ECBN0241,true,2,898447,_29ccbf7d-a1a6-42e5-831e-4564bd5a9d43,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCECB  T-02 115_13.8-LG,898573,01TLCECB  T-02 115_13.8-LG,_f211e817-d940-447b-b1c5-e29cf0494114,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_6da06381-82df-452e-8ff6-3f4ae94e75a6,T-03 115\13.8,Network/Companies/SIN/01CEL/01TLCECB/13.8/T-03 115\13.8,T-03 115\13.8,true,ECBN0341,true,3,898452,_29ccbf7d-a1a6-42e5-831e-4564bd5a9d43,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCECB  T-03 115_13.8-LG,898674,01TLCECB  T-03 115_13.8-LG,_c20e9d5a-568d-4954-b40e-e7c7b4366ab5,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_f7e83603-0bb2-4d48-857b-87de9d0ff7bd,T-01 115\13.8,Network/Companies/SIN/01CEL/01TLCEDB/13.8/T-01 115\13.8,T-01 115\13.8,true,EDBN0141,true,1,898899,_c70983d9-d8b4-4098-9269-aa847923cf5f,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCEDB  T-01 115_13.8-LG,898919,01TLCEDB  T-01 115_13.8-LG,_6e727cf5-f2dd-4fa5-8771-24f96ad9ea37,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_173793ac-3d19-4df0-8f2b-dc5cbab6630b,T-02 115\13.8,Network/Companies/SIN/01CEL/01TLCEDB/13.8/T-02 115\13.8,T-02 115\13.8,true,EDBN0241,true,2,898904,_c70983d9-d8b4-4098-9269-aa847923cf5f,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCEDB  T-02 115_13.8-LG,899020,01TLCEDB  T-02 115_13.8-LG,_08922412-3103-4657-a119-4c13e2cd6633,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_f00129c5-ebdc-4c60-8932-46d220708b4c,T-01 115\13.8,Network/Companies/SIN/01CEL/01TLCENB/13.8/T-01 115\13.8,T-01 115\13.8,true,ENBN0141,true,1,899279,_f4fafa78-fbbd-4706-8a62-73cfe35bc7bc,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCENB  T-01 115_13.8-LG,899309,01TLCENB  T-01 115_13.8-LG,_9e6f5f66-a0a8-4249-a545-b760138362e5,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_ce56ccee-0ed6-418c-98e7-88d16bdc144f,T-02 115\13.8,Network/Companies/SIN/01CEL/01TLCENB/13.8/T-02 115\13.8,T-02 115\13.8,true,ENBN0241,true,2,899284,_f4fafa78-fbbd-4706-8a62-73cfe35bc7bc,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCENB  T-02 115_13.8-LG,899410,01TLCENB  T-02 115_13.8-LG,_775bff29-8fc3-4b01-b88e-b7d28eda8930,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_f94ee6e3-f59c-4348-94d2-d7344bdc4fc3,T-03 115\13.8,Network/Companies/SIN/01CEL/01TLCENB/13.8/T-03 115\13.8,T-03 115\13.8,true,ENBN0341,true,3,899289,_f4fafa78-fbbd-4706-8a62-73cfe35bc7bc,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCENB  T-03 115_13.8-LG,899511,01TLCENB  T-03 115_13.8-LG,_1fe22c17-ba6e-4326-8aef-6b52e5338696,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_98ef2f45-9647-4883-81b3-682fc00e4d53,T-01 115\13.8,Network/Companies/SIN/01CEL/01TLCESB/13.8/T-01 115\13.8,T-01 115\13.8,true,ESBN0141,true,1,899720,_0277480a-a2ba-4a4c-8ce6-403b2730665d,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCESB  T-01 115_13.8-LG,899730,01TLCESB  T-01 115_13.8-LG,_112c64c6-ccb4-4386-a44d-ceeb80a7b318,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_70be5596-3194-4c94-91ce-497bda1fc615,T-01 115\13.8,Network/Companies/SIN/01CEL/01TLCETB/13.8/T-01 115\13.8,T-01 115\13.8,true,ETBN0141,true,1,899983,_15309db7-0b6c-4de8-8150-ca1651208f16,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCETB  T-01 115_13.8-LG,900013,01TLCETB  T-01 115_13.8-LG,_a4e46735-033b-410d-a135-4d783dbb9e03,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_c5b3c87a-9f28-48c7-926d-7015b17e6f2c,T-02 115\13.8,Network/Companies/SIN/01CEL/01TLCETB/13.8/T-02 115\13.8,T-02 115\13.8,true,ETBN0241,true,2,899988,_15309db7-0b6c-4de8-8150-ca1651208f16,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCETB  T-02 115_13.8-LG,900114,01TLCETB  T-02 115_13.8-LG,_d4e9ab58-db52-47d0-af8f-ca037092137c,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_4a3047c3-368e-4449-8893-ee745b91209f,T-03 115\13.8,Network/Companies/SIN/01CEL/01TLCETB/13.8/T-03 115\13.8,T-03 115\13.8,true,ETBN0341,true,3,899993,_15309db7-0b6c-4de8-8150-ca1651208f16,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCETB  T-03 115_13.8-LG,900215,01TLCETB  T-03 115_13.8-LG,_27fbf49b-3999-4cfa-899b-b76448fd1e7a,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_0d7f5c64-fd5d-4b28-9a38-031f6cf62740,T-01 115\13.8,Network/Companies/SIN/01CEL/01TLCEUB/13.8/T-01 115\13.8,T-01 115\13.8,true,EUBN0141,true,1,900440,_6b1a21fb-102b-4bd6-9cb5-c77ca206211f,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCEUB  T-01 115_13.8-LG,900460,01TLCEUB  T-01 115_13.8-LG,_092a8f44-7fe9-4cee-b9aa-3a811b54162e,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_da2c0959-cad4-4371-880d-de570cf04b09,T-02 115\13.8,Network/Companies/SIN/01CEL/01TLCEUB/13.8/T-02 115\13.8,T-02 115\13.8,true,EUBN0241,true,2,900445,_6b1a21fb-102b-4bd6-9cb5-c77ca206211f,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCEUB  T-02 115_13.8-LG,900561,01TLCEUB  T-02 115_13.8-LG,_0913549f-20bf-43b4-af2f-eeeb7559948d,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_1de09f76-b70e-4629-8bac-f8b904e61ee1,76006 CA,Network/Companies/SIN/01CEL/01TLCGMC/85/76006 CA,76006 CA,true,GMCN0171,true,1,901027,_6d7fc9ea-0180-4741-a2d8-703371d52014,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCGMC 76006 CA-LG,901032,01TLCGMC 76006 CA-LG,_7b57f0de-0f72-4ad8-86b0-e1c1959e4408,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_ef29e6bc-e5df-4070-a3a6-603d5773f224,T-01 115\23,Network/Companies/SIN/01CEL/01TLCINU/23/T-01 115\23,T-01 115\23,true,INUN0151,true,1,901560,_23540e18-1fe6-4dca-9943-89ee68c6406f,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCINU  T-01 115_23-LG,901580,01TLCINU  T-01 115_23-LG,_fbcb64d0-69eb-48be-8601-8fe9f65bf961,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_92594623-ffd0-4d7e-98ec-215cb1b10d7e,T-02 115\23,Network/Companies/SIN/01CEL/01TLCINU/23/T-02 115\23,T-02 115\23,true,INUN0251,true,2,901565,_23540e18-1fe6-4dca-9943-89ee68c6406f,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCINU  T-02 115_23-LG,901681,01TLCINU  T-02 115_23-LG,_eb9a2ef1-1619-474a-8bdc-4c6a10044d7f,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_eac14b7b-6fc1-4115-b844-41bedbf054c5,76006 CA,Network/Companies/SIN/01CEL/01TLCKDM/85/76006 CA,76006 CA,true,KDMN0171,true,1,903847,_82ba907a-6619-4eca-b0fe-418171ec22d2,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCKDM 76006 CA-LG,903852,01TLCKDM 76006 CA-LG,_c4e1cf3a-9d82-490f-ad66-374541fcd977,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_134ed12a-b9a8-4b17-b710-468a936be5cb,72010 CAR,Network/Companies/SIN/01CEL/01TLCLCD/115/72010 CAR,72010 CAR,true,LCDN0171,true,1,904259,_1f64822e-aeb1-4642-aa78-9c2390b84d09,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCLCD 72010 CAR-LG,904269,01TLCLCD 72010 CAR-LG,_53d24c77-f68c-4a36-83a7-cdb1693a1d5f,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_eedb0f70-4440-4b07-9119-86a8ea8126fd,72020 CAR,Network/Companies/SIN/01CEL/01TLCLCD/115/72020 CAR,72020 CAR,true,LCDN0271,true,2,904264,_1f64822e-aeb1-4642-aa78-9c2390b84d09,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCLCD 72020 CAR-LG,904370,01TLCLCD 72020 CAR-LG,_8f82391a-0758-437f-98ec-ed7caf4f0f4a,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_af9cadb1-fd2d-451a-9da1-d61db8c85b9b,T-01 115\13.8,Network/Companies/SIN/01CEL/01TLCMTI/13.8/T-01 115\13.8,T-01 115\13.8,true,MTIN0141,true,1,905191,_54c1e439-f729-442b-8eeb-dd5d69853ef7,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCMTI  T-01 115_13.8-LG,905211,01TLCMTI  T-01 115_13.8-LG,_f33c6df7-7d1c-441e-a251-00e91b33d0f1,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_f3236c8f-b8fb-403d-800a-3f53857ba690,T-02 115\13.8,Network/Companies/SIN/01CEL/01TLCMTI/13.8/T-02 115\13.8,T-02 115\13.8,true,MTIN0241,true,2,905196,_54c1e439-f729-442b-8eeb-dd5d69853ef7,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCMTI  T-02 115_13.8-LG,905312,01TLCMTI  T-02 115_13.8-LG,_5a3201d8-4575-4e7e-b8fe-5dcf17f89de2,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_21a1850a-db5d-4ca6-b989-ca706c157327,CARGA,Network/Companies/SIN/01CEL/01TLCNIS/85/CARGA,CARGA,true,NISN0171,true,1,905459,_d646cf57-0269-4108-a47b-624cad749a49,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCNIS CARGA-LG,905464,01TLCNIS CARGA-LG,_afc37b38-6f4a-43a9-ba9b-1cca95e50c2d,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_3316fb76-42a2-4169-b8eb-521106f16c62,76006 CA,Network/Companies/SIN/01CEL/01TLCNLE/85/76006 CA,76006 CA,true,NLEN0171,true,1,905591,_7d7d34ca-f0e8-485e-8ed1-c203289f1b09,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCNLE 76006 CA-LG,905596,01TLCNLE 76006 CA-LG,_f0217353-8c02-4fa2-aa75-ccd248ec0734,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_3846d3d4-c8a1-4f2b-8a7f-cac0d894fe1f,T-01 115\23,Network/Companies/SIN/01CEL/01TLCNTG/23/T-01 115\23,T-01 115\23,true,NTGN0151,true,1,905705,_44f88e2c-65ca-4abd-888b-f475d243f066,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCNTG  T-01 115_23-LG,905719,01TLCNTG  T-01 115_23-LG,_80803af9-f2d1-4ee3-a9b1-476122d423f5,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_d14c85ef-a15d-4858-82b5-f0a5e9e8a607,CARGA,Network/Companies/SIN/01CEL/01TLCPMT/115/CARGA,CARGA,true,PMTN0171,true,1,906313,_ff44f2cf-9067-4ec4-a172-b6739062ae92,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCPMT CARGA-LG,906318,01TLCPMT CARGA-LG,_2cb9505c-b3fe-428b-877a-2f20813891a2,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_a9b4d6bd-357f-4c76-b5ca-3a36f0f4ab26,76006 CA,Network/Companies/SIN/01CEL/01TLCPRO/85/76006 CA,76006 CA,true,PRON0171,true,1,906457,_e85e2c54-0f7a-445f-b79d-7f68168658d5,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCPRO 76006 CA-LG,906462,01TLCPRO 76006 CA-LG,_ea29a6c5-c4b2-4125-b77d-5193008c0135,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_9147eb4c-4668-49be-ad62-cb3fa0eb6f03,76006 CA,Network/Companies/SIN/01CEL/01TLCRBS/85/76006 CA,76006 CA,true,RBSN0171,true,1,906747,_01814f4b-5c5f-45e8-8d8b-9be7fd73c2a5,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCRBS 76006 CA-LG,906752,01TLCRBS 76006 CA-LG,_cfe78c6d-678c-4cea-8133-f729a25820e8,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_1e09cf64-4888-447a-8aaa-9b7552b28d5a,76006 CA,Network/Companies/SIN/01CEL/01TLCSAF/85/76006 CA,76006 CA,true,SAFN0171,true,1,906895,_30a93430-a5d8-4a81-8cb4-a8a34871bd32,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCSAF 76006 CA-LG,906900,01TLCSAF 76006 CA-LG,_44c925e5-61f0-48fd-923c-5440f25c086d,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_d50f355b-61b3-4da1-b195-11f1e5574800,76006 CA,Network/Companies/SIN/01CEL/01TLCVDT/85/76006 CA,76006 CA,true,VDTN0171,true,1,909792,_f409df3e-c119-4e59-b259-59d8610ad2e4,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCVDT 76006 CA-LG,909797,01TLCVDT 76006 CA-LG,_70f83bec-cee4-48e8-8bde-f102485f8c08,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_0d60946f-c3d2-4ead-9b8d-9b96b0201ab7,T-01 115\13.8,Network/Companies/SIN/08PEN/08   HRA/13.8/T-01 115\13.8,T-01 115\13.8,true,HRAN0141,true,1,912497,_3081e3ae-ce66-483e-8ac6-1b35e32e8080,NonConformLoad,Network/.Load Areas/SIN/08PEN/08   HRA  T-01 115_13.8-LG,912514,08   HRA  T-01 115_13.8-LG,_51ef9aaf-d752-48a4-a138-152f94b0ada6,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_4b91afeb-eb4b-4351-937d-4ea0735ebc02,CARGA 115,Network/Companies/SIN/02ORI/02   ARG/115/CARGA 115,CARGA 115,true,ARGN0171,true,1,932838,_71932883-0b1a-4e0e-bde4-bfdf969becc5,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIARG CARGA 115-LG,932843,02CZIARG CARGA 115-LG,_d9256059-ab02-4c11-bc0b-61bc65f35fbd,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_9b6028ef-8b9e-4c13-820f-102e8b4dbbc2,CARGA 93390,Network/Companies/SIN/02ORI/02   ATX/230/CARGA 93390,CARGA 93390,true,ATXN0191,true,1,932955,_2c1adf98-2419-4687-a224-999088b9907e,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXATX CARGA 93390-LG,932960,02PTXATX CARGA 93390-LG,_fc2a5004-9feb-4f33-a7ec-321bb8630257,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_828bafe5-dfcb-41e8-857f-c75ed3eb5306,T-03 115\13.8,Network/Companies/SIN/02ORI/02   CNX/115/T-03 115\13.8,T-03 115\13.8,true,CNXN0171,true,1,935392,_dfec1a10-e074-4cef-b261-f79f81dc2e9f,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURCNX  T-03 115_13.8-LG,935441,02SURCNX  T-03 115_13.8-LG,_f24bd52c-df6b-41f9-ae43-bbdf947ad600,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_0bccea2a-af9e-450e-a6be-e370f3502398,T-04 115\13.8,Network/Companies/SIN/02ORI/02   CNX/115/T-04 115\13.8,T-04 115\13.8,true,CNXN0271,true,2,935397,_dfec1a10-e074-4cef-b261-f79f81dc2e9f,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURCNX  T-04 115_13.8-LG,935542,02SURCNX  T-04 115_13.8-LG,_4658ff48-f822-4e58-83ed-07a10e4797b7,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_e46ba554-b10e-441a-a9c0-b1d2f9aeeec6,CARGA 13.8,Network/Companies/SIN/02ORI/02   CYR/13.8/CARGA 13.8,CARGA 13.8,true,CYRN0141,true,1,936481,_61d2a883-8d5b-4f6b-9902-a5d2683afbe8,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXCYR CARGA 13.8-LG,936491,02PTXCYR CARGA 13.8-LG,_b3a6c59d-af19-40e2-9024-2d72dd785dcd,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_9eeb7ff5-df76-4be7-84a7-84316eb49912,T-02 SP,Network/Companies/SIN/02ORI/02   EDO/34.5/T-02 SP,T-02 SP,true,EDON0151,true,1,937965,_b69bb371-172c-4919-aa9a-9facb01b7121,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   EDO  T-02 SP-LG,937993,02   EDO  T-02 SP-LG,_0de85f69-1146-4662-abd9-39f6e6c9e9ee,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_fa25793a-c83b-4245-8ad1-4da804d70d0f,T-01 115\13.8,Network/Companies/SIN/08PEN/08CNCAVP/13.8/T-01 115\13.8,T-01 115\13.8,true,AVPN0141,true,1,974887,_41b93c35-68c1-4ad5-8f95-6368bfab1043,NonConformLoad,Network/.Load Areas/SIN/08PEN/08CNCAVP  T-01 115_13.8-LG,974898,08CNCAVP  T-01 115_13.8-LG,_05f8e370-542f-4eff-a227-aed79248ee81,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_23b3befb-2c67-4ad1-a323-a3760262d9d3,T-01 115\13.8,Network/Companies/SIN/08PEN/08CNCCLC/13.8/T-01 115\13.8,T-01 115\13.8,true,CLCN0141,true,1,976691,_3ff95189-617e-419d-9113-e761416831bc,NonConformLoad,Network/.Load Areas/SIN/08PEN/08CNCCLC  T-01 115_13.8-LG,976702,08CNCCLC  T-01 115_13.8-LG,_3bb08999-8724-4f17-8676-6a118a473061,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_5ea78dd1-2d6f-4fdf-88a0-34d9d257a0a5,T-01 115\13.8,Network/Companies/SIN/08PEN/08CNCIBR/13.8/T-01 115\13.8,T-01 115\13.8,true,IBRN0141,true,1,978155,_7fc07f28-f911-45e8-bf48-a889ae2abac2,NonConformLoad,Network/.Load Areas/SIN/08PEN/08CNCIBR  T-01 115_13.8-LG,978177,08CNCIBR  T-01 115_13.8-LG,_52bca9ca-568c-40c1-b1bc-908296c47762,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_5d42501c-8f5b-46e1-b45c-00cdb94f64c0,T-02 115\13.8,Network/Companies/SIN/08PEN/08CNCIBR/13.8/T-02 115\13.8,T-02 115\13.8,true,IBRN0241,true,2,978160,_7fc07f28-f911-45e8-bf48-a889ae2abac2,NonConformLoad,Network/.Load Areas/SIN/08PEN/08CNCIBR  T-02 115_13.8-LG,978278,08CNCIBR  T-02 115_13.8-LG,_f4710b7a-f148-4faf-b727-a8ed7e9485e0,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_83b8ea1e-44f4-41a1-bfbb-04e8ecbf8bf1,T-02 115\13.8,Network/Companies/SIN/08PEN/08CNCMPA/115/T-02 115\13.8,T-02 115\13.8,true,MPAN0171,true,1,979476,_65356374-066b-4905-9d02-f23495b11d44,NonConformLoad,Network/.Load Areas/SIN/08PEN/08CNCMPA  T-02 115_13.8-LG,979494,08CNCMPA  T-02 115_13.8-LG,_18201aa7-5443-4ed7-bb79-dc0a8956183a,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_00e576e1-6361-4d22-bc28-d16d6f19a1f5,T-01 115\13.8,Network/Companies/SIN/08PEN/08CNCMPA/13.8/T-01 115\13.8,T-01 115\13.8,true,MPAN0141,true,1,979483,_31ba3e56-fd85-48b8-b7cc-83c2fbe56eb0,NonConformLoad,Network/.Load Areas/SIN/08PEN/08CNCMPA  T-01 115_13.8-LG,979595,08CNCMPA  T-01 115_13.8-LG,_db4350ac-a6b9-470a-9cf9-ef14f1e63973,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_e52797c8-d5cc-4652-95c7-0a00f59d3c74,B1 115,Network/Companies/SIN/08PEN/08YUCCMY/115/B1 115,B1 115,true,CMYN0171,true,1,982710,_26251c19-8117-4592-85c7-366bb4911deb,NonConformLoad,Network/.Load Areas/SIN/08PEN/08YUCCMY B1 115-LG,982715,08YUCCMY B1 115-LG,_06819c08-2ad9-4d62-bf27-ce2b04a5f557,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_16b8bcc5-3457-40a3-8b9e-c315023ba21d,T-01 115\13.8,Network/Companies/SIN/08PEN/08YUCLEE/13.8/T-01 115\13.8,T-01 115\13.8,true,LEEN0141,true,1,982833,_5a165790-9581-45c6-a187-4b42a7a0c495,NonConformLoad,Network/.Load Areas/SIN/08PEN/08YUCLEE  T-01 115_13.8-LG,982844,08YUCLEE  T-01 115_13.8-LG,_55821432-c82f-44dc-bcec-b79963c8296c,_c86ad7fa-0e62-4ee7-aebc-a3ae586006d6,NonConformLoadGroup
_0513b02c-3336-4317-a773-0477f04fa1ed,T-02,Network/Companies/SIN/02ORI/02   GCM/34.5/T-02,T-02,true,GCMN0151,true,1,1031036,_1e8b2c57-28f9-4160-abb6-8df535e4472b,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   GCM  T-02-LG,1031154,02   GCM  T-02-LG,_e98a128b-8ca1-46c3-99c7-45ceb11c92fa,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_cdc5bc5c-0cae-41ca-b5fa-5cd16acb2533,CARGA 34.5,Network/Companies/SIN/02ORI/02   GDM/34.5/CARGA 34.5,CARGA 34.5,true,GDMN0151,true,1,1031352,_704d6078-c1e3-4bc7-ad6d-e07bc1fd87a6,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXGDM CARGA 34.5-LG,1031435,02PTXGDM CARGA 34.5-LG,_f312065c-1467-46f7-a142-d964bd1f94d4,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
