"NonConformLoad:
ID","NonConformLoad:
Name","NonConformLoad:
Path","NonConformLoad:
LogbookText","NonConformLoad:
NAFlag","NonConformLoad:
ODBName","NonConformLoad:
SCADAFlag","NonConformLoad:
ShortID","NonConformLoad:
InternalId","NonConformLoad:
Parent","NonConformLoad:
ObjectType","NonConformLoadGroup:
Path","NonConformLoadGroup:
InternalId","NonConformLoadGroup:
Name","NonConformLoad:
NonConformLoadAssignedToNonConformLoadGroup:
NonConformLoadGroup:
ID","NonConformLoadGroup:
Parent","NonConformLoadGroup:
ObjectType"
_f8ebcb9d-076c-4e38-bd7b-3575d69e9e24,T-01 115\23,Network/Companies/SIN/02ORI/02GMONSN/23/T-01 115\23,T-01 115\23,true,NSNN0151,true,1,1084393,_734b535e-9f9e-4666-9514-0c369f956404,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMONSN  T-01 115_23-LG,1084404,02GMONSN  T-01 115_23-LG,_fa3954fd-9668-4ab1-ae65-17dd922a92a1,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_4b899e7f-83c4-46b8-a925-2990275ce0e3,CARGA 115,Network/Companies/SIN/02ORI/02GMOUNL/115/CARGA 115,CARGA 115,true,UNLN0171,true,1,1092402,_9671bfe4-7bd4-4f90-9360-c93a16a08605,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOUNL CARGA 115-LG,1092407,02GMOUNL CARGA 115-LG,_411c4e10-174f-4f1d-b1f6-9369c5637825,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_b2247bd6-6085-4ff6-a9d7-bb60d33d4610,02GMOYCP  T1 + T2 CARGA,Network/Companies/SIN/02ORI/02GMOYCP/13.8/02GMOYCP  T1 + T2 CARGA,02GMOYCP  T1 + T2 CARGA,true,YCPN0141,true,1,1093200,_4f7d3532-3ea2-424d-a10f-f52e13140866,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOYCP  T1 + T2 CARGA-LG,1093291,02GMOYCP  T1 + T2 CARGA-LG,_6dda53f1-b38c-4172-8fb3-0fd11160e276,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_72fd8e9e-8f56-4a80-94f3-6711490cf941,T-02 230\13.8,Network/Companies/SIN/02ORI/02PTXAES/13.8/T-02 230\13.8,T-02 230\13.8,true,AESN0241,true,2,1095952,_e369f24f-ca09-4a6e-bfd6-0a5b5207c9bb,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXAES  T-02 230_13.8-LG,1095982,02PTXAES  T-02 230_13.8-LG,_94da4b34-25e8-4b55-92fb-5b98270fc7ec,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_b6de7f8c-5151-439f-b6a4-5b0b58eafd58,T-01 230\34.5,Network/Companies/SIN/02ORI/02PTXAES/34.5/T-01 230\34.5,T-01 230\34.5,true,AESN0251,true,2,1095965,_ac523d2b-c484-4b64-864f-8841aa3e5839,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXAES  T-01 230_34.5-LG,1096083,02PTXAES  T-01 230_34.5-LG,_73e7176f-0be0-447f-b740-341f2542da7a,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_7c432c19-fa6e-4584-a091-f789548a6b52,CARGA 115,Network/Companies/SIN/02ORI/02PTXAMF/115/CARGA 115,CARGA 115,true,AMFN0171,true,1,1096440,_c3d24e94-d45a-40e3-9d7a-905b5a2588dc,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXAMF CARGA 115-LG,1096445,02PTXAMF CARGA 115-LG,_c672c50e-cb40-4658-a1b0-29339329e472,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_a144c884-b166-46b5-b228-b3cda58714ac,CARGA 34.5,Network/Companies/SIN/02ORI/02PTXBEN/34.5/CARGA 34.5,CARGA 34.5,true,BENN0151,true,1,1098683,_0e21899f-7130-4f8c-a742-7f5dad2185cc,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXBEN  CARGA 34.5-LG,1098700,02PTXBEN  CARGA 34.5-LG,_8ed6c8fb-7d82-4e1f-b61e-f6d20da45912,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_3354a483-0586-4623-a192-b01a77ef0a65,CARGA 115,Network/Companies/SIN/02ORI/02PTXCBM/115/CARGA 115,CARGA 115,true,CBMN0171,true,1,1099375,_e0e157e1-e5c1-4a73-8bcc-35543ed92587,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXCBM CARGA 115-LG,1099380,02PTXCBM CARGA 115-LG,_d2192891-adb7-4bd6-98a2-6aec415be7e0,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_500d19ed-6ccb-41fc-9a3b-83b28ba24481,T-01 115\34.5,Network/Companies/SIN/02ORI/02PTXCDX/34.5/T-01 115\34.5,T-01 115\34.5,true,CDXN0151,true,1,1099526,_1534aa10-8b9b-4618-be9a-ed5bf6d745b1,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXCDX  T-01 115_34.5-LG,1099537,02PTXCDX  T-01 115_34.5-LG,_050649f4-846b-428b-87ed-d3e44dc7678d,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_9251608a-59af-40e8-85f7-1e23dd6f9731,CARGA 13.8,Network/Companies/SIN/02ORI/02PTXCEF/13.8/CARGA 13.8,CARGA 13.8,true,CEFN0141,true,1,1099677,_7e2626ca-d866-4a40-887d-fe528214a844,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXCEF CARGA 13.8-LG,1099687,02PTXCEF CARGA 13.8-LG,_8b987c91-3c16-4cd0-b714-c103dfb4d3e2,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_ce1c5ab0-108f-444b-a59a-51b1871a03c6,73149 CTX,Network/Companies/SIN/02ORI/02PTXCTX/115/73149 CTX,73149 CTX,true,CTXN0171,true,1,1101724,_94f0e7ba-6035-4b17-92cc-d1fee76fe3a9,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXCTX 73149 CTX-LG,1101729,02PTXCTX 73149 CTX-LG,_8d298908-7e6b-465c-992d-9ab242f4de51,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_81919345-032f-4e71-9755-d80fdb394d4c,T-01 115\13.8,Network/Companies/SIN/02ORI/02PTXDXM/115/T-01 115\13.8,T-01 115\13.8,true,DXMN0171,true,1,1102026,_da484410-97d6-45fa-bd0b-532a9f3238b6,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXDXM  T-01 115_13.8-LG,1102031,02PTXDXM  T-01 115_13.8-LG,_efbd5b25-4bf0-41c8-aae7-5b9cd8180599,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_de91f52a-c54e-4cfa-b276-efb9ac713fa6,73949 FJM,Network/Companies/SIN/02ORI/02PTXFJM/115/73949 FJM,73949 FJM,true,FJMN0171,true,1,1103101,_61660efe-017d-4baa-baa2-99359d09367f,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXFJM 73949 FJM-LG,1103106,02PTXFJM 73949 FJM-LG,_bc4ca26b-f0f2-4399-84c2-4b0b9dc10a97,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_794315c8-37ec-4d3e-b1d4-e7d7ed4772b9,T-01 115\13.8,Network/Companies/SIN/02ORI/02PTXGEP/13.8/T-01 115\13.8,T-01 115\13.8,true,GEPN0141,true,1,1104058,_379853e2-5bc6-4163-831b-fa4546780792,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXGEP  T-01 115_13.8-LG,1104069,02PTXGEP  T-01 115_13.8-LG,_1643fc3d-9eab-4c63-810e-b82e4167a693,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_89fe4233-5a12-43e3-8a4a-1710295d3ae6,CARGA 230,Network/Companies/SIN/02ORI/02PTXJOC/230/CARGA 230,CARGA 230,true,JOCN0191,true,1,1106283,_bf04e615-9a39-4965-bc59-bc3712929415,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXJOC CARGA 230-LG,1106288,02PTXJOC CARGA 230-LG,_d0d1683b-7ad2-466d-b6f9-905ef39b8736,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_15134a36-89da-47ca-9b17-a845a88cc9fc,73953 KIA,Network/Companies/SIN/02ORI/02PTXKIA/115/73953 KIA,73953 KIA,true,KIAN0171,true,1,1106410,_af8e4d3c-b60c-4090-9c32-1bf4468edfb9,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXKIA 73953 KIA-LG,1106415,02PTXKIA 73953 KIA-LG,_ed01daf2-5dce-422d-ac19-3d61d0ffc954,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_18d257b4-93ae-4a2c-997a-6b4f6daa5154,73956 KIC,Network/Companies/SIN/02ORI/02PTXKIC/115/73956 KIC,73956 KIC,true,KICN0171,true,1,1106543,_f5173894-e843-43c2-a6f5-628b8a8263fd,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXKIC 73956 KIC-LG,1106548,02PTXKIC 73956 KIC-LG,_410c160f-b4e6-42ed-87c4-35a79c7f79bf,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_1e01d6c5-df43-422e-b7a2-849562075944,73159 KRU,Network/Companies/SIN/02ORI/02PTXKRU/115/73159 KRU,73159 KRU,true,KRUN0171,true,1,1106664,_fea830c7-c2a1-4560-8a80-aa765ea7c466,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXKRU 73159 KRU-LG,1106669,02PTXKRU 73159 KRU-LG,_b2b74a96-4f14-4ca4-b0da-581ce609ee06,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_c541c6ae-577d-4c6a-8a2a-2e06a1b9f93f,T-01 115\13.8,Network/Companies/SIN/02ORI/02PTXLOA/115/T-01 115\13.8,T-01 115\13.8,true,LOAN0171,true,1,1107558,_0d61f913-406f-4ea8-bd9e-929cefb03af7,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXLOA  T-01 115_13.8-LG,1107563,02PTXLOA  T-01 115_13.8-LG,_7210e321-8f1d-432a-a481-39c658a0a8b5,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_727ef4c8-d8a3-4df8-a16d-582cdad135cd,T-01 115\13.8,Network/Companies/SIN/02ORI/02PTXLSL/115/T-01 115\13.8,T-01 115\13.8,true,LSLN0171,true,1,1108056,_cae41993-f3a4-4003-bc42-e61e7fe47f1e,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXLSL  T-01 115_13.8-LG,1108061,02PTXLSL  T-01 115_13.8-LG,_17e8452f-1f83-4a5a-bdf5-eee9d20060fe,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_99d7a69b-c943-4c11-b0d6-667f67c8f719,CARGA 115,Network/Companies/SIN/02ORI/02PTXMET/115/CARGA 115,CARGA 115,true,METN0171,true,1,1108936,_5a0a55f4-dab0-4918-8caa-6948994f6c92,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXMET CARGA 115-LG,1108941,02PTXMET CARGA 115-LG,_10c23332-e303-42fa-b8af-6fee7afc715e,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_3562cad5-4e7f-4da8-88df-674c788f789a,T-01 115\13.8,Network/Companies/SIN/02ORI/02PTXOWC/13.8/T-01 115\13.8,T-01 115\13.8,true,OWCN0141,true,1,1110445,_ba3034b4-75b0-4b23-97ae-d38ee9d850b1,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXOWC  T-01 115_13.8-LG,1110455,02PTXOWC  T-01 115_13.8-LG,_8b67a893-7c85-4184-99e0-b557a1d45c92,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_a34143ae-b4be-4bfd-b7c7-6c3caa8a2b76,73330 CSM,Network/Companies/SIN/02ORI/02PTXPDM/115/73330 CSM,73330 CSM,true,PDMN0171,true,1,1110642,_271f311d-fbfa-4c92-85cb-b2f4934c9214,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXPDM  73330 CSM-LG,1110677,02PTXPDM  73330 CSM-LG,_1b2f8256-2a16-4aea-b869-b223aeb82d33,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_b4514f0c-1a40-4739-afe4-04ad1b3d3e82,T-01 115\13.8,Network/Companies/SIN/02ORI/02PTXPDM/13.8/T-01 115\13.8,T-01 115\13.8,true,PDMN0141,true,1,1110666,_509abb35-1c0a-43ad-b2e1-cb14dcb08abe,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXPDM  T-01 115_13.8-LG,1110778,02PTXPDM  T-01 115_13.8-LG,_61b6f4f9-6d22-41bf-be02-39e42d2e0e93,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_37c8af0b-87f8-4afd-bcf0-3a0bc4d9201e,CARGA 115,Network/Companies/SIN/02ORI/02PTXPEC/115/CARGA 115,CARGA 115,true,PECN0171,true,1,1110918,_8d82f4b2-f4d3-4925-8dcc-3fb9785674f8,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXPEC CARGA 115-LG,1110923,02PTXPEC CARGA 115-LG,_967bbd72-9d8a-49d8-b524-9982eb9f6985,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_29e6936f-7127-408c-b1c1-cdcfb6e88fe4,CARGA 115,Network/Companies/SIN/02ORI/02PTXPLS/115/CARGA 115,CARGA 115,true,PLSN0171,true,1,1111234,_b9319227-7e07-403b-b386-aa8cb260d8ee,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXPLS CARGA 115-LG,1111239,02PTXPLS CARGA 115-LG,_b13811af-400e-4d4b-b7f0-0f0b70f9698b,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_1f27bd69-83cc-4dec-ab80-4e5245ae2e54,T-01 115\34.5,Network/Companies/SIN/02ORI/02PTXPOR/34.5/T-01 115\34.5,T-01 115\34.5,true,PORN0151,true,1,1112305,_97024325-aafa-45f2-b92f-e03913630de6,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXPOR  T-01 115_34.5-LG,1112315,02PTXPOR  T-01 115_34.5-LG,_a4e06b6c-d04a-4545-a255-e4b013d49bc1,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_a5df6a33-b6ac-40e0-89e6-876003cb3c37,CARGA 115,Network/Companies/SIN/02ORI/02PTXSIA/115/CARGA 115,CARGA 115,true,SIAN0171,true,1,1113299,_710aae0d-6899-435b-a167-94712a95478a,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXSIA CARGA 115-LG,1113304,02PTXSIA CARGA 115-LG,_a905c5ad-f1aa-4d1f-9898-678c3656d9f5,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_51920f03-ad5c-40b5-8ead-12ddf9177155,T-01 115\13.8,Network/Companies/SIN/02ORI/02PTXTKN/115/T-01 115\13.8,T-01 115\13.8,true,TKNN0171,true,1,1115252,_c8381991-d2a5-4fad-b645-a5d9726b9853,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXTKN  T-01 115_13.8-LG,1115257,02PTXTKN  T-01 115_13.8-LG,_5d6bbc47-60d5-475e-9155-45fc01c6f1b0,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_5bfbc6ec-c2b0-4d8b-bd02-b2a710e10fcd,73949 TLM,Network/Companies/SIN/02ORI/02PTXTLM/115/73949 TLM,73949 TLM,true,TLMN0171,true,1,1115574,_acf1f0dd-fd76-41fd-834a-ab0bb06886c3,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXTLM 73949 TLM-LG,1115579,02PTXTLM 73949 TLM-LG,_bf0f6f34-90eb-4e12-ac5f-8dcaa13c83d8,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_260b1af5-4e67-44f2-857c-a41f27ff0a41,73479 TTM,Network/Companies/SIN/02ORI/02PTXTTM/115/73479 TTM,73479 TTM,true,TTMN0171,true,1,1116779,_8f165853-84d4-4c10-a366-1c7c04aa6e44,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXTTM 73479 TTM-LG,1116784,02PTXTTM 73479 TTM-LG,_db690a74-8d70-472d-99d8-e3d441b2c10a,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2ee3161c-ad2a-4a23-9919-f250f86b7e9d,73959 VET,Network/Companies/SIN/02ORI/02PTXVET/115/73959 VET,73959 VET,true,VETN0271,true,2,1117452,_86ab0161-b659-4ddc-baa5-edcf780e6632,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXVET 73959 VET-LG,1117457,02PTXVET 73959 VET-LG,_b5c7d523-3282-4016-be29-7d4bee293a5e,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_af8c0e33-ebe1-42bc-92c0-e3eb6d2d9e55,CARGA 115,Network/Companies/SIN/02ORI/02PTXVWG/115/CARGA 115,CARGA 115,true,VWGN0171,true,1,1117852,_3b586f9b-3186-4f69-828e-d477323b470c,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXVWG CARGA 115-LG,1117857,02PTXVWG CARGA 115-LG,_98076ca0-a3bb-4f84-a74d-899231bf1b36,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_ab3c6ad5-3b39-4f8a-8168-a99530664eb7,CARGA 4.16,Network/Companies/SIN/02ORI/02PTZBRN/4.16/CARGA 4.16,CARGA 4.16,true,BRNN0121,true,1,1119436,_951d89e9-ffa8-4408-9832-f8e9efc55f87,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTZBRN CARGA 4.16-LG,1119451,02PTZBRN CARGA 4.16-LG,_e165b347-09bc-45c4-bb23-3e08623c491c,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_83f32189-3d0d-4154-a2d4-5b33945620a8,63060 02PTZPPI,Network/Companies/SIN/02ORI/02PTZDIN/69/63060 02PTZPPI,63060 02PTZPPI,true,DINN0161,true,1,1120662,_a5f9718a-4abf-4327-b062-bd3bd9394059,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTZDIN 63060 02PTZPPI-LG,1120730,02PTZDIN 63060 02PTZPPI-LG,_557cbee6-fa02-485d-aecd-4e33f482dfee,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_8099cc73-0322-4ca9-80c3-43f6db24b188,T-01 115\13.8,Network/Companies/SIN/02ORI/02PTZMAU/115/T-01 115\13.8,T-01 115\13.8,true,MAUN0171,true,1,1123253,_6d5a40cb-4135-46ab-9d19-6c40a8e62ec1,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTZMAU  T-01 115_13.8-LG,1123258,02PTZMAU  T-01 115_13.8-LG,_02af2839-0c3d-48d8-9754-ef13a2da477d,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_e8a36a74-ccb3-4152-b578-9f6fb28902ff,62041 CRG,Network/Companies/SIN/02ORI/02PTZMIS/69/62041 CRG,62041 CRG,true,MISN0161,true,1,1123952,_d8b2a90d-70b6-4425-9a2f-830f87a34d1c,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTZMIS  62041 CRG-LG,1123985,02PTZMIS  62041 CRG-LG,_c15b895e-71d4-42dd-897a-2d6fc4eade08,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_0ce6c84c-19b2-46bc-9cce-431650833054,CARGA 23,Network/Companies/SIN/02ORI/02PTZPQS/23/CARGA 23,CARGA 23,true,PQSN0151,true,1,1125285,_a94c57ad-a32e-473d-ac16-17fe594040ca,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTZPQS CARGA 23-LG,1125302,02PTZPQS CARGA 23-LG,_612b73e4-2979-474e-a845-9ba2d171f4f5,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_b96c024c-3ad5-470e-b7df-1c1824f86fee,T-01 115\13.8,Network/Companies/SIN/02ORI/02SURCAX/13.8/T-01 115\13.8,T-01 115\13.8,true,CAXN0441,true,4,1131225,_04fbf990-bf7a-431e-8ae6-1d07ccf3b958,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURCAX  T-01 115_13.8-LG,1131242,02SURCAX  T-01 115_13.8-LG,_54355c35-54ca-44e0-99b8-254dce3bd28a,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_21ddf239-9294-4884-af9e-6f6fe9c66ff4,T-12 115\4.16,Network/Companies/SIN/02ORI/02SURCEM/115/T-12 115\4.16,T-12 115\4.16,true,CEMN0171,true,1,1132474,_65b02cd4-6b05-44ec-8f0e-fb304f439c87,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURCEM  T-12 115_4.16-LG,1132479,02SURCEM  T-12 115_4.16-LG,_866d17fd-4f2c-4ba6-b0cc-33d5f4343e45,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2b8222a7-256a-4244-adce-247baeacfd29,CARGA 115,Network/Companies/SIN/02ORI/02SURCFV/115/CARGA 115,CARGA 115,true,CFVN0171,true,1,1132602,_ca788f01-eb49-408d-afbf-d398529dbb5c,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURCFV CARGA 115-LG,1132607,02SURCFV CARGA 115-LG,_19fe7f66-a142-4df0-96cb-e8cf4a35715d,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_cab030e8-5701-4a99-8912-824043c7e622,42010 SP,Network/Companies/SIN/02ORI/02SURCNM/13.8/42010 SP,42010 SP,true,CNMN0141,true,1,1134812,_13bea6c1-7404-48ca-95cf-9ee095571952,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURCNM 42010 SP-LG,1134966,02SURCNM 42010 SP-LG,_7ddd3524-77b0-414d-bd1f-7918b03af4e3,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_e7a495db-d49a-4daf-94db-e34331a52233,CARGA 13.8,Network/Companies/SIN/02ORI/02SURCPX/13.8/CARGA 13.8,CARGA 13.8,true,CPXN0341,true,3,1135630,_e5882984-5199-44ea-a0db-df52767bff76,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURCPX CARGA 13.8-LG,1135651,02SURCPX CARGA 13.8-LG,_9645fb83-cee5-4036-ab70-d1ca09d5461f,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_c51f3116-430a-4057-9d94-2a61113e4e98,T-12 115\13.8,Network/Companies/SIN/02ORI/02SURDBX/115/T-12 115\13.8,T-12 115\13.8,true,DBXN0171,true,1,1136744,_816ba0bc-aa34-40bd-bc8c-27e64ffff43c,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURDBX  T-12 115_13.8-LG,1136749,02SURDBX  T-12 115_13.8-LG,_e22ff1bc-8b95-441a-81d3-67d91a7c4334,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_5e5427a5-52e6-4aaa-b04d-856042808fba,T-12 115\4.16,Network/Companies/SIN/02ORI/02SURGIR/115/T-12 115\4.16,T-12 115\4.16,true,GIRN0171,true,1,1138202,_67e5f253-7e4e-4e4f-9cb4-5126dc7a0c66,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURGIR  T-12 115_4.16-LG,1138207,02SURGIR  T-12 115_4.16-LG,_eedc5f80-c7a7-43f3-9a5a-d3ab91ce3142,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_48ae15b2-c4c6-44e0-85b9-5606bcfb9a9c,73899 ICD,Network/Companies/SIN/02ORI/02SURICD/115/73899 ICD,73899 ICD,true,ICDN0171,true,1,1138851,_bf3fd4a6-45d7-4ef2-bb10-2752fbb7183a,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURICD 73899 ICD-LG,1138856,02SURICD 73899 ICD-LG,_8fba2acd-bba7-4fa2-8e68-05fb7db1fd9c,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_73962dea-586c-4814-b32a-07028dea0d6e,73010 NPX,Network/Companies/SIN/02ORI/02SURNPX/13.8/73010 NPX,73010 NPX,true,NPXN0141,true,1,1144481,_43ff16e5-d1b1-48c6-8dc2-dc7af662721a,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURNPX  73010 NPX-LG,1144492,02SURNPX  73010 NPX-LG,_782901db-e0cc-4cf7-8bf4-7a1f672f3607,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_09b48fa1-aec3-4619-be3d-904ff24be4fb,CARGA 115,Network/Companies/SIN/02ORI/02SURPPX/115/CARGA 115,CARGA 115,true,PPXN0171,true,1,1147161,_b8e9685a-dfe6-4546-a578-db831725aab9,NonConformLoad,Network/.Load Areas/SIN/02ORI/02SURPPX CARGA 115-LG,1147166,02SURPPX CARGA 115-LG,_b9e8763c-b694-4b80-a680-68f899fc6989,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_841b18b9-7ed3-40eb-bf7f-60fd86f0f4dc,T-01 115\13.8,Network/Companies/SIN/02ORI/02VERABL/13.8/T-01 115\13.8,T-01 115\13.8,true,ABLN0141,true,1,1158171,_754d4a07-6666-445b-aaf0-26a3ff73e1c7,NonConformLoad,Network/.Load Areas/SIN/02ORI/02VERABL  T-01 115_13.8-LG,1158182,02VERABL  T-01 115_13.8-LG,_0cbd3c83-f104-4eab-be1a-c1c6a4d8aaff,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_baa92c5c-13be-4df2-a8c7-b28c70a9799d,T-01 115\13.8,Network/Companies/SIN/02ORI/02VERAMN/13.8/T-01 115\13.8,T-01 115\13.8,true,AMNN0141,true,1,1158475,_66259029-937f-44db-a241-b1170c71b01c,NonConformLoad,Network/.Load Areas/SIN/02ORI/02VERAMN  T-01 115_13.8-LG,1158486,02VERAMN  T-01 115_13.8-LG,_f0d1b307-ab00-4f4b-95e4-9b1ccc8709b3,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_8c71096f-11a4-4112-a279-b4ccfd55d4c7,CARGA 13.8,Network/Companies/SIN/02ORI/02VERBPP/13.8/CARGA 13.8,CARGA 13.8,true,BPPN0241,true,2,1160098,_5c53ce87-9957-4792-9a97-7c73dbc2aa09,NonConformLoad,Network/.Load Areas/SIN/02ORI/02VERBPP CARGA 13.8-LG,1160115,02VERBPP CARGA 13.8-LG,_223860aa-7f4d-449f-ac24-e5ea049a6d56,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_13cb9935-a098-4d6b-9c2a-86a19f08aaa8,CARGA 6.6,Network/Companies/SIN/02ORI/02VERCMA/6.6/CARGA 6.6,CARGA 6.6,true,CMAN0131,true,1,1162535,_17b7a9dc-facd-44a8-91ff-0dd148fdeb2e,NonConformLoad,Network/.Load Areas/SIN/02ORI/02VERCMA CARGA 6.6-LG,1162550,02VERCMA CARGA 6.6-LG,_7d959775-fd72-494a-b2d4-050d4f276d34,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
