ID,InternalId,Name,Parent,ObjectType,BaseVoltage_Path,BaseVoltage_InternalId,BaseVoltage_Name,ConductingEquipmentUsesABaseVoltage_BaseVoltage_ID,BaseVoltage_Parent,BaseVoltage_ObjectType
_2c841018-c61f-4b1a-8959-707824662295,1909295,03QROFRA-73A40-03QROMCH,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_dd83312e-3e52-43fa-b998-705562508b77,1909298,03QROFRA-73F40-03QROSTF,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_07864096-562b-48fe-acaf-dce7bc605a38,1909301,03QROFRJ-73040-03QROGER,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_82c70919-9cff-45d3-a50d-54d074a77371,1909304,03QROFRJ-73040-03QROQRO,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b9443d0e-8f21-4567-8387-a7ea6b84d85a,1909307,03QROGDI-73640-03QROGRI,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_199eee0d-e998-438e-a256-cf6041c028d3,1909310,03QROGDI-73790-03QROTPY,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a5d39003-958f-4579-9bbd-89d822da2f8d,1909313,03QROGER-73040-03QRORXM,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7269d2ab-3271-44fd-87d9-f0c3049dd97e,1909316,03QROGRI-73B40-03QROZBT,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_200518a7-cf9b-4108-81c5-f1b5613dfa16,1909319,03QROHCH-73880-03QROTCZ,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_23b3cfba-2e64-4322-a626-5cc6e2b33b11,1909322,03QROHOL-73190-03QROMIC,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9587593a-c9d5-4c82-9501-817e850ebe53,1909325,03QROHUM-73700-03QROZIM,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f4f88472-139d-42cb-9044-06458646f6f9,1909328,03QROINV-73180-03QROPER,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c2eb19ff-d43d-48f7-8a1c-82d0e1149efa,1909331,03QROINV-73180-03QROS12,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_86486c47-7038-42f7-afc9-65cbb9bbd027,1909334,03QROJUR-73990-03QRONTA,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_418a2459-0aef-4a26-8710-6b31b139ed4c,1909337,03QROKAL-73260-03   SAU,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ae11d7a1-06fd-4f8e-835c-7c1b6df89044,1909340,03QROKAL-73260-03QROSJO,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3c7b430d-1945-406a-94d5-f1ad084d7060,1909343,03QROKIM-73B00-03   MIB,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2231e5bb-9cb4-4f74-8169-715900578dc0,1909346,03QROKIM-73B00-03QROSJR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_25905368-61fa-435e-89d4-c734fb15dab3,1909349,03QROLLM-73110-03QROSAT,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f58b7978-b4bd-473e-aac6-6b51b77db732,1909352,03QROLLM-73860-03QROQPE,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_149be34c-53b4-446a-b090-dbad09222114,1909355,03QROMBE-73040-03QROVRR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_01630396-296b-4262-8d66-0992b00f5bf8,1909358,03QROMIC-73190-03QROQRO,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4a34e59c-d479-4056-a06d-727585b80b57,1909361,03QROMNS-73210-03QROSJM,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_df80f3f9-22e9-4f9f-a968-8171e0752e83,1909364,03QROMNS-73280-03   SAU,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b3839050-0a45-486a-83bf-73f664e2eae5,1909367,03QROMQO-73140-03QROPQN,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_69d52d07-932c-43c8-b103-43efe237ef9d,1909370,03QROMQO-73150-03QROSFS,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c68fb43f-a6c8-423e-91f8-bd0bc853a908,1909373,03QROMRQ-73A30-03QROPQN,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2942273a-6909-4e15-9b73-e0825b3abbe2,1909376,03QRONGA-73160-03QROSJI,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ab38b45e-1077-47f1-b788-c6e759347507,1909379,03QRONST-73040-03QROVRR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fc26fd69-969b-4d17-81ad-886b761aede0,1909382,03QRONTA-73170-03QROQRO,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6baf4166-7062-4664-9b7e-04b2a08ac6ae,1909385,03QROOMY-73300-03QROSJM,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3a0d3837-3b08-4e79-8459-0f9d9f5831d1,1909388,03QROOMY-73300-03QROTEQ,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2d5a0734-bb5f-4240-96fd-8453129ce078,1909391,03QROOMY-73300-03QROTMY,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cedf5045-a91a-4a9d-9644-30381e710be8,1909397,03   ITA-73040-03QROVRR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_442ddb89-94e2-4c32-a663-a9de68b88862,1909403,03QROPPG-73290-03QROSJR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7e28af32-ecab-44de-981a-0fcac3c14ac4,1909406,03QROQMR-73220-03QROQRI,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e61ff8f5-63a4-4443-a2b1-2d42695580cd,1909409,03QROQMR-73580-03QROQRP,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_614c6e29-34c7-40c0-a1c0-42386d389584,1909412,03QROQMR-73840-03QROTJD,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3a3f98c5-cb94-4aaa-a4e1-714562907be7,1909415,03QROQPE-73090-03QROQRS,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d0f29f8c-886f-4fd0-a2c4-6816acfeb2b3,1909418,03QROQRE-73760-03QROTTR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_36ba7be7-58ac-4082-b845-5b78d95e0713,1909421,03QROQRN-73010-03QROQRO,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a33d3121-9466-4691-9dd5-aa651ca046d6,1909424,03QROQRN-73730-03QROTTR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6ecfc164-f607-4e53-8599-025c4f2beee1,1909427,03QROPER-73180-03QROQRO,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_aeeabab6-372e-4cd4-a1dd-c60df7fb3df5,1909430,03QROQRO-73540-03QROSAT,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0ba6b431-2861-4a62-a14a-998dbb02f234,1909433,03QROQRP-73050-03QROQRS,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_94e50bc4-04f9-42d0-ba43-818b549db6b4,1909436,03QROQRP-73610-03QROTJD,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f2f1f553-fd9f-4be9-a8d4-649bc785815e,1909439,03QROQRP-73720-03QROQRS,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c9f64917-f899-4174-bded-1c0afd15e8a0,1909442,03QRORXM-73040-03QROVRR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_077ab6ce-f9b7-40a8-8866-4ff5d7d680bd,1909445,03QROS02-73620-03   ZMN,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bf908b03-a885-4280-8990-f441f6eb6024,1909448,03QROS02-73620-03QROZIM,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_89958900-cc3b-40cf-a4d6-ec626da30da5,1909451,03QROS03-73A80-03QROVIZ,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_23399314-da32-45b4-8ad4-0d2b4254bc82,1909457,03QROVTC-73080-03QROS10,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_98df9abb-7922-4761-afd9-684104ea70b2,1909460,03QROS10-73080-03QROVT2,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b6cc06b2-211b-420e-8106-bfe93699c3ea,1909463,03QROS10-73080-03QROVTM,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_018be398-6ee2-463a-be5a-6b1e18c66bfd,1909466,03QROSJI-73080-03QROVTS,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f2706178-0725-4503-b955-dcffe53f54fa,1909472,03QROSAP-73070-03QROSJI,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8c7d54d2-6b24-464f-9f21-6f57e019f9b3,1909475,03QROSAP-73500-03QROSPA,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_22f90ccd-f29a-4a6b-b9ac-11554a4c2cb1,1909478,03QROSAP-73920-03QROSPA,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_aa75ecb3-947d-4451-89bc-74f4688cfe0d,1909481,03QROSDD-73450-03QROSPA,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_809bc9c0-bd11-4012-abde-31e0ae1a79e9,1909484,03QROSDP-73850-03QROSPA,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_15a5af8c-a277-4c58-9a4e-afa455b40673,1909487,03QROSJM-73100-03QROSJP,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5b6d13d9-0f26-4e89-b8af-71cb9c9f632e,1909490,03QROPPG-73290-03QROSJP,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ea4e86e0-45b6-42a6-ae79-036f431cc420,1909493,03QROSJP-73300-03QROTMY,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_09256a94-714a-4d94-b5b0-06b37c23c9f3,1909496,03QROSJP-73750-03QROSJR,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_070a142e-9481-428f-a288-ecb6966dde69,1909499,03QROTPY-73890-03QROVYQ,_bfe919a6-2c9c-494c-9e62-b33317301983,ACLineSegment,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6a2060b1-3c13-4113-a668-8c6424ac07d5,1909502,03   AGM-A3530-03   TED,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5dbe46ed-8efd-41fc-8cd0-8c01e6816c1a,1909505,03   AGM-A3550-03   TED,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d01881c5-6ddb-4133-a3a1-d3c3a0a61606,1909508,03   APT-A30L0-03   MPM,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9560e1fd-93fb-4317-99bf-eb73cc386996,1909511,03   APT-A3250-03   TIM,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9d2f4e2a-2f6d-4d6f-82af-2c4ae7229a4c,1909514,03   APT-A3J10-03   KDA,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5fb16164-b089-4a14-b91f-6bd542583e3f,1909517,03   APT-A3K90-03   KDA,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_903eab0d-6453-442a-9195-8f862fbee308,1909520,03   APT-A3M00-03   POS,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_23c0da5d-0361-4efa-a80e-0490fb404b71,1909523,03   APT-A3M10-03   POM,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_849c91d5-a0d4-4bfe-b1d5-3518d23eecbe,1909526,03   APT-A3N20-03   ITC,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5aa12f64-d082-4df1-a18f-74a93c539346,1909529,03   ATN-A3230-03   MNZ,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_35cebfe2-e302-4737-80df-bcd163f0e306,1909532,03   ATN-A3280-03   TLJ,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_169bf929-a991-4957-bb99-eaa5fc27bb56,1909535,03   ATN-A3480-03   MTA,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
