"PowerTransformer:
ParentInternalId","PowerTransformer:
ParentId","PowerTransformer:
Parent","PowerTransformer:
ParentName","PowerTransformer:
InternalId","PowerTransformer:
ObjectId","PowerTransformer:
ID","PowerTransformer:
Name","PowerTransformer:
Description","PowerTransformer:
mRID","PowerTransformer:
NAFlag","PowerTransformer:
ODBName","PowerTransformer:
ShortID","PowerTransformer:
ObjectType"
601812,{8ed621f6-2965-4406-906d-55e18d9eaaaa},_8ed621f6-2965-4406-906d-55e18d9eaaaa,01   SSP,859458,{e061e085-a7c4-478f-a060-38fdcc791357},_e061e085-a7c4-478f-a060-38fdcc791357,01SSP T02 85\23,01   SSP  T-02  85/23,XF-01   SSP  T-02  85/23,true,75-T-02,02,PowerTransformer
601817,{142f0e80-5486-409a-84fc-671c44994d77},_142f0e80-5486-409a-84fc-671c44994d77,01   STU,859720,{b21bd64f-d852-4165-b051-6967aa646c9b},_b21bd64f-d852-4165-b051-6967aa646c9b,01STU T01 115\23,01   STU  T-01 115/23,XF-01   STU  T-01 115/23,true,75-T-01,01,PowerTransformer
601817,{142f0e80-5486-409a-84fc-671c44994d77},_142f0e80-5486-409a-84fc-671c44994d77,01   STU,859725,{e3920d4d-a5ab-44da-b265-1c53d67d5101},_e3920d4d-a5ab-44da-b265-1c53d67d5101,01STU T02 115\23,01   STU  T-02 115/23,XF-01   STU  T-02 115/23,true,75-T-02,02,PowerTransformer
601827,{48883878-950c-4c93-90a2-4d185239431d},_48883878-950c-4c93-90a2-4d185239431d,01   TAC,860078,{4648cff0-11e3-4a6f-85f0-a1884429e8f4},_4648cff0-11e3-4a6f-85f0-a1884429e8f4,01TAC T01 85\23,01   TAC  T-01  85/23,XF-01   TAC  T-01  85/23,true,75-T-01,01,PowerTransformer
601827,{48883878-950c-4c93-90a2-4d185239431d},_48883878-950c-4c93-90a2-4d185239431d,01   TAC,860084,{e38e0388-ed27-4f6b-8fca-d69461d13dd6},_e38e0388-ed27-4f6b-8fca-d69461d13dd6,01TAC T02 85\23,01   TAC  T-02  85/23,XF-01   TAC  T-02  85/23,true,75-T-02,02,PowerTransformer
601827,{48883878-950c-4c93-90a2-4d185239431d},_48883878-950c-4c93-90a2-4d185239431d,01   TAC,860090,{5355ddf6-920b-481e-b475-fdac480ac994},_5355ddf6-920b-481e-b475-fdac480ac994,01TAC T03 85\23,01   TAC  T-03  85/23,XF-01   TAC  T-03  85/23,true,75-T-03,03,PowerTransformer
601827,{48883878-950c-4c93-90a2-4d185239431d},_48883878-950c-4c93-90a2-4d185239431d,01   TAC,860096,{b074bedf-7819-46d6-be71-a8bc8774bbbc},_b074bedf-7819-46d6-be71-a8bc8774bbbc,01TAC T04 85\23,01   TAC  T-04  85/23,XF-01   TAC  T-04  85/23,true,75-T-04,04,PowerTransformer
601842,{94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a},_94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a,01   TAX,860868,{8e9dc3f6-8f08-4ed9-a6df-c4b7854f458a},_8e9dc3f6-8f08-4ed9-a6df-c4b7854f458a,01TAX T01 85\23,01   TAX  T-01  85/23,XF-01   TAX  T-01  85/23,true,75-T-01,01,PowerTransformer
601842,{94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a},_94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a,01   TAX,860874,{75ec519d-2c2a-4266-8be8-20b6b4da3e6e},_75ec519d-2c2a-4266-8be8-20b6b4da3e6e,01TAX T02 85\23,01   TAX  T-02  85/23,XF-01   TAX  T-02  85/23,true,75-T-02,02,PowerTransformer
601842,{94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a},_94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a,01   TAX,860880,{28739699-0c78-4dfc-8d2b-9c13aabd41ba},_28739699-0c78-4dfc-8d2b-9c13aabd41ba,01TAX T03 85\23,01   TAX  T-03  85/23,XF-01   TAX  T-03  85/23,true,75-T-03,03,PowerTransformer
601842,{94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a},_94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a,01   TAX,860886,{c20b542a-8879-4b47-b0e1-8f961c86c447},_c20b542a-8879-4b47-b0e1-8f961c86c447,01TAX T04 85\23,01   TAX  T-04  85/23,XF-01   TAX  T-04  85/23,true,75-T-04,04,PowerTransformer
601842,{94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a},_94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a,01   TAX,860892,{aa8bbcfb-d1cd-4421-ab74-66a5bca8cdb1},_aa8bbcfb-d1cd-4421-ab74-66a5bca8cdb1,01TAX T05 230\85,01   TAX  T-05 230/85,XF-01   TAX  T-05 230/85,true,97-T-05,05,PowerTransformer
601842,{94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a},_94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a,01   TAX,860898,{54f034fa-776d-4f3b-81af-6c110a52417a},_54f034fa-776d-4f3b-81af-6c110a52417a,01TAX T06 230\23,01   TAX  T-06 230/23,XF-01   TAX  T-06 230/23,true,95-T-06,06,PowerTransformer
601842,{94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a},_94ecbb13-c46f-4a66-b6e4-8d6f9f0a1b7a,01   TAX,860904,{11ad9ae7-184e-4217-88a3-4afc006d1be7},_11ad9ae7-184e-4217-88a3-4afc006d1be7,01TAX T07 230\23,01   TAX  T-07 230/23,XF-01   TAX  T-07 230/23,true,95-T-07,07,PowerTransformer
601847,{cd192e3f-30d9-4840-80e2-05db56559c94},_cd192e3f-30d9-4840-80e2-05db56559c94,01   TCC,861932,{4773a491-71f4-490a-8f0e-2ea33fd50e4d},_4773a491-71f4-490a-8f0e-2ea33fd50e4d,01TCC T06 230\13.8,01   TCC  T-06 230/13.8,XF-01   TCC  T-06 230/13.8,true,94-T-06,06,PowerTransformer
601847,{cd192e3f-30d9-4840-80e2-05db56559c94},_cd192e3f-30d9-4840-80e2-05db56559c94,01   TCC,861937,{005ec011-3017-4f00-8820-780f1c910bc1},_005ec011-3017-4f00-8820-780f1c910bc1,01TCC T07 230\18,01   TCC  T-07 230/18,XF-01   TCC  T-07 230/18,true,95-T-07,07,PowerTransformer
601847,{cd192e3f-30d9-4840-80e2-05db56559c94},_cd192e3f-30d9-4840-80e2-05db56559c94,01   TCC,861942,{54ddeee1-2d49-4e86-9bde-a3cb0eabdaed},_54ddeee1-2d49-4e86-9bde-a3cb0eabdaed,01TCC T08 230\18,01   TCC  T-08 230/18,XF-01   TCC  T-08 230/18,true,95-T-08,08,PowerTransformer
601847,{cd192e3f-30d9-4840-80e2-05db56559c94},_cd192e3f-30d9-4840-80e2-05db56559c94,01   TCC,861947,{b140da85-a0c6-42dd-ba7f-b1b1e621177f},_b140da85-a0c6-42dd-ba7f-b1b1e621177f,01TCC T10 230\13.8,01   TCC  T-10 230/13.8,XF-01   TCC  T-10 230/13.8,true,94-T-10,10,PowerTransformer
601857,{c78277b4-6769-4c8f-8ead-2e678049e2c2},_c78277b4-6769-4c8f-8ead-2e678049e2c2,01   TCM,862594,{8f4f4ce4-e0c7-471e-8d33-8df8203942c8},_8f4f4ce4-e0c7-471e-8d33-8df8203942c8,01TCM T01 230\23,01   TCM  T-01 230/23,XF-01   TCM  T-01 230/23,true,95-T-01,01,PowerTransformer
601857,{c78277b4-6769-4c8f-8ead-2e678049e2c2},_c78277b4-6769-4c8f-8ead-2e678049e2c2,01   TCM,862600,{1347e1d7-1a42-43d0-b2b3-089afc7eeb04},_1347e1d7-1a42-43d0-b2b3-089afc7eeb04,01TCM T02 230\23,01   TCM  T-02 230/23,XF-01   TCM  T-02 230/23,true,95-T-02,02,PowerTransformer
601857,{c78277b4-6769-4c8f-8ead-2e678049e2c2},_c78277b4-6769-4c8f-8ead-2e678049e2c2,01   TCM,862606,{7f94b383-7240-478c-9a8f-6a8e62d90a35},_7f94b383-7240-478c-9a8f-6a8e62d90a35,01TCM T03 230\23,01   TCM  T-03 230/23,XF-01   TCM  T-03 230/23,true,95-T-03,03,PowerTransformer
601862,{ec81fd75-67e8-4c80-a332-d8816e7f8781},_ec81fd75-67e8-4c80-a332-d8816e7f8781,01   TDK,863061,{25d4ed62-58c4-4d44-a100-6d18570dce13},_25d4ed62-58c4-4d44-a100-6d18570dce13,01TDK T01 230\23,01   TDK  T-01 230/23,XF-01   TDK  T-01 230/23,true,95-T-01,01,PowerTransformer
601862,{ec81fd75-67e8-4c80-a332-d8816e7f8781},_ec81fd75-67e8-4c80-a332-d8816e7f8781,01   TDK,863067,{b83e6bfa-0769-4356-8660-26a5b0cd2fcd},_b83e6bfa-0769-4356-8660-26a5b0cd2fcd,01TDK T02 230\23,01   TDK  T-02 230/23,XF-01   TDK  T-02 230/23,true,95-T-02,02,PowerTransformer
601867,{31a62920-c423-40ee-a14d-49fd3f8f42f6},_31a62920-c423-40ee-a14d-49fd3f8f42f6,01   TEH,863343,{61e58538-50db-4091-9cc0-3d6109fad85d},_61e58538-50db-4091-9cc0-3d6109fad85d,01TEH T01 230\23,01   TEH  T-01 230/23,XF-01   TEH  T-01 230/23,true,95-T-01,01,PowerTransformer
601867,{31a62920-c423-40ee-a14d-49fd3f8f42f6},_31a62920-c423-40ee-a14d-49fd3f8f42f6,01   TEH,863349,{43f28d4a-5e6c-4d19-b84d-ae68eb6c1599},_43f28d4a-5e6c-4d19-b84d-ae68eb6c1599,01TEH T02 230\23,01   TEH  T-02 230/23,XF-01   TEH  T-02 230/23,true,95-T-02,02,PowerTransformer
601872,{715ce054-e947-4918-85f5-df7720f60857},_715ce054-e947-4918-85f5-df7720f60857,01   TEP,863661,{d5e24be5-9c7c-4b1d-8d06-0a3ffe445739},_d5e24be5-9c7c-4b1d-8d06-0a3ffe445739,01TEP T01 85\6.6,01   TEP  T-01  85/6.6,XF-01   TEP  T-01  85/6.6,true,73-T-01,01,PowerTransformer
601872,{715ce054-e947-4918-85f5-df7720f60857},_715ce054-e947-4918-85f5-df7720f60857,01   TEP,863666,{68ee9950-1671-4646-8147-7806feb4b858},_68ee9950-1671-4646-8147-7806feb4b858,01TEP T02 85\6.6,01   TEP  T-02  85/6.6,XF-01   TEP  T-02  85/6.6,true,73-T-02,02,PowerTransformer
601872,{715ce054-e947-4918-85f5-df7720f60857},_715ce054-e947-4918-85f5-df7720f60857,01   TEP,863671,{f7b1aad8-2344-4d22-b160-4b9267be3305},_f7b1aad8-2344-4d22-b160-4b9267be3305,01TEP T03 85\6.6,01   TEP  T-03  85/6.6,XF-01   TEP  T-03  85/6.6,true,73-T-03,03,PowerTransformer
601882,{2a6f3460-ca2c-4451-8184-561f41a2c569},_2a6f3460-ca2c-4451-8184-561f41a2c569,01   TEX,864272,{ec71cee5-7c44-4c12-bc6a-775384b585bf},_ec71cee5-7c44-4c12-bc6a-775384b585bf,01TEX TCEV 400\17.5,01   TEX  T-CEV 400/17.5,XF-01   TEX  T-CEV 400/17.5,true,A5-T-CE,CE,PowerTransformer
601882,{2a6f3460-ca2c-4451-8184-561f41a2c569},_2a6f3460-ca2c-4451-8184-561f41a2c569,01   TEX,864277,{b76d7e70-224e-43c5-acda-a63004152e9b},_b76d7e70-224e-43c5-acda-a63004152e9b,01TEX AT01 400\230,01   TEX AT-01 400/230,XF-01   TEX AT-01 400/230,true,A9-AT-01,01,PowerTransformer
601882,{2a6f3460-ca2c-4451-8184-561f41a2c569},_2a6f3460-ca2c-4451-8184-561f41a2c569,01   TEX,864283,{7bb2e360-63a4-4d27-a302-4fd2df61621c},_7bb2e360-63a4-4d27-a302-4fd2df61621c,01TEX AT02 400\230,01   TEX AT-02 400/230,XF-01   TEX AT-02 400/230,true,A9-AT-02,02,PowerTransformer
601882,{2a6f3460-ca2c-4451-8184-561f41a2c569},_2a6f3460-ca2c-4451-8184-561f41a2c569,01   TEX,864289,{b37d15bd-69be-4849-b647-c7cc5c0368f5},_b37d15bd-69be-4849-b647-c7cc5c0368f5,01TEX AT03 400\230,01   TEX AT-03 400/230,XF-01   TEX AT-03 400/230,true,A9-AT-03,03,PowerTransformer
601888,{c9c4d8e1-f1eb-4b98-a99b-755d04be9af2},_c9c4d8e1-f1eb-4b98-a99b-755d04be9af2,01   TIA,864545,{9ea2fa28-83ae-4e3f-9e39-3a68df9ae535},_9ea2fa28-83ae-4e3f-9e39-3a68df9ae535,01TIA T01 230\23,01   TIA  T-01 230/23,XF-01   TIA  T-01 230/23,true,95-T-01,01,PowerTransformer
601888,{c9c4d8e1-f1eb-4b98-a99b-755d04be9af2},_c9c4d8e1-f1eb-4b98-a99b-755d04be9af2,01   TIA,864551,{46971271-6786-4753-aeb6-90f7f1af43c3},_46971271-6786-4753-aeb6-90f7f1af43c3,01TIA T02 230\23,01   TIA  T-02 230/23,XF-01   TIA  T-02 230/23,true,95-T-02,02,PowerTransformer
601894,{fa98c532-3026-465c-97e8-6c4fc17419b5},_fa98c532-3026-465c-97e8-6c4fc17419b5,01   TIZ,864941,{ad4ffbd6-a9a5-4d62-a4cc-2b2bf10b0457},_ad4ffbd6-a9a5-4d62-a4cc-2b2bf10b0457,01TIZ T01 230\23,01   TIZ  T-01 230/23,XF-01   TIZ  T-01 230/23,true,95-T-01,01,PowerTransformer
601894,{fa98c532-3026-465c-97e8-6c4fc17419b5},_fa98c532-3026-465c-97e8-6c4fc17419b5,01   TIZ,864947,{49f9882a-9904-42f4-9654-0306534c78fb},_49f9882a-9904-42f4-9654-0306534c78fb,01TIZ T02 230\23,01   TIZ  T-02 230/23,XF-01   TIZ  T-02 230/23,true,95-T-02,02,PowerTransformer
601894,{fa98c532-3026-465c-97e8-6c4fc17419b5},_fa98c532-3026-465c-97e8-6c4fc17419b5,01   TIZ,864953,{13951301-8ad3-4093-91f8-b38f5680d2cc},_13951301-8ad3-4093-91f8-b38f5680d2cc,01TIZ T03 230\23,01   TIZ  T-03 230/23,XF-01   TIZ  T-03 230/23,true,95-T-03,03,PowerTransformer
601899,{fa9e6eba-023c-45f2-a0b7-d351e4553d1d},_fa9e6eba-023c-45f2-a0b7-d351e4553d1d,01   TKM,865357,{d0842ed2-1104-4ecb-a583-629cd364c503},_d0842ed2-1104-4ecb-a583-629cd364c503,01TKM T01 230\23,01   TKM  T-01 230/23,XF-01   TKM  T-01 230/23,true,95-T-01,01,PowerTransformer
601904,{e4953723-68f6-421c-b193-ccbea5f0ef3a},_e4953723-68f6-421c-b193-ccbea5f0ef3a,01   TLG,865607,{3194ccb0-efc3-429e-9591-7a165cad7971},_3194ccb0-efc3-429e-9591-7a165cad7971,01TLG T01 85\23,01   TLG  T-01  85/23,XF-01   TLG  T-01  85/23,true,75-T-01,01,PowerTransformer
601904,{e4953723-68f6-421c-b193-ccbea5f0ef3a},_e4953723-68f6-421c-b193-ccbea5f0ef3a,01   TLG,865613,{a509e29d-d5c9-40cb-939a-ddf0a10fa73f},_a509e29d-d5c9-40cb-939a-ddf0a10fa73f,01TLG T02 85\23,01   TLG  T-02  85/23,XF-01   TLG  T-02  85/23,true,75-T-02,02,PowerTransformer
601904,{e4953723-68f6-421c-b193-ccbea5f0ef3a},_e4953723-68f6-421c-b193-ccbea5f0ef3a,01   TLG,865619,{1c3731d6-8124-4ade-81b3-1c3adc2ebc37},_1c3731d6-8124-4ade-81b3-1c3adc2ebc37,01TLG T03 85\23,01   TLG  T-03  85/23,XF-01   TLG  T-03  85/23,true,75-T-03,03,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866512,{e03173f7-cb94-41be-b14f-43624c4e5e4d},_e03173f7-cb94-41be-b14f-43624c4e5e4d,01TOL T01 230\85,01   TOL  T-01 230/85,XF-01   TOL  T-01 230/85,true,97-T-01,01,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866518,{b28c7aae-93b1-45aa-a962-4899a61eef8c},_b28c7aae-93b1-45aa-a962-4899a61eef8c,01TOL T02 230\85,01   TOL  T-02 230/85,XF-01   TOL  T-02 230/85,true,97-T-02,02,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866524,{42efeb4c-6089-443f-85c2-63232c7ef302},_42efeb4c-6089-443f-85c2-63232c7ef302,01TOL T03 230\85,01   TOL  T-03 230/85,XF-01   TOL  T-03 230/85,true,97-T-03,03,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866530,{014fe2fc-c97c-4dbb-8498-bab1de702ff1},_014fe2fc-c97c-4dbb-8498-bab1de702ff1,01TOL T04 85\23,01   TOL  T-04  85/23,XF-01   TOL  T-04  85/23,true,75-T-04,04,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866536,{3504424b-633b-453d-bbb1-e7b68cc11644},_3504424b-633b-453d-bbb1-e7b68cc11644,01TOL T05 85\23,01   TOL  T-05  85/23,XF-01   TOL  T-05  85/23,true,75-T-05,05,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866542,{ce986db3-90e0-4139-9bd0-364fe6274cf4},_ce986db3-90e0-4139-9bd0-364fe6274cf4,01TOL T06 85\23,01   TOL  T-06  85/23,XF-01   TOL  T-06  85/23,true,75-T-06,06,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866548,{65c8586f-0fa6-4a8b-9526-a6bd08c593a7},_65c8586f-0fa6-4a8b-9526-a6bd08c593a7,01TOL T07 85\6,01   TOL  T-07  85/6,XF-01   TOL  T-07  85/6,true,73-T-07,07,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866553,{bc7e9ad6-2c5b-410f-90a3-8d370e0ea4e3},_bc7e9ad6-2c5b-410f-90a3-8d370e0ea4e3,01TOL T08 230\23,01   TOL  T-08 230/23,XF-01   TOL  T-08 230/23,true,95-T-08,08,PowerTransformer
601914,{032a2644-365e-4e07-97a4-a026de6bca2c},_032a2644-365e-4e07-97a4-a026de6bca2c,01   TOL,866559,{02f898f8-e25b-4565-994d-d2cba1e3489a},_02f898f8-e25b-4565-994d-d2cba1e3489a,01TOL T09 230\23,01   TOL  T-09 230/23,XF-01   TOL  T-09 230/23,true,95-T-09,09,PowerTransformer
601919,{3fd08c9b-9223-417a-888e-e1a966bed2bb},_3fd08c9b-9223-417a-888e-e1a966bed2bb,01   TOP,867840,{48361b83-a926-4ba8-b5b3-0e9e48196c1e},_48361b83-a926-4ba8-b5b3-0e9e48196c1e,01TOP T03 230\23,01   TOP  T-03 230/23,XF-01   TOP  T-03 230/23,true,95-T-03,03,PowerTransformer
601919,{3fd08c9b-9223-417a-888e-e1a966bed2bb},_3fd08c9b-9223-417a-888e-e1a966bed2bb,01   TOP,867846,{34670ccf-621c-4275-857a-ad35927ea91a},_34670ccf-621c-4275-857a-ad35927ea91a,01TOP TCEV 400\17.5,01   TOP  T-CEV 400/17.5,XF-01   TOP  T-CEV 400/17.5,true,A5-T-CE,CE,PowerTransformer
601919,{3fd08c9b-9223-417a-888e-e1a966bed2bb},_3fd08c9b-9223-417a-888e-e1a966bed2bb,01   TOP,867851,{7d18d51c-dbd2-42f2-a23d-096c5e2441d9},_7d18d51c-dbd2-42f2-a23d-096c5e2441d9,01TOP AT01 400\230,01   TOP AT-01 400/230,XF-01   TOP AT-01 400/230,true,A9-AT-01,01,PowerTransformer
601919,{3fd08c9b-9223-417a-888e-e1a966bed2bb},_3fd08c9b-9223-417a-888e-e1a966bed2bb,01   TOP,867857,{ab7acaff-bd23-4a2c-9b41-ab5d1599420f},_ab7acaff-bd23-4a2c-9b41-ab5d1599420f,01TOP AT02 400\230,01   TOP AT-02 400/230,XF-01   TOP AT-02 400/230,true,A9-AT-02,02,PowerTransformer
601930,{6d1ba1df-b5ca-4df5-a3e6-28d7e75dea3c},_6d1ba1df-b5ca-4df5-a3e6-28d7e75dea3c,01   TRX,868263,{1488aed4-f238-44df-b6d8-5be196601455},_1488aed4-f238-44df-b6d8-5be196601455,01TRX T01 85\23,01   TRX  T-01  85/23,XF-01   TRX  T-01  85/23,true,75-T-01,01,PowerTransformer
601945,{e03f7b24-c6cf-45bb-842e-870087cf447a},_e03f7b24-c6cf-45bb-842e-870087cf447a,01   TTC,868489,{0bfa3793-44db-41a5-8416-d3a994d2a902},_0bfa3793-44db-41a5-8416-d3a994d2a902,01TTC T01 230\23,01   TTC  T-01 230/23,XF-01   TTC  T-01 230/23,true,95-T-01,01,PowerTransformer
601945,{e03f7b24-c6cf-45bb-842e-870087cf447a},_e03f7b24-c6cf-45bb-842e-870087cf447a,01   TTC,868495,{9f60f91c-f0bf-4fbc-8d14-58579582bc8b},_9f60f91c-f0bf-4fbc-8d14-58579582bc8b,01TTC T02 230\23,01   TTC  T-02 230/23,XF-01   TTC  T-02 230/23,true,95-T-02,02,PowerTransformer
601950,{308eddbc-fbf5-4323-bef5-90fadf4d1c95},_308eddbc-fbf5-4323-bef5-90fadf4d1c95,01   TTH,869139,{633d67a4-6691-43cc-90d2-06e402648da0},_633d67a4-6691-43cc-90d2-06e402648da0,01TTH T04 230\23,01   TTH  T-04 230/23,XF-01   TTH  T-04 230/23,true,95-T-04,04,PowerTransformer
601956,{37b95125-c9e5-4810-aea2-4ceaac978376},_37b95125-c9e5-4810-aea2-4ceaac978376,01   TUL,870144,{68528e4a-619b-4d62-ae27-71ccc812075f},_68528e4a-619b-4d62-ae27-71ccc812075f,01TUL T01 230\20,01   TUL  T-01 230/20,XF-01   TUL  T-01 230/20,true,95-T-01,01,PowerTransformer
601956,{37b95125-c9e5-4810-aea2-4ceaac978376},_37b95125-c9e5-4810-aea2-4ceaac978376,01   TUL,870149,{8624858c-bd88-40a8-846a-f93697ca3b1d},_8624858c-bd88-40a8-846a-f93697ca3b1d,01TUL T02 230\20,01   TUL  T-02 230/20,XF-01   TUL  T-02 230/20,true,95-T-02,02,PowerTransformer
601956,{37b95125-c9e5-4810-aea2-4ceaac978376},_37b95125-c9e5-4810-aea2-4ceaac978376,01   TUL,870154,{15ce3dab-dc49-4bd6-8016-11682063cdee},_15ce3dab-dc49-4bd6-8016-11682063cdee,01TUL T03 400\20,01   TUL  T-03 400/20,XF-01   TUL  T-03 400/20,true,A5-T-03,03,PowerTransformer
601956,{37b95125-c9e5-4810-aea2-4ceaac978376},_37b95125-c9e5-4810-aea2-4ceaac978376,01   TUL,870159,{373c4fa5-8c99-40c6-9c6f-8333a2e5b102},_373c4fa5-8c99-40c6-9c6f-8333a2e5b102,01TUL T04 400\20,01   TUL  T-04 400/20,XF-01   TUL  T-04 400/20,true,A5-T-04,04,PowerTransformer
601956,{37b95125-c9e5-4810-aea2-4ceaac978376},_37b95125-c9e5-4810-aea2-4ceaac978376,01   TUL,870164,{b55331e7-0061-4694-ae6d-deafb9d2d0e6},_b55331e7-0061-4694-ae6d-deafb9d2d0e6,01TUL T05 400\20,01   TUL  T-05 400/20,XF-01   TUL  T-05 400/20,true,A5-T-05,05,PowerTransformer
601956,{37b95125-c9e5-4810-aea2-4ceaac978376},_37b95125-c9e5-4810-aea2-4ceaac978376,01   TUL,870169,{c34eeafe-1f74-4e26-ac47-7d6cb4d682fc},_c34eeafe-1f74-4e26-ac47-7d6cb4d682fc,01TUL AT01 400\230,01   TUL AT-01 400/230,XF-01   TUL AT-01 400/230,true,A9-AT-01,01,PowerTransformer
601956,{37b95125-c9e5-4810-aea2-4ceaac978376},_37b95125-c9e5-4810-aea2-4ceaac978376,01   TUL,870175,{237d5a96-d30c-4347-ac1d-ffff71f2e513},_237d5a96-d30c-4347-ac1d-ffff71f2e513,01TUL AT02 400\230,01   TUL AT-02 400/230,XF-01   TUL AT-02 400/230,true,A9-AT-02,02,PowerTransformer
601962,{3f3a25e0-5459-4ccc-ae5a-1c3eac370676},_3f3a25e0-5459-4ccc-ae5a-1c3eac370676,01   TYA,871261,{c875e9ed-652c-4b80-b59d-2053c0e06650},_c875e9ed-652c-4b80-b59d-2053c0e06650,01TYA T01 230\23,01   TYA  T-01 230/23,XF-01   TYA  T-01 230/23,true,95-T-01,01,PowerTransformer
601962,{3f3a25e0-5459-4ccc-ae5a-1c3eac370676},_3f3a25e0-5459-4ccc-ae5a-1c3eac370676,01   TYA,871267,{70d6c452-5698-4ebd-9278-a704550a1efa},_70d6c452-5698-4ebd-9278-a704550a1efa,01TYA T02 230\23,01   TYA  T-02 230/23,XF-01   TYA  T-02 230/23,true,95-T-02,02,PowerTransformer
601962,{3f3a25e0-5459-4ccc-ae5a-1c3eac370676},_3f3a25e0-5459-4ccc-ae5a-1c3eac370676,01   TYA,871273,{b6ad5bb2-8abb-4548-b153-66582a2bfd7f},_b6ad5bb2-8abb-4548-b153-66582a2bfd7f,01TYA T03 230\23,01   TYA  T-03 230/23,XF-01   TYA  T-03 230/23,true,95-T-03,03,PowerTransformer
601972,{29987b14-c0e5-4766-a4b2-41a005cd39be},_29987b14-c0e5-4766-a4b2-41a005cd39be,01   VAE,872562,{bbf4d232-b1d8-4f76-af4d-098417e19613},_bbf4d232-b1d8-4f76-af4d-098417e19613,01VAE T03 230\15,01   VAE  T-03 230/15,XF-01   VAE  T-03 230/15,true,94-T-03,03,PowerTransformer
601972,{29987b14-c0e5-4766-a4b2-41a005cd39be},_29987b14-c0e5-4766-a4b2-41a005cd39be,01   VAE,872567,{4fde0f5c-5f4d-49f9-9e47-f242912a7670},_4fde0f5c-5f4d-49f9-9e47-f242912a7670,01VAE T04 230\20,01   VAE  T-04 230/20,XF-01   VAE  T-04 230/20,true,95-T-04,04,PowerTransformer
601972,{29987b14-c0e5-4766-a4b2-41a005cd39be},_29987b14-c0e5-4766-a4b2-41a005cd39be,01   VAE,872572,{dfac890e-9a6d-470f-bf56-fa1b899e367b},_dfac890e-9a6d-470f-bf56-fa1b899e367b,01VAE T05 230\13.8,01   VAE  T-05 230/13.8,XF-01   VAE  T-05 230/13.8,true,94-T-05,05,PowerTransformer
601972,{29987b14-c0e5-4766-a4b2-41a005cd39be},_29987b14-c0e5-4766-a4b2-41a005cd39be,01   VAE,872577,{d65edc86-9dfb-41b3-8172-21f567a78835},_d65edc86-9dfb-41b3-8172-21f567a78835,01VAE T06 13,01   VAE  T-06 SEC 13,XF-01   VAE  T-06 SEC 13,true,41-T-06,06,PowerTransformer
601972,{29987b14-c0e5-4766-a4b2-41a005cd39be},_29987b14-c0e5-4766-a4b2-41a005cd39be,01   VAE,872582,{c7d5c084-a35b-4a0a-980e-9fc71adc4e90},_c7d5c084-a35b-4a0a-980e-9fc71adc4e90,01VAE T07 13,01   VAE  T-07 TER 13,XF-01   VAE  T-07 TER 13,true,41-T-07,07,PowerTransformer
601972,{29987b14-c0e5-4766-a4b2-41a005cd39be},_29987b14-c0e5-4766-a4b2-41a005cd39be,01   VAE,872587,{ddae29f9-c3e8-4c87-87b7-5a41e29908f0},_ddae29f9-c3e8-4c87-87b7-5a41e29908f0,01VAE T08 230\18,01   VAE  T-08 230/18,XF-01   VAE  T-08 230/18,true,95-T-08,08,PowerTransformer
