"PowerTransformer:
ParentInternalId","PowerTransformer:
ParentId","PowerTransformer:
Parent","PowerTransformer:
ParentName","PowerTransformer:
InternalId","PowerTransformer:
ObjectId","PowerTransformer:
ID","PowerTransformer:
Name","PowerTransformer:
Description","PowerTransformer:
mRID","PowerTransformer:
NAFlag","PowerTransformer:
ODBName","PowerTransformer:
ShortID","PowerTransformer:
ObjectType"
613280,{92fd5dd9-b235-4124-aabb-fe16b80faa56},_92fd5dd9-b235-4124-aabb-fe16b80faa56,05CGOSMO,1617616,{19281412-18ad-4bd2-8f4f-b6a2710d7d67},_19281412-18ad-4bd2-8f4f-b6a2710d7d67,05SMO T01 110\34.5,05CGOSMO  T-01 110/34.5,XF-05CGOSMO  T-01 110/34.5,true,75-T-01,01,PowerTransformer
613290,{2e42edf7-bdbb-4453-83c1-3bf77b50bf99},_2e42edf7-bdbb-4453-83c1-3bf77b50bf99,05CGOTHS,1617867,{cb2deb02-d1f3-47ee-be70-ff532f0a699a},_cb2deb02-d1f3-47ee-be70-ff532f0a699a,05THS T01 110\34.5,05CGOTHS  T-01 110/34.5,XF-05CGOTHS  T-01 110/34.5,true,75-T-01,01,PowerTransformer
613290,{2e42edf7-bdbb-4453-83c1-3bf77b50bf99},_2e42edf7-bdbb-4453-83c1-3bf77b50bf99,05CGOTHS,1617873,{94fd70df-e091-4c0c-b906-6a5f6d727822},_94fd70df-e091-4c0c-b906-6a5f6d727822,05THS T02 110\34.5,05CGOTHS  T-02 110/34.5,XF-05CGOTHS  T-02 110/34.5,true,75-T-02,02,PowerTransformer
613295,{36d0a7e0-03f0-41da-94c4-88271ba56317},_36d0a7e0-03f0-41da-94c4-88271ba56317,05CGOTRE,1618182,{ce572f76-5c69-4cce-b5c3-64ac408fcfdb},_ce572f76-5c69-4cce-b5c3-64ac408fcfdb,05TRE T01 115\34.5,05CGOTRE  T-01 115/34.5,XF-05CGOTRE  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613315,{7b280d7c-ce17-4071-a91a-3a37e7eb38b2},_7b280d7c-ce17-4071-a91a-3a37e7eb38b2,05CGOWRA,1618694,{afd4235c-be16-4dab-9aba-9c27357dfdf1},_afd4235c-be16-4dab-9aba-9c27357dfdf1,05WRA T01 115\13.8,05CGOWRA  T-01 115/13.8,XF-05CGOWRA  T-01 115/13.8,true,74-T-01,01,PowerTransformer
613330,{d9ae579f-ad07-493e-95ea-b1e6d646816c},_d9ae579f-ad07-493e-95ea-b1e6d646816c,05CUAAMA,1619094,{607613e2-1634-4c28-8c83-44ed9571b06e},_607613e2-1634-4c28-8c83-44ed9571b06e,05AMA T01 115\23.9,05CUAAMA  T-01 115/23.9,XF-05CUAAMA  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613330,{d9ae579f-ad07-493e-95ea-b1e6d646816c},_d9ae579f-ad07-493e-95ea-b1e6d646816c,05CUAAMA,1619100,{7d5922f1-1af7-4a32-8219-b5797c6e7bb5},_7d5922f1-1af7-4a32-8219-b5797c6e7bb5,05AMA T02 115\23.9,05CUAAMA  T-02 115/23.9,XF-05CUAAMA  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613335,{26ef0dc2-f10b-4675-a3c0-b38966832bab},_26ef0dc2-f10b-4675-a3c0-b38966832bab,05CUAAMR,1619400,{d7cc54f7-5852-41d2-9880-7d5cd969643b},_d7cc54f7-5852-41d2-9880-7d5cd969643b,05AMR T01 115\23.9,05CUAAMR  T-01 115/23.9,XF-05CUAAMR  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613335,{26ef0dc2-f10b-4675-a3c0-b38966832bab},_26ef0dc2-f10b-4675-a3c0-b38966832bab,05CUAAMR,1619406,{c19cdc57-9061-44de-9bc2-a77dfc2fb5ad},_c19cdc57-9061-44de-9bc2-a77dfc2fb5ad,05AMR T02 115\23.9,05CUAAMR  T-02 115/23.9,XF-05CUAAMR  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613340,{bbf0fc88-8606-4b9a-a606-bfb03476b67e},_bbf0fc88-8606-4b9a-a606-bfb03476b67e,05CUAARE,1619683,{be95c0d2-14a5-4071-8a5e-b088e76ac0c0},_be95c0d2-14a5-4071-8a5e-b088e76ac0c0,05ARE T01 115\34.5,05CUAARE  T-01 115/34.5,XF-05CUAARE  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613350,{f9b028ff-b833-4cdc-b95f-162a80fa9124},_f9b028ff-b833-4cdc-b95f-162a80fa9124,05CUAAVO,1620015,{da792913-c614-4fb9-b838-94f688fd26e5},_da792913-c614-4fb9-b838-94f688fd26e5,05AVO T01 115\34.5,05CUAAVO  T-01 115/34.5,XF-05CUAAVO  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613350,{f9b028ff-b833-4cdc-b95f-162a80fa9124},_f9b028ff-b833-4cdc-b95f-162a80fa9124,05CUAAVO,1620021,{35303bde-99e6-43d6-af54-e4f54514029f},_35303bde-99e6-43d6-af54-e4f54514029f,05AVO T02 115\34.5,05CUAAVO  T-02 115/34.5,XF-05CUAAVO  T-02 115/34.5,true,75-T-02,02,PowerTransformer
613350,{f9b028ff-b833-4cdc-b95f-162a80fa9124},_f9b028ff-b833-4cdc-b95f-162a80fa9124,05CUAAVO,1620027,{12710b48-23d0-42b4-8399-7529d3a0bd40},_12710b48-23d0-42b4-8399-7529d3a0bd40,05AVO T03 115\34.5,05CUAAVO  T-03 115/34.5,XF-05CUAAVO  T-03 115/34.5,false,75-T-03,03,PowerTransformer
613360,{34665711-52be-40aa-ae2c-528dab353d3a},_34665711-52be-40aa-ae2c-528dab353d3a,05CUABAS,1620444,{9febace7-54b6-4ad0-ba80-6a05f5b55236},_9febace7-54b6-4ad0-ba80-6a05f5b55236,05BAS T01 115\34.5,05CUABAS  T-01 115/34.5,XF-05CUABAS  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613370,{86032909-c05e-431b-95ff-376f86c198ff},_86032909-c05e-431b-95ff-376f86c198ff,05CUACAS,1620642,{f2b6058b-fd5b-41b2-9def-5bedc802c843},_f2b6058b-fd5b-41b2-9def-5bedc802c843,05CAS T01 115\23.9,05CUACAS  T-01 115/23.9,XF-05CUACAS  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613370,{86032909-c05e-431b-95ff-376f86c198ff},_86032909-c05e-431b-95ff-376f86c198ff,05CUACAS,1620648,{ae6fd78f-88d6-4acb-8c76-f6c3a39f588b},_ae6fd78f-88d6-4acb-8c76-f6c3a39f588b,05CAS T02 115\23.0,05CUACAS  T-02 115/23.0,XF-05CUACAS  T-02 115/23.0,true,75-T-02,02,PowerTransformer
613375,{b4d7f23a-ce27-466e-bced-eb75d8668183},_b4d7f23a-ce27-466e-bced-eb75d8668183,05CUACCD,1620855,{dd803817-de74-48a9-a3d7-d729e3b0da65},_dd803817-de74-48a9-a3d7-d729e3b0da65,05CCD T01 115\23.9,05CUACCD  T-01 115/23.9,XF-05CUACCD  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613385,{bc9ca8cf-c65b-45f7-b915-4adc4b10799f},_bc9ca8cf-c65b-45f7-b915-4adc4b10799f,05CUACHC,1621226,{a371a118-27ed-43ee-94b7-12481f9dce1c},_a371a118-27ed-43ee-94b7-12481f9dce1c,05CHC T01 115\34.5,05CUACHC  T-01 115/34.5,XF-05CUACHC  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613385,{bc9ca8cf-c65b-45f7-b915-4adc4b10799f},_bc9ca8cf-c65b-45f7-b915-4adc4b10799f,05CUACHC,1621232,{b57dde5f-0860-466e-9556-d0b275c872c5},_b57dde5f-0860-466e-9556-d0b275c872c5,05CHC T02 115\13.8,05CUACHC  T-02 115/13.8,XF-05CUACHC  T-02 115/13.8,true,74-T-02,02,PowerTransformer
613385,{bc9ca8cf-c65b-45f7-b915-4adc4b10799f},_bc9ca8cf-c65b-45f7-b915-4adc4b10799f,05CUACHC,1621238,{93de3376-33bb-45ad-bed6-202a7cb462b3},_93de3376-33bb-45ad-bed6-202a7cb462b3,05CHC T03 115\34.5,05CUACHC  T-03 115/34.5,XF-05CUACHC  T-03 115/34.5,true,75-T-03,03,PowerTransformer
613385,{bc9ca8cf-c65b-45f7-b915-4adc4b10799f},_bc9ca8cf-c65b-45f7-b915-4adc4b10799f,05CUACHC,1621244,{de855b1e-0035-4f9c-834e-4536e2366965},_de855b1e-0035-4f9c-834e-4536e2366965,05CHC T04 115\13.8,05CUACHC  T-04 115/13.8,XF-05CUACHC  T-04 115/13.8,true,74-T-04,04,PowerTransformer
613390,{a6b26c42-5bc0-47d2-9ab0-5bcafdf6394d},_a6b26c42-5bc0-47d2-9ab0-5bcafdf6394d,05CUACIN,1621550,{2b8ec5c3-25f5-4c48-a959-4ce64d26a00c},_2b8ec5c3-25f5-4c48-a959-4ce64d26a00c,05CIN T01 115\23.9,05CUACIN  T-01 115/23.9,XF-05CUACIN  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613390,{a6b26c42-5bc0-47d2-9ab0-5bcafdf6394d},_a6b26c42-5bc0-47d2-9ab0-5bcafdf6394d,05CUACIN,1621556,{768e8ba7-eecb-4eb6-8c72-1dd11f055eb1},_768e8ba7-eecb-4eb6-8c72-1dd11f055eb1,05CIN T02 115\23.9,05CUACIN  T-02 115/23.9,XF-05CUACIN  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613405,{8f0a1a95-1b65-4bf1-9b07-16515c6df14c},_8f0a1a95-1b65-4bf1-9b07-16515c6df14c,05CUACPN,1622097,{cdca8da4-49df-4779-8eb8-761bd5454fe5},_cdca8da4-49df-4779-8eb8-761bd5454fe5,05CPN T01 115\23.9,05CUACPN  T-01 115/23.9,XF-05CUACPN  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613405,{8f0a1a95-1b65-4bf1-9b07-16515c6df14c},_8f0a1a95-1b65-4bf1-9b07-16515c6df14c,05CUACPN,1622103,{03bd9bc9-b2c0-4403-9d99-5b2300d0e939},_03bd9bc9-b2c0-4403-9d99-5b2300d0e939,05CPN T02 110\23.9,05CUACPN  T-02 110/23.9,XF-05CUACPN  T-02 110/23.9,true,75-T-02,02,PowerTransformer
613410,{d747c2c3-eaa2-47ea-bf32-add609ae6a65},_d747c2c3-eaa2-47ea-bf32-add609ae6a65,05CUACRC,1622374,{20655d9d-701c-43d2-9792-7a85f4f0e54f},_20655d9d-701c-43d2-9792-7a85f4f0e54f,05CRC T01 115\34.5,05CUACRC  T-01 115/34.5,XF-05CUACRC  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613415,{aacb81ca-e502-4d2b-8e6e-a45dcbd684ac},_aacb81ca-e502-4d2b-8e6e-a45dcbd684ac,05CUACRL,1622547,{8d708eec-2639-47c0-897b-afd1d4c917a2},_8d708eec-2639-47c0-897b-afd1d4c917a2,05CRL T01 115\34.5,05CUACRL  T-01 115/34.5,XF-05CUACRL  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613430,{e70d235e-f704-4903-a03e-1e901f1a9305},_e70d235e-f704-4903-a03e-1e901f1a9305,05CUACUP,1622933,{b374ea3c-bdbb-401b-929b-1b7acfbfe1bd},_b374ea3c-bdbb-401b-929b-1b7acfbfe1bd,05CUP T07 115\23.9,05CUACUP  T-07 115/23.9,XF-05CUACUP  T-07 115/23.9,true,75-T-07,07,PowerTransformer
613430,{e70d235e-f704-4903-a03e-1e901f1a9305},_e70d235e-f704-4903-a03e-1e901f1a9305,05CUACUP,1622939,{6306e351-1756-41de-a208-1edb192f5c5f},_6306e351-1756-41de-a208-1edb192f5c5f,05CUP T08 115\23.9,05CUACUP  T-08 115/23.9,XF-05CUACUP  T-08 115/23.9,true,75-T-08,08,PowerTransformer
613435,{20c48414-0ed9-4e86-be3a-6557375acbf1},_20c48414-0ed9-4e86-be3a-6557375acbf1,05CUADIV,1623256,{a7397d52-4dab-4794-b848-40b8730713b4},_a7397d52-4dab-4794-b848-40b8730713b4,05DIV T01 115\34.5,05CUADIV  T-01 115/34.5,XF-05CUADIV  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613440,{203eedb4-19ef-4c97-8d8f-1cdf30be4e46},_203eedb4-19ef-4c97-8d8f-1cdf30be4e46,05CUAESZ,1623428,{01f35cb9-1e6b-4e35-9b07-82781b55b720},_01f35cb9-1e6b-4e35-9b07-82781b55b720,05ESZ T01 115\23.9,05CUAESZ  T-01 115/23.9,XF-05CUAESZ  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613440,{203eedb4-19ef-4c97-8d8f-1cdf30be4e46},_203eedb4-19ef-4c97-8d8f-1cdf30be4e46,05CUAESZ,1623434,{3553cb5a-a9fb-471c-b1a8-2f298938af90},_3553cb5a-a9fb-471c-b1a8-2f298938af90,05ESZ T02 115\23.9,05CUAESZ  T-02 115/23.9,XF-05CUAESZ  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613440,{203eedb4-19ef-4c97-8d8f-1cdf30be4e46},_203eedb4-19ef-4c97-8d8f-1cdf30be4e46,05CUAESZ,1623440,{426ae1ad-fbec-4873-a44c-79f2d6b45111},_426ae1ad-fbec-4873-a44c-79f2d6b45111,05ESZ T03 115\23.9,05CUAESZ  T-03 115/23.9,XF-05CUAESZ  T-03 115/23.9,true,75-T-03,03,PowerTransformer
613445,{7e6622c5-8a8c-49ce-a23b-b8c12df56d42},_7e6622c5-8a8c-49ce-a23b-b8c12df56d42,05CUAFMR,1623615,{627056b6-3792-4ec9-a6b6-373647285b9e},_627056b6-3792-4ec9-a6b6-373647285b9e,05FMR T01 115\23.9,05CUAFMR  T-01 115/23.9,XF-05CUAFMR  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613480,{eb6fea68-83fb-4801-bb5c-6d3ffc875e74},_eb6fea68-83fb-4801-bb5c-6d3ffc875e74,05CUAGTR,1624317,{19c20e27-d6e0-45be-8ca1-d913291f6bb5},_19c20e27-d6e0-45be-8ca1-d913291f6bb5,05GTR T01 115\23.9,05CUAGTR  T-01 115/23.9,XF-05CUAGTR  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613485,{40c96b42-1a95-4591-a7e2-6e6f9e6d549d},_40c96b42-1a95-4591-a7e2-6e6f9e6d549d,05CUAHDS,1624501,{93a9370c-0016-4671-961f-7996d47b4154},_93a9370c-0016-4671-961f-7996d47b4154,05HDS T01 115\23.9,05CUAHDS  T-01 115/23.9,XF-05CUAHDS  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613485,{40c96b42-1a95-4591-a7e2-6e6f9e6d549d},_40c96b42-1a95-4591-a7e2-6e6f9e6d549d,05CUAHDS,1624507,{030b713d-e456-441c-925e-ce803e8f0fc2},_030b713d-e456-441c-925e-ce803e8f0fc2,05HDS T02 115\23.9,05CUAHDS  T-02 115/23.9,XF-05CUAHDS  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613520,{5184851e-3d08-4880-90fc-1b532495584c},_5184851e-3d08-4880-90fc-1b532495584c,05CUALZM,1625488,{6f0e2b40-541b-47d1-85f5-d454fe24d19c},_6f0e2b40-541b-47d1-85f5-d454fe24d19c,05LZM T01 115\34.5,05CUALZM  T-01 115/34.5,XF-05CUALZM  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613520,{5184851e-3d08-4880-90fc-1b532495584c},_5184851e-3d08-4880-90fc-1b532495584c,05CUALZM,1625494,{a4001116-4f0f-4ac3-9586-bbcd445ca002},_a4001116-4f0f-4ac3-9586-bbcd445ca002,05LZM T02 115\34.5,05CUALZM  T-02 115/34.5,XF-05CUALZM  T-02 115/34.5,true,75-T-02,02,PowerTransformer
613525,{e7643d09-5980-4b02-b09c-14e63d635061},_e7643d09-5980-4b02-b09c-14e63d635061,05CUAMBA,1625732,{db7897a7-136e-4be6-9a71-5e007c879d7b},_db7897a7-136e-4be6-9a71-5e007c879d7b,05MBA T01 115\34.5,05CUAMBA  T-01 115/34.5,XF-05CUAMBA  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613525,{e7643d09-5980-4b02-b09c-14e63d635061},_e7643d09-5980-4b02-b09c-14e63d635061,05CUAMBA,1625738,{8f5f4419-0913-4a9a-9ec8-d142b3f47b09},_8f5f4419-0913-4a9a-9ec8-d142b3f47b09,05MBA T02 115\34.5,05CUAMBA  T-02 115/34.5,XF-05CUAMBA  T-02 115/34.5,true,75-T-02,02,PowerTransformer
613530,{217a848f-deee-4f09-901b-0d7f294663a4},_217a848f-deee-4f09-901b-0d7f294663a4,05CUAMCO,1626065,{15bd031b-70d2-4bc6-b4ba-2fc0daedd4bb},_15bd031b-70d2-4bc6-b4ba-2fc0daedd4bb,05MCO T01 115\34.5,05CUAMCO  T-01 115/34.5,XF-05CUAMCO  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613530,{217a848f-deee-4f09-901b-0d7f294663a4},_217a848f-deee-4f09-901b-0d7f294663a4,05CUAMCO,1626071,{f0d83390-2cba-4678-b9e9-6c276db953bf},_f0d83390-2cba-4678-b9e9-6c276db953bf,05MCO T02 115\34.5,05CUAMCO  T-02 115/34.5,XF-05CUAMCO  T-02 115/34.5,true,75-T-02,02,PowerTransformer
613540,{eb0630ef-c8ad-4908-bb3c-5cb46a6ec766},_eb0630ef-c8ad-4908-bb3c-5cb46a6ec766,05CUAMEN,1626475,{1e342bb2-623e-458f-8660-182008074c91},_1e342bb2-623e-458f-8660-182008074c91,05MEN T01 115\34.5,05CUAMEN  T-01 115/34.5,XF-05CUAMEN  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613540,{eb0630ef-c8ad-4908-bb3c-5cb46a6ec766},_eb0630ef-c8ad-4908-bb3c-5cb46a6ec766,05CUAMEN,1626481,{911fe6de-ed81-49d4-8656-6d326b3274f4},_911fe6de-ed81-49d4-8656-6d326b3274f4,05MEN T02 115\34.5,05CUAMEN  T-02 115/34.5,XF-05CUAMEN  T-02 115/34.5,true,75-T-02,02,PowerTransformer
613565,{81e665cb-f584-4ea3-b135-cf7f27a08158},_81e665cb-f584-4ea3-b135-cf7f27a08158,05CUANCB,1626847,{16420acd-d8d8-4246-a27d-7161dada0db1},_16420acd-d8d8-4246-a27d-7161dada0db1,05NCB T01 115\34.5,05CUANCB  T-01 115/34.5,XF-05CUANCB  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613565,{81e665cb-f584-4ea3-b135-cf7f27a08158},_81e665cb-f584-4ea3-b135-cf7f27a08158,05CUANCB,1626853,{97495c93-6c84-4e6f-869b-dc926956fc80},_97495c93-6c84-4e6f-869b-dc926956fc80,05NCB T02 115\34.5,05CUANCB  T-02 115/34.5,XF-05CUANCB  T-02 115/34.5,true,75-T-02,02,PowerTransformer
613570,{6254f8bd-060e-4fc4-aa4f-734b9f4812ae},_6254f8bd-060e-4fc4-aa4f-734b9f4812ae,05CUANDD,1627044,{1d276776-bde6-420f-aa5f-1bdabbf29a55},_1d276776-bde6-420f-aa5f-1bdabbf29a55,05NDD T01 115\23.9,05CUANDD  T-01 115/23.9,XF-05CUANDD  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613570,{6254f8bd-060e-4fc4-aa4f-734b9f4812ae},_6254f8bd-060e-4fc4-aa4f-734b9f4812ae,05CUANDD,1627050,{91d41e6d-4a81-4368-9f0f-7eacdee3db89},_91d41e6d-4a81-4368-9f0f-7eacdee3db89,05NDD T02 115\23.9,05CUANDD  T-02 115/23.9,XF-05CUANDD  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613575,{64469a48-fb73-4206-9598-4db76eb73ffc},_64469a48-fb73-4206-9598-4db76eb73ffc,05CUANQA,1627327,{f7c3d1bf-c890-4c09-a656-1fdcee964703},_f7c3d1bf-c890-4c09-a656-1fdcee964703,05NQA T01 115\34.5,05CUANQA  T-01 115/34.5,XF-05CUANQA  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613580,{f287a65a-23b8-4ee1-8eb4-33b0896e4fa9},_f287a65a-23b8-4ee1-8eb4-33b0896e4fa9,05CUAOCP,1627513,{10e57740-b9ff-4d99-83a5-baee710cfc8b},_10e57740-b9ff-4d99-83a5-baee710cfc8b,05OCP T01 115\23.9,05CUAOCP  T-01 115/23.9,XF-05CUAOCP  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613580,{f287a65a-23b8-4ee1-8eb4-33b0896e4fa9},_f287a65a-23b8-4ee1-8eb4-33b0896e4fa9,05CUAOCP,1627519,{d1a99738-020a-4cdb-bbc8-a6ba18047fa8},_d1a99738-020a-4cdb-bbc8-a6ba18047fa8,05OCP T02 115\23.9,05CUAOCP  T-02 115/23.9,XF-05CUAOCP  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613595,{bfb40b26-467f-4aea-ba84-7bab06c55e4e},_bfb40b26-467f-4aea-ba84-7bab06c55e4e,05CUAPMR,1627930,{f698346b-313f-491c-b855-fda199b2f0f0},_f698346b-313f-491c-b855-fda199b2f0f0,05PMR T01 115\23.9,05CUAPMR  T-01 115/23.9,XF-05CUAPMR  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613595,{bfb40b26-467f-4aea-ba84-7bab06c55e4e},_bfb40b26-467f-4aea-ba84-7bab06c55e4e,05CUAPMR,1627936,{11143e13-c996-455f-aa49-3f9700ebe530},_11143e13-c996-455f-aa49-3f9700ebe530,05PMR T02 115\23.9,05CUAPMR  T-02 115/23.9,XF-05CUAPMR  T-02 115/23.9,true,75-T-02,02,PowerTransformer
612840,{ca1ede74-9a9e-444b-b594-fff88adbad5d},_ca1ede74-9a9e-444b-b594-fff88adbad5d,05CUAPOE,1628212,{21386567-53d1-4799-b776-11ec105d7b51},_21386567-53d1-4799-b776-11ec105d7b51,05POE T01 115\13.8,05CUAPOE  T-01 115/13.8,XF-05CUAPOE  T-01 115/13.8,true,74-T-01,01,PowerTransformer
613605,{bcda31f5-d168-4ebb-97c8-a60f52fde6af},_bcda31f5-d168-4ebb-97c8-a60f52fde6af,05CUARCS,1628560,{526d11e9-0f45-4d71-8b5d-c5b73bbca70e},_526d11e9-0f45-4d71-8b5d-c5b73bbca70e,05RCS T01 115\34.5,05CUARCS  T-01 115/34.5,XF-05CUARCS  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613605,{bcda31f5-d168-4ebb-97c8-a60f52fde6af},_bcda31f5-d168-4ebb-97c8-a60f52fde6af,05CUARCS,1628566,{00bb9759-c0b3-4369-aabb-d2ffb6fa7cb1},_00bb9759-c0b3-4369-aabb-d2ffb6fa7cb1,05RCS T02 115\34.5,05CUARCS  T-02 115/34.5,XF-05CUARCS  T-02 115/34.5,true,75-T-02,02,PowerTransformer
613610,{a2f88009-b8ab-41c5-ad8b-2fbb6b1574cb},_a2f88009-b8ab-41c5-ad8b-2fbb6b1574cb,05CUARNN,1628888,{ba91c8cc-f08e-4e18-8fd7-3a026fbc19f6},_ba91c8cc-f08e-4e18-8fd7-3a026fbc19f6,05RNN T01 115\23.9,05CUARNN  T-01 115/23.9,XF-05CUARNN  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613610,{a2f88009-b8ab-41c5-ad8b-2fbb6b1574cb},_a2f88009-b8ab-41c5-ad8b-2fbb6b1574cb,05CUARNN,1628894,{476335f6-17ef-4917-9e41-3d265a2221d9},_476335f6-17ef-4917-9e41-3d265a2221d9,05RNN T02 115\23.9,05CUARNN  T-02 115/23.9,XF-05CUARNN  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613615,{62ec4a26-6289-41f7-a812-249c22d1a355},_62ec4a26-6289-41f7-a812-249c22d1a355,05CUASAU,1629177,{57d035da-217a-4c93-bd9e-c617a2728ef7},_57d035da-217a-4c93-bd9e-c617a2728ef7,05SAU T01 115\23.9,05CUASAU  T-01 115/23.9,XF-05CUASAU  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613630,{73db5743-1e6e-467f-b133-8e62446883d6},_73db5743-1e6e-467f-b133-8e62446883d6,05CUASFB,1629347,{8a0aebfe-fb84-4668-b1aa-7801c762087b},_8a0aebfe-fb84-4668-b1aa-7801c762087b,05SFB T01 115\34.5,05CUASFB  T-01 115/34.5,XF-05CUASFB  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613635,{3b03d9b0-f591-41c3-8a52-1318f1cbfd2a},_3b03d9b0-f591-41c3-8a52-1318f1cbfd2a,05CUATBL,1629527,{93956e33-0558-4294-890a-6d206ec000a6},_93956e33-0558-4294-890a-6d206ec000a6,05TBL T01 115\23.9,05CUATBL  T-01 115/23.9,XF-05CUATBL  T-01 115/23.9,true,75-T-01,01,PowerTransformer
613635,{3b03d9b0-f591-41c3-8a52-1318f1cbfd2a},_3b03d9b0-f591-41c3-8a52-1318f1cbfd2a,05CUATBL,1629533,{0d7e7448-d6ea-41cf-adeb-4aef1b65e31a},_0d7e7448-d6ea-41cf-adeb-4aef1b65e31a,05TBL T02 115\23.9,05CUATBL  T-02 115/23.9,XF-05CUATBL  T-02 115/23.9,true,75-T-02,02,PowerTransformer
613660,{c022b851-02a4-479a-86fd-789a0b9f1384},_c022b851-02a4-479a-86fd-789a0b9f1384,05DGOAMN,1630139,{a87f8a92-2109-426f-9346-c447d0051d19},_a87f8a92-2109-426f-9346-c447d0051d19,05AMN T01 115\34.5,05DGOAMN  T-01 115/34.5,XF-05DGOAMN  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613670,{d6459bb5-8720-4cc0-9e7a-d5073e09d759},_d6459bb5-8720-4cc0-9e7a-d5073e09d759,05DGOBAC,1630320,{f83aa03e-aa03-44a7-aa6d-2d3968aa8e64},_f83aa03e-aa03-44a7-aa6d-2d3968aa8e64,05BAC T01 115\13.2,05DGOBAC  T-01 115/13.2,XF-05DGOBAC  T-01 115/13.2,true,74-T-01,01,PowerTransformer
613675,{bd974dbe-6913-42d4-9f21-5522d21fff8e},_bd974dbe-6913-42d4-9f21-5522d21fff8e,05DGOBAS,1630455,{663c1934-ea9d-4446-8208-c6523052ceac},_663c1934-ea9d-4446-8208-c6523052ceac,05BAS T01 115\34.5,05DGOBAS  T-01 115/34.5,XF-05DGOBAS  T-01 115/34.5,true,75-T-01,01,PowerTransformer
613680,{42d6b6bf-4c61-452d-b49f-42ec8aa291ea},_42d6b6bf-4c61-452d-b49f-42ec8aa291ea,05DGOBIG,1630599,{e7235218-e969-4b97-ac55-1730c2199505},_e7235218-e969-4b97-ac55-1730c2199505,05BIG T01 13.8\0.48,05DGOBIG  T-01 13.8/0.48,XF-05DGOBIG  T-01 13.8/0.48,true,41-T-01,01,PowerTransformer
613685,{52b6551d-462f-4926-ada8-49dd75f5b7bf},_52b6551d-462f-4926-ada8-49dd75f5b7bf,05DGOBIO,1630874,{1c1b0f91-519b-4cb0-8c4b-945b9dc3c378},_1c1b0f91-519b-4cb0-8c4b-945b9dc3c378,05BIO T01 115\13.8,05DGOBIO  T-01 115/13.8,XF-05DGOBIO  T-01 115/13.8,true,74-T-01,01,PowerTransformer
613690,{eba91609-95ea-48bb-99d0-1afb6f71d6e1},_eba91609-95ea-48bb-99d0-1afb6f71d6e1,05DGOCDM,1631023,{25a8e6d0-693f-4a0d-95a5-4419d482e817},_25a8e6d0-693f-4a0d-95a5-4419d482e817,05CDM T01 115\4.16,05DGOCDM  T-01 115/4.16,XF-05DGOCDM  T-01 115/4.16,true,72-T-01,01,PowerTransformer
613690,{eba91609-95ea-48bb-99d0-1afb6f71d6e1},_eba91609-95ea-48bb-99d0-1afb6f71d6e1,05DGOCDM,1631029,{b20acf4e-317c-4540-b0af-35694ed4956a},_b20acf4e-317c-4540-b0af-35694ed4956a,05CDM T02 115\4.16,05DGOCDM  T-02 115/4.16,XF-05DGOCDM  T-02 115/4.16,true,72-T-02,02,PowerTransformer
