"PowerTransformer:
ID","PowerTransformer:
transformerType","PowerTransformer:
InternalId","PowerTransformer:
Name","PowerTransformer:
Parent","PowerTransformer:
ObjectType"
_59c51298-dc7a-4786-9e4e-4f3f52d14301,fix,1573486,05ENO AT01 14.9\1.0,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_ee00e994-0577-46b5-86a8-50745677f6cf,fix,1573491,05ENO AT01 230\1.0,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_40801f72-188f-478e-b6d2-145a0e3e17e1,voltageControl,1573496,05ENO AT01 400\230,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_45bbc2de-2c88-4306-aa57-55d51323771f,fix,1573502,05ENO AT02 14.9\1.0,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_2d7f54cd-ab05-46d8-bc1f-97dbbd905788,fix,1573507,05ENO AT02 230\1.0,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_5605eb83-27ad-4bbc-aa5b-b0ebc9e6b1a7,voltageControl,1573512,05ENO AT02 400\230,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_61c4ea66-590e-4001-b8ce-a27236c00c0d,fix,1573518,05ENO AT03 14.9\1.0,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_0267d434-e483-4913-b6ff-973fe7ad750d,fix,1573523,05ENO AT03 230\1.0,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_3a5e6d56-4503-4c2c-9725-e3bbdb514450,voltageControl,1573528,05ENO AT03 400\230,_bf33c2c6-8275-407c-bb05-4d5aee4d8383,PowerTransformer
_9fb0928c-a381-43a9-a39a-c03e49bf3e9c,voltageControl,1574272,05EOS T30 115\34.5,_306f27c8-fc25-4b9c-b7c5-58637b7b2a3a,PowerTransformer
_bd77a82b-face-4265-8ba3-de7a7b78c3fc,voltageControl,1574431,05FED T01 235\16.5,_1a7b0cf8-eb8f-4600-b190-8159b4326d9c,PowerTransformer
_f753e48b-f076-446a-a158-461d0f2bb177,voltageControl,1574437,05FED T02 235\16.5,_1a7b0cf8-eb8f-4600-b190-8159b4326d9c,PowerTransformer
_65d275d0-523d-41b4-a194-7ca8933c0adb,voltageControl,1574443,05FED T03 235\16.5,_1a7b0cf8-eb8f-4600-b190-8159b4326d9c,PowerTransformer
_0a1f4a55-164a-45f9-bbe6-2384cf510eee,voltageControl,1575229,05FVL B02 115\4.16,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_8a3323d0-1487-4dd9-983c-cda058bde9a8,voltageControl,1575235,05FVL T04 230\15,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_8b4175ab-4c6d-4bbd-b55a-44b69aab06a5,voltageControl,1575241,05FVL T05 230\15,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_92d957b2-8a2a-4e11-a969-cf73fffe5356,voltageControl,1575247,05FVL T07 115\13.8,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_8e950ff4-a743-4588-ac58-65dc60bcdd14,voltageControl,1575253,05FVL T08 115\13.8,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_8a014ffc-949d-438b-aaa6-bb4dca621794,fix,1575259,05FVL AT98 115\1.0,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_72080008-7f46-436f-9aa8-ca5704cfbec0,fix,1575264,05FVL AT98 13.8\1.0,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_4a116556-bc6a-4f7c-9e3a-f5fdff605c15,voltageControl,1575269,05FVL AT98 230\115,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_1810b888-a2de-4496-8928-361e7ec535c9,fix,1575275,05FVL AT99 115\1.0,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_206aef5e-6ab5-4710-a540-97c81bbb5332,fix,1575280,05FVL AT99 13.8\1.0,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_d071c889-c011-467f-877b-37f8c8214807,voltageControl,1575285,05FVL AT99 230\115,_0d65558a-8b86-4b4e-bb75-ee517ac0f08f,PowerTransformer
_96c3763d-600e-4295-ae0c-2013b24e9d13,fix,1576566,05GPL AT97 115\1.0,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_5f109504-0784-4434-a981-9506d61591fe,fix,1576571,05GPL AT97 13.8\1.0,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_28ea0fc7-379a-42b6-abab-decde61d7c3e,voltageControl,1576576,05GPL AT97 220\115,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_f84fa18e-c0de-4c8a-a5f2-97f7c556fb9a,fix,1576582,05GPL AT98 115\1.0,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_bd8ac934-04a5-41be-9140-f9eedea380ae,fix,1576587,05GPL AT98 13.8\1.0,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_634136a1-a5cf-424e-b482-0d443e25fcfd,voltageControl,1576592,05GPL AT98 220\115,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_b472c756-8d72-4d28-9553-8cfc62008e9f,fix,1576598,05GPL AT99 115\1.0,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_f9feaff4-720c-46fe-84ce-e215b7ac0d65,fix,1576603,05GPL AT99 13.8\1.0,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_b982b159-6ba4-4ac9-ae5e-b64adeb4a9ec,voltageControl,1576608,05GPL AT99 220\115,_24cd0c5b-0580-4558-a7f4-958c855a5c00,PowerTransformer
_b32411cb-988d-4cde-8499-c3ca96946d4a,voltageControl,1576843,05GPP T01 230\13.8,_0d24c177-f653-4a8c-9311-468485e0cbc5,PowerTransformer
_e23f37cb-2e74-49cd-ae9c-fc676c888c0b,voltageControl,1576849,05GPP T02 230\13.8,_0d24c177-f653-4a8c-9311-468485e0cbc5,PowerTransformer
_c7d69812-76e8-4bb0-953b-ad242aae2dc2,voltageControl,1576855,05GPP T03 230\13.8,_0d24c177-f653-4a8c-9311-468485e0cbc5,PowerTransformer
_06247007-8039-4e12-b378-3e29a4322851,voltageControl,1577338,05IEL T01 115\18.0,_6233ab24-5a03-4c61-847b-172951d66c0d,PowerTransformer
_b088a6fd-b2e2-4365-b460-170ae9e914d1,voltageControl,1577344,05IEL T02 115\18.0,_6233ab24-5a03-4c61-847b-172951d66c0d,PowerTransformer
_a8a51f1f-2588-4fad-9d43-d042fa0bf2c1,voltageControl,1577350,05IEL T03 115\22.0,_6233ab24-5a03-4c61-847b-172951d66c0d,PowerTransformer
_2b9c517e-94b4-4c33-84ed-d437adbb9d62,voltageControl,1578078,05JOM T10 230\12.1,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_3999b50b-5b0e-4dfc-a87c-545b649c04bb,fix,1578084,05JOM AT01 13.8\1.0,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_63a0e3a1-1957-448c-8790-e40baf83b637,fix,1578089,05JOM AT01 230\1.0,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_ac40a13d-dccd-4ce1-bde1-04e22539d1cb,voltageControl,1578094,05JOM AT01 400\230,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_46ce9262-a672-4a03-9d1a-30e8c31399c3,fix,1578100,05JOM AT98 115\1.0,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_2569d3eb-bfe9-4c75-bb31-19c2a872d6df,fix,1578105,05JOM AT98 13.8\1.0,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_c2971438-84c0-48c2-8025-c05f8e7c4f44,voltageControl,1578110,05JOM AT98 230\115,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_7d5508ab-2647-42e9-bc45-cf5cd09b1275,fix,1578116,05JOM AT99 115\1.0,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_1b352d74-218b-481d-b9f8-8cf9b532fe3a,fix,1578121,05JOM AT99 13.8\1.0,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_ef0c50c0-4ead-48f2-8182-6877cb4c9e73,voltageControl,1578126,05JOM AT99 230\115,_25e48f14-fc3b-40cf-8915-e26f88b06cca,PowerTransformer
_df8c6a1e-6a93-43a5-acff-aad0921c4d62,voltageControl,1578286,05JRS T01 34.5\0.4,_2cc4e9d2-286a-4321-b837-6b82a71bc5c0,PowerTransformer
_930430fb-1223-4b02-b50c-93e7caf29c67,voltageControl,1578435,05KST T01 241\18.0,_1a1f9ca4-d705-42a9-acdb-ab1686c88e73,PowerTransformer
_0c3115c1-ddcc-4d16-b54d-027fa38e891e,voltageControl,1578441,05KST T02 241\18.0,_1a1f9ca4-d705-42a9-acdb-ab1686c88e73,PowerTransformer
_918d35d9-4a41-4278-a85e-958c5b076d82,voltageControl,1578447,05KST T03 241\16.5,_1a1f9ca4-d705-42a9-acdb-ab1686c88e73,PowerTransformer
_b99a067e-5c44-4a59-936a-efb795753ec0,voltageControl,1578952,05LED T01 230\15,_a6a48261-96e2-40ad-b24e-32cd7a02837d,PowerTransformer
_7a931cf7-7111-45cb-9c6e-3fc9d3452e7b,voltageControl,1578958,05LED T02 230\15,_a6a48261-96e2-40ad-b24e-32cd7a02837d,PowerTransformer
_9b0843c0-225d-4e1d-85ce-ad1df70cecaa,voltageControl,1579503,05LEN T01 230\34.5,_15e97afd-cf18-44e2-8e5a-32eeab89af3c,PowerTransformer
_3feb2e6a-2e8d-48a7-b1b2-1730147c8994,voltageControl,1580195,05LGS T01 115\34.5,_6bb3de20-94fc-4e12-a979-6e8bb7a8cbf9,PowerTransformer
_0e0c59d6-4df2-4fa3-8f83-c67ea900c0a2,voltageControl,1581265,05MCZ T01 115\34.5,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_915b0645-046d-4adf-91c0-35bf54cece64,voltageControl,1581271,05MCZ T02 115\34.5,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_87326dfd-876e-4953-9f22-b8f82cbba25e,voltageControl,1581283,05MCZ T10 230\16.6,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_f6be9441-d932-486c-9dde-f7ec0e2db752,fix,1581289,05MCZ AT05 230\1.0,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_4941ae52-a761-4981-8c4d-a692ac36e0f7,fix,1581294,05MCZ AT05 34.5\1.0,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_63285b27-7bdb-4b86-892f-1940751d3f66,voltageControl,1581299,05MCZ AT05 400\230,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_77714964-20f2-44f4-879f-4ac53bd2ff0f,fix,1581305,05MCZ AT06 230\1.0,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_0a74a5e5-548b-4cce-a475-5b19f17c7a67,fix,1581310,05MCZ AT06 34.5\1.0,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_036b653a-4293-404c-ba18-45f5dde3bab9,voltageControl,1581315,05MCZ AT06 400\230,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_6ecd1ba6-8e7b-454c-8bde-455489442431,fix,1581321,05MCZ AT97 115\1.0,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_3784b9f8-f576-44a1-b058-f200e3c2a1eb,fix,1581326,05MCZ AT97 13.8\1.0,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_317bd180-7a9f-434f-828d-653e9ff05b95,voltageControl,1581331,05MCZ AT97 230\115,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_4ef66011-5f0e-423c-a7b0-4ff7c71918cf,fix,1581337,05MCZ AT99 115\1.0,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_626202a4-d587-4448-927b-1fbe0b2af6e0,fix,1581342,05MCZ AT99 13.8\1.0,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_4212121d-aadb-4b6a-a521-b104bfd7a674,voltageControl,1581347,05MCZ AT99 220\115,_02921cb6-14b4-42e7-a365-bf4de1818ba5,PowerTransformer
_1b829006-15d7-487a-aae1-8c74397cc1f9,fix,1582146,05MES AT98 115\1.0,_11299cb9-aef2-44e0-84fb-c6671eca65f1,PowerTransformer
_85074cf4-662c-49c4-849a-3cb6cc15f1b4,fix,1582151,05MES AT98 13.8\1.0,_11299cb9-aef2-44e0-84fb-c6671eca65f1,PowerTransformer
_099dae01-dc50-490b-9df0-451c5a607a9d,voltageControl,1582156,05MES AT98 230\115,_11299cb9-aef2-44e0-84fb-c6671eca65f1,PowerTransformer
_0e5a9b7d-c86a-4076-aa4a-720f07ffb2c7,fix,1582162,05MES AT99 115\1.0,_11299cb9-aef2-44e0-84fb-c6671eca65f1,PowerTransformer
_9210fca9-1cec-43cf-900c-925c14bef002,fix,1582167,05MES AT99 13.8\1.0,_11299cb9-aef2-44e0-84fb-c6671eca65f1,PowerTransformer
_c2f94fb5-1122-44a8-bc50-51b1276dd38e,voltageControl,1582172,05MES AT99 230\115,_11299cb9-aef2-44e0-84fb-c6671eca65f1,PowerTransformer
_ba873d75-c122-4a2b-9264-915d230a3f14,voltageControl,1582492,05MSO T01 230\34.5,_a717cb3f-08f4-4ff2-ae88-8e245cd4d572,PowerTransformer
_bcf8e0b4-3f83-4d87-bb6b-621010c4ad83,fix,1582915,05NAZ AT99 115\1.0,_7a22fc03-7b54-4219-95d2-e31208113744,PowerTransformer
_d6c8c962-4681-479b-9ba5-76b7af4095d1,voltageControl,1582920,05NAZ AT99 230\115,_7a22fc03-7b54-4219-95d2-e31208113744,PowerTransformer
_110c3498-0954-41f5-8ffb-3862eaa3f3ae,fix,1582926,05NAZ AT99 34.5\1.0,_7a22fc03-7b54-4219-95d2-e31208113744,PowerTransformer
_0f9f28f6-cc01-4af7-ae37-1894d62d9b73,fix,1583597,05NCG AT98 115\1.0,_90501f34-11f5-46c3-a890-14c67476739d,PowerTransformer
_da81d0a2-2b46-4233-b1d8-e7dd2058ce4a,fix,1583602,05NCG AT98 13.8\1.0,_90501f34-11f5-46c3-a890-14c67476739d,PowerTransformer
_1e2b5e2b-db9b-4bf9-9977-235e61779fb4,voltageControl,1583607,05NCG AT98 230\115,_90501f34-11f5-46c3-a890-14c67476739d,PowerTransformer
_79debd0c-18b3-4253-a089-8465a3eefbae,fix,1583613,05NCG AT99 115\1.0,_90501f34-11f5-46c3-a890-14c67476739d,PowerTransformer
_5aa8a89f-4098-4538-8234-928e97e59da9,fix,1583618,05NCG AT99 13.8\1.0,_90501f34-11f5-46c3-a890-14c67476739d,PowerTransformer
_0c05bb7c-9ef7-4c44-b7a3-01e7958c53d4,voltageControl,1583623,05NCG AT99 230\115,_90501f34-11f5-46c3-a890-14c67476739d,PowerTransformer
_783851d4-69a5-4645-a09e-8262ece892a5,voltageControl,1583949,05NOJ T01 230\18.0,_2d7ada01-ac39-4536-ac02-0336081f548a,PowerTransformer
_e1de304b-44fa-462a-a62e-78efb128042e,voltageControl,1583955,05NOJ T02 230\18.0,_2d7ada01-ac39-4536-ac02-0336081f548a,PowerTransformer
_61647302-a247-4f7f-bc64-77e86ecf6890,voltageControl,1583961,05NOJ T03 230\16.5,_2d7ada01-ac39-4536-ac02-0336081f548a,PowerTransformer
_ce54b492-7a84-466b-9e78-b171333a099a,voltageControl,1583967,05NOJ T04 230\18.0,_2d7ada01-ac39-4536-ac02-0336081f548a,PowerTransformer
_8d546834-8e67-4da1-acbe-4e8ceafa71d3,voltageControl,1583973,05NOJ T05 230\18.0,_2d7ada01-ac39-4536-ac02-0336081f548a,PowerTransformer
_c9e9807c-a870-4e87-9abe-a4ba30eaba3c,voltageControl,1583979,05NOJ T06 230\16.5,_2d7ada01-ac39-4536-ac02-0336081f548a,PowerTransformer
_00821bc6-0bdc-4186-a9dd-beffec87f625,voltageControl,1584542,05PCN T01 115\13.8,_ed15d0bd-cb90-4693-8121-7a71b0ab2a47,PowerTransformer
_d29730d3-766b-4882-bb38-45d48e9e5abb,voltageControl,1584548,05PCN T01 13.8\4.16,_ed15d0bd-cb90-4693-8121-7a71b0ab2a47,PowerTransformer
_2dd667b7-f4d3-4834-9b6f-11838eb37cde,voltageControl,1584554,05PCN T02 115\13.8,_ed15d0bd-cb90-4693-8121-7a71b0ab2a47,PowerTransformer
_cb068360-7f0a-42ee-b812-e112f4d16afb,voltageControl,1584705,05PEL T01 230\23.9,_273f1b09-f7d0-400d-9082-1c10bfe56197,PowerTransformer
_d1b6c106-f3a7-42d1-8e7b-22705e78431a,voltageControl,1584711,05PEL T02 230\23.9,_273f1b09-f7d0-400d-9082-1c10bfe56197,PowerTransformer
_fef339c3-60d5-4115-aa91-dbdfb6561e29,voltageControl,1584717,05PEL T03 230\23.9,_273f1b09-f7d0-400d-9082-1c10bfe56197,PowerTransformer
_bdcc6d22-8ffc-41ab-b71d-b70e9c03e22a,fix,1585076,05PNR AT99 115\1.0,_99b8e0a9-4b4f-4b12-b23b-831108d14eb2,PowerTransformer
_dbaa84aa-95c8-43d6-8358-ee51f3d2b18d,voltageControl,1585081,05PNR AT99 230\115,_99b8e0a9-4b4f-4b12-b23b-831108d14eb2,PowerTransformer
_ba72a543-1834-49f4-a170-2517d78f218e,fix,1585087,05PNR AT99 34.5\1.0,_99b8e0a9-4b4f-4b12-b23b-831108d14eb2,PowerTransformer
_e3be8e52-9913-413b-a56b-84ca7064c95e,voltageControl,1585180,05PSC T01 34.5\042,_2522fbe1-7256-4f43-b4b8-298034658607,PowerTransformer
_1eed0b82-8311-4b94-a9f5-a81ee9811d11,voltageControl,1585331,05PTC T01 230\13.8,_15ccb91e-e851-4f6d-b226-31a6b0f94c0b,PowerTransformer
_13bdfe83-4f37-463b-838a-597b3ca5f03b,voltageControl,1585337,05PTC T02 230\13.8,_15ccb91e-e851-4f6d-b226-31a6b0f94c0b,PowerTransformer
_be4b436b-d53e-4a2a-9fb2-1c87d177f732,voltageControl,1585343,05PTC T03 230\13.8,_15ccb91e-e851-4f6d-b226-31a6b0f94c0b,PowerTransformer
_a3c0a68f-c8fd-45a8-ab41-3a6f1a3e13b4,fix,1585850,05QVD AT98 115\1.0,_5b5adf0e-d859-4fc4-846e-0c6e06ad147e,PowerTransformer
_3693603d-fc60-42f9-9e2f-54fbf1705dd9,fix,1585855,05QVD AT98 13.8\1.0,_5b5adf0e-d859-4fc4-846e-0c6e06ad147e,PowerTransformer
_403b72bf-81fb-49c7-b7ea-88558ee43da5,voltageControl,1585860,05QVD AT98 230\115,_5b5adf0e-d859-4fc4-846e-0c6e06ad147e,PowerTransformer
_e2a320ad-1223-4d67-a81b-d4cddd235393,fix,1585866,05QVD AT99 115\1.0,_5b5adf0e-d859-4fc4-846e-0c6e06ad147e,PowerTransformer
_15a391a1-4bbf-4b01-9c47-08fdd95d6d30,fix,1585871,05QVD AT99 13.8\1.0,_5b5adf0e-d859-4fc4-846e-0c6e06ad147e,PowerTransformer
_b8b26b60-74c8-448e-bbb5-fbcfa52a1195,voltageControl,1585876,05QVD AT99 230\115,_5b5adf0e-d859-4fc4-846e-0c6e06ad147e,PowerTransformer
_737dc6b4-95bf-45be-bc34-1f12affc90b1,fix,1586395,05REA AT01 115\1.0,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_85a82e20-d9bf-41b7-9d8b-f01fa4d784a5,fix,1586400,05REA AT01 13.8\1.0,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_7981f218-3271-4df8-b341-c6d148418b24,voltageControl,1586405,05REA AT01 230\115,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_16ad1f9f-44c5-43b3-bffe-4162d87dc0d3,fix,1586411,05REA AT02 115\1.0,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_54d6d3ba-8ee2-4d77-872b-664cd914b681,fix,1586416,05REA AT02 13.8\1.0,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_3d17f935-ae58-4ef4-954a-2e7c7b4292d7,voltageControl,1586421,05REA AT02 230\115,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_2b92c821-c51b-451b-b8d6-4b375509e3c6,fix,1586427,05REA AT03 115\1.0,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_44844e53-1322-4f40-ad44-9ca672d3054b,fix,1586432,05REA AT03 13.8\1.0,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_5931f2f0-c666-4274-b1ee-d3790739813b,voltageControl,1586437,05REA AT03 230\115,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_82464c1b-1d5b-44aa-a892-62e3c9febcca,fix,1586443,05REA AT04 115\1.0,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_e6dd27eb-ec72-45de-9835-0305fda5ebf9,fix,1586448,05REA AT04 13.8\1.0,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_05a3a430-2bcd-441d-ab4c-4e2fd7ceaa91,voltageControl,1586453,05REA AT04 230\115,_52920d00-0266-435c-8845-a85e644a9bf7,PowerTransformer
_02b71d70-7997-4d2a-a5e3-53e31c7718c5,voltageControl,1586612,05RLS T01 34.5\0.4,_ae82d732-80ee-4d66-a3d2-a50e8588aeca,PowerTransformer
_d8ad1ed4-5d95-4ae0-a996-45cb6a83f570,voltageControl,1586661,05RTS T01 115\34.5,_888b78e5-2a7e-4797-b7a6-98a605a93df9,PowerTransformer
_387ae9e4-d086-416a-a72f-d16147da9700,fix,1586900,05SGD AT98 115\1.0,_f4f00533-59b2-48ea-8869-e2fb4abce64a,PowerTransformer
_bb6419e3-1d91-49a5-9d87-601ea8038c18,fix,1586905,05SGD AT98 13.8\1.0,_f4f00533-59b2-48ea-8869-e2fb4abce64a,PowerTransformer
_8ecd9f9f-c55d-45c4-b508-aa7969cac35d,voltageControl,1586910,05SGD AT98 230\115,_f4f00533-59b2-48ea-8869-e2fb4abce64a,PowerTransformer
_56be70e0-6428-4bae-a0a2-ff7f9d40dd2f,fix,1586916,05SGD AT99 115\1.0,_f4f00533-59b2-48ea-8869-e2fb4abce64a,PowerTransformer
_c37dc9ae-ad2c-48c0-abfa-37e113081fa8,fix,1586921,05SGD AT99 13.8\1.0,_f4f00533-59b2-48ea-8869-e2fb4abce64a,PowerTransformer
_97e761d6-7db8-4e80-8542-37e279252978,voltageControl,1586926,05SGD AT99 230\115,_f4f00533-59b2-48ea-8869-e2fb4abce64a,PowerTransformer
_5e812f40-3d81-4db2-88dc-7f652bce2f13,fix,1587184,05SPP AT99 115\1.0,_16d54537-26c3-4d82-9f0d-3c59cef1f24f,PowerTransformer
_b5a6b241-f027-46b0-ba78-0b8769bd0143,fix,1587189,05SPP AT99 13.8\1.0,_16d54537-26c3-4d82-9f0d-3c59cef1f24f,PowerTransformer
_1af69144-734e-4146-96d9-1c346d25d0a4,voltageControl,1587194,05SPP AT99 230\115,_16d54537-26c3-4d82-9f0d-3c59cef1f24f,PowerTransformer
_b4dade10-3c76-49a4-b1cb-effddfd12cf2,voltageControl,1587279,05SSU T01 115\34.5,_44d61632-16e8-447d-bd1d-e1029f241bcf,PowerTransformer
_edc97693-f384-4558-9d32-29e4c765989b,voltageControl,1588197,05SYC B01 230\4.16,_92d984bb-ded1-441a-b779-dc7431ba841a,PowerTransformer
_8d4f152c-f9c8-4d9c-b53a-dd660d656410,voltageControl,1588203,05SYC T01 230\15,_92d984bb-ded1-441a-b779-dc7431ba841a,PowerTransformer
_3c8b0b81-b690-4563-94a1-6abd8b0eb7d6,voltageControl,1588209,05SYC T02 230\15,_92d984bb-ded1-441a-b779-dc7431ba841a,PowerTransformer
_60d97efb-d151-4f78-9dd8-e18fc222f143,fix,1589287,05SYD T34 13.8\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_6f76488e-7af8-40dd-bf1c-18e861bff7f5,fix,1589292,05SYD T34 18\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_7d858460-700a-4cfa-9ffc-19cb349c7903,voltageControl,1589297,05SYD T34 230\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_0fdeb9d1-68f8-4cd2-8514-3f635d4b6cfe,fix,1589303,05SYD T56 13.8\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_b3b52900-7943-405e-a24b-28880171bb28,fix,1589308,05SYD T56 18\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_8b6fd353-c6a1-4f0a-a6e7-2407510e8d94,voltageControl,1589313,05SYD T56 230\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_c7194e54-cde5-4304-b226-d16f87661f7d,fix,1589319,05SYD T78 13.8\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_046e9773-606d-4b21-a996-b607d2004ea3,fix,1589324,05SYD T78 18\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_be2cfdc2-a4ac-444f-89ec-045918bf73bc,voltageControl,1589329,05SYD T78 230\1.0,_b4cc2f00-5c48-4b7c-93d1-10f89de19d94,PowerTransformer
_e20e5c4b-0ad9-440a-99f5-865cfa2265fe,fix,1592797,05TER AT99 115\1.0,_60bc9389-5304-480f-b644-074325009d5f,PowerTransformer
_25ceee96-53a2-4697-89f6-27ccd0c70c16,voltageControl,1592802,05TER AT99 230\115,_60bc9389-5304-480f-b644-074325009d5f,PowerTransformer
_dd9cbc14-a36f-4937-806e-19dc9d2b9415,fix,1592808,05TER AT99 34.5\1.0,_60bc9389-5304-480f-b644-074325009d5f,PowerTransformer
_11082cc1-f6c5-4933-b764-c74e94076bc7,voltageControl,1593730,05TOS T01 115\34.5,_21240015-a959-40a6-be08-e9c17340d018,PowerTransformer
_d018ed26-4fec-47ee-8ee3-a2c5bf471a49,fix,1594129,05TRS T02 115\1.0,_99c63d3f-075e-4801-bfe3-98863cf505b6,PowerTransformer
_5193a428-8f1a-41cb-a745-8a616361148b,fix,1594134,05TRS T02 34.5\1.0,_99c63d3f-075e-4801-bfe3-98863cf505b6,PowerTransformer
_210ed527-81d9-463e-a40e-495d4642f367,voltageControl,1594139,05TRS T02 400\115,_99c63d3f-075e-4801-bfe3-98863cf505b6,PowerTransformer
_1b76a69a-2b86-49bf-8144-26b3b4eb3ee8,fix,1594145,05TRS AT01 13.8\1.0,_99c63d3f-075e-4801-bfe3-98863cf505b6,PowerTransformer
_31ec05c3-4004-4f0a-bc39-34702251e46e,fix,1594150,05TRS AT01 230\1.0,_99c63d3f-075e-4801-bfe3-98863cf505b6,PowerTransformer
_b0e5dd01-2ce5-4057-ab19-a2fbc0dee83b,voltageControl,1594155,05TRS AT01 400\230,_99c63d3f-075e-4801-bfe3-98863cf505b6,PowerTransformer
_d4e2ff81-448c-4ac4-8906-abbb11862b67,voltageControl,1595002,05VHS T01 230\34.5,_2963b4a7-7d16-44ac-b350-a28bb8f1e6af,PowerTransformer
_8f86c389-51b7-43ed-9be2-d21f20324e3a,fix,1596969,05VJZ AT97 115\1.0,_64236720-6137-44a9-9d35-01daa4f363e4,PowerTransformer
