"RatioVariation:
InternalId","RatioVariation:
ID","RatioVariation:
Name","RatioVariation:
TapPosition","RatioVariation:
Parent","RatioVariation:
ObjectType","TapChanger:
InternalId","TapChanger:
Name","RatioVariation:
RatioVariationMemberOfTapChanger:
TapChanger:
ID","TapChanger:
Parent","TapChanger:
ObjectType"
812867,_729e69ee-8362-4a12-927a-f251b9b3b044,RatioVar_11,11,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812868,_4e16b027-5a96-4d49-9ee0-562bfb8e3b94,RatioVar_12,12,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812869,_80c6809f-dfd0-4283-bddf-2ab84aa6b6b8,RatioVar_13,13,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812870,_15199c1d-bc98-415c-9458-f10877132fc2,RatioVar_14,14,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812871,_4170f2ca-1713-4288-aae2-d774e90678a6,RatioVar_15,15,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812872,_f188611c-4c2a-4da2-b964-7455de87332d,RatioVar_16,16,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812873,_58dfdc9d-b5fc-4824-ae69-db1e2445d9dd,RatioVar_17,17,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812874,_0ccf4868-36b2-45d7-83df-b8f528ef76c4,RatioVar_18,18,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812875,_9d7a72ee-9d2b-4c8b-862d-76f1032e07f9,RatioVar_19,19,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812876,_ac07c238-2670-45f5-9745-f539c46c1301,RatioVar_20,20,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,RatioVariation,812865,High Tap,_07eb2b29-0b73-40e4-adae-7737b26c4ecf,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger
812895,_40a6cbd4-7c18-4ffe-8c42-b2d4e568865c,RatioVar_10,10,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812896,_80d6d2d8-ea98-4bb0-a68e-01258018896b,RatioVar_11,11,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812897,_38001756-81f6-4237-b636-04f2fe258d72,RatioVar_12,12,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812898,_e12b7f46-2376-4dba-b21f-1324cbb2d42d,RatioVar_13,13,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812899,_17336428-daef-4e76-bd54-0595d80f82d7,RatioVar_14,14,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812900,_10415d08-09b0-4bf5-9783-192875d540c8,RatioVar_15,15,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812901,_25007fce-98eb-4b13-be7e-2b1141ca955c,RatioVar_16,16,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812902,_aa02988c-27ea-414f-9e2e-18ff3b6e85dd,RatioVar_17,17,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812903,_bdd01b9e-4206-4e08-92e6-c984bd917aa9,RatioVar_18,18,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812904,_8d461722-d4fc-4de1-9d49-da1aad96425a,RatioVar_19,19,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812905,_ed321b7c-82a1-44e4-802a-d7d3f28035c9,RatioVar_20,20,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,RatioVariation,812894,High Tap,_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger
812924,_4dfee60f-9621-4f4d-a131-a42b665fc76e,RatioVar_10,10,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812925,_0f28e938-9071-40de-8b03-0b60914079aa,RatioVar_11,11,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812926,_0292bdfe-344f-44ab-85f0-d9c4e2ebd587,RatioVar_12,12,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812927,_5555a7e1-cc41-4d09-8a6a-5271a1f30e36,RatioVar_13,13,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812928,_dd464868-2c3e-452e-8a62-41f67c7c715f,RatioVar_14,14,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812929,_04c88bee-53bc-41ba-a86c-a4010bcce6cc,RatioVar_15,15,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812930,_80dfa505-ac5e-4a6c-b0ae-d3f66a07c4fd,RatioVar_16,16,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812931,_a4f6f244-e129-461a-8506-8f75bd9c0aef,RatioVar_17,17,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812932,_a2d33f99-5f6e-42ea-bf76-e794f7986795,RatioVar_18,18,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812933,_dba2d643-63c5-43d2-849f-c5b5d337410b,RatioVar_19,19,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
812934,_f2596283-3f22-43bc-9ca1-a3bb52cbb2d0,RatioVar_20,20,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,RatioVariation,812923,High Tap,_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger
869149,_e179f2f4-332e-4644-a0d9-be4c5dda2633,RatioVar_10,10,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869150,_8dd9b263-ed60-4e8c-8e0c-db7fd05c2aed,RatioVar_11,11,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869151,_52b08805-211a-4318-9a39-6fcaab4b39a9,RatioVar_12,12,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869152,_1cc1d531-9ac0-48a4-98f6-0a65aaaaceb9,RatioVar_13,13,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869153,_a262ac2a-9896-49c3-b8d3-4d54d6d3fcd7,RatioVar_14,14,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869154,_3b2b9b18-20b5-4643-a855-cd54bbaf2b31,RatioVar_15,15,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869155,_7d2e5e61-8169-4d82-8df8-5682f7f74962,RatioVar_16,16,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869156,_7c06921e-33bf-4c5e-980d-e02d32ccf321,RatioVar_17,17,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869157,_bead74ec-9af5-4280-95a5-ce86d422269d,RatioVar_18,18,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869158,_be4192a1-4eb5-4708-a1f9-2df2e5e57d53,RatioVar_19,19,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869159,_90bc673a-2c8a-4a4d-8529-e71d7db7dc25,RatioVar_20,20,_95f33612-2908-477d-bb19-379a6c3ccc5b,RatioVariation,869148,High Tap,_95f33612-2908-477d-bb19-379a6c3ccc5b,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger
869178,_ab4e8fa7-cc57-4e26-9e9d-c1aab8609475,RatioVar_10,10,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869179,_09422e32-fa23-4e6a-9d7e-780c87aadd53,RatioVar_11,11,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869180,_c5a4412e-6522-48cb-9b59-08825d36634e,RatioVar_12,12,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869181,_f204640f-5abf-42bf-a16b-07e828f43aa6,RatioVar_13,13,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869182,_1bef7945-b832-4357-85e2-8a9b82e3f18d,RatioVar_14,14,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869183,_da387033-ff52-4f9a-8426-b82b33d1458b,RatioVar_15,15,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869184,_bb6e519d-2caf-4ecb-8f8a-a6eb73adbd8b,RatioVar_16,16,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869185,_180d45bb-2cf6-419f-8af0-6df12ae2a942,RatioVar_17,17,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869186,_fb51150e-36f4-4eb1-af6a-5a82dab24f69,RatioVar_18,18,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869187,_5d6a42f1-53ec-4241-8f51-d45cd037c2ad,RatioVar_19,19,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869188,_059c98c7-6532-4f4c-894d-da14ddb741c5,RatioVar_20,20,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,RatioVariation,869177,High Tap,_1769ba67-1327-4cce-b4ef-fd26ae19fa44,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger
869207,_15873f5d-a2cc-40e7-b786-12b15005dfe5,RatioVar_10,10,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869208,_dbfd1627-c6eb-41b1-b90f-fecf87be73c9,RatioVar_11,11,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869209,_1806f50f-877a-403d-afac-6e6a9d03d468,RatioVar_12,12,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869210,_64934c8a-308c-4e57-b860-cf32b0208a6b,RatioVar_13,13,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869211,_b60dde86-0cfa-4394-a684-bb56283ff51b,RatioVar_14,14,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869212,_bd986c7c-f7a7-4c36-ad52-00b95e1e74d7,RatioVar_15,15,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869213,_fa6bcdcf-9085-4f67-9da8-fe2d16434c10,RatioVar_16,16,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869214,_8bb0188a-ab7a-4879-af47-1f873d93e71a,RatioVar_17,17,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869215,_d4a2e1fa-05e6-4076-b98f-50d8f23c6d9d,RatioVar_18,18,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869216,_32d16216-ff77-4f26-b766-b0e2162aabfd,RatioVar_19,19,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
869217,_cf916d94-8e5c-4091-acc8-e192d61d7fd0,RatioVar_20,20,_b798d424-5009-4221-be5a-0e6eb87663a6,RatioVariation,869206,High Tap,_b798d424-5009-4221-be5a-0e6eb87663a6,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger
880348,_859f9fd6-1a16-4987-a130-cfd99961e31d,RatioVar_6,6,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880349,_fbf41156-bd09-4b61-bcac-207cf06912da,RatioVar_7,7,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880350,_5d00f40e-09bb-43b7-8413-553ea205677e,RatioVar_8,8,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880351,_2a5da74a-aa61-4894-8561-8592367c4a8f,RatioVar_9,9,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880352,_321428b5-1fc9-4571-be19-305174a041a4,RatioVar_10,10,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880353,_1404356e-f230-454a-9f5a-0dfd17b3c75e,RatioVar_11,11,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880354,_ff00c382-adf0-4ff8-bb60-7fb9e112962b,RatioVar_12,12,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880355,_8c1a1661-03e3-4cdf-9e93-8ea8edea4a90,RatioVar_13,13,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880356,_6ed4f96c-b4fc-4ffd-a75f-d4ef0b4e9ad3,RatioVar_14,14,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880357,_d3ec5742-b2bb-47ed-9ed9-a73879d7fd9a,RatioVar_15,15,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880358,_6a116c93-aa02-4612-9252-f612e3245ab4,RatioVar_16,16,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880359,_25a3e7ad-aae0-4acb-a3fd-9443e9f9c601,RatioVar_17,17,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880360,_94770603-5853-4043-98d1-3de1c9ef9b4a,RatioVar_18,18,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880361,_f46976b7-3fc3-4acd-bbc7-90d0ef54053a,RatioVar_19,19,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880362,_f15aebbc-58ba-4624-bb2c-0d0279411066,RatioVar_20,20,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880363,_d2e24c0d-4b0d-40eb-935d-39b667325987,RatioVar_21,21,_b685902a-2f03-4a73-8a4e-d856251d25ad,RatioVariation,880347,High Tap,_b685902a-2f03-4a73-8a4e-d856251d25ad,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger
880387,_ea16273e-284a-4ed2-95ea-f3ce2612c92f,RatioVar_6,6,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880388,_480a725c-219c-408a-961e-6095b074bbea,RatioVar_7,7,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880389,_86f33602-c7db-425c-b9be-9caa72ff3317,RatioVar_8,8,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880390,_5c1c5c1d-1c57-41c2-8ae6-54e1cb00b25c,RatioVar_9,9,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880391,_91adb536-6b24-406f-813a-499bc805608d,RatioVar_10,10,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880392,_e29c1ccb-0bfc-4222-82b0-d10bbd8e9014,RatioVar_11,11,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880393,_2554be68-5a92-416d-9683-4b2cb882ec40,RatioVar_12,12,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880394,_bbb07861-fc17-40cc-a22c-3cea42b02752,RatioVar_13,13,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880395,_69b3cf02-9692-4fd5-b3cc-321c3af63bfc,RatioVar_14,14,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880396,_251b2245-12bd-44f1-9fdf-9701618d0d8e,RatioVar_15,15,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880397,_fe9ed3a1-30d7-4071-a028-3533f0d260aa,RatioVar_16,16,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880398,_0a895a4c-ef96-44c2-b739-72e53126dad1,RatioVar_17,17,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
880399,_14f48991-5399-4913-af16-063b609d0c31,RatioVar_18,18,_5e42cdbc-504f-4afb-82be-35902f6c0831,RatioVariation,880386,High Tap,_5e42cdbc-504f-4afb-82be-35902f6c0831,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger
