"RatioVariation:
InternalId","RatioVariation:
ID","RatioVariation:
Name","RatioVariation:
TapPosition","RatioVariation:
Parent","RatioVariation:
ObjectType","TapChanger:
InternalId","TapChanger:
Name","RatioVariation:
RatioVariationMemberOfTapChanger:
TapChanger:
ID","TapChanger:
Parent","TapChanger:
ObjectType"
1500987,_5e372fa9-f11a-4d70-af64-b94a6abc1799,RatioVar_9,9,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500988,_07293109-4124-48fa-a914-4e4a3c12a0c0,RatioVar_10,10,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500989,_850bcd05-d599-466c-a677-12621cf57702,RatioVar_11,11,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500990,_629e6582-7e3a-4915-a4d9-c00b0b71fdd7,RatioVar_12,12,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500991,_69007156-5e4d-46de-b95e-abee271c1129,RatioVar_13,13,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500992,_30ab600a-1fa5-49fe-aa39-6dcaab9e3f69,RatioVar_14,14,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500993,_01d14337-4cf0-41fe-b053-c0c5a47d8ca4,RatioVar_15,15,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500994,_16ae7256-f408-46e3-9349-c4fe4fc563f5,RatioVar_16,16,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500995,_0c664dac-b0a8-4047-8dcc-34725b84ce05,RatioVar_17,17,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500996,_b64a6fe6-8274-4536-af59-17bf2a8c9f0f,RatioVar_18,18,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500997,_a0ba16da-9895-441c-a6f3-909a864b53b5,RatioVar_19,19,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500998,_d6862a9f-0152-4695-bb9f-0d69f86f7719,RatioVar_20,20,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1500999,_75f602a4-321a-4c67-8e26-bfe053912d1f,RatioVar_21,21,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501000,_98f2e1f3-8fba-47fd-b34e-06842ea4b6c0,RatioVar_22,22,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501001,_f1d30a49-bb4c-4ea9-868d-0d7ef3375aee,RatioVar_23,23,_2a673b2d-cf38-4b51-9a44-b7621768b58b,RatioVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501032,_b8784f64-0787-406e-a11b-581e58fe796e,RatioVar_1,1,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501033,_f3488a0d-d1cb-41ad-a341-6b1cb9eccd0f,RatioVar_2,2,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501034,_2d5ff8ae-add3-4f71-bd92-f90b5ea862c8,RatioVar_3,3,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501035,_dd2e4042-8bae-42be-a885-34107eae32d7,RatioVar_4,4,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501036,_54dfd5fd-aff0-4008-97e9-9443fd72ae21,RatioVar_5,5,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501037,_10ee81c0-4f57-44be-a627-6db00b8c71d1,RatioVar_6,6,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501038,_f14b9426-a033-4b84-917f-e77f61d246fa,RatioVar_7,7,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501039,_c3f98737-215d-4105-8a0a-73bb464ba851,RatioVar_8,8,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501040,_706605f7-6212-434e-9891-52c258910631,RatioVar_9,9,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501041,_61085fbf-47ff-4437-929c-2a930070d074,RatioVar_10,10,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501042,_55b4a090-69dd-49b7-a702-ddc34a0eff2f,RatioVar_11,11,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501043,_e6e5bd49-20ea-4d2e-bdc0-356f21b3d6e3,RatioVar_12,12,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501044,_3365b911-8a90-4dd8-98d9-8010ab67ee0d,RatioVar_13,13,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501045,_a9f29a33-8535-4a2e-8730-fd18b92604ab,RatioVar_14,14,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501046,_672ab8ae-f551-4346-be6b-00bdf7c7d870,RatioVar_15,15,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501047,_a4537830-009c-45af-9b22-f54cb4ccf07c,RatioVar_16,16,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501048,_c0e01d31-06a5-40b2-9064-b53554ad12d5,RatioVar_17,17,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501049,_5cc789d6-4b5a-4ec7-a354-c1455144df9d,RatioVar_18,18,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501050,_779d086e-2402-47e4-9309-bd93f61206bd,RatioVar_19,19,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501051,_e3285763-4f4c-4e48-8da5-bfc0d50ceac2,RatioVar_20,20,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501052,_886382da-a894-4aad-ba9d-0ab1de5b954a,RatioVar_21,21,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501053,_771cb475-5778-4220-a0c6-411617f6f9b1,RatioVar_22,22,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501054,_f5ffcf6d-7310-4bcb-8d40-ecb9008317b3,RatioVar_23,23,_d314449f-e513-420b-a511-7d81719e5fee,RatioVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1502180,_97ba1c0b-673e-4e96-9f38-2df60cfa6b63,RatioVar_1,1,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502181,_5518075d-bc57-413f-8ac5-aacfaa50b35d,RatioVar_2,2,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502182,_037ca458-7d7f-422c-ba12-e4955eed1a35,RatioVar_3,3,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502183,_9b690d31-e1fd-4b4c-afa9-a25924369bb2,RatioVar_4,4,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502184,_57be6d62-d8a5-495b-8e3a-58a46a49a94e,RatioVar_5,5,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502185,_4d55ae3f-8ad7-4390-91a1-ce55ac804956,RatioVar_6,6,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502186,_2cc956fc-2ae0-47dd-bc36-b6e12be88a3a,RatioVar_7,7,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502187,_e2457d93-74eb-4176-9dc1-13c695adbee6,RatioVar_8,8,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502188,_76b45074-fd9d-4688-b8a9-92c137c7c956,RatioVar_9,9,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502189,_1dc63d0d-eb2b-4cd6-bfc9-1fbaae253c9a,RatioVar_10,10,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502190,_18d61534-e100-4f2f-a3d6-95edb347f664,RatioVar_11,11,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502191,_ce78e12d-84d2-4a2c-bb2b-e12a8bf117f0,RatioVar_12,12,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502192,_3cad6760-5b29-4568-9b2e-9dbb2d232c53,RatioVar_13,13,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502193,_c937064c-6c4f-41c8-98e5-febcd3a15220,RatioVar_14,14,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502194,_7a162ac2-70d4-4424-a650-5a6b46289f69,RatioVar_15,15,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502195,_0155e04c-c306-4fd5-9f69-6ea0e31a2ed4,RatioVar_16,16,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502196,_519e6f57-2baf-4040-8ae9-ad5fb8308623,RatioVar_17,17,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502197,_97d42f30-aaf0-47cd-8506-ff68ab0a76fb,RatioVar_18,18,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502198,_a038ceab-9317-40a3-9b8b-67cb8ee6a332,RatioVar_19,19,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502199,_3cea1263-9c79-4937-ab23-9253ef72b110,RatioVar_20,20,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502200,_2d150db4-838e-4fe9-96e1-2812dbea10fd,RatioVar_21,21,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502201,_31a88553-26a8-4a49-b756-424b02272747,RatioVar_22,22,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1502202,_1c57d638-5596-47af-96b2-54bc4e2a06f7,RatioVar_23,23,_258a986d-c827-4588-9395-88cb9dc87d30,RatioVariation,1502179,High Tap,_258a986d-c827-4588-9395-88cb9dc87d30,_bfc95ff2-00e2-40d4-9be3-427e8649d407,TapChanger
1505948,_c6367f47-84b1-4dc1-b625-503efc30b38b,RatioVar_1,1,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505949,_faa38a19-337b-475c-bcb7-369cc0b95b62,RatioVar_2,2,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505950,_7c45f6ce-b56a-4bf5-a84c-403453b20eb2,RatioVar_3,3,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505951,_fe551250-3253-48fb-8832-1fc5e6fe05ac,RatioVar_4,4,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505952,_d66467d0-8a83-4d3d-ae22-5178f8771cb1,RatioVar_5,5,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505953,_dc1475c3-aa07-46df-91c7-eb41ab7fb869,RatioVar_6,6,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505954,_5f069c84-7f4f-439b-8c9d-4ff4d0a059a2,RatioVar_7,7,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505955,_d3232cf6-eaec-41c1-a34e-305c479663c2,RatioVar_8,8,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505956,_63613dc2-3073-41bc-ab33-91d79aa55513,RatioVar_9,9,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505957,_952f4088-0ba7-4a54-8603-e5c6f03b316f,RatioVar_10,10,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505958,_66d9bd1c-3568-40f8-8766-72a1047a1ae1,RatioVar_11,11,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505959,_014f7707-407f-4a49-bfb2-4ef629f93a01,RatioVar_12,12,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505960,_aea6eaa1-8c10-491a-85a1-47bb883e2037,RatioVar_13,13,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505961,_92ff2798-c7e5-4011-827f-1837041ac096,RatioVar_14,14,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505962,_757aac20-ae2a-411b-875b-403bf4d6b19b,RatioVar_15,15,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505963,_42579613-f8ff-414f-bf64-2869cd1778c9,RatioVar_16,16,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505964,_33a60602-31c0-48d9-85fc-ce9e3064260a,RatioVar_17,17,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505965,_d22057d1-ee56-4834-a2f2-420c58f58043,RatioVar_18,18,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505966,_e7c342f6-4481-446f-99a2-3940396582cb,RatioVar_19,19,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505967,_ab4bb73e-dcf8-45a7-ba58-be552fc2eea5,RatioVar_20,20,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505968,_016003c6-89b0-4d59-8efa-50c95e514152,RatioVar_21,21,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505969,_5e59b04a-ab32-48de-8d65-d67a85899180,RatioVar_22,22,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1505970,_78090f6d-53d0-44bb-8352-3c8335293a86,RatioVar_23,23,_05957440-1f24-4be2-a2a2-9ef5727fffde,RatioVariation,1505947,High Tap,_05957440-1f24-4be2-a2a2-9ef5727fffde,_99cc0eba-1d53-4e7e-9092-f1303abd98a3,TapChanger
1506001,_129cde8d-f238-4ed4-8e3f-e633baa01bd9,RatioVar_1,1,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506002,_abc5d6f8-a8a6-486b-ae4d-58eadf7017a7,RatioVar_2,2,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506003,_32f77700-3d46-4cbf-98af-d4a30820e29f,RatioVar_3,3,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506004,_d8155526-489c-4d40-a54b-e97a734a83c3,RatioVar_4,4,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506005,_a35f9fce-1273-4c8f-8fc1-d45a00ab741d,RatioVar_5,5,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506006,_adbe3eae-c32e-4810-abc2-3d38d13d626b,RatioVar_6,6,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506007,_af47196c-fc21-4199-9569-8cf010663e49,RatioVar_7,7,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506008,_c6d98161-4426-40fe-9643-8400baf1feb4,RatioVar_8,8,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506009,_2125f33b-0a83-4b0f-9bd6-63e2e043f46d,RatioVar_9,9,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506010,_23d5969b-61ee-4166-a02b-2412fcb52726,RatioVar_10,10,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
1506011,_fd5ed782-f996-43f8-a915-2974c0bda412,RatioVar_11,11,_4b79d0c3-e723-4889-a54c-996560dbb356,RatioVariation,1506000,High Tap,_4b79d0c3-e723-4889-a54c-996560dbb356,_e8e09541-74e2-4ca3-8d0b-f96ce6eab6d8,TapChanger
