"GeneratingUnit:
ID","GeneratingUnit:
Name","GeneratingUnit:
AGCFlag","GeneratingUnit:
MaximumDeratedMW","GeneratingUnit:
maxOperatingP","GeneratingUnit:
MinimumDeratedMW","GeneratingUnit:
minOperatingP","GeneratingUnit:
ratedNetMaxP","GeneratingUnit:
ratedNetMinP","GeneratingUnit:
InternalId","GeneratingUnit:
Parent","GeneratingUnit:
ObjectType"
_013b6fb7-d833-4270-a100-5dc82982b2e4,06LAA-U1 Unit,false,100,100,0,0,100,0,1805860,_b6273668-c7f3-40d7-9c53-f900728b7008,ThermalGeneratingUnit
_c213cae1-56a7-492b-9fbf-15d4a49dc21d,07   TDM-U01 Unit,false,180,180,0,0,180,0,1881260,_018bcbda-9a13-4a87-921c-a1c16f58bec9,ThermalGeneratingUnit
_0b84b96f-250c-417d-a953-a8d7f187bf87,07   TDM-U02 Unit,false,180,180,0,0,180,0,1881261,_018bcbda-9a13-4a87-921c-a1c16f58bec9,ThermalGeneratingUnit
_ce63011f-3711-4dd4-9277-ec543a1d8201,07   TDM-U03 Unit,false,308,308,0,0,308,0,1881262,_018bcbda-9a13-4a87-921c-a1c16f58bec9,ThermalGeneratingUnit
_16d156ed-bd21-4eb1-bc61-a7aae686720e,07   ALH-U01 Unit,false,50,50,0,0,50,0,1881982,_5ecd043e-62c9-4947-aebe-ab1e095c69dd,ThermalGeneratingUnit
_1251659e-d55b-4dd5-8020-7f5363a8516b,07   ARK-U01 Unit,false,50,50,0,0,50,0,1882020,_e2283d17-b837-4ea6-ace7-d466ef82896a,ThermalGeneratingUnit
_debb8a02-d19a-4076-9be6-a5e7d6202d26,07   COV-U01 COLMAC Unit,false,50,50,0,0,50,0,1882166,_9947d817-1200-4301-beca-99e191b23042,ThermalGeneratingUnit
_cddf746b-973d-4315-8556-e56b872975ce,07   ECR-U01 2 Unit,false,110,110,0,0,110,0,1882573,_6e8d2ca5-d46b-4128-bb19-44a8ca59a3a3,ThermalGeneratingUnit
_ab842baf-c8ba-4ce3-8692-59ee79ec680d,07   ECR-U02 2 Unit,false,85,85,0,0,85,0,1882574,_6e8d2ca5-d46b-4128-bb19-44a8ca59a3a3,ThermalGeneratingUnit
_aacca821-cd71-4923-9064-9b04de5cac9a,07   ECR-U03 3 Unit,false,120,120,0,0,120,0,1882575,_6e8d2ca5-d46b-4128-bb19-44a8ca59a3a3,ThermalGeneratingUnit
_b00412f0-9648-4362-b8ce-0e4432a81dff,07   ECR-U04 3 Unit,false,44,44,0,0,44,0,1882576,_6e8d2ca5-d46b-4128-bb19-44a8ca59a3a3,ThermalGeneratingUnit
_daed173b-6fd9-471c-bb6b-b5dcf5715bb3,07   ECR-U05 1 Unit,false,80,80,0,0,80,0,1882577,_6e8d2ca5-d46b-4128-bb19-44a8ca59a3a3,ThermalGeneratingUnit
_8e45ca48-6d79-46ea-a665-1e0398607f09,07   HLI-U01 MESA Unit,false,50,50,0,0,50,0,1883940,_cd09afbf-a2ba-4c0f-83be-43da21d74221,ThermalGeneratingUnit
_c4c7f5ec-982e-4917-9a34-fefb03b6207f,07   HLI-U02 SIGPLNT Unit,false,50,50,0,0,50,0,1883941,_cd09afbf-a2ba-4c0f-83be-43da21d74221,ThermalGeneratingUnit
_13c453eb-e64e-41e4-a113-c40942ab7541,07   MID-U01 LEATHERS Unit,false,130,130,0,0,130,0,1884200,_5d49954c-48c8-4720-85f6-250bcbe9076d,ThermalGeneratingUnit
_c07d5815-0caf-4972-828b-9a325ad655d6,07   MID-U02 SALTSEA Unit,false,120,120,0,0,120,0,1884201,_5d49954c-48c8-4720-85f6-250bcbe9076d,ThermalGeneratingUnit
_e6d7768e-220a-4a52-a669-63669ab53546,07   MID-U03 VULCAN Unit,false,120,120,0,0,120,0,1884202,_5d49954c-48c8-4720-85f6-250bcbe9076d,ThermalGeneratingUnit
_395b26b0-f00d-4bd5-834f-fb86c0cc0bcf,07   NLD-U01 Unit,false,47,47,0,0,47,0,1884434,_fba4b4fb-d002-4d26-b98c-d2bfac0c5c54,ThermalGeneratingUnit
_efd34cf4-0cda-4dc9-9b72-c70009892d73,07   NLD-U02 Unit,false,47,47,0,0,47,0,1884435,_fba4b4fb-d002-4d26-b98c-d2bfac0c5c54,ThermalGeneratingUnit
_fe5f4744-c695-4613-a3da-3cf8e7f04903,07   NLD-U03 Unit,false,23,23,0,0,23,0,1884436,_fba4b4fb-d002-4d26-b98c-d2bfac0c5c54,ThermalGeneratingUnit
_12f82634-18e7-4b9b-ac6f-d4b2ce96d4fe,07   DVR-U01 500 KV Unit,false,0.0040000000000000001,0.0040000000000000001,0,0,0.0040000000000000001,0,1886155,_922aa0c6-6a26-46bd-8e1b-4f4c04254b18,ThermalGeneratingUnit
_6d8edc59-31db-406b-8c8d-fdac30723d68,07   HND-U01 BUCKBLVD Unit,false,480,480,0,0,480,0,1887636,_b9951da0-e04c-4ac8-aed8-ac847adda1b9,ThermalGeneratingUnit
_4b4be148-e27b-4124-994a-5d08fb2b50ae,07   SRN-U01 MLM 1500 Unit,false,1000,1000,0,0,1000,0,1888466,_17147e22-fd6d-4541-88b6-5429e2ccf4b1,ThermalGeneratingUnit
_6d63dc6d-57b9-41c6-a594-5430f314fd1d,07   SRN-U02 MLM 2500 Unit,false,1200,1200,0,0,1200,0,1888467,_17147e22-fd6d-4541-88b6-5429e2ccf4b1,ThermalGeneratingUnit
_c7601d06-9243-419a-952b-991bba310e20,07   VLY-U01 IEC Unit,false,500,500,0,0,500,0,1889147,_8b3c3979-7507-4b5d-8bcb-b4a39c4e4a23,ThermalGeneratingUnit
_a2501d93-c19d-46fe-b5e9-c1aed6aae713,07   ENC-U02 230 KV Unit,false,300,300,0,0,300,0,1889753,_2ded4633-ef7d-476e-a9ca-307519a6810a,ThermalGeneratingUnit
_0d627a5e-56bc-4cbd-a431-a9739de0988c,07   MGL-U01 CS1 Unit,false,0.0040000000000000001,0.0040000000000000001,0,0,0.0040000000000000001,0,1890594,_6d846d6c-c44f-41cf-8eda-0251764a8e9d,ThermalGeneratingUnit
_ddf78f51-5460-48e0-abc1-8b204ad93027,07   MGL-U02 CS2 Unit,false,0.0040000000000000001,0.0040000000000000001,0,0,0.0040000000000000001,0,1890595,_6d846d6c-c44f-41cf-8eda-0251764a8e9d,ThermalGeneratingUnit
_aeb477b3-99a2-49d0-a067-d80dc79146c8,07   OMS-U01 Unit,false,208,208,0,0,208,0,1891496,_34da2f35-d1fe-46d5-b2da-f95f5e6ef61b,ThermalGeneratingUnit
_85ea23b7-3a8d-4dfb-bf27-627294b93876,07   OMS-U02 Unit,false,208,208,0,0,208,0,1891497,_34da2f35-d1fe-46d5-b2da-f95f5e6ef61b,ThermalGeneratingUnit
_a46442c1-007a-4b18-9a82-cca21e35f0c8,07   OMS-U03 Unit,false,308,308,0,0,308,0,1891498,_34da2f35-d1fe-46d5-b2da-f95f5e6ef61b,ThermalGeneratingUnit
_189b1362-7f14-4a3a-99c3-eb874c45c8ab,07   OMS-U04 PIO 23070 Unit,false,500,500,0,0,500,0,1891499,_34da2f35-d1fe-46d5-b2da-f95f5e6ef61b,ThermalGeneratingUnit
_6f669bb3-c45f-4306-b9a1-3eb6e79a0af7,07   PLR-U01 Unit,false,180,180,0,0,180,0,1891925,_0b7b75fd-ef6c-4f24-a40e-b40e3dd1edab,ThermalGeneratingUnit
_45bc97a1-fea5-41a5-97e3-6361c38be333,07   PLR-U02 Unit,false,180,180,0,0,180,0,1891926,_0b7b75fd-ef6c-4f24-a40e-b40e3dd1edab,ThermalGeneratingUnit
_74a8b137-0425-40b2-b1c9-e09404cbade7,07   PLR-U03 Unit,false,235,235,0,0,235,0,1891927,_0b7b75fd-ef6c-4f24-a40e-b40e3dd1edab,ThermalGeneratingUnit
_ae773399-f665-489d-9b7d-c73cfd739967,07   SOF-U01 VIEJOS Unit,false,800,800,0,0,800,0,1893559,_4d5915de-0fb0-40d5-ba29-fdfb36ade807,ThermalGeneratingUnit
_538b6e99-6eeb-4392-88ef-29832c419e38,07   HAS-U01 HARQUA Unit,false,1000,1000,0,0,1000,0,1894948,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_c2d8a323-29e3-49ef-be12-c179b673a837,07   HAS-U02 REDH2 Unit,false,500,500,0,0,500,0,1894949,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_12031f73-6c67-4d5a-a8b7-2141148befd3,07   HAS-U03 REDH1 Unit,false,500,500,0,0,500,0,1894950,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_c1820d30-f83d-47d6-90ac-c783867bd813,07   HAS-U04 ARLING Unit,false,1000,1000,0,0,1000,0,1894951,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_a36b03b4-6a34-4374-a21b-8be08f572172,07   HAS-U05 MESQU1 Unit,false,500,500,0,0,500,0,1894952,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_b0f3fa37-965c-4c2d-90e1-007b40c7e72e,07   HAS-U06 MESQU2 Unit,false,500,500,0,0,500,0,1894953,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_beb2fd2a-8583-4f5b-9856-6b7890af3065,07   PVD-U01 Unit,false,1500,1500,0,0,1500,0,1895350,_ef2c8085-83ef-478d-8900-436f34964e73,ThermalGeneratingUnit
_f118d335-8f52-40a3-a708-5a1a570ab9b0,07   PVD-U02 Unit,false,1500,1500,0,0,1500,0,1895351,_ef2c8085-83ef-478d-8900-436f34964e73,ThermalGeneratingUnit
_4d135b83-c7fb-43a6-bc18-21875bf73c0a,07   PVD-U03 Unit,false,1500,1500,0,0,1500,0,1895352,_ef2c8085-83ef-478d-8900-436f34964e73,ThermalGeneratingUnit
_8af13de0-22d1-4455-9b18-6fa75c48bb81,07   LRE-U01 Unit,false,181.5,181.5,0,0,181.5,0,1915716,_4737fc8b-9f2e-482c-a7bf-dfea2cb30693,ThermalGeneratingUnit
_45dfb719-31f2-44b1-86f5-a35ad1cd8618,07   LRE-U02 Unit,false,155,155,0,0,155,0,1915717,_4737fc8b-9f2e-482c-a7bf-dfea2cb30693,ThermalGeneratingUnit
_d4e4dcdd-8af8-4429-8960-6e8b8463688f,07   LRE-U03 Unit,false,181.5,181.5,0,0,181.5,0,1915718,_4737fc8b-9f2e-482c-a7bf-dfea2cb30693,ThermalGeneratingUnit
_b0c403bc-89d4-4cea-8ac1-d0e571bf1999,07   CSS-U01  Unit,false,20,20,0,0,20,0,1915832,_32e2198c-2b6a-4099-a5d7-850a674e4876,ThermalGeneratingUnit
_11230f5b-2956-422b-a2c9-47c9754cb577,07   CSS-U02  Unit,false,20,20,0,0,20,0,1915833,_32e2198c-2b6a-4099-a5d7-850a674e4876,ThermalGeneratingUnit
_071bf45b-edfb-4881-bb73-80da5218f95f,07   CSS-U03 Unit,false,20,20,0,0,20,0,1915834,_32e2198c-2b6a-4099-a5d7-850a674e4876,ThermalGeneratingUnit
_8d109fc5-df74-4b85-ad37-e49d0ad80e8b,07   CSS-U04 Unit,false,20,20,0,0,20,0,1915835,_32e2198c-2b6a-4099-a5d7-850a674e4876,ThermalGeneratingUnit
_cdabe6bf-fc85-492d-ba17-daa4b34049d7,10EPE-EQ Unit,false,225,225,0,0,225,0,1916766,_c19f5052-2374-46a0-8126-62208f24453f,ThermalGeneratingUnit
_97ad9b67-14ef-4574-861f-141bb6cc740b,08WES-U1 Unit,false,1,1,0,0,1,0,1916767,_f0dc3dc5-2a83-425a-bace-6010ad8c650f,ThermalGeneratingUnit
_ebb3bd89-f6d8-4a1c-a8fa-52e0d19e6a18,22   LBR-230 SIQUINAL Unit,false,500,500,0,0,500,0,1916768,_fddd2ab9-9ca6-4953-a60f-662e589839af,ThermalGeneratingUnit
_4f7a2941-5ff4-4e74-bca3-8cec3a2525cc,01ARA-U1 Unit,true,32,32,0,0,32,0,2102519,_206fb860-cbe9-4180-8190-c590533ce7e0,ThermalGeneratingUnit
_57fdb3c4-170e-45a3-bb74-560a684250a0,01ATE-U1 Unit,true,32,32,0,0,32,0,2102534,_30de1253-464a-47bf-8da5-1cfe212af4ed,ThermalGeneratingUnit
_203b43ef-6820-44b6-bc37-33249371c65a,01COA-U1 Unit,true,32,32,0,0,32,0,2102549,_309b710e-ae81-4f47-bdba-3cd814cb3561,ThermalGeneratingUnit
_653b7352-3fb5-4bbc-aada-2b20d0b5aa50,01CRU-U1 Unit,true,32,32,0,0,32,0,2102564,_9e884ef7-9afd-4521-973b-e096968d264a,ThermalGeneratingUnit
_dd6db3c9-34dd-471f-a489-a72f7684e118,01CTT-U1 Unit,true,32,32,0,0,32,0,2102579,_9b3cc784-9b65-4706-90b7-65cc2e028829,ThermalGeneratingUnit
_2b35f292-987b-4420-b1d7-85d4008373fa,01CYO-U1 Unit,true,32,32,0,0,32,0,2102595,_c57ba521-ffa5-485d-b760-5966731f71a5,ThermalGeneratingUnit
_90550674-9205-4042-aa44-6ea4917d120f,01CYO-U2 Unit,true,32,32,0,0,32,0,2102608,_c57ba521-ffa5-485d-b760-5966731f71a5,ThermalGeneratingUnit
_e9006c2f-9cac-4de0-a088-88530acf3634,01ECA-U1 Unit,true,32,32,0,0,32,0,2102623,_5a01f48f-2f01-41ec-9c6e-9dfbf07ecb68,ThermalGeneratingUnit
_3d4338b0-f4ba-4eb4-b8d2-b91fe7b25f28,01GEV-PTA Unit,true,100.5,100.5,0,0,100.5,0,2102641,_ca0e2b91-863e-43c5-8366-d98cc5ce5155,ThermalGeneratingUnit
_4798c92c-d7fe-4b86-9d50-be158f9aaa8a,01GEV-U1 Unit,true,33.5,33.5,0,0,33.5,0,2102652,_ca0e2b91-863e-43c5-8366-d98cc5ce5155,ThermalGeneratingUnit
_86ebc51d-11ac-4330-b113-e749eaf63a6d,01GEV-U2 Unit,true,33.5,33.5,0,0,33.5,0,2102663,_ca0e2b91-863e-43c5-8366-d98cc5ce5155,ThermalGeneratingUnit
_a8194388-e3d7-45ca-ac98-69466316f8cb,01GEV-U3 Unit,true,33.5,33.5,0,0,33.5,0,2102674,_ca0e2b91-863e-43c5-8366-d98cc5ce5155,ThermalGeneratingUnit
_d29b34fc-00a1-4aec-8fa3-90c395dd403d,01IZT-U1 Unit,true,32,32,0,0,32,0,2102687,_0554aadf-2aa8-4fc5-9096-778b924f9002,ThermalGeneratingUnit
_1ba05e4a-c580-4e4e-a824-b26fc8ed9cbb,01JOL-U1 Unit,true,32,32,0,0,32,0,2102705,_dc615814-0767-4405-b7c1-756321277979,ThermalGeneratingUnit
_15137dea-8e26-4299-823b-bb2bf8300981,01JOL-U2 Unit,true,32,32,0,0,32,0,2102718,_dc615814-0767-4405-b7c1-756321277979,ThermalGeneratingUnit
_eff123e3-5880-4130-b976-18a0192c09f5,01JOL-U3 Unit,true,80,80,0,0,80,0,2102731,_dc615814-0767-4405-b7c1-756321277979,ThermalGeneratingUnit
_cf8510ef-fdbd-40c9-b0d1-40b8b8978042,01JOL-U4 Unit,true,80,80,0,0,80,0,2102744,_dc615814-0767-4405-b7c1-756321277979,ThermalGeneratingUnit
_16c1abaa-2448-4e73-944e-4dee92f92201,01LEC-U1 Unit,true,32,32,0,0,32,0,2102762,_e72b98d2-3f75-4159-8924-030a08fd0b7b,ThermalGeneratingUnit
_897f950a-92a0-447d-a6fe-960dc586c8a5,01LEC-U2 Unit,true,32,32,0,0,32,0,2102775,_e72b98d2-3f75-4159-8924-030a08fd0b7b,ThermalGeneratingUnit
_696b5fff-7ec9-404c-86cf-569db983f038,01LEC-U3 Unit,true,32,32,0,0,32,0,2102788,_e72b98d2-3f75-4159-8924-030a08fd0b7b,ThermalGeneratingUnit
_b02ab069-b826-46c2-82d3-2255258e1eaa,01LEC-U4 Unit,true,42,42,0,0,42,0,2102801,_e72b98d2-3f75-4159-8924-030a08fd0b7b,ThermalGeneratingUnit
_40a9a66f-9f81-4894-9b8b-d83ca64bccd0,01MAG-U1 Unit,true,32,32,0,0,32,0,2102816,_85e7001f-b4ec-4432-98aa-3c0ace9c7a2a,ThermalGeneratingUnit
_58abc09b-738a-4164-8e72-45778703f7c5,01NON-U1 Unit,true,44,44,0,0,44,0,2102834,_d0807846-01e0-4a0e-8692-6980b2a23dab,ThermalGeneratingUnit
_68673c6e-7963-4d89-a016-15d6a62758e0,01NON-U2 Unit,true,44,44,0,0,44,0,2102847,_d0807846-01e0-4a0e-8692-6980b2a23dab,ThermalGeneratingUnit
_5dd564de-79ea-4890-a4dd-a680be3b3e13,01NON-U3 Unit,true,42,42,0,0,42,0,2102860,_d0807846-01e0-4a0e-8692-6980b2a23dab,ThermalGeneratingUnit
_11d1a18e-b250-4155-bbf0-9b0315e29a59,01NON-U4 Unit,true,42,42,0,0,42,0,2102873,_d0807846-01e0-4a0e-8692-6980b2a23dab,ThermalGeneratingUnit
_9c4bf5fe-a86c-4a30-b5ff-ddc5e1ff6494,01PEO-U1 Unit,true,350,350,0,0,350,0,2102894,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_1f0c5e0d-cb56-4cc4-a39f-f65a086baeed,01PEO-U2 Unit,true,350,350,0,0,350,0,2102911,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_f7492834-23ed-4b5a-ae32-64a16f175b60,01PEO-U3 Unit,true,350,350,0,0,350,0,2102928,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_6e6e98a7-f12f-4195-a8f2-3072a7dd8b8c,01PEO-U4 Unit,true,350,350,0,0,350,0,2102945,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_71ef0ef5-cd6e-48aa-a2b7-6e0c1c567373,01PEO-U5 Unit,true,350,350,0,0,350,0,2102962,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_d2f9009b-60ec-4de0-ab43-cc497bfd4c15,01PEO-U6 Unit,true,350,350,0,0,350,0,2102979,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_b7142346-fc83-4bca-8649-985f027e8f0d,01PEO-U7 Unit,true,750,750,0,0,750,0,2102996,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_813c1e3d-2f5a-4d6e-9b00-32ed6895cc31,01PTA-U1 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103024,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_fc5d213a-1793-407d-a2e1-593c1882a432,01PTA-U10 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103035,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_319ae8d3-31af-4f49-9a60-06c837437942,01PTA-U11 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103046,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_46b3a1e2-93ab-44ac-8b68-d85efeadd5e5,01PTA-U12 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103057,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_95ee7290-ff59-4b39-834c-e6ec060374ce,01PTA-U2 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103068,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_514fcb7f-ad22-4573-a6b0-c3033e29a427,01PTA-U3 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103079,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_495493cc-ff6d-408d-8407-38b8255defab,01PTA-U4 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103090,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_6bf6025d-9c1b-491a-a6c7-931cf530438d,01PTA-U5 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103101,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_1525e09f-95bb-4fe6-ad19-093e5637a85b,01PTA-U6 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103112,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_b258db8c-e20b-4139-b2c6-051d8ffc9d4f,01PTA-U7 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103123,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_452a3304-a034-477b-bf0f-c0cc22253942,01PTA-U8 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103134,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_726232f3-3694-4f4a-9597-22e3f78bc5e4,01PTA-U9 Unit,true,2.7170000000000001,2.7170000000000001,0,0,2.7170000000000001,0,2103145,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_a7393f8e-925c-4189-82fe-f727c5a0aa05,01REM-U1 Unit,true,32,32,0,0,32,0,2103158,_0c0e6237-ab69-47aa-8ed9-2070bde3b122,ThermalGeneratingUnit
_73aa4b7d-7b55-4d6a-ae87-5c5cff95560d,01TUL-U1 Unit,true,330,330,0,0,330,0,2103177,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_abc0a4b0-7c8d-4aad-be42-191bea157f70,01TUL-U2 Unit,true,330,330,0,0,330,0,2103194,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_809252e9-ce4f-44cd-aa42-01d9180984b3,01TUL-U3 Unit,true,322.80000000000001,322.80000000000001,0,0,322.80000000000001,0,2103211,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_6addacb6-5d74-44c0-b53d-719df7444cf6,01TUL-U4 Unit,true,322.80000000000001,322.80000000000001,0,0,322.80000000000001,0,2103228,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_6f29cc63-6bc4-4343-addd-3a90ee42d62c,01TUL-U5 Unit,true,300,300,0,0,300,0,2103245,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_0535a72b-406a-44f7-8e87-325b5a990cdf,01VAE-U3 Unit,true,150,150,0,0,150,0,2103293,_e01b1d44-4415-4ed9-8b47-6ffb1e21ab2b,ThermalGeneratingUnit
_c13c770e-8e61-492f-b36b-85ebf862e9d9,01VDM-U8 Unit,true,29.399999999999999,29.399999999999999,0,0,29.399999999999999,0,2103306,_e01b1d44-4415-4ed9-8b47-6ffb1e21ab2b,ThermalGeneratingUnit
_087abe57-72c8-45ca-9da7-67de72e800ba,01VAJ-U1 Unit,true,32,32,0,0,32,0,2103319,_b82b432b-6c1b-4208-9b56-033836a82ff9,ThermalGeneratingUnit
_5caf847f-2f13-4456-b293-f258979c8b40,01VDF-U1 Unit,true,32,32,0,0,32,0,2103334,_d87d0385-f05f-4d20-92f6-93951a3dec8a,ThermalGeneratingUnit
_20ca11ad-a4dc-44ad-9d2d-aab06532a349,01VIC-U1 Unit,true,32,32,0,0,32,0,2103392,_5e80e144-bc92-48c5-96f9-f778d6a334d5,ThermalGeneratingUnit
_42a1ec22-e540-4daa-a732-6f493e4f5a2f,01TCC-PQ1 Unit,true,283.39999999999998,283.39999999999998,0,0,283.39999999999998,0,2103436,_e1f423ad-7d99-4f6a-8475-37eef15a4d24,ThermalGeneratingUnit
_5e8dbfac-6d28-4645-ac75-6029f7d6b529,01TCC-U3 Unit,true,91.200000000000003,91.200000000000003,0,0,91.200000000000003,0,2103451,_e1f423ad-7d99-4f6a-8475-37eef15a4d24,ThermalGeneratingUnit
_ebbabadb-04fb-4b25-9dda-b41c48135909,01TCC-U8 Unit,true,192.19999999999999,192.19999999999999,0,0,192.19999999999999,0,2103462,_e1f423ad-7d99-4f6a-8475-37eef15a4d24,ThermalGeneratingUnit
_0be1821d-1972-48f3-8075-32802a98bd8e,01TCC-PQ2 Unit,true,283.39999999999998,283.39999999999998,0,0,283.39999999999998,0,2103504,_2d8e9768-3480-4bb0-b5ac-1eddfef96318,ThermalGeneratingUnit
_fcaea747-5719-4b16-b866-716b57d6526e,01TCC-U6 Unit,true,91.200000000000003,91.200000000000003,0,0,91.200000000000003,0,2103519,_2d8e9768-3480-4bb0-b5ac-1eddfef96318,ThermalGeneratingUnit
_47fbe6fd-3df5-4805-a02d-95d2fbd07435,01TCC-U7 Unit,true,192.19999999999999,192.19999999999999,0,0,192.19999999999999,0,2103530,_2d8e9768-3480-4bb0-b5ac-1eddfef96318,ThermalGeneratingUnit
_fb1dd32a-d376-4946-a3b7-effd9a292070,01VAE-PQ1 Unit,true,549.29999999999995,549.29999999999995,0,0,549.29999999999995,0,2103682,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_499ccaa1-06f4-4b96-9090-67d94fe79adc,01VAE-U4 Unit,true,300,300,0,0,300,0,2103697,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_f6f3e9fe-5996-4668-aba6-18dc12f33f4f,01VAE-U5 Unit,true,83.099999999999994,83.099999999999994,0,0,83.099999999999994,0,2103708,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_b0885845-7525-458e-9e4f-40b837bec148,01VAE-U6 Unit,true,83.099999999999994,83.099999999999994,0,0,83.099999999999994,0,2103719,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_c3b764f0-d774-4148-a726-f294b313523b,01VAE-U7 Unit,true,83.099999999999994,83.099999999999994,0,0,83.099999999999994,0,2103730,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_8185c27e-0a48-4eb3-b00d-a46cbb1fc8f8,01VAE-PQ2 Unit,true,646.57000000000005,646.57000000000005,0,0,646.57000000000005,0,2103809,_a5d17646-97fb-4d3d-bfa5-efbf1fb2a86b,ThermalGeneratingUnit
_e4e30aeb-e302-4853-98fd-a92551231809,01VAE-U10 Unit,true,217.16999999999999,217.16999999999999,0,0,217.16999999999999,0,2103820,_a5d17646-97fb-4d3d-bfa5-efbf1fb2a86b,ThermalGeneratingUnit
_4b14befa-c05a-4103-b822-4685add58083,01VAE-U8 Unit,true,214.69999999999999,214.69999999999999,0,0,214.69999999999999,0,2103831,_a5d17646-97fb-4d3d-bfa5-efbf1fb2a86b,ThermalGeneratingUnit
_f1ba3064-c9d6-408b-8d43-258e54c9f21e,01VAE-U9 Unit,true,214.69999999999999,214.69999999999999,0,0,214.69999999999999,0,2103842,_a5d17646-97fb-4d3d-bfa5-efbf1fb2a86b,ThermalGeneratingUnit
_b23720fd-47b4-4373-801b-96f997ae2fe4,01VMD-PQ1 Unit,true,906.20000000000005,906.20000000000005,0,0,906.20000000000005,0,2103939,_d6a16fe5-e7b1-4956-8fc3-081d9979246c,ThermalGeneratingUnit
_5dee910c-f46f-4453-9c8d-5d58b7fcb302,01VMD-U1 Unit,true,289.60000000000002,289.60000000000002,0,0,289.60000000000002,0,2103950,_d6a16fe5-e7b1-4956-8fc3-081d9979246c,ThermalGeneratingUnit
_939691d5-8ab3-4975-b35f-9436b4c2fe05,01VMD-U2 Unit,true,289.60000000000002,289.60000000000002,0,0,289.60000000000002,0,2103961,_d6a16fe5-e7b1-4956-8fc3-081d9979246c,ThermalGeneratingUnit
