"GeneratingUnit:
ID","GeneratingUnit:
Name","GeneratingUnit:
AGCFlag","GeneratingUnit:
MaximumDeratedMW","GeneratingUnit:
maxOperatingP","GeneratingUnit:
MinimumDeratedMW","GeneratingUnit:
minOperatingP","GeneratingUnit:
ratedNetMaxP","GeneratingUnit:
ratedNetMinP","GeneratingUnit:
InternalId","GeneratingUnit:
Parent","GeneratingUnit:
ObjectType"
_ddef9715-df0e-4d5b-a4df-83a0c84b3fa2,03PFP-U1 Unit,true,25,25,0,0,25,0,2409716,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_08fcbf33-3116-4fa5-983d-c97cdee0202a,03PFP-U10 Unit,true,25,25,0,0,25,0,2409717,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_de042267-d980-466a-8be6-cc71c5a65e8e,03PFP-U11 Unit,true,20,20,0,0,20,0,2409718,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_ddbfca3c-18d0-47d1-a510-90a25b396f49,03PFP-U12 Unit,true,20,20,0,0,20,0,2409719,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_ac6cab29-f116-41c1-a544-dede547ed2e1,03PFP-U13 Unit,true,20,20,0,0,20,0,2409720,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_319a79dd-447a-4a55-a23c-5dcb00ff5af0,03PFP-U2 Unit,true,25,25,0,0,25,0,2409721,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_cdd3a48c-caae-42fd-b207-d25bb56b1746,03PFP-U3 Unit,true,25,25,0,0,25,0,2409722,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_f1df19a0-d6fc-4978-a35a-ec66bb1b30ff,03PFP-U4 Unit,true,25,25,0,0,25,0,2409723,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_c48d51e7-71f8-4d79-825d-a506964d7bbc,03PFP-U5 Unit,true,25,25,0,0,25,0,2409724,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_20b65d33-c75a-4918-8d71-666b3932910a,03PFP-U6 Unit,true,25,25,0,0,25,0,2409725,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_1811d7ed-0b6e-4457-8a68-06cfb80baf88,03PFP-U7 Unit,true,25,25,0,0,25,0,2409726,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_7e3d81fc-86cf-4528-bd6b-220dc74a38b1,03PFP-U8 Unit,true,18,18,0,0,18,0,2409727,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_550221e7-cabb-4ea8-bdec-ac799e743bcc,03PFP-U9 Unit,true,25,25,0,0,25,0,2409728,_a20a9db1-aa64-4444-87ab-6a6270153e39,SolarGeneratingUnit
_5e20d5e1-0af7-45c2-aa60-7ee80a728e58,03PHA-PTA Unit,true,350.39999999999998,350.39999999999998,0,0,350.39999999999998,0,2409743,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_7346390e-77c4-4048-8170-2f4bad1c1979,03PHA-U1 Unit,true,38.399999999999999,38.399999999999999,0,0,38.399999999999999,0,2409744,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_2ea7f76c-03ee-4877-8fce-728e47367332,03PHA-U10 Unit,true,24,24,0,0,24,0,2409745,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_88ea4443-4aea-408f-b543-66bcd74f7342,03PHA-U11 Unit,true,24,24,0,0,24,0,2409746,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_3c5b24ae-17a2-44b6-9413-3d4f9a03af47,03PHA-U12 Unit,true,24,24,0,0,24,0,2409747,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_3f175acc-b24d-4613-b9f1-28285b65fc2d,03PHA-U2 Unit,true,38.399999999999999,38.399999999999999,0,0,38.399999999999999,0,2409748,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_ac4a83c0-a2d7-4f5e-8e94-abb05fef9578,03PHA-U3 Unit,true,24,24,0,0,24,0,2409749,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_a6cb5b73-5e9f-438f-9455-bf50200b45f6,03PHA-U4 Unit,true,24,24,0,0,24,0,2409750,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_c93fa814-1242-41bf-bdeb-0b2e84c97b59,03PHA-U5 Unit,true,24,24,0,0,24,0,2409751,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_85653366-31ca-4ea7-978d-3a24e65b6ed0,03PHA-U6 Unit,true,24,24,0,0,24,0,2409752,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_605963cd-6c02-4d01-96bd-5fa1c97fbd3e,03PHA-U7 Unit,true,38.399999999999999,38.399999999999999,0,0,38.399999999999999,0,2409753,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_2573588c-4eb1-4b93-a245-a5d6ea7ed7b1,03PHA-U8 Unit,true,43.200000000000003,43.200000000000003,0,0,43.200000000000003,0,2409754,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_f2c1d373-13ec-47d4-9044-a3984c5e83e1,03PHA-U9 Unit,true,24,24,0,0,24,0,2409755,_c07841c9-8247-4456-a8eb-31c1cd4b81eb,SolarGeneratingUnit
_83d8b394-23db-4a3d-9267-84a455504195,03SAS-PTA Unit,true,34.210000000000001,34.210000000000001,0,0,34.210000000000001,0,2409760,_2db61e49-14d8-43f6-b5e2-6628abcbe1cc,SolarGeneratingUnit
_c2ad7a2e-ae55-48b2-a4c5-72f36bba72c9,03SAS-U1 Unit,true,15.550000000000001,15.550000000000001,0,0,15.550000000000001,0,2409761,_2db61e49-14d8-43f6-b5e2-6628abcbe1cc,SolarGeneratingUnit
_151e0a28-cb69-40e1-837a-7a04f31897e3,03SAS-U2 Unit,true,18.66,18.66,0,0,18.66,0,2409762,_2db61e49-14d8-43f6-b5e2-6628abcbe1cc,SolarGeneratingUnit
_54d7c56b-f60c-4aef-ae2f-2007522d0731,03SDJ-PTA Unit,true,262.39999999999998,262.39999999999998,0,0,262.39999999999998,0,2409777,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_df84ef61-9726-48f8-a5c2-3b0bb02742eb,03SDJ-U1 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409778,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_304ea38b-feda-4d41-9c9a-1f0fb87cc614,03SDJ-U10 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409779,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_15e5fe30-0fc3-4dcc-a739-99eeece45a6f,03SDJ-U11 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409780,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_41fefcc8-8abf-4929-a640-51057f692b5a,03SDJ-U12 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409781,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_b143994c-561c-4c4d-9d99-8fef7d21fb3c,03SDJ-U2 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409782,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_8dd2edbd-9549-47e3-95f8-cf8c0cf60497,03SDJ-U3 Unit,true,19.199999999999999,19.199999999999999,0,0,19.199999999999999,0,2409783,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_1bc69e1f-0b27-4cba-a557-6fc205a5b6d3,03SDJ-U4 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409784,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_4e05c1f5-9ade-4921-9076-f0968eb5e9b4,03SDJ-U5 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409785,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_1ea8e4e9-702b-4c41-88dd-cbf88325f47d,03SDJ-U6 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409786,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_d67f9a91-751d-405a-8b9a-916a845fdf4e,03SDJ-U7 Unit,true,19.199999999999999,19.199999999999999,0,0,19.199999999999999,0,2409787,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_ca912025-287c-41a7-9b83-c9a236a94041,03SDJ-U8 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409788,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_8bf399c9-dfd8-4c44-a89b-af03e6b06cc8,03SDJ-U9 Unit,true,22.399999999999999,22.399999999999999,0,0,22.399999999999999,0,2409789,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_a133189d-2b70-4da8-be9e-6e6dbef54845,03SGF-PTA Unit,true,196,196,0,0,196,0,2409804,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_13462938-eb70-44d4-932e-2fa1843a788f,03SGF-U1 Unit,true,17.5,17.5,0,0,17.5,0,2409805,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_bdace88f-4f32-4a87-89b7-6cd7b905c153,03SGF-U10 Unit,true,14,14,0,0,14,0,2409806,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_98af76ed-6c28-46a0-8ce8-74324cf6ea9b,03SGF-U11 Unit,true,14,14,0,0,14,0,2409807,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_f469a13f-e36c-4f58-8e17-472fc657faaa,03SGF-U12 Unit,true,14,14,0,0,14,0,2409808,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_89256925-e772-4ff2-b2a3-f5fba4178288,03SGF-U2 Unit,true,17.5,17.5,0,0,17.5,0,2409809,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_4b41646f-e025-4d93-a3c2-7e4d0d027364,03SGF-U3 Unit,true,17.5,17.5,0,0,17.5,0,2409810,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_d2feac11-862a-40f9-815a-3b8c3030b18e,03SGF-U4 Unit,true,17.5,17.5,0,0,17.5,0,2409811,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_20c5cebb-c267-49a8-9576-1b7f53bb7628,03SGF-U5 Unit,true,17.5,17.5,0,0,17.5,0,2409812,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_a4f81ece-ef7c-4b53-bdb5-18708fddbec4,03SGF-U6 Unit,true,17.5,17.5,0,0,17.5,0,2409813,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_f9583e93-f4b6-492a-a378-f337b936e114,03SGF-U7 Unit,true,17.5,17.5,0,0,17.5,0,2409814,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_60d8f5f3-c86a-4c3c-b4a6-3a6d42547408,03SGF-U8 Unit,true,17.5,17.5,0,0,17.5,0,2409815,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_f19e3c14-5e68-4a2f-b038-763b9605ec72,03SGF-U9 Unit,true,14,14,0,0,14,0,2409816,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_fd7bcdba-e751-4fe0-b4ee-b95235e9eb51,03SOO-PTA Unit,true,153.92500000000001,153.92500000000001,0,0,153.92500000000001,0,2409825,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_c649b947-2923-43ed-9206-581307ccc0d0,03SOO-U1 Unit,true,22.925000000000001,22.925000000000001,0,0,22.925000000000001,0,2409826,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_ecb3f5b1-aeea-4c72-b617-78917a9f2102,03SOO-U2 Unit,true,29.475000000000001,29.475000000000001,0,0,29.475000000000001,0,2409827,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_3b378311-91ff-48e4-b605-2c98a69d28f3,03SOO-U3 Unit,true,29.475000000000001,29.475000000000001,0,0,29.475000000000001,0,2409828,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_00b8c424-5938-49a1-9e0d-08b28829154a,03SOO-U4 Unit,true,26.199999999999999,26.199999999999999,0,0,26.199999999999999,0,2409829,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_992d2bba-6c91-4e7b-83a0-0d0578566c67,03SOO-U5 Unit,true,32.75,32.75,0,0,32.75,0,2409830,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_c8e20b12-bdcc-49fa-bc00-76d09478d6bd,03SOO-U6 Unit,true,13.1,13.1,0,0,13.1,0,2409831,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_dbcd1673-ddc7-45ef-86f4-d03a9a723516,03SOU-PTA Unit,true,163.75,163.75,0,0,163.75,0,2409840,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_e251c998-3109-4710-a8a7-4e8d4b3b0605,03SOU-U1 Unit,true,29.475000000000001,29.475000000000001,0,0,29.475000000000001,0,2409841,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_f88ca4b9-7a4c-44cc-ae21-c4581750f081,03SOU-U2 Unit,true,26.199999999999999,26.199999999999999,0,0,26.199999999999999,0,2409842,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_b1931c47-44be-407d-868d-982ed44a3508,03SOU-U3 Unit,true,26.199999999999999,26.199999999999999,0,0,26.199999999999999,0,2409843,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_993e661e-687b-4be2-b1b3-aaf56428001d,03SOU-U4 Unit,true,29.475000000000001,29.475000000000001,0,0,29.475000000000001,0,2409844,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_4c74c5ef-90aa-4e89-aaf3-4b4dec46bdf0,03SOU-U5 Unit,true,22.925000000000001,22.925000000000001,0,0,22.925000000000001,0,2409845,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_9bde11f8-172d-4d52-9e55-348008b6d46b,03SOU-U6 Unit,true,29.475000000000001,29.475000000000001,0,0,29.475000000000001,0,2409846,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_1f1f2db3-5450-4a4f-990b-d213cc73733f,03SSS-PTA Unit,true,33.448999999999998,33.448999999999998,0,0,33.448999999999998,0,2409852,_6e096456-1653-4c4e-82a8-24a78336f2e6,SolarGeneratingUnit
_58c52654-bd51-4038-952d-fd0102bb9fa0,03SSS-U1 Unit,true,12.865,12.865,0,0,12.865,0,2409853,_6e096456-1653-4c4e-82a8-24a78336f2e6,SolarGeneratingUnit
_1fc236be-c253-434b-a7bf-c827cd2dcd5b,03SSS-U2 Unit,true,10.292,10.292,0,0,10.292,0,2409854,_6e096456-1653-4c4e-82a8-24a78336f2e6,SolarGeneratingUnit
_3dbf3789-f27e-4494-b68d-b853e6017496,03SSS-U3 Unit,true,10.292,10.292,0,0,10.292,0,2409855,_6e096456-1653-4c4e-82a8-24a78336f2e6,SolarGeneratingUnit
_f599ae60-7256-48c4-b779-d5611c380ade,03TRZ-PTA Unit,true,140.59999999999999,140.59999999999999,0,0,140.59999999999999,0,2409862,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_0fd9f1db-1bf0-467f-97e2-56798620e7ac,03TRZ-U1 Unit,true,33.939999999999998,33.939999999999998,0,0,33.939999999999998,0,2409863,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_aa8cd1d0-4a04-49f3-bcfa-b8f76fdfa9c1,03TRZ-U2 Unit,true,38.780000000000001,38.780000000000001,0,0,38.780000000000001,0,2409864,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_ef28263f-3046-429d-9c97-d1ace24841d4,03TRZ-U3 Unit,true,33.939999999999998,33.939999999999998,0,0,33.939999999999998,0,2409865,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_a1292523-4a05-4de5-ac72-3e01aa6a62f7,03TRZ-U4 Unit,true,33.939999999999998,33.939999999999998,0,0,33.939999999999998,0,2409866,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_409dc668-377f-4f9d-843c-83a49324f842,03TUE-PTA Unit,true,165.59999999999999,165.59999999999999,0,0,165.59999999999999,0,2409877,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_67d73f96-b815-4559-b76c-dc5370ca8ebf,03TUE-U1 Unit,true,20.699999999999999,20.699999999999999,0,0,20.699999999999999,0,2409878,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_37294294-34f3-4d8c-9ab5-5f63fa33ad16,03TUE-U2 Unit,true,20.699999999999999,20.699999999999999,0,0,20.699999999999999,0,2409879,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_fd303d6a-105d-42c0-9b15-a699795bea0b,03TUE-U3 Unit,true,20.699999999999999,20.699999999999999,0,0,20.699999999999999,0,2409880,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_ab834c1f-af2c-4afe-b55e-8974cf53884d,03TUE-U4 Unit,true,20.699999999999999,20.699999999999999,0,0,20.699999999999999,0,2409881,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_bf347bad-0f8d-4651-b49b-585fc8339155,03TUE-U5 Unit,true,20.699999999999999,20.699999999999999,0,0,20.699999999999999,0,2409882,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_503996fe-7b77-4fe4-9504-3410cc885e41,03TUE-U6 Unit,true,20.699999999999999,20.699999999999999,0,0,20.699999999999999,0,2409883,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_194bad50-ed18-4226-94a9-5d6fe2750780,03TUE-U7 Unit,true,20.699999999999999,20.699999999999999,0,0,20.699999999999999,0,2409884,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_2f382afa-5a75-4c57-a4be-6f5e7e98df77,03TUE-U8 Unit,true,20.699999999999999,20.699999999999999,0,0,20.699999999999999,0,2409885,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_399de2ad-62bf-4d29-83f6-56fef8dd543b,03TZL-PTA Unit,true,112.01000000000001,112.01000000000001,0,0,112.01000000000001,0,2409894,_56968628-2c88-4e34-bc13-99a33bcf5b1e,SolarGeneratingUnit
_012620a1-a960-4aeb-9573-ebfc186e84bb,03TZL-U1 Unit,true,13.58,13.58,0,0,13.58,0,2409895,_56968628-2c88-4e34-bc13-99a33bcf5b1e,SolarGeneratingUnit
_f066e09a-43dd-4089-93c6-c60fedd3c07c,03TZL-U2 Unit,true,23.760000000000002,23.760000000000002,0,0,23.760000000000002,0,2409896,_56968628-2c88-4e34-bc13-99a33bcf5b1e,SolarGeneratingUnit
_43b2e12e-0623-4397-bd28-78021260cc35,03TZL-U3 Unit,true,13.58,13.58,0,0,13.58,0,2409897,_56968628-2c88-4e34-bc13-99a33bcf5b1e,SolarGeneratingUnit
_a568fcee-47c4-437d-b0f4-668514540ced,03TZL-U4 Unit,true,20.359999999999999,20.359999999999999,0,0,20.359999999999999,0,2409898,_56968628-2c88-4e34-bc13-99a33bcf5b1e,SolarGeneratingUnit
_891d5cad-d2a6-4f25-aad7-9b9114151e37,03TZL-U5 Unit,true,23.760000000000002,23.760000000000002,0,0,23.760000000000002,0,2409899,_56968628-2c88-4e34-bc13-99a33bcf5b1e,SolarGeneratingUnit
_bb34953a-06cd-43fa-a89b-927db2cee0de,03TZL-U6 Unit,true,16.969999999999999,16.969999999999999,0,0,16.969999999999999,0,2409900,_56968628-2c88-4e34-bc13-99a33bcf5b1e,SolarGeneratingUnit
_a4d14db1-0793-4177-b971-cf783035ab47,03VIB-PTA Unit,true,113.59999999999999,113.59999999999999,0,0,113.59999999999999,0,2409908,_4b273a65-aaf6-4f54-be4b-320f042f6aa4,SolarGeneratingUnit
_ccb49afb-725c-4e2f-81a2-477f2a6020e2,03VIB-U1 Unit,true,25,25,0,0,25,0,2409909,_4b273a65-aaf6-4f54-be4b-320f042f6aa4,SolarGeneratingUnit
_b8ca4aee-a057-4798-9001-a95afc8dfeb0,03VIB-U2 Unit,true,25.300000000000001,25.300000000000001,0,0,25.300000000000001,0,2409910,_4b273a65-aaf6-4f54-be4b-320f042f6aa4,SolarGeneratingUnit
_ee350487-caa3-48b3-8604-56f9e07af7bc,03VIB-U3 Unit,true,19,19,0,0,19,0,2409911,_4b273a65-aaf6-4f54-be4b-320f042f6aa4,SolarGeneratingUnit
_af423d39-b56b-4c82-8f12-cf2a9875ab04,03VIB-U4 Unit,true,25.300000000000001,25.300000000000001,0,0,25.300000000000001,0,2409912,_4b273a65-aaf6-4f54-be4b-320f042f6aa4,SolarGeneratingUnit
_a88a2ed6-153d-4187-bbeb-6a6ec643f18b,03VIB-U5 Unit,true,19,19,0,0,19,0,2409913,_4b273a65-aaf6-4f54-be4b-320f042f6aa4,SolarGeneratingUnit
_4056e912-d2da-4550-a9a3-eb2f190d4d15,05AAS-U1 Unit,true,82.5,82.5,0,0,82.5,0,2431758,_af5ce98e-f0e5-4ec1-9789-254fc4057721,SolarGeneratingUnit
_6f8e555c-d0ff-42a3-823f-3b51ded94efb,05AHC-U1 Unit,true,30,30,0,0,30,0,2431761,_e063a77e-2586-4753-8b87-df2ad07d6ae6,SolarGeneratingUnit
_5568c223-ffed-4bf9-97c3-537f912c5411,05AHO-U1 Unit,true,30,30,0,0,30,0,2431764,_9af06121-63fa-4165-87c9-396114dbfece,SolarGeneratingUnit
_79c600ca-a4a7-4232-9592-350df6e34210,05AHT-U1 Unit,true,30,30,0,0,30,0,2431767,_617e9c2f-c4a3-434a-8d73-782868aece57,SolarGeneratingUnit
_e9037e19-3018-4840-8c50-54eac253e86f,05AHU-U1 Unit,true,30,30,0,0,30,0,2431770,_6674a32e-8133-4793-9255-6fc4553a6ea3,SolarGeneratingUnit
_bc5b9668-399c-461a-a1ab-191691efaae9,05ASO-U1 Unit,true,30,30,0,0,30,0,2431773,_454591af-63c0-43c2-a7e3-f7d5a4c5e849,SolarGeneratingUnit
_5cd8f298-113e-42ef-a618-bf96ea8630fc,05DSD-U1 Unit,true,4,4,0,0,4,0,2431776,_99385294-376c-40ac-a85f-47550c60d5f1,SolarGeneratingUnit
_f3f40587-dde4-4bb0-b6ff-673d34986070,05DST-U1 Unit,true,7,7,0,0,7,0,2431779,_1b67dc90-3beb-4847-b4e3-36c6de6df815,SolarGeneratingUnit
_26d7e7aa-4dd0-40ba-978c-ba6ea241e769,05DSU-U1 Unit,true,4,4,0,0,4,0,2431782,_8d335b17-8b5b-4eb9-9d6b-3a911261ddbb,SolarGeneratingUnit
_75041022-3144-433d-ae20-9bd74ace281a,05ELI-U1 Unit,true,30,30,0,0,30,0,2431785,_1d0bf357-6f33-421b-943e-897f3ce014b3,SolarGeneratingUnit
_b8ceafdd-636f-4768-8331-a9b01f5813ea,05JRS-U1 Unit,true,30,30,0,0,30,0,2431788,_3588fce8-014e-42c0-9a8b-1b3e53d983bf,SolarGeneratingUnit
_36fbacee-434f-42a3-b3eb-6e7c94b713fa,05LGS-U1 Unit,true,101.08,101.08,0,0,101.08,0,2431791,_e50adc0b-a1eb-45e4-a4fc-af605075ac01,SolarGeneratingUnit
_027f8f2e-4a36-442e-a56b-5cbc88fe410d,05MSO-U1 Unit,true,148,148,0,0,148,0,2431794,_c64c9243-ec05-4f15-ab4f-d60fdd302ed9,SolarGeneratingUnit
_fc6836ba-fc7e-45f9-80e0-8bda9cb4c3d5,05PSC-U1 Unit,true,19.800000000000001,19.800000000000001,0,0,19.800000000000001,0,2431797,_535fdc86-a43c-441c-b56b-07395e466da0,SolarGeneratingUnit
_89094207-8bcb-4733-bd63-7fc84986e599,05RLS-U1 Unit,true,30,30,0,0,30,0,2431800,_77294379-b0dc-4209-8583-628796481630,SolarGeneratingUnit
_48469e66-8872-48f9-8d78-0853e75fd080,05RTS-U1 Unit,true,30,30,0,0,30,0,2431803,_eee6864e-effe-46c6-90f8-742db2e51548,SolarGeneratingUnit
_c7d1e225-068a-4a77-ac12-5cd806c958d1,05SSU-U1 Unit,true,20,20,0,0,20,0,2431806,_3b93d0ef-76a1-48ca-a40a-a5452be21b80,SolarGeneratingUnit
_6e2f7db5-03b1-4d0b-9d0a-5b7c5ba553c4,05TCA-U5 Unit,true,15,15,0,0,15,0,2431809,_3eeaea39-5f25-4328-8e7a-2d19c25ca5db,SolarGeneratingUnit
_a2beddf5-a1e0-403b-8900-d24a4fe6d345,05TCB-U6 Unit,true,15,15,0,0,15,0,2431812,_878558cf-ed5b-40d2-b5d3-c7e63fdf9618,SolarGeneratingUnit
_98253cf8-1b1f-48e9-ac55-fcdca98985ce,05TCU-U4 Unit,true,7,7,0,0,7,0,2431815,_5678bfec-74a4-4f79-90f6-c51a174f8d94,SolarGeneratingUnit
_99fae537-04e7-4aff-92e2-2809f7e672c3,05TDO-U2 Unit,true,7,7,0,0,7,0,2431818,_559a39ff-9002-440c-bab5-d229b770e295,SolarGeneratingUnit
_e3949eae-6bbe-4d5d-a473-952e620d274c,05TDS-U1 Unit,true,12.85,12.85,0,0,12.85,0,2431822,_363f2a80-03bb-4e5f-a2be-9a7139e64738,SolarGeneratingUnit
_e0eb7908-c7c5-4ff5-83db-44f85e7ad927,05TDS-U2 Unit,true,17.149999999999999,17.149999999999999,0,0,17.149999999999999,0,2431823,_363f2a80-03bb-4e5f-a2be-9a7139e64738,SolarGeneratingUnit
_eda4a27b-9a8e-4ef3-bf9d-cfd6a41118a1,05TND-U1 Unit,true,12.85,12.85,0,0,12.85,0,2431827,_2aa5fd51-6b62-45f8-91e0-5832dc3fb971,SolarGeneratingUnit
_09389b97-0238-4e47-b08f-9747d6460148,05TND-U2 Unit,true,17.149999999999999,17.149999999999999,0,0,17.149999999999999,0,2431828,_2aa5fd51-6b62-45f8-91e0-5832dc3fb971,SolarGeneratingUnit
_04628967-2e17-452d-b01c-5fdd40115fa5,05TOS-U1 Unit,true,30,30,0,0,30,0,2431831,_6d2543e5-30ba-49d3-8176-8bcebf89bb3e,SolarGeneratingUnit
_535828ac-7b03-4296-87b9-68dfce48a767,05TSO-U1 Unit,true,12.85,12.85,0,0,12.85,0,2431835,_75350353-edc4-4c9c-9d2b-89c62a6aa8d2,SolarGeneratingUnit
_2e8a24a1-34d6-4b2e-b81f-08cc7fbf05dd,05TSO-U2 Unit,true,17.149999999999999,17.149999999999999,0,0,17.149999999999999,0,2431836,_75350353-edc4-4c9c-9d2b-89c62a6aa8d2,SolarGeneratingUnit
