"ThermalGeneratingUnit:
ID","ThermalGeneratingUnit:
PhysicalUnitType","ThermalGeneratingUnit:
InternalId","ThermalGeneratingUnit:
Name","ThermalGeneratingUnit:
Parent","ThermalGeneratingUnit:
ObjectType"
_fa2e08cd-cd00-4a02-8303-71610738e5ff,Gas Turbine (can only burn gas),2364599,06ALT-U2 Unit,_87c054e6-4b9e-4730-bb84-36f863f7c97d,ThermalGeneratingUnit
_13a5517e-7ee4-4674-9e4a-91bd672dcf19,Gas Turbine (can only burn gas),2364616,06ALT-U3 Unit,_87c054e6-4b9e-4730-bb84-36f863f7c97d,ThermalGeneratingUnit
_755029e4-6f61-4cd7-afcf-6350cc4f75fc,Gas Turbine (can only burn gas),2364633,06ALT-U4 Unit,_87c054e6-4b9e-4730-bb84-36f863f7c97d,ThermalGeneratingUnit
_6dd672a4-ff0e-418c-8d9d-579cb0df57f3,Gas Turbine (can only burn gas),2364652,06ASN-U1 Unit,_f86ebf4a-38e4-4344-b9be-37d43338b209,ThermalGeneratingUnit
_3f497f96-d9cf-420f-8f6e-fdd335e3751d,Fossil Fired Steam,2364668,06CBD-U1 Unit,_a01ebfbf-ea79-4a24-8c5f-5473013f357c,ThermalGeneratingUnit
_f6cefbc1-c4df-4884-a9cc-a3872a6b0eba,Fossil Fired Steam,2364681,06CBD-U2 Unit,_a01ebfbf-ea79-4a24-8c5f-5473013f357c,ThermalGeneratingUnit
_7649a5a0-b934-4525-bc5a-15bc63daa540,Fossil Fired Steam,2364694,06CBD-U3 Unit,_a01ebfbf-ea79-4a24-8c5f-5473013f357c,ThermalGeneratingUnit
_0fb9641f-c752-47fa-948f-11978bf6e421,Fossil Fired Steam,2364707,06CBD-U4 Unit,_a01ebfbf-ea79-4a24-8c5f-5473013f357c,ThermalGeneratingUnit
_0c525a23-cd88-4776-9c4b-42d5bbe764a3,Gas Turbine (can only burn gas),2364725,06CDU-U1 Unit,_3848B5B5-3F59-43CC-B161-1471198508A0,ThermalGeneratingUnit
_c7f44649-4b89-4031-b377-b0cb6f7dfca4,Gas Turbine (can only burn gas),2364738,06CDU-U2 Unit,_3848B5B5-3F59-43CC-B161-1471198508A0,ThermalGeneratingUnit
_4ec0e8e7-1bc2-4c05-8be7-f9fef04d11ba,Gas Turbine (can only burn gas),2364751,06CDU-U3 Unit,_d3dc420d-92d7-4d71-a18b-5cddb2729c74,ThermalGeneratingUnit
_c3ea6226-6f70-40ff-a794-c96da9bdcf2e,Gas Turbine (can only burn gas),2364762,06CDU-U4 Unit,_d3dc420d-92d7-4d71-a18b-5cddb2729c74,ThermalGeneratingUnit
_2cf563dc-beb2-4a2e-9106-326c6243fd38,Gas Turbine (can only burn gas),2364775,06CNK-U1 Unit,_6c5f8c94-7746-4a81-9047-589baed687fc,ThermalGeneratingUnit
_5866f4c8-98ae-4bd4-9301-475690d5886d,Gas Turbine (can only burn gas),2364791,06CVC-U1 Unit,_4ff972e0-acd0-4aaf-aabe-58322dfd118d,ThermalGeneratingUnit
_477e73cf-4541-4932-8bfd-07c1b8a8a69c,Gas Turbine (can only burn gas),2364802,06CVC-U2 Unit,_4ff972e0-acd0-4aaf-aabe-58322dfd118d,ThermalGeneratingUnit
_18198948-d639-4179-b7f1-4c84aaf1b22e,Gas Turbine (can only burn gas),2364813,06CVC-U3 Unit,_4ff972e0-acd0-4aaf-aabe-58322dfd118d,ThermalGeneratingUnit
_4002da34-5700-4dcb-a22a-5b21b73d3920,Gas Turbine (can only burn gas),2364824,06CVC-U4 Unit,_4ff972e0-acd0-4aaf-aabe-58322dfd118d,ThermalGeneratingUnit
_44c8c2a3-e98c-4e24-b398-0dd13804c185,Gas Turbine (can only burn gas),2364839,06DUT-U1 Unit,_3e7fa542-97fa-41d8-aa43-8b7551ea8fd4,ThermalGeneratingUnit
_9d6c8433-7a1a-465d-bab5-9ab2b700963d,Gas Turbine (can only burn gas),2364850,06DUT-U2 Unit,_3e7fa542-97fa-41d8-aa43-8b7551ea8fd4,ThermalGeneratingUnit
_a8ccb507-ba67-4e4e-8ce1-40ddea938616,Gas Turbine (can only burn gas),2364861,06DUT-U3 Unit,_3e7fa542-97fa-41d8-aa43-8b7551ea8fd4,ThermalGeneratingUnit
_05ff1fc7-c436-4652-8cbc-1fce030be10f,Gas Turbine (can only burn gas),2364874,06FUN-U1 Unit,_43d0d847-7fc8-42e1-821b-5b3fb5ae5798,ThermalGeneratingUnit
_66c2e37d-db5d-4597-a8c4-e4d56b663f11,Gas Turbine (can only burn gas),2364897,06GEH-PTA Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_78aaf7cf-9603-4930-95c4-3e35a6119edb,Gas Turbine (can only burn gas),2364908,06GEH-U1 Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_6200efdc-f9a8-4ae2-85f6-fd9240494af6,Gas Turbine (can only burn gas),2364919,06GEH-U2 Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_dd450e97-7c2d-43e4-a5fe-4041661f7d81,Gas Turbine (can only burn gas),2364930,06GEH-U3 Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_81cfe0ed-eec2-432c-9c98-14d093a7b6a5,Gas Turbine (can only burn gas),2364941,06GEH-U4 Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_c90bb990-04e4-4db0-b1f2-2868f082e5a4,Gas Turbine (can only burn gas),2364952,06GEH-U5 Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_055e4630-b909-4b1d-a134-f13ee40a874e,Gas Turbine (can only burn gas),2364963,06GEH-U6 Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_04668b82-141d-47ea-9ade-262f5b94bb6e,Gas Turbine (can only burn gas),2364974,06GEH-U7 Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_fa4926c5-0521-404e-8486-674b76f4a27a,Fossil Fired Steam,2364985,06GEH-U8 Unit,_32555083-1a3f-4cae-a02e-0cd15b16861f,ThermalGeneratingUnit
_6db3b985-fe25-40c4-b7be-1665f3bdb683,Gas Turbine (can only burn gas),2364998,06GPT-U1 Unit,_aad6670c-9548-41d8-b1d5-413f1678f4d8,ThermalGeneratingUnit
_dd2bad23-798f-4f0d-979b-eb82fcc96777,Gas Turbine (can only burn gas),2365011,06HUI-U6 Unit,_a39d0e76-2590-48d6-94e8-644aee1d2d19,ThermalGeneratingUnit
_211e33a9-17e7-4500-aac6-71ef270ef13e,Gas Turbine (can only burn gas),2365027,06HUO-U1 Unit,_63f67431-613c-4bae-8ba1-ae8f10c618d5,ThermalGeneratingUnit
_44a3fc3d-abe4-400b-a0d9-220f21bc95e8,Gas Turbine (can only burn gas),2365040,06HUO-U2 Unit,_63f67431-613c-4bae-8ba1-ae8f10c618d5,ThermalGeneratingUnit
_946b40a2-b6ad-49d2-a8e8-59620382ec35,Gas Turbine (can only burn gas),2365055,06ICR-U1 Unit,_33f82745-6580-4c63-bfef-7fba589fd925,ThermalGeneratingUnit
_6a456823-94a9-483c-800a-94fd69e9d3ce,Gas Turbine (can only burn gas),2365068,06KAF-U1 Unit,_3a7b1ad1-e188-4f4f-b02c-bac611e05664,ThermalGeneratingUnit
_febf5460-b523-465d-880e-76df02f0454a,Gas Turbine (can only burn gas),2365081,06LBA-U1 Unit,_539a8c36-5a5f-46fe-9a7a-6baaecdfb1a9,ThermalGeneratingUnit
_24f2dc69-3707-464f-b371-7e20daf12cfb,Gas Turbine (can only burn gas),2365095,06LEO-U1 Unit,_6ffa7943-16e2-4806-b145-7417135a9373,ThermalGeneratingUnit
_1578d568-2834-484e-828a-b8ec31a97ed8,Gas Turbine (can only burn gas),2365108,06LEO-U2 Unit,_6ffa7943-16e2-4806-b145-7417135a9373,ThermalGeneratingUnit
_91394a89-1e81-4703-bf95-a6f54262f327,Gas Turbine (can only burn gas),2365123,06LMS-U1 Unit,_9e402a67-414b-47c0-9adb-8451b3e00833,ThermalGeneratingUnit
_d890f380-91cf-44d6-b73b-8317c6ddedd3,Gas Turbine (can only burn gas),2365137,06MON-U1 Unit,_dcbc6b03-311d-41ef-88fb-ea69ac7934c6,ThermalGeneratingUnit
_d944473a-c847-4a51-8e1b-8d018e3778fe,Gas Turbine (can only burn gas),2365150,06MON-U2 Unit,_dcbc6b03-311d-41ef-88fb-ea69ac7934c6,ThermalGeneratingUnit
_51bff6ab-7a8d-4ef7-af00-d925151fec3d,Gas Turbine (can only burn gas),2365165,06PCA-U1 Unit,_8a6789b7-9460-4562-b66f-ecbf357fdcb7,ThermalGeneratingUnit
_5b057312-a4fa-48bc-853c-7e66e45b9e82,Gas Turbine (can only burn gas),2365178,06PSN-U1 Unit,_a238812a-0c9e-47e8-abf6-3c779cc2df84,ThermalGeneratingUnit
_52559469-5305-4c77-bf48-164cfd87adec,Gas Turbine (can only burn gas),2365191,06PYC-U1 Unit,_6accbe19-6c0d-416d-ad1c-8b778f77d776,ThermalGeneratingUnit
_96b4bf75-86a6-424d-865d-50c5856bfdcc,Gas Turbine (can only burn gas),2365205,06REB-U1 Unit,_99d67308-2207-4774-a73a-5273e9f4e6b1,ThermalGeneratingUnit
_89a75fee-643d-4763-a0bb-d9c2813a8b79,Gas Turbine (can only burn gas),2365216,06REB-U2 Unit,_99d67308-2207-4774-a73a-5273e9f4e6b1,ThermalGeneratingUnit
_142dab80-1213-44bd-9c3a-3cab5f5cc5fa,Fossil Fired Steam,2365232,06REC-U1 Unit,_bcc6d775-3c0a-45a7-9c34-eca7c0596cd5,ThermalGeneratingUnit
_fab4b99a-cc72-4185-9e1a-1a44de2584f2,Fossil Fired Steam,2365245,06REC-U2 Unit,_bcc6d775-3c0a-45a7-9c34-eca7c0596cd5,ThermalGeneratingUnit
_007642eb-75d1-41ac-acc4-8e5cabbc2be2,Fossil Fired Steam,2365258,06REC-U3 Unit,_bcc6d775-3c0a-45a7-9c34-eca7c0596cd5,ThermalGeneratingUnit
_45cd73e9-e49a-4537-a969-3ee0def05ee9,Fossil Fired Steam,2365271,06REC-U4 Unit,_bcc6d775-3c0a-45a7-9c34-eca7c0596cd5,ThermalGeneratingUnit
_d6ad2c3a-63fc-49e1-a4d6-38c721479258,Gas Turbine (can only burn gas),2365286,06RIB-U3 Unit,_48340363-2703-49f9-ae59-39d8ef65d7a8,ThermalGeneratingUnit
_cc527b1e-1d85-4544-b0e6-f818a5d504f8,Gas Turbine (can only burn gas),2365307,06RMS-PTA Unit,_b90fa5dd-7222-4c6d-b6e7-6a6b3942f8e8,ThermalGeneratingUnit
_dfd980c4-5205-4865-9a21-e00f3c83c323,Gas Turbine (can only burn gas),2365318,06RMS-U1 Unit,_b90fa5dd-7222-4c6d-b6e7-6a6b3942f8e8,ThermalGeneratingUnit
_16f8f475-ab5a-4822-81dc-cb46caf86da0,Gas Turbine (can only burn gas),2365329,06RMS-U2 Unit,_b90fa5dd-7222-4c6d-b6e7-6a6b3942f8e8,ThermalGeneratingUnit
_4276b7ff-9f3b-4b4b-8ebb-2688d62ece05,Gas Turbine (can only burn gas),2365342,06TEC-U1 Unit,_7ffd9ba7-78b1-43c2-9e48-6d3baa051eea,ThermalGeneratingUnit
_55e3df40-3240-416a-a27b-4a3f2e714f7c,Gas Turbine (can only burn gas),2365357,06TEG-U1 Unit,_4f0e9509-530b-407e-b9f9-20a241d74664,ThermalGeneratingUnit
_27cd7fd7-63f8-4e69-8f37-3619f902175c,Gas Turbine (can only burn gas),2365370,06TEP-U2 Unit,_79fcbf34-484b-486a-aba3-2f0adec2c3cb,ThermalGeneratingUnit
_8a020abe-156d-4651-b897-34eccc7ceb75,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2365383,06TRW-U1 Unit,_6deffc39-d8db-4054-bc00-0fa29593360e,ThermalGeneratingUnit
_130d8844-aa73-4a52-a099-0e06252bdb95,Combined Cycle Logical Unit (NA Flag should be false),2365434,06ACL-PTA Unit,_8e96978d-d23b-4c52-a2bd-cfd5230b2f09,ThermalGeneratingUnit
_e9ada519-6c9b-4d5c-ab88-edc68e892407,Gas Turbine (can only burn gas),2365445,06ACL-U1 Unit,_8e96978d-d23b-4c52-a2bd-cfd5230b2f09,ThermalGeneratingUnit
_a79ddde8-6189-453e-b457-caffc09988cd,Fossil Fired Steam,2365456,06ACL-U2 Unit,_8e96978d-d23b-4c52-a2bd-cfd5230b2f09,ThermalGeneratingUnit
_c5186809-1703-4850-a6b6-01f64cbdd6b4,Combined Cycle Logical Unit (NA Flag should be false),2366150,06ATC-PTA Unit,_86feb3c3-9883-4cc7-baf0-351d34567538,ThermalGeneratingUnit
_ee4eb96d-cfce-411b-998c-837db2b483ed,Gas Turbine (can only burn gas),2366161,06ATC-U1 Unit,_86feb3c3-9883-4cc7-baf0-351d34567538,ThermalGeneratingUnit
_983fdcf4-3329-466f-abda-be90ed9a4ba9,Gas Turbine (can only burn gas),2366172,06ATC-U2 Unit,_86feb3c3-9883-4cc7-baf0-351d34567538,ThermalGeneratingUnit
_b0933c1b-1b73-4b04-97b7-b2ccbbd18fa4,Gas Turbine (can only burn gas),2366183,06ATC-U3 Unit,_86feb3c3-9883-4cc7-baf0-351d34567538,ThermalGeneratingUnit
_3c559c62-b71c-4c0a-bae7-166edf1c252a,Gas Turbine (can only burn gas),2366194,06ATC-U4 Unit,_86feb3c3-9883-4cc7-baf0-351d34567538,ThermalGeneratingUnit
_6537b7f3-42b8-461d-aa65-412ed604993b,Fossil Fired Steam,2366205,06ATC-U5 Unit,_86feb3c3-9883-4cc7-baf0-351d34567538,ThermalGeneratingUnit
_b505e7ff-731a-43b9-a607-ea0d368f2934,Fossil Fired Steam,2366216,06ATC-U6 Unit,_86feb3c3-9883-4cc7-baf0-351d34567538,ThermalGeneratingUnit
_9cfaa737-3903-4740-94bf-8d3fc0981de4,Combined Cycle Logical Unit (NA Flag should be false),2366910,06ATV-PTA Unit,_d84e2c13-b04c-4e4f-84ab-9b536819c5ad,ThermalGeneratingUnit
_1fc5e659-36b5-4d7e-b223-07214e3c4642,Gas Turbine (can only burn gas),2366921,06ATV-U1 Unit,_d84e2c13-b04c-4e4f-84ab-9b536819c5ad,ThermalGeneratingUnit
_b9d7a538-dd60-471a-a262-c799efd89edc,Gas Turbine (can only burn gas),2366932,06ATV-U2 Unit,_d84e2c13-b04c-4e4f-84ab-9b536819c5ad,ThermalGeneratingUnit
_9eadcd72-3aa4-47e4-a3eb-1b4015c52abb,Gas Turbine (can only burn gas),2366943,06ATV-U3 Unit,_d84e2c13-b04c-4e4f-84ab-9b536819c5ad,ThermalGeneratingUnit
_0cf36cf7-8747-47d3-b16a-1642bcdbe6bf,Gas Turbine (can only burn gas),2366954,06ATV-U4 Unit,_d84e2c13-b04c-4e4f-84ab-9b536819c5ad,ThermalGeneratingUnit
_3b07bc83-536d-438a-af50-2e108519f611,Fossil Fired Steam,2366965,06ATV-U5 Unit,_d84e2c13-b04c-4e4f-84ab-9b536819c5ad,ThermalGeneratingUnit
_b3c7f98f-c394-4766-9cdc-35fb7930397b,Fossil Fired Steam,2366976,06ATV-U6 Unit,_d84e2c13-b04c-4e4f-84ab-9b536819c5ad,ThermalGeneratingUnit
_81e67e3d-7743-4439-bb09-09096ed41386,Combined Cycle Logical Unit (NA Flag should be false),2367073,06CAH-PTA Unit,_54ff8705-ea89-4058-bba8-ce240231d1ad,ThermalGeneratingUnit
_8cd10d09-18c3-452e-a1c6-98a183efcec0,Gas Turbine (can only burn gas),2367086,06CAH-U1 Unit,_54ff8705-ea89-4058-bba8-ce240231d1ad,ThermalGeneratingUnit
_b4a67691-3633-4284-8185-498963a5e416,Gas Turbine (can only burn gas),2367097,06CAH-U2 Unit,_54ff8705-ea89-4058-bba8-ce240231d1ad,ThermalGeneratingUnit
_827be06e-3e23-44c2-b25f-735dc5545103,Fossil Fired Steam,2367108,06CAH-U3 Unit,_54ff8705-ea89-4058-bba8-ce240231d1ad,ThermalGeneratingUnit
_c481b8cf-45a4-4584-b555-8baa095ba880,Combined Cycle Logical Unit (NA Flag should be false),2367159,06CGA-PTA Unit,_0969c0a0-caa5-41d6-9548-e2bb84999354,ThermalGeneratingUnit
_28e24517-7558-47c1-afed-343c3adbf6c6,Gas Turbine (can only burn gas),2367170,06CGA-U1 Unit,_0969c0a0-caa5-41d6-9548-e2bb84999354,ThermalGeneratingUnit
_713551bd-2550-4b07-b4bb-9fabd01e787e,Fossil Fired Steam,2367181,06CGA-U2 Unit,_0969c0a0-caa5-41d6-9548-e2bb84999354,ThermalGeneratingUnit
_6d7162e9-3238-4ea3-bcaa-1c9ee2334979,Combined Cycle Logical Unit (NA Flag should be false),2367232,06CSO-PTA Unit,_b0b2ce77-3ba6-43ed-8844-29583aac8a3f,ThermalGeneratingUnit
_db8f8b66-9a5f-45d7-8331-6a37ebf95ecf,Gas Turbine (can only burn gas),2367245,06CSO-U1 Unit,_b0b2ce77-3ba6-43ed-8844-29583aac8a3f,ThermalGeneratingUnit
_e46377d2-812f-4d25-ae56-395f30db0589,Fossil Fired Steam,2367256,06CSO-U2 Unit,_b0b2ce77-3ba6-43ed-8844-29583aac8a3f,ThermalGeneratingUnit
_80143c35-cb1d-4cbc-bb57-57a8303390ea,Combined Cycle Logical Unit (NA Flag should be false),2367307,06DNO-PTA Unit,_6d9d076b-4c5f-41d8-8c4e-1c8e0fa7ee31,ThermalGeneratingUnit
_c5c969ba-ed3c-409e-82e6-d436c7f2839b,Gas Turbine (can only burn gas),2367318,06DNO-U1 Unit,_6d9d076b-4c5f-41d8-8c4e-1c8e0fa7ee31,ThermalGeneratingUnit
_2404a778-90f4-4876-a69c-420df5810fc0,Fossil Fired Steam,2367329,06DNO-U2 Unit,_6d9d076b-4c5f-41d8-8c4e-1c8e0fa7ee31,ThermalGeneratingUnit
_2f8c2e8c-3b91-4cc5-b762-1d20b2f9d22d,Combined Cycle Logical Unit (NA Flag should be false),2367426,06EAA-PTA Unit,_6eac6fc6-c19c-4901-a667-0d2284b192e9,ThermalGeneratingUnit
_a631bc41-683e-4f6a-aade-d8b78bcdef77,Gas Turbine (can only burn gas),2367439,06EAA-U1 Unit,_6eac6fc6-c19c-4901-a667-0d2284b192e9,ThermalGeneratingUnit
_b354a3ed-8a74-463a-a9c9-29f0fd61148d,Gas Turbine (can only burn gas),2367450,06EAA-U2 Unit,_6eac6fc6-c19c-4901-a667-0d2284b192e9,ThermalGeneratingUnit
_fd4dc1b7-1721-45da-aa8d-b545f76b317b,Fossil Fired Steam,2367461,06EAA-U3 Unit,_6eac6fc6-c19c-4901-a667-0d2284b192e9,ThermalGeneratingUnit
_3b86410c-d0d0-4a02-8dc1-4f8d8aa45e75,Combined Cycle Logical Unit (NA Flag should be false),2367558,06EMN-PTA Unit,_c10642b7-dbb9-4ff4-9e7a-e593e694bbce,ThermalGeneratingUnit
_e30f06d6-1d19-42f2-ae47-d44eb43d8302,Gas Turbine (can only burn gas),2367569,06EMN-U1 Unit,_c10642b7-dbb9-4ff4-9e7a-e593e694bbce,ThermalGeneratingUnit
_6c491277-dda1-4686-968e-fb4581ca320c,Gas Turbine (can only burn gas),2367580,06EMN-U2 Unit,_c10642b7-dbb9-4ff4-9e7a-e593e694bbce,ThermalGeneratingUnit
_42ce8816-258c-4310-9042-f13a5f93450b,Fossil Fired Steam,2367591,06EMN-U3 Unit,_c10642b7-dbb9-4ff4-9e7a-e593e694bbce,ThermalGeneratingUnit
_a837b288-4b57-4a9e-93e5-9590c8a4b2be,Combined Cycle Logical Unit (NA Flag should be false),2367924,06HUI-PTA Unit,_8c6ccf65-1544-4fc7-88dc-7ad4dd639f1f,ThermalGeneratingUnit
_460e2fae-e3b1-4d03-817f-e493b92c7af3,Gas Turbine (can only burn gas),2367935,06HUI-U1 Unit,_8c6ccf65-1544-4fc7-88dc-7ad4dd639f1f,ThermalGeneratingUnit
_d81b7b43-1d6c-443a-b722-7f195453987d,Gas Turbine (can only burn gas),2367946,06HUI-U2 Unit,_8c6ccf65-1544-4fc7-88dc-7ad4dd639f1f,ThermalGeneratingUnit
_5db4fedd-efe3-4129-b174-d1a84674fdbc,Gas Turbine (can only burn gas),2367957,06HUI-U3 Unit,_8c6ccf65-1544-4fc7-88dc-7ad4dd639f1f,ThermalGeneratingUnit
_de55f95f-1adb-4ef3-bc39-12bb7b8ffbbe,Gas Turbine (can only burn gas),2367968,06HUI-U4 Unit,_8c6ccf65-1544-4fc7-88dc-7ad4dd639f1f,ThermalGeneratingUnit
_6477f04e-37be-4399-b3a0-eb985180c5cf,Fossil Fired Steam,2367979,06HUI-U5 Unit,_8c6ccf65-1544-4fc7-88dc-7ad4dd639f1f,ThermalGeneratingUnit
_d862fcfd-95c6-40a5-84f1-86495a5ff39e,Combined Cycle Logical Unit (NA Flag should be false),2368030,06IBC-PTA Unit,_132f7a62-dc9b-469f-81e3-8d4c62b45c74,ThermalGeneratingUnit
_dbb7156e-2e71-443e-96ae-9e983401662b,Gas Turbine (can only burn gas),2368043,06IBC-U1 Unit,_132f7a62-dc9b-469f-81e3-8d4c62b45c74,ThermalGeneratingUnit
_7149f2ae-74c2-4ea7-85ea-bf91d369bdc4,Fossil Fired Steam,2368054,06IBC-U2 Unit,_132f7a62-dc9b-469f-81e3-8d4c62b45c74,ThermalGeneratingUnit
_4053ce5e-c952-499f-9b79-daeee7ff45c6,Combined Cycle Logical Unit (NA Flag should be false),2368151,06NRS-PTA Unit,_681c50cb-c802-4cee-9015-38d8f1a32380,ThermalGeneratingUnit
_31ca9d9c-1f8f-4d25-8d95-cbd2f51d4ac8,Gas Turbine (can only burn gas),2368162,06NRS-U1 Unit,_681c50cb-c802-4cee-9015-38d8f1a32380,ThermalGeneratingUnit
_ad3b2337-899d-4bf8-8e82-983004b9f30c,Gas Turbine (can only burn gas),2368173,06NRS-U2 Unit,_681c50cb-c802-4cee-9015-38d8f1a32380,ThermalGeneratingUnit
_78bc25e5-4e05-4471-98ad-1a8c131811ba,Fossil Fired Steam,2368184,06NRS-U3 Unit,_681c50cb-c802-4cee-9015-38d8f1a32380,ThermalGeneratingUnit
_ee712248-2e90-4561-9292-68d4aab0486c,Combined Cycle Logical Unit (NA Flag should be false),2368281,06PFT-PTA Unit,_05f8a70c-3f9e-44bd-ba5a-fe20d6026865,ThermalGeneratingUnit
_28168022-96c5-4590-bd17-b10c501b0074,Gas Turbine (can only burn gas),2368294,06PFT-U1 Unit,_05f8a70c-3f9e-44bd-ba5a-fe20d6026865,ThermalGeneratingUnit
_12e94b23-f769-4f11-a540-391b98b900e5,Gas Turbine (can only burn gas),2368305,06PFT-U2 Unit,_05f8a70c-3f9e-44bd-ba5a-fe20d6026865,ThermalGeneratingUnit
_2b385d98-620e-47b6-9d60-beda236dcfc4,Fossil Fired Steam,2368316,06PFT-U3 Unit,_05f8a70c-3f9e-44bd-ba5a-fe20d6026865,ThermalGeneratingUnit
_193571d1-b7ec-49e6-84f3-3fe77dbd6ad7,Combined Cycle Logical Unit (NA Flag should be false),2368495,06PQR-PTA Unit,_5c36069d-32e9-4bc8-b2c0-74be5fbccd95,ThermalGeneratingUnit
_fc81b8a3-d943-4dfb-ae4b-57ba1cf1aef8,Gas Turbine (can only burn gas),2368506,06PQR-U1 Unit,_5c36069d-32e9-4bc8-b2c0-74be5fbccd95,ThermalGeneratingUnit
_891aeff0-6046-414d-8d25-9a95a1278554,Gas Turbine (can only burn gas),2368517,06PQR-U2 Unit,_5c36069d-32e9-4bc8-b2c0-74be5fbccd95,ThermalGeneratingUnit
_66a620b8-9b31-4f45-af61-5c7f041f042c,Gas Turbine (can only burn gas),2368528,06PQR-U3 Unit,_5c36069d-32e9-4bc8-b2c0-74be5fbccd95,ThermalGeneratingUnit
_329e8989-39ed-4977-a757-3451958fda2b,Fossil Fired Steam,2368539,06PQR-U4 Unit,_5c36069d-32e9-4bc8-b2c0-74be5fbccd95,ThermalGeneratingUnit
_1dd3e078-0ae2-4403-bde6-83f378c1da0e,Combined Cycle Logical Unit (NA Flag should be false),2368636,06RBC-PTA Unit,_8e1cb007-267d-4105-a274-b01546d6f162,ThermalGeneratingUnit
_5fcf62fd-17c1-47c1-b749-bf04f326e6f3,Gas Turbine (can only burn gas),2368649,06RBC-U1 Unit,_8e1cb007-267d-4105-a274-b01546d6f162,ThermalGeneratingUnit
_9f088c1b-d909-48c3-a9ab-22ad4dd29a17,Gas Turbine (can only burn gas),2368660,06RBC-U2 Unit,_8e1cb007-267d-4105-a274-b01546d6f162,ThermalGeneratingUnit
_833059a6-fa5c-4219-a517-676a58fcd952,Fossil Fired Steam,2368671,06RBC-U3 Unit,_8e1cb007-267d-4105-a274-b01546d6f162,ThermalGeneratingUnit
_ea1229c3-f247-409c-8327-52dc85909630,Combined Cycle Logical Unit (NA Flag should be false),2368768,06RBT-PTA Unit,_7f50fa05-08c5-4660-8b00-f16897f37727,ThermalGeneratingUnit
_94821128-0118-4d28-98a4-f959c2ccc7d3,Gas Turbine (can only burn gas),2368781,06RBT-U1 Unit,_7f50fa05-08c5-4660-8b00-f16897f37727,ThermalGeneratingUnit
_0d390fca-8498-4511-ba67-0fb44e942b43,Gas Turbine (can only burn gas),2368792,06RBT-U2 Unit,_7f50fa05-08c5-4660-8b00-f16897f37727,ThermalGeneratingUnit
_05931d88-18e5-44f6-992f-f6d80f131945,Fossil Fired Steam,2368803,06RBT-U3 Unit,_7f50fa05-08c5-4660-8b00-f16897f37727,ThermalGeneratingUnit
_a5ede6fd-3f2e-48b9-a348-fbf3405a697f,Combined Cycle Logical Unit (NA Flag should be false),2368882,06RIB-PQ1 Unit,_3546b4a4-4744-4ef0-8e78-ec026b899d5a,ThermalGeneratingUnit
_146e8667-80f6-4009-ad67-0d1a9fbb1b17,Fossil Fired Steam,2368895,06RIB-U1 Unit,_3546b4a4-4744-4ef0-8e78-ec026b899d5a,ThermalGeneratingUnit
_74b41e4d-d5b3-489f-ab10-66d86a0e159e,Fossil Fired Steam,2368906,06RIB-U2 Unit,_3546b4a4-4744-4ef0-8e78-ec026b899d5a,ThermalGeneratingUnit
_43c49cd6-72fb-4aec-8abe-1ffaf2800402,Gas Turbine (can only burn gas),2368917,06RIB-U4 Unit,_3546b4a4-4744-4ef0-8e78-ec026b899d5a,ThermalGeneratingUnit
_3a332d8c-f602-4575-a1f9-d0147cfdb239,Combined Cycle Logical Unit (NA Flag should be false),2369611,06TMH-PTA Unit,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_98afb36c-a9de-416e-a44f-5ce3a5be0b27,Gas Turbine (can only burn gas),2369622,06TMH-U1 Unit,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_fda1153a-1a4f-40ef-a865-cc8de1e9aebd,Gas Turbine (can only burn gas),2369633,06TMH-U2 Unit,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_9e84fd11-d2da-40c1-9a1e-7e073c31a5e0,Gas Turbine (can only burn gas),2369644,06TMH-U3 Unit,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_1620cd05-4e59-4c58-af7f-923115b82cbc,Gas Turbine (can only burn gas),2369655,06TMH-U4 Unit,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_5cbfabd1-ef38-4ac5-868a-72405bbfdad2,Fossil Fired Steam,2369666,06TMH-U5 Unit,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
