"ThermalGeneratingUnit:
ID","ThermalGeneratingUnit:
PhysicalUnitType","ThermalGeneratingUnit:
InternalId","ThermalGeneratingUnit:
Name","ThermalGeneratingUnit:
Parent","ThermalGeneratingUnit:
ObjectType"
_7918c93f-3730-41c9-baff-707dd165adf2,Fossil Fired Steam,2434220,05SYD-U6 Unit,_67b9f723-ef7c-4dc9-b7a4-285c2bfdb432,ThermalGeneratingUnit
_0c09e0c3-8f52-4550-97e8-2eebf728feed,Combined Cycle Logical Unit (NA Flag should be false),2434271,05SYD-PQ3 Unit,_39302714-bb09-409e-9fbe-1f85fa5c6ce2,ThermalGeneratingUnit
_bd8556dc-dda1-4657-ac86-890d6176f4ad,Gas Turbine (can only burn gas),2434284,05SYD-U7 Unit,_39302714-bb09-409e-9fbe-1f85fa5c6ce2,ThermalGeneratingUnit
_02fefda7-9d89-43e8-890c-7e8ccd4602a7,Fossil Fired Steam,2434295,05SYD-U8 Unit,_39302714-bb09-409e-9fbe-1f85fa5c6ce2,ThermalGeneratingUnit
_64da64ec-5130-443c-ab7e-fe1b0231e09c,Gas Turbine (can only burn gas),2448022,07   CCM-U10 Unit,_4065d301-2ad3-4ec8-998b-528bb7cd2d4d,ThermalGeneratingUnit
_50a80b72-ff61-428c-8fcc-a310a4f2d61d,Gas Turbine (can only burn gas),2448037,07   CIP-U01 Unit,_cd81def4-fa66-45b2-9b0d-121d225010cf,ThermalGeneratingUnit
_5f227d39-805f-46e1-95f4-e5028fea5252,Fossil Fired Steam,2448055,07   CPC-U10 Unit,_052d693a-c736-43a7-a972-a5428fef3c56,ThermalGeneratingUnit
_de479a13-841f-40c9-923d-3bce5cc417ea,Fossil Fired Steam,2448058,07   CPC-U11 Unit,_052d693a-c736-43a7-a972-a5428fef3c56,ThermalGeneratingUnit
_9e06a104-6a53-42be-8b80-67a9b2f710f4,Fossil Fired Steam,2448061,07   CPC-U12 Unit,_052d693a-c736-43a7-a972-a5428fef3c56,ThermalGeneratingUnit
_2f8c4a3f-2a04-49de-82c3-e3f1074ff96b,Fossil Fired Steam,2448064,07   CPC-U13 Unit,_052d693a-c736-43a7-a972-a5428fef3c56,ThermalGeneratingUnit
_2f7eb4fd-828a-434e-9677-c167b8795dae,Fossil Fired Steam,2448070,07   CPD-U06 Unit,_eeb1fbbf-9b66-47e7-9b7a-e9220efc1ba0,ThermalGeneratingUnit
_d52c8fff-9ccc-428e-9463-ef1ae3157762,Fossil Fired Steam,2448073,07   CPD-U07 Unit,_eeb1fbbf-9b66-47e7-9b7a-e9220efc1ba0,ThermalGeneratingUnit
_ae456265-6d2c-45ab-a3a7-6699d92541d8,Fossil Fired Steam,2448079,07   CPT-U08 Unit,_4533b616-7440-4d3b-bcd8-2d109d4531a4,ThermalGeneratingUnit
_4c929303-0077-418f-8396-dc125aa18112,Fossil Fired Steam,2448082,07   CPT-U09 Unit,_4533b616-7440-4d3b-bcd8-2d109d4531a4,ThermalGeneratingUnit
_ad069cef-21b9-4215-a3e1-e0ed3fdfd7d8,Fossil Fired Steam,2448087,07   CPU-U05 Unit,_de66b253-902b-42c5-a65a-53352be6faf5,ThermalGeneratingUnit
_50a42633-b9d5-4247-9528-80b07222c247,Gas Turbine (can only burn gas),2448092,07   ESH-U01 Unit,_b31135c0-4c20-4d9d-a12d-26df18ed5daf,ThermalGeneratingUnit
_8b6ea41a-954a-4959-9787-f76df7f18c18,Gas Turbine (can only burn gas),2448108,07   GFM-U10 Unit,_7315d9be-3f49-4472-a5a8-ba9ab2c8f5e4,ThermalGeneratingUnit
_0e43cc90-6b14-4dfa-891a-37760c06b1b8,Gas Turbine (can only burn gas),2448121,07   GFM-U11 Unit,_7315d9be-3f49-4472-a5a8-ba9ab2c8f5e4,ThermalGeneratingUnit
_0978ab07-5ee3-4817-8cc0-a1b50352028f,Gas Turbine (can only burn gas),2448136,07   LBM-U01 Unit,_0766f293-f9d6-4e3c-b88a-3c273baf1adc,ThermalGeneratingUnit
_bcbf33b3-c75d-4838-bbba-8c68c80991d0,Gas Turbine (can only burn gas),2448153,07   MXI-U01 Unit,_c27aab0e-1f2d-4181-bf72-1a4c79504b3d,ThermalGeneratingUnit
_278990db-11ff-4e90-9b8e-69eacca7832f,Gas Turbine (can only burn gas),2448166,07   MXI-U02 Unit,_c27aab0e-1f2d-4181-bf72-1a4c79504b3d,ThermalGeneratingUnit
_69d7ab1f-400d-4eb3-ac30-e330413e43c0,Gas Turbine (can only burn gas),2448179,07   MXI-U03 Unit,_c27aab0e-1f2d-4181-bf72-1a4c79504b3d,ThermalGeneratingUnit
_9370d6a5-90ad-4008-a71c-c1ebc587daea,Fossil Fired Steam,2448198,07   PJZ-U05 Unit,_b4db4407-afc0-4153-9a22-10a52d31632c,ThermalGeneratingUnit
_2c00e5cd-00ea-4c3a-93c1-61aeeee79730,Fossil Fired Steam,2448224,07   PJZ-U06 Unit,_b4db4407-afc0-4153-9a22-10a52d31632c,ThermalGeneratingUnit
_66f7c94a-36d1-4555-ae2b-27181c6e18c5,Gas Turbine (can only burn gas),2448250,07   PJZ-U07 Unit,_b4db4407-afc0-4153-9a22-10a52d31632c,ThermalGeneratingUnit
_6f57b082-2299-4b22-88e2-8b30de7a0130,Gas Turbine (can only burn gas),2448276,07   PJZ-U08 Unit,_b4db4407-afc0-4153-9a22-10a52d31632c,ThermalGeneratingUnit
_24535328-263e-479f-be18-aec57c13415d,Gas Turbine (can only burn gas),2448290,07   PJZ-U09 Unit,_b4db4407-afc0-4153-9a22-10a52d31632c,ThermalGeneratingUnit
_a16453a3-e20e-4073-ad99-68c28b3bca99,Gas Turbine (can only burn gas),2448311,07   SFC-U01 Unit,_ff8cd044-4e3e-4998-b4a9-d0d16ce29980,ThermalGeneratingUnit
_0396b1c5-1533-47ec-9e59-a78e40292fdf,Gas Turbine (can only burn gas),2448330,07   TTI-U01 Unit,_47b8c71c-78ee-4679-b222-30dbbd8c0a5f,ThermalGeneratingUnit
_22dcaf72-b8ac-4a41-8075-1e903d1c196c,Gas Turbine (can only burn gas),2448343,07   TTI-U02 Unit,_47b8c71c-78ee-4679-b222-30dbbd8c0a5f,ThermalGeneratingUnit
_35cbaebc-3874-424a-a765-da0b126f7fe4,Gas Turbine (can only burn gas),2448356,07   TTI-U04 Unit,_47b8c71c-78ee-4679-b222-30dbbd8c0a5f,ThermalGeneratingUnit
_3bb00808-16e1-4567-95bb-87dacc371401,Gas Turbine (can only burn gas),2448369,07   TTI-U05 Unit,_47b8c71c-78ee-4679-b222-30dbbd8c0a5f,ThermalGeneratingUnit
_f554790a-f293-4009-9332-3fa9f8508e23,Gas Turbine (can only burn gas),2448382,07   TTI-U06 Unit,_47b8c71c-78ee-4679-b222-30dbbd8c0a5f,ThermalGeneratingUnit
_35f37db8-b4df-43eb-9451-94377d17d297,Combined Cycle Logical Unit (NA Flag should be false),2448443,07   BJT-PTA Unit,_347e14ed-0b22-4f9e-9147-e42b28e109b4,ThermalGeneratingUnit
_5bf1c76f-c552-42bd-9f33-35e1835e7b52,Gas Turbine (can only burn gas),2448456,07   BJT-U01 Unit,_347e14ed-0b22-4f9e-9147-e42b28e109b4,ThermalGeneratingUnit
_f6803d28-32bf-41f4-b854-ad1793a90a04,Fossil Fired Steam,2448469,07   BJT-U02 Unit,_347e14ed-0b22-4f9e-9147-e42b28e109b4,ThermalGeneratingUnit
_e4158c26-dd87-4968-bf11-f23b956bbd71,Combined Cycle Logical Unit (NA Flag should be false),2448676,07   CCM-PTA Unit,_72977d7b-a77e-4b8b-98a9-803703d4f5e2,ThermalGeneratingUnit
_2d6dca91-1b35-40a4-abf4-39e59c160539,Gas Turbine (can only burn gas),2448691,07   CCM-U01 Unit,_72977d7b-a77e-4b8b-98a9-803703d4f5e2,ThermalGeneratingUnit
_63897298-5823-4e9d-bb72-314a6b8ec686,Gas Turbine (can only burn gas),2448705,07   CCM-U02 Unit,_72977d7b-a77e-4b8b-98a9-803703d4f5e2,ThermalGeneratingUnit
_27d26811-0a95-4df1-8753-53dd4630a3a9,Gas Turbine (can only burn gas),2448719,07   CCM-U03 Unit,_72977d7b-a77e-4b8b-98a9-803703d4f5e2,ThermalGeneratingUnit
_261cee57-6c45-45cf-85d3-94d7e7dc3cfe,Fossil Fired Steam,2448733,07   CCM-U04 Unit,_72977d7b-a77e-4b8b-98a9-803703d4f5e2,ThermalGeneratingUnit
_ff7bc2e4-7d83-4aa8-8313-31613fa5e1ae,Combined Cycle Logical Unit (NA Flag should be false),2448785,07   PJZ-PTA Unit,_fb50d51c-09ab-4252-8511-eeacc06830fa,ThermalGeneratingUnit
_49cdd6b7-45cf-4816-b9da-3de0ec67b130,Gas Turbine (can only burn gas),2448800,07   PJZ-U10 Unit,_fb50d51c-09ab-4252-8511-eeacc06830fa,ThermalGeneratingUnit
_70c92d84-a155-4e27-a1be-4a63eb824dab,Fossil Fired Steam,2448814,07   PJZ-U11 Unit,_fb50d51c-09ab-4252-8511-eeacc06830fa,ThermalGeneratingUnit
_d433dc54-fba8-4345-bf6e-3d25d8b11792,Gas Turbine (can only burn gas),4000242,04CCT-U1 Unit,_72896ecf-72c6-4a9b-9154-a0bda0fed209,ThermalGeneratingUnit
_127e37db-c9ca-4f0e-8820-d1a3df3a3d38,Gas Turbine (can only burn gas),4000267,04FEH-U1 Unit,_d11ca48f-9d33-4da1-b8b6-71307750e1b2,ThermalGeneratingUnit
_5c0bf266-56d2-4149-bc4c-ccbabd713d16,Gas Turbine (can only burn gas),4000290,04ICA-U1 Unit,_a3894082-d652-4024-b0ac-76025f8d831a,ThermalGeneratingUnit
_c4444084-d9a1-4c21-9e52-dcd4d077fb04,Gas Turbine (can only burn gas),4000310,04ICA-U2 Unit,_a3894082-d652-4024-b0ac-76025f8d831a,ThermalGeneratingUnit
_5e9bb9fe-b2f2-4651-922b-b052112b6399,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000334,04MZD-U1 Unit,_c8738e59-ff9d-42c2-92ce-f3a536dbeee1,ThermalGeneratingUnit
_a7bd4ffe-280e-421d-b5df-542c9237b593,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000357,04MZD-U2 Unit,_c8738e59-ff9d-42c2-92ce-f3a536dbeee1,ThermalGeneratingUnit
_0af4358e-2322-4a69-b02c-d8c6e259d070,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000380,04MZD-U3 Unit,_c8738e59-ff9d-42c2-92ce-f3a536dbeee1,ThermalGeneratingUnit
_fb72bfb4-99a9-4e4d-bbef-49db71b7f026,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000505,04PLD-U1 Unit,_d1d7006d-cd88-432e-af61-7a02469dccef,ThermalGeneratingUnit
_52fc2242-c7c3-4b95-b3b7-f8b73adf1700,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000528,04PLD-U2 Unit,_d1d7006d-cd88-432e-af61-7a02469dccef,ThermalGeneratingUnit
_4cc1cb53-3e3e-43a3-b829-b94e1424f74d,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000551,04PLD-U3 Unit,_d1d7006d-cd88-432e-af61-7a02469dccef,ThermalGeneratingUnit
_ffb7fb5d-6d43-40d4-9438-388e6a6cd402,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000574,04PLD-U4 Unit,_d1d7006d-cd88-432e-af61-7a02469dccef,ThermalGeneratingUnit
_6414b45e-0807-4d5d-8028-e94138eb6aaf,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000600,04TPO-U1 Unit,_448eb675-4ed6-4f18-8030-12e10de33fea,ThermalGeneratingUnit
_06a05283-1266-46f9-b83c-70028b9cd484,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000623,04TPO-U2 Unit,_448eb675-4ed6-4f18-8030-12e10de33fea,ThermalGeneratingUnit
_7969e218-8a4a-45a0-9198-0bd0227ec93e,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000649,04UEN-U1 Unit,_f3f0ad77-c729-49a8-adf1-79a1265eb276,ThermalGeneratingUnit
_76d8fcf9-76f4-4a82-b800-cb2913eed38e,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",4000666,04UEN-U2 Unit,_f3f0ad77-c729-49a8-adf1-79a1265eb276,ThermalGeneratingUnit
_4629efef-2ba1-4f62-b7c9-b65d7ed7438d,Combined Cycle Logical Unit (NA Flag should be false),4000688,04AGD-PTA Unit,_0e2179ba-ea68-4c25-ad57-cdcb63365d8d,ThermalGeneratingUnit
_544ed70d-be62-43d2-a343-107ce2df10a4,Gas Turbine (can only burn gas),4000711,04AGD-U1 Unit,_0e2179ba-ea68-4c25-ad57-cdcb63365d8d,ThermalGeneratingUnit
_909fa034-f542-4cbf-9dea-936fb0ca5727,Gas Turbine (can only burn gas),4000728,04AGD-U2 Unit,_0e2179ba-ea68-4c25-ad57-cdcb63365d8d,ThermalGeneratingUnit
_3e4ccfee-4cf9-407e-84ce-3e1561f88a38,Fossil Fired Steam,4000745,04AGD-U3 Unit,_0e2179ba-ea68-4c25-ad57-cdcb63365d8d,ThermalGeneratingUnit
_79a37f13-bde0-488f-a526-91b611eb87d8,Combined Cycle Logical Unit (NA Flag should be false),4000848,04ECC-PTA Unit,_36f40dd1-9178-4c06-a26b-ff9ade6919e6,ThermalGeneratingUnit
_b392b3dd-753a-4736-a989-11dc91636542,Gas Turbine (can only burn gas),4000868,04ECC-U1 Unit,_36f40dd1-9178-4c06-a26b-ff9ade6919e6,ThermalGeneratingUnit
_990986b3-d835-440e-9444-32042709ec40,Gas Turbine (can only burn gas),4000885,04ECC-U2 Unit,_36f40dd1-9178-4c06-a26b-ff9ade6919e6,ThermalGeneratingUnit
_9db435b2-5815-4560-9345-edcde9781fe9,Fossil Fired Steam,4000902,04ECC-U3 Unit,_36f40dd1-9178-4c06-a26b-ff9ade6919e6,ThermalGeneratingUnit
_d0e44aad-5bee-4da8-aa60-1018e053221a,Combined Cycle Logical Unit (NA Flag should be false),4001005,04ECD-PTA Unit,_f774c122-12e2-40be-8d20-35486bc9a9b5,ThermalGeneratingUnit
_b17c8d9a-36e4-454b-982f-3686d753b367,Gas Turbine (can only burn gas),4001025,04ECD-U4 Unit,_f774c122-12e2-40be-8d20-35486bc9a9b5,ThermalGeneratingUnit
_417b9fb7-46e4-478a-a9c8-c1b72e0019ef,Gas Turbine (can only burn gas),4001042,04ECD-U5 Unit,_f774c122-12e2-40be-8d20-35486bc9a9b5,ThermalGeneratingUnit
_74219670-0331-4734-8fb4-62abf5020126,Fossil Fired Steam,4001059,04ECD-U6 Unit,_f774c122-12e2-40be-8d20-35486bc9a9b5,ThermalGeneratingUnit
_4764de1f-327d-45ea-ae45-3cf7d0c7fc87,Combined Cycle Logical Unit (NA Flag should be false),4001161,04FEN-PTA Unit,_da4210a9-048d-432d-988c-28fae090e3e0,ThermalGeneratingUnit
_bac1b925-3598-418a-af5e-2697457aa8fe,Gas Turbine (can only burn gas),4001181,04FEN-U1 Unit,_da4210a9-048d-432d-988c-28fae090e3e0,ThermalGeneratingUnit
_07166e58-62da-4c0f-918f-ec2182b88576,Fossil Fired Steam,4001198,04FEN-U2 Unit,_da4210a9-048d-432d-988c-28fae090e3e0,ThermalGeneratingUnit
_6ef04005-d48b-4900-98be-1f8dcb70cd5c,Combined Cycle Logical Unit (NA Flag should be false),4001255,04HLI-PTA Unit,_30ebebc4-c477-4498-b98e-a75e987c9b4b,ThermalGeneratingUnit
_55a6c244-00eb-45f9-ad69-d639e20bd0af,Gas Turbine (can only burn gas),4001275,04HLI-U1 Unit,_30ebebc4-c477-4498-b98e-a75e987c9b4b,ThermalGeneratingUnit
_63a056c7-3fce-438b-9bfb-48199f2e71a9,Fossil Fired Steam,4001292,04HLI-U2 Unit,_30ebebc4-c477-4498-b98e-a75e987c9b4b,ThermalGeneratingUnit
_5a05e786-6a67-440c-8a93-07293e402a7a,Combined Cycle Logical Unit (NA Flag should be false),4001349,04LCG-PQ1 Unit,_3da740e2-d096-4828-b1a2-81de1e0cbc24,ThermalGeneratingUnit
_8d39579f-c562-4214-8acb-178c4526a366,Gas Turbine (can only burn gas),4001369,04LCG-U1 Unit,_3da740e2-d096-4828-b1a2-81de1e0cbc24,ThermalGeneratingUnit
_1056d9c7-7d31-432d-8d6f-09bc6b4797b1,Fossil Fired Steam,4001386,04LCG-U2 Unit,_3da740e2-d096-4828-b1a2-81de1e0cbc24,ThermalGeneratingUnit
_17e5949e-f7bb-4d41-b0c8-900b1199c475,Combined Cycle Logical Unit (NA Flag should be false),4001443,04LCG-PQ2 Unit,_c165230d-649d-4d5b-bb5a-43e17210b83c,ThermalGeneratingUnit
_3752fb34-f96b-4042-b3a1-a47aa97260ea,Gas Turbine (can only burn gas),4001463,04LCG-U3 Unit,_c165230d-649d-4d5b-bb5a-43e17210b83c,ThermalGeneratingUnit
_cbb52bf8-3243-44c9-bbff-6c2d4b154379,Fossil Fired Steam,4001480,04LCG-U4 Unit,_c165230d-649d-4d5b-bb5a-43e17210b83c,ThermalGeneratingUnit
_e164c8ea-685b-4892-9773-8683d4aa1746,Combined Cycle Logical Unit (NA Flag should be false),4001538,04TBT-PTA Unit,_626c416f-f3a8-4ecc-8f96-228aac432fcf,ThermalGeneratingUnit
_150dcf8a-492b-41fa-a7e7-3f9ba4912632,Gas Turbine (can only burn gas),4001555,04TBT-U1 Unit,_626c416f-f3a8-4ecc-8f96-228aac432fcf,ThermalGeneratingUnit
_6c5cf3c0-04fd-4c8e-8002-d3af86b97de1,Gas Turbine (can only burn gas),4001572,04TBT-U2 Unit,_626c416f-f3a8-4ecc-8f96-228aac432fcf,ThermalGeneratingUnit
_1ef01612-d53a-492e-a32f-22998ee6e7be,Fossil Fired Steam,4001589,04TBT-U3 Unit,_626c416f-f3a8-4ecc-8f96-228aac432fcf,ThermalGeneratingUnit
_9d76d8f5-18a2-4f54-97eb-4734e07968ac,Combined Cycle Logical Unit (NA Flag should be false),4001692,04TPD-PTA Unit,_865a665f-084c-4b87-add6-6aefbc255c88,ThermalGeneratingUnit
_757a1969-4f95-4e38-a4f0-5dbbdb93d441,Gas Turbine (can only burn gas),4001709,04TPD-U1 Unit,_865a665f-084c-4b87-add6-6aefbc255c88,ThermalGeneratingUnit
_7bdd4473-46b1-4709-ada3-54eb7ad6fae4,Gas Turbine (can only burn gas),4001726,04TPD-U2 Unit,_865a665f-084c-4b87-add6-6aefbc255c88,ThermalGeneratingUnit
_06ec1965-34f6-444e-a1ed-8cfa640db5a5,Fossil Fired Steam,4001743,04TPD-U3 Unit,_865a665f-084c-4b87-add6-6aefbc255c88,ThermalGeneratingUnit
_79e57dde-d373-4cff-9cd6-4fcbae9a6434,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",21427667,07BCSBCU-U01 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_246fbc78-cb81-4c85-9e87-fc5d7f7287b0,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",21427705,07BCSBCU-U02 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_da232f78-2bf2-441d-af3c-efbe4c49c05f,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",21427740,07BCSBCU-U03 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_feeb91e7-d8ea-4bd5-b62a-6cb5e18b0a60,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",21427775,07BCSBCU-U04 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_555d5154-d43e-4d4e-a883-c90f24f620fb,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",21427810,07BCSBCU-U05 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_59cf1461-1c09-4747-9442-16d52281a4f4,Gas Turbine (can only burn gas),21427845,07BCSBCU-U10 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_7344cbbb-92d3-49a0-91e7-aaa15c325f1f,Gas Turbine (can only burn gas),21655142,07BCSVIO-U01 Unit,_6c6edaaf-1ce4-42ed-8f33-7153fd7137cd,ThermalGeneratingUnit
_fc2732cd-e926-4df1-87db-746221aed30a,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",21768189,07BCSGAO-U01 Unit,_f03bd733-432a-4fe6-ba92-42ad94752a78,ThermalGeneratingUnit
_6c946b4c-477b-48bc-a570-ed1a77f5f302,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",21768223,07BCSGAO-U02 Unit,_f03bd733-432a-4fe6-ba92-42ad94752a78,ThermalGeneratingUnit
_b40d50e9-053e-4ae0-9cc5-d7d1d1257da8,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",21768257,07BCSGAO-U03 Unit,_f03bd733-432a-4fe6-ba92-42ad94752a78,ThermalGeneratingUnit
_e6ed7605-741a-45ee-a7e0-7daf42742038,Fossil Fired Steam,21828669,07BCSPUP-U01 Unit,_0b6c0a0e-f10d-4d26-8e79-0d6716a3a54f,ThermalGeneratingUnit
_0b294836-0251-443b-8561-372308bc8bcb,Fossil Fired Steam,21828707,07BCSPUP-U02 Unit,_0b6c0a0e-f10d-4d26-8e79-0d6716a3a54f,ThermalGeneratingUnit
_8837effd-eb17-4f05-93ed-bedbdaebce5b,Fossil Fired Steam,21828745,07BCSPUP-U03 Unit,_0b6c0a0e-f10d-4d26-8e79-0d6716a3a54f,ThermalGeneratingUnit
_198547ba-3423-474f-9808-8f09df8c7ed3,Gas Turbine (can only burn gas),21828783,07BCSPUP-U04 Unit,_0b6c0a0e-f10d-4d26-8e79-0d6716a3a54f,ThermalGeneratingUnit
_b84104f2-fc88-4743-8466-5e51f487e776,Gas Turbine (can only burn gas),21828821,07BCSPUP-U05 Unit,_0b6c0a0e-f10d-4d26-8e79-0d6716a3a54f,ThermalGeneratingUnit
_993d25fe-0466-4b27-914e-73a5e4b5fe38,Gas Turbine (can only burn gas),21839043,07BCSTCB-U01 Unit,_1e3d08d2-143e-43c3-a3c1-d351800cb9f5,ThermalGeneratingUnit
_b5bdb075-fe95-4186-9487-52c2a9e591ed,Gas Turbine (can only burn gas),21839080,07BCSTCB-U02 Unit,_1e3d08d2-143e-43c3-a3c1-d351800cb9f5,ThermalGeneratingUnit
_41bc5411-b681-4a86-b630-8dd0a6d03945,Gas Turbine (can only burn gas),21839118,07BCSTCB-U03 Unit,_1e3d08d2-143e-43c3-a3c1-d351800cb9f5,ThermalGeneratingUnit
_c1e12a3d-d66f-4142-bc99-0eff68d4e7a8,Gas Turbine (can only burn gas),21839154,07BCSTCB-U07 Unit,_1e3d08d2-143e-43c3-a3c1-d351800cb9f5,ThermalGeneratingUnit
_68cc2308-fe6a-4fad-96d4-c84236281a82,Gas Turbine (can only burn gas),21839187,07BCSTCB-U08 Unit,_1e3d08d2-143e-43c3-a3c1-d351800cb9f5,ThermalGeneratingUnit
_89242632-46dc-468e-92fc-d7f6704aa800,Gas Turbine (can only burn gas),21839220,07BCSTCB-U09 Unit,_1e3d08d2-143e-43c3-a3c1-d351800cb9f5,ThermalGeneratingUnit
_5A2135D2-81AF-4410-83DD-3A4C24C3BEDA,Gas Turbine (can only burn gas),38004810,07BCSPUP-U06 Unit,_0b6c0a0e-f10d-4d26-8e79-0d6716a3a54f,ThermalGeneratingUnit
_926540DC-7772-4E64-8654-357B0245F1C5,Gas Turbine (can only burn gas),38004832,07BCSPUP-U07 Unit,_0b6c0a0e-f10d-4d26-8e79-0d6716a3a54f,ThermalGeneratingUnit
_96F804B6-7724-49B6-B463-AE449ED09520,Gas Turbine (can only burn gas),38005088,07BCSBCU-U06 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_0A204315-4FF2-41BA-BB38-EA5680C0EE6C,Gas Turbine (can only burn gas),38005119,07BCSBCU-U07 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_3C790067-D15B-42A2-B5AA-7510D73C5C5A,Gas Turbine (can only burn gas),38005149,07BCSBCU-U08 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_1932E2F8-E5D5-4F23-8B30-F57221E130FA,Gas Turbine (can only burn gas),38005179,07BCSBCU-U09 Unit,_8dee4301-b423-43f0-ad1c-5e627a7063b1,ThermalGeneratingUnit
_480A2504-841B-4C47-BEED-BD24A7EAACC4,Gas Turbine (can only burn gas),38376910,07BCSTCB-U04 Unit,_1e3d08d2-143e-43c3-a3c1-d351800cb9f5,ThermalGeneratingUnit
_FCFA2668-7D65-4BCA-9A04-6BD84E848ED7,Gas Turbine (can only burn gas),40572328,07   GCV-U03 Unit,_A11E5C1A-12D6-4064-9A57-88BBE293B091,ThermalGeneratingUnit
_1AFB5C1C-360A-4721-A807-02E7ABEE704D,Gas Turbine (can only burn gas),40668237,07   MKR-U01 Unit,_DA4AF8FD-1978-443D-816C-C477DF2B9071,ThermalGeneratingUnit
_23359674-5053-4BB8-B35D-D8435A7E5075,Gas Turbine (can only burn gas),40677207,07   TUG-U01 Unit,_5B7E52B1-00B1-4BD5-8607-5106310A063B,ThermalGeneratingUnit
_7EC4E828-C128-47FB-B9D7-11DDA2B4B6DD,Gas Turbine (can only burn gas),40921478,07   LBM-U02 Unit,_0766f293-f9d6-4e3c-b88a-3c273baf1adc,ThermalGeneratingUnit
_2961F076-E50D-4D6A-9581-BF705E7F5BA7,Gas Turbine (can only burn gas),40934223,07   PCE-U01 Unit,_18E71246-5EA7-462C-B4B3-CDA97A864721,ThermalGeneratingUnit
_B5FE9C0E-3410-4B6B-999B-DE6002514A41,Gas Turbine (can only burn gas),41121517,07   PHE-U01 Unit,_1ED7449E-FCC0-4AB0-A633-F48F9A7F1FDE,ThermalGeneratingUnit
_6B82D16E-1427-407E-8A48-A482FC3F81EA,Gas Turbine (can only burn gas),41475300,07   MCT-U12 Unit,_423CE809-7910-4602-95C3-CA2D5893B413,ThermalGeneratingUnit
_DC43F725-A7FC-42EA-BA8A-BAEDDAEC5849,Gas Turbine (can only burn gas),41475320,07   MCT-U15 Unit,_423CE809-7910-4602-95C3-CA2D5893B413,ThermalGeneratingUnit
_1AE507BA-57FA-41D5-AFE3-1E6225856A72,Gas Turbine (can only burn gas),41498976,07   MCC-U01 Unit,_8354DE5E-0A7A-4878-8E7F-2ABC648E13FA,ThermalGeneratingUnit
_FED310D7-DACF-45F7-9D05-AFF82E888A08,Gas Turbine (can only burn gas),41498996,07   MCC-U14 Unit,_8354DE5E-0A7A-4878-8E7F-2ABC648E13FA,ThermalGeneratingUnit
_52A82F8F-0D1B-4FAF-BDF0-B15029F53CF3,Gas Turbine (can only burn gas),41587035,07   CMJ-U01 Unit,_63C2D32A-0CA8-4D51-B9AB-65AFFBFFD7BF,ThermalGeneratingUnit
_80F16208-F6D9-44D5-8EE9-00037BCFA263,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",43404082,02PZM-U2 Unit,_63c68929-dcb8-45ac-b56b-92a97e2eba5e,ThermalGeneratingUnit
