ID,Path,Name,NAFlag,InternalId,Parent,ObjectType
_baec8252-4148-47d5-8c67-69d1781ccc0a,Network/Companies/SIN/04NOR/04HMOHLE/115/04HMOHLE B1  115   A,04HMOHLE B1  115   A,true,1393640,_041ee76b-d73d-4b45-942f-e0085424be4c,BusbarSection
_86fb3a22-061c-4cfd-b30e-716e6322e2cb,Network/Companies/SIN/04NOR/04HMOHLE/13.8/04HMOHLE BD  13.8  0,04HMOHLE BD  13.8  0,true,1393668,_3f35f2b6-1af1-42af-8ee1-5c63976bae6f,BusbarSection
_820a256b-e14d-4163-b13d-a80c1136008c,Network/Companies/SIN/04NOR/04HMOHLE/13.8/04HMOHLE BD  13.8  1,04HMOHLE BD  13.8  1,true,1393670,_3f35f2b6-1af1-42af-8ee1-5c63976bae6f,BusbarSection
_7f1014b4-d55b-4731-aa29-ad9cb04c140a,Network/Companies/SIN/04NOR/04HMOHLD/115/04HMOHLD B1  115   A,04HMOHLD B1  115   A,true,1393922,_8445a2cd-01c1-45b9-bb08-ea27281450b4,BusbarSection
_476ecfd8-5354-4d42-a6d7-9e7d503ad3ff,Network/Companies/SIN/04NOR/04HMOHLD/13.8/04HMOHLD BD  13.8  0,04HMOHLD BD  13.8  0,true,1393950,_ead5288e-c202-4758-86a6-01915bfd253b,BusbarSection
_a6a27e12-3da4-46ca-9fc8-cecbc49be45d,Network/Companies/SIN/04NOR/04HMOHLD/13.8/04HMOHLD BD  13.8  2,04HMOHLD BD  13.8  2,true,1393952,_ead5288e-c202-4758-86a6-01915bfd253b,BusbarSection
_17a5b111-2d33-4655-9114-b8688c17361b,Network/Companies/SIN/04NOR/04HMOHCE/115/04HMOHCE B1  115   A,04HMOHCE B1  115   A,true,1394200,_6b44665f-4942-48c2-84bc-38d264b301fd,BusbarSection
_6db23ede-247c-4def-9f11-a5290126b2a4,Network/Companies/SIN/04NOR/04HMOHCE/13.8/04HMOHCE BD  13.8  0,04HMOHCE BD  13.8  0,true,1394213,_36526cae-50e5-4d8b-8ab9-93b81042785c,BusbarSection
_3c6ee061-0f33-4788-85f0-3ab589194d7a,Network/Companies/SIN/04NOR/04HMOETO/115/04HMOETO B1  115   A,04HMOETO B1  115   A,true,1394341,_ad8d1ba2-27b0-4117-87b0-447f6ab49195,BusbarSection
_f0dd358b-f308-45b8-b189-77296812b98c,Network/Companies/SIN/04NOR/04HMOETO/34.5/04HMOETO BD  34.5  0,04HMOETO BD  34.5  0,true,1394354,_c16891f5-27cf-46e8-af34-400cc51fed9c,BusbarSection
_38fabd8f-acc8-4a6e-abb0-e23f80bd05f0,Network/Companies/SIN/04NOR/04HMODYN/115/04HMODYN B1  115   A,04HMODYN B1  115   A,true,1394499,_181bec6d-b4c9-4cc9-9fa7-504804fb9431,BusbarSection
_1cd52345-16e0-4de0-be79-5d6a29fb79a5,Network/Companies/SIN/04NOR/04HMODYN/115/04HMODYN BT  115   B,04HMODYN BT  115   B,true,1394501,_181bec6d-b4c9-4cc9-9fa7-504804fb9431,BusbarSection
_13520cbe-180b-4007-95b0-5cda2df4cde8,Network/Companies/SIN/04NOR/04HMODYN/13.8/04HMODYN BD  13.8  0,04HMODYN BD  13.8  0,true,1394554,_947f77fb-67d7-4943-9d3a-2d242ec83dd5,BusbarSection
_a523a476-d1e0-4c44-8e92-43fcab81b64d,Network/Companies/SIN/04NOR/04HMODSE/115/04HMODSE BD  115   0,04HMODSE BD  115   0,true,1395096,_38b5681c-7952-496d-a05e-0bfbde6d3c87,BusbarSection
_9483e3a9-f623-4242-aa1f-7c818c5980dd,Network/Companies/BCA/07BCA/07   APD/13.8/07   APD B1  13.8  A,07   APD B1  13.8  A,true,1395246,_21121e79-f75c-4df3-b481-0f97de557422,BusbarSection
_a50ef127-71d8-4de7-a650-bbcc92c94ff0,Network/Companies/BCA/07BCA/07   APD/13.8/07   APD B2  13.8  B,07   APD B2  13.8  B,true,1395248,_21121e79-f75c-4df3-b481-0f97de557422,BusbarSection
_06b29857-36f1-49ae-88d7-92ae71181265,Network/Companies/BCA/07BCA/07   APD/13.8/07   APD B3  13.8  C,07   APD B3  13.8  C,true,1395250,_21121e79-f75c-4df3-b481-0f97de557422,BusbarSection
_6b48be1d-f21a-4b1b-84ba-b5459c39c8be,Network/Companies/BCA/07BCA/07   APD/13.8/07   APD B4  13.8  D,07   APD B4  13.8  D,true,1395252,_21121e79-f75c-4df3-b481-0f97de557422,BusbarSection
_9e90d1bc-b709-42f0-8f35-038aca34f0c5,Network/Companies/BCA/07BCA/07   APD/230/07   APD B1  230.  A,07   APD B1  230.  A,true,1395439,_ecbd036b-3f9f-47e0-8c8a-e3b3765b7b31,BusbarSection
_7b45dc32-3f24-46de-ab1f-02ad55c43735,Network/Companies/BCA/07BCA/07   APD/230/07   APD B2  230.  B,07   APD B2  230.  B,true,1395441,_ecbd036b-3f9f-47e0-8c8a-e3b3765b7b31,BusbarSection
_2d7a01c0-997b-4684-a8a1-4e49e4e71ec8,Network/Companies/BCA/07BCA/07   BJT/13.8/07   BJT BD  13.8  2,07   BJT BD  13.8  2,true,1396776,_6308a719-0d9e-41f7-bccc-8d5dfad28461,BusbarSection
_e2d797b2-2061-4750-aeb7-8402442d1772,Network/Companies/BCA/07BCA/07   BJT/18/07   BJT BD  18.0  1,07   BJT BD  18.0  1,true,1396795,_32e19435-a63d-4e7a-81e3-c796a8f15d08,BusbarSection
_948a6987-be56-4c6e-90fa-88c4270d6d57,Network/Companies/BCA/07BCA/07   BJT/230/07   BJT B1  230.  A,07   BJT B1  230.  A,true,1396819,_77499877-ab09-4722-8aec-40533b27de41,BusbarSection
_0f804257-21e0-44df-9c07-2a8ede31adff,Network/Companies/BCA/07BCA/07   BJT/230/07   BJT B2  230.  B,07   BJT B2  230.  B,true,1396821,_77499877-ab09-4722-8aec-40533b27de41,BusbarSection
_8d287a37-ab1b-4ee5-b4e1-898654dc5164,Network/Companies/BCA/07BCA/07   BJT/230/07   BJT BD  230.  4,07   BJT BD  230.  4,true,1396823,_77499877-ab09-4722-8aec-40533b27de41,BusbarSection
_71fea693-3092-4bb2-b879-c3ceb0c21cba,Network/Companies/BCA/07BCA/07   CCM/230/07   CCM BD  230.  5,07   CCM BD  230.  5,true,1397111,_92235ed9-1a78-44ea-ae76-ea3364b3c7e9,BusbarSection
_ca210a35-b4cb-49f0-9a0e-b67b91faf547,Network/Companies/BCA/07BCA/07   CCM/230/07   CCM BD  230.  C,07   CCM BD  230.  C,true,1397113,_92235ed9-1a78-44ea-ae76-ea3364b3c7e9,BusbarSection
_9af0ae9d-2b5f-4115-ad0f-cb9170715c12,Network/Companies/BCA/07BCA/07   CCM/16/07   CCM BD  16.0  1,07   CCM BD  16.0  1,true,1397170,_97693894-0f2b-490b-a3c5-a85c0851b288,BusbarSection
_d5e0f9db-18dc-41ab-af50-f1620447cad6,Network/Companies/BCA/07BCA/07   CCM/16/07   CCM BD  16.0  2,07   CCM BD  16.0  2,true,1397172,_97693894-0f2b-490b-a3c5-a85c0851b288,BusbarSection
_9e344406-83b2-4b1c-88e8-21759cd8afcd,Network/Companies/BCA/07BCA/07   CCM/16/07   CCM BD  16.0  3,07   CCM BD  16.0  3,true,1397174,_97693894-0f2b-490b-a3c5-a85c0851b288,BusbarSection
_e04176fd-ddeb-468f-98da-8cbaccc8a2d5,Network/Companies/BCA/07BCA/07   CCM/21/07   CCM BD  21.0  4,07   CCM BD  21.0  4,true,1397192,_e4a5cdf0-df8e-4f6c-97f6-2a4574cb4fb7,BusbarSection
_574f40b4-8f24-4692-b083-8e64e2c7c3c0,Network/Companies/BCA/07BCA/07   CHQ/34.5/07   CHQ B1  34.5  A,07   CHQ B1  34.5  A,true,1397405,_73f44e9d-dd83-4784-b2bc-4523efcaa17e,BusbarSection
_75a849d9-a15c-42e5-949b-6256cb3ab4dd,Network/Companies/BCA/07BCA/07   CHQ/34.5/07   CHQ B2  34.5  B,07   CHQ B2  34.5  B,true,1397407,_73f44e9d-dd83-4784-b2bc-4523efcaa17e,BusbarSection
_ee7250f3-4fdc-41b7-877e-7e5effed9684,Network/Companies/BCA/07BCA/07   CHQ/34.5/07   CHQ B3  34.5  C,07   CHQ B3  34.5  C,true,1397409,_73f44e9d-dd83-4784-b2bc-4523efcaa17e,BusbarSection
_47e23a3a-c06d-4ae2-be4a-d087d8ca93b8,Network/Companies/BCA/07BCA/07   CHQ/34.5/07   CHQ BD  34.5  a_,07   CHQ BD  34.5  a_,true,1397411,_73f44e9d-dd83-4784-b2bc-4523efcaa17e,BusbarSection
_c9b85148-9282-4d0a-95cf-cec9c1bb0655,Network/Companies/BCA/07BCA/07   CHQ/230/07   CHQ B1  230.  A,07   CHQ B1  230.  A,true,1397539,_0e810c7f-11ae-4f94-9bba-7a5eb6e47335,BusbarSection
_beade598-1730-4a5d-992a-159aa2645a9f,Network/Companies/BCA/07BCA/07   CHQ/230/07   CHQ B2  230.  B,07   CHQ B2  230.  B,true,1397541,_0e810c7f-11ae-4f94-9bba-7a5eb6e47335,BusbarSection
_8eb66e1c-f381-4e22-add5-1ffe04a52845,Network/Companies/BCA/07BCA/07   CIP/115/07   CIP B1  115.  A,07   CIP B1  115.  A,true,1398464,_000da7b7-4ad9-4305-81b1-adef6b4d8056,BusbarSection
_05eb1965-1775-45d4-83ac-8710bc9bd803,Network/Companies/BCA/07BCA/07   CIP/115/07   CIP B2  115.  B,07   CIP B2  115.  B,true,1398466,_000da7b7-4ad9-4305-81b1-adef6b4d8056,BusbarSection
_f05ab0d5-4952-4ff8-bb49-93eaaac2c47b,Network/Companies/BCA/07BCA/07   CIP/115/07   CIP BD  115.  d_,07   CIP BD  115.  d_,true,1398468,_000da7b7-4ad9-4305-81b1-adef6b4d8056,BusbarSection
_c7d47307-f7d9-4f72-bcda-4b2ff78fcb9b,Network/Companies/BCA/07BCA/07   CIP/115/07   CIP BD  115.  f_,07   CIP BD  115.  f_,true,1398470,_000da7b7-4ad9-4305-81b1-adef6b4d8056,BusbarSection
_bc984a77-8b7a-47ed-a73c-0b0c81701d0f,Network/Companies/BCA/07BCA/07   CIP/230/07   CIP B1  230.  A,07   CIP B1  230.  A,true,1398546,_48c96100-3019-47fe-917d-ef00776c4c70,BusbarSection
_632b0444-3911-482d-a1bf-e7bfd68661d3,Network/Companies/BCA/07BCA/07   CIP/230/07   CIP B2  230.  B,07   CIP B2  230.  B,true,1398548,_48c96100-3019-47fe-917d-ef00776c4c70,BusbarSection
_072d6333-0bf9-4274-8077-0b5ae329dc2e,Network/Companies/BCA/07BCA/07   CIP/13.8/07   CIP B1  13.8  A,07   CIP B1  13.8  A,true,1398598,_82dcfb72-d5ae-430d-bfa8-edfedd3bbf26,BusbarSection
_0263ae2f-7b62-4a53-89a4-03f4ffeb6db3,Network/Companies/BCA/07BCA/07   CIP/13.8/07   CIP B2  13.8  B,07   CIP B2  13.8  B,true,1398600,_82dcfb72-d5ae-430d-bfa8-edfedd3bbf26,BusbarSection
_dbf56a0f-c831-4fd7-8109-3a80ee6e2420,Network/Companies/BCA/07BCA/07   CIP/13.8/07   CIP BD  13.8  1,07   CIP BD  13.8  1,true,1398602,_82dcfb72-d5ae-430d-bfa8-edfedd3bbf26,BusbarSection
_7130b170-6a30-454b-a4f6-fae669f1dc57,Network/Companies/BCA/07BCA/07   CNT/13.8/07   CNT B1  13.8  A,07   CNT B1  13.8  A,true,1399749,_5bcc1975-cad1-49be-ba60-42238b5d3029,BusbarSection
_a203cbc7-2cf0-4c4d-be1c-fdc0779b293e,Network/Companies/BCA/07BCA/07   CNT/230/07   CNT B1  230.  A,07   CNT B1  230.  A,true,1399808,_028cfdc5-edcc-40f7-aec9-460412a6caa9,BusbarSection
_4be424be-2358-4654-b238-223dd83361ee,Network/Companies/BCA/07BCA/07   CNT/230/07   CNT B2  230.  B,07   CNT B2  230.  B,true,1399810,_028cfdc5-edcc-40f7-aec9-460412a6caa9,BusbarSection
_b9187878-a320-4337-bece-80abda364962,Network/Companies/BCA/07BCA/07   CNZ/13.8/07   CNZ B1  13.8  A,07   CNZ B1  13.8  A,true,1400410,_7484a886-0621-40a1-943a-4dfb50343d7d,BusbarSection
_fdd87262-af81-495a-85e5-47bb8f783059,Network/Companies/BCA/07BCA/07   CNZ/161/07   CNZ B1  161.  A,07   CNZ B1  161.  A,true,1400477,_0e995e8e-caa8-4d50-90bd-b1ed85d9103f,BusbarSection
_b1bb6ac7-49ee-4f15-ab54-31d1c4970b6a,Network/Companies/BCA/07BCA/07   CNZ/161/07   CNZ B2  161.  B,07   CNZ B2  161.  B,true,1400479,_0e995e8e-caa8-4d50-90bd-b1ed85d9103f,BusbarSection
_3b534223-b1b8-49e3-b3fa-d2e24f6ea82b,Network/Companies/BCA/07BCA/07   CPC/161/07   CPC B1  161.  A,07   CPC B1  161.  A,true,1401183,_b589677d-bb01-4620-a6d3-27f600e22eb1,BusbarSection
_595378b1-412d-4778-a144-7203a4ed43a8,Network/Companies/BCA/07BCA/07   CPC/161/07   CPC B2  161.  B,07   CPC B2  161.  B,true,1401185,_b589677d-bb01-4620-a6d3-27f600e22eb1,BusbarSection
_17c962d6-ac95-45d7-b227-8bdffa12a86f,Network/Companies/BCA/07BCA/07   CPC/13.8/07   CPC BD  13.8  0,07   CPC BD  13.8  0,true,1401254,_188dc461-b907-471e-9cc7-bd51b386b625,BusbarSection
_d20acd7d-34a6-433c-9fcd-8cc61218ec06,Network/Companies/BCA/07BCA/07   CPC/13.8/07   CPC BD  13.8  1,07   CPC BD  13.8  1,true,1401256,_188dc461-b907-471e-9cc7-bd51b386b625,BusbarSection
_9a4d1463-013a-4efc-9abc-28b3f469ef27,Network/Companies/BCA/07BCA/07   CPC/13.8/07   CPC BD  13.8  2,07   CPC BD  13.8  2,true,1401258,_188dc461-b907-471e-9cc7-bd51b386b625,BusbarSection
_f106c303-d879-4351-bdd1-3cef08af7bf1,Network/Companies/BCA/07BCA/07   CPC/13.8/07   CPC BD  13.8  3,07   CPC BD  13.8  3,true,1401260,_188dc461-b907-471e-9cc7-bd51b386b625,BusbarSection
_3b715b97-947d-436d-ac1e-585e27eeb8bf,Network/Companies/BCA/07BCA/07   CPD/230/07   CPD B1  230.  A,07   CPD B1  230.  A,true,1401466,_7a54859e-aaba-4a8a-8511-8035c42199f7,BusbarSection
_75a07b43-a20b-4afe-98af-2003c326ae8f,Network/Companies/BCA/07BCA/07   CPD/230/07   CPD B2  230.  B,07   CPD B2  230.  B,true,1401468,_7a54859e-aaba-4a8a-8511-8035c42199f7,BusbarSection
_05b1cc50-610a-46bd-9302-1ddb1db215c4,Network/Companies/BCA/07BCA/07   CPD/13.8/07   CPD BD  13.8  6,07   CPD BD  13.8  6,true,1401528,_7ea85a12-184a-4f8f-8fba-f60a12437e03,BusbarSection
_5cf47a03-df0b-496c-98b8-e1dbaee7dd48,Network/Companies/BCA/07BCA/07   CPD/13.8/07   CPD BD  13.8  7,07   CPD BD  13.8  7,true,1401530,_7ea85a12-184a-4f8f-8fba-f60a12437e03,BusbarSection
_3d7ff05c-1926-4b0a-9233-38a7d60ece83,Network/Companies/BCA/07BCA/07   CPT/230/07   CPT B1  230.  A,07   CPT B1  230.  A,true,1401699,_ca8c6be3-78b5-4f88-bef1-037526a90409,BusbarSection
_1616b28f-5263-492c-b467-ea19d9266d26,Network/Companies/BCA/07BCA/07   CPT/230/07   CPT B2  230.  B,07   CPT B2  230.  B,true,1401701,_ca8c6be3-78b5-4f88-bef1-037526a90409,BusbarSection
_e6148b6e-9e80-48c3-b18a-d0766869dcd8,Network/Companies/BCA/07BCA/07   CPT/13.8/07   CPT BD  13.8  8,07   CPT BD  13.8  8,true,1401753,_ccae2be0-0a62-44d3-ac69-4ef60e0ee72f,BusbarSection
_49f4d79d-d3dd-47cd-a31a-09eca0a2b28f,Network/Companies/BCA/07BCA/07   CPT/13.8/07   CPT BD  13.8  9,07   CPT BD  13.8  9,true,1401755,_ccae2be0-0a62-44d3-ac69-4ef60e0ee72f,BusbarSection
_183bc853-c62a-4386-a6e6-9bcd343e0d75,Network/Companies/BCA/07BCA/07   CPU/161/07   CPU B1  161.  A,07   CPU B1  161.  A,true,1401929,_b590d055-0aca-4cad-ac23-1bca316432db,BusbarSection
_6a2cedca-8c94-4325-a717-60af4e825eb3,Network/Companies/BCA/07BCA/07   CPU/161/07   CPU B2  161.  B,07   CPU B2  161.  B,true,1401931,_b590d055-0aca-4cad-ac23-1bca316432db,BusbarSection
_74c95410-6bbb-4ef0-8f25-33a0cc03179b,Network/Companies/BCA/07BCA/07   CPU/13.8/07   CPU BD  13.8  5,07   CPU BD  13.8  5,true,1402026,_72163917-ebc3-4941-86e8-f93a99db13f4,BusbarSection
_cc6150b2-7272-45a2-b391-600ed9509432,Network/Companies/BCA/07BCA/07   CRO/34.5/07   CRO B1  34.5  A,07   CRO B1  34.5  A,true,1402195,_86c4fd18-4a24-40d9-92c3-b5dfedbdc5d9,BusbarSection
_cefa0f61-8205-4bc7-a15d-cf052e8f91cc,Network/Companies/BCA/07BCA/07   CRO/34.5/07   CRO B2  34.5  B,07   CRO B2  34.5  B,true,1402197,_86c4fd18-4a24-40d9-92c3-b5dfedbdc5d9,BusbarSection
_98c28ae7-8d8f-423f-9f01-cd08d8d21569,Network/Companies/BCA/07BCA/07   CRO/34.5/07   CRO B3  34.5  C,07   CRO B3  34.5  C,true,1402199,_86c4fd18-4a24-40d9-92c3-b5dfedbdc5d9,BusbarSection
_18eea40a-e81c-43a8-adb1-3f345cd49fa1,Network/Companies/BCA/07BCA/07   CRO/13.8/07   CRO B1  13.8  A,07   CRO B1  13.8  A,true,1402303,_3cafaa9e-440d-4983-ad2c-7c1dde2bf1a5,BusbarSection
_f7097d82-76c5-4498-92c5-0c48dbd86a67,Network/Companies/BCA/07BCA/07   CRO/13.8/07   CRO B2  13.8  B,07   CRO B2  13.8  B,true,1402305,_3cafaa9e-440d-4983-ad2c-7c1dde2bf1a5,BusbarSection
_908fd118-a7dd-44ab-aea0-0b3560875217,Network/Companies/BCA/07BCA/07   CRO/13.8/07   CRO B3  13.8  C,07   CRO B3  13.8  C,true,1402307,_3cafaa9e-440d-4983-ad2c-7c1dde2bf1a5,BusbarSection
_73a8c56c-888d-4027-9221-3a529195ef7b,Network/Companies/BCA/07BCA/07   CRO/161/07   CRO B1  161.  A,07   CRO B1  161.  A,true,1402456,_21628503-89dc-4f6f-a599-45cbc022a161,BusbarSection
_50dcf0f8-d11a-4b3c-8c40-9f487ad4f3cc,Network/Companies/BCA/07BCA/07   CRO/161/07   CRO B2  161.  B,07   CRO B2  161.  B,true,1402458,_21628503-89dc-4f6f-a599-45cbc022a161,BusbarSection
_793783c6-6977-4ca5-8ab5-8f718447f2bc,Network/Companies/BCA/07BCA/07   CRO/161/07   CRO BD  161.  G,07   CRO BD  161.  G,true,1402460,_21628503-89dc-4f6f-a599-45cbc022a161,BusbarSection
_f6c5fe31-70f3-4899-a73c-eb6cf4ba437d,Network/Companies/BCA/07BCA/07   CRO/230/07   CRO B1  230.  A,07   CRO B1  230.  A,true,1402525,_b669ced0-ef95-40c0-a253-1b65f3d57c0c,BusbarSection
_445e6d5a-0daa-4230-acdf-89c954fc9b1e,Network/Companies/BCA/07BCA/07   CRO/230/07   CRO B2  230.  B,07   CRO B2  230.  B,true,1402527,_b669ced0-ef95-40c0-a253-1b65f3d57c0c,BusbarSection
_a5331dd1-cea2-4181-a185-701a0806b8e3,Network/Companies/BCA/07BCA/07   CSC/230/07   CSC B1  230.  A,07   CSC B1  230.  A,true,1404441,_6521aee1-91a6-49c1-a0b9-0b5a1bdf3248,BusbarSection
_0639f118-8adb-4bed-b693-086c00696a91,Network/Companies/BCA/07BCA/07   CTY/13.8/07   CTY B1  13.8  A,07   CTY B1  13.8  A,true,1404596,_4ff19f82-c520-49a9-aa4f-43138c0dc8ee,BusbarSection
_ac021101-625e-49ba-8039-6c0c845e1bdf,Network/Companies/BCA/07BCA/07   CTY/13.8/07   CTY B2  13.8  B,07   CTY B2  13.8  B,true,1404598,_4ff19f82-c520-49a9-aa4f-43138c0dc8ee,BusbarSection
_addc1bfa-43b0-49ca-b92c-830f63fe51a7,Network/Companies/BCA/07BCA/07   CTY/13.8/07   CTY B3  13.8  C,07   CTY B3  13.8  C,true,1404600,_4ff19f82-c520-49a9-aa4f-43138c0dc8ee,BusbarSection
_a883fe56-1356-424c-864d-1b8720549c07,Network/Companies/BCA/07BCA/07   CTY/13.8/07   CTY B4  13.8  D,07   CTY B4  13.8  D,true,1404602,_4ff19f82-c520-49a9-aa4f-43138c0dc8ee,BusbarSection
_206d86e4-0f2a-4f84-9fb2-522ea679f6b6,Network/Companies/BCA/07BCA/07   CTY/34.5/07   CTY B1  34.5  A,07   CTY B1  34.5  A,true,1404772,_4c121eaa-b7cc-40cd-9e7b-2f3368b0925b,BusbarSection
_8fbedeba-b4ac-4969-8fe7-c9ea3784736a,Network/Companies/BCA/07BCA/07   CTY/34.5/07   CTY B2  34.5  B,07   CTY B2  34.5  B,true,1404774,_4c121eaa-b7cc-40cd-9e7b-2f3368b0925b,BusbarSection
_5e34604c-62c5-49d4-be1c-81ea92085838,Network/Companies/BCA/07BCA/07   CTY/161/07   CTY B1  161.  A,07   CTY B1  161.  A,true,1404830,_2c8ea2ce-1984-4b68-9a42-79b9c7a21fe0,BusbarSection
_c2aed30b-9b36-4415-9a3d-23f6dc37d724,Network/Companies/BCA/07BCA/07   CTY/161/07   CTY B2  161.  B,07   CTY B2  161.  B,true,1404832,_2c8ea2ce-1984-4b68-9a42-79b9c7a21fe0,BusbarSection
_3b2177be-21f8-4ee7-aa44-6a49e14e6dd1,Network/Companies/BCA/07BCA/07   CTY/161/07   CTY BD  161.  D,07   CTY BD  161.  D,true,1404834,_2c8ea2ce-1984-4b68-9a42-79b9c7a21fe0,BusbarSection
_584f74f5-75cb-4073-b89c-7d6ec0ba3c53,Network/Companies/BCA/07BCA/07   CTY/230/07   CTY B1  230.  A,07   CTY B1  230.  A,true,1404896,_86ee85de-f6e9-41bd-9e18-13b9179e2a5d,BusbarSection
_c237eb0d-33a8-4407-a2fd-584994e4cc20,Network/Companies/BCA/07BCA/07   CTY/230/07   CTY B2  230.  B,07   CTY B2  230.  B,true,1404898,_86ee85de-f6e9-41bd-9e18-13b9179e2a5d,BusbarSection
_9ebe9e77-ab18-46be-87f8-de094e485a88,Network/Companies/BCA/07BCA/07   EPC/115/07   EPC B1  115.  C,07   EPC B1  115.  C,true,1406489,_96e05610-e57d-4362-ae03-20574676e362,BusbarSection
_96c8904f-f932-44d1-934e-947f3b07651d,Network/Companies/BCA/07BCA/07   EPC/115/07   EPC BD  115.  A,07   EPC BD  115.  A,true,1406491,_96e05610-e57d-4362-ae03-20574676e362,BusbarSection
_ff20145d-3f5c-418a-82a5-edf1dc598982,Network/Companies/BCA/07BCA/07   ESH/230/07   ESH B1  230.  A,07   ESH B1  230.  A,true,1406612,_c8dd7159-9ea9-4a90-8a3d-eaa4e9669c13,BusbarSection
_2820742f-44a5-49c3-a0ac-ae510c05bf1a,Network/Companies/BCA/07BCA/07   ESH/230/07   ESH BD  230.  B,07   ESH BD  230.  B,true,1406614,_c8dd7159-9ea9-4a90-8a3d-eaa4e9669c13,BusbarSection
_c91ef8de-982a-4032-bda9-575b007ed0d2,Network/Companies/BCA/07BCA/07   FEV/161/07   FEV B1  161.  A,07   FEV B1  161.  A,true,1406748,_8fcbf8ce-1e7e-4ee4-88f5-704ab1fe4f35,BusbarSection
_96b78331-b0b8-4390-b6d1-bfdda35fa39e,Network/Companies/BCA/07BCA/07   FMX/13.8/07   FMX B1  13.8  A,07   FMX B1  13.8  A,true,1406871,_8553b65a-cf3d-4b4e-b9a6-b97470e52b1c,BusbarSection
_5271e8f9-b325-45f9-b0f5-1a6a8a73832c,Network/Companies/BCA/07BCA/07   FMX/13.8/07   FMX B2  13.8  B,07   FMX B2  13.8  B,true,1406873,_8553b65a-cf3d-4b4e-b9a6-b97470e52b1c,BusbarSection
_30643396-058b-4b3c-aa76-e89c8b78183b,Network/Companies/BCA/07BCA/07   GFM/13.8/07   GFM B1  13.8  A,07   GFM B1  13.8  A,true,1406875,_5A0BEE4B-3AD3-4012-9DA8-2D1ADC2C8325,BusbarSection
_66fb0566-611c-4b72-84b2-4978bbdfcdec,Network/Companies/BCA/07BCA/07   GFM/13.8/07   GFM BD  13.8  1,07   GFM BD  13.8  1,true,1406877,_5A0BEE4B-3AD3-4012-9DA8-2D1ADC2C8325,BusbarSection
_07010d24-7b3e-4826-9cc3-3862b47fe28b,Network/Companies/BCA/07BCA/07   GFM/13.8/07   GFM BD  13.8  2,07   GFM BD  13.8  2,true,1406879,_5A0BEE4B-3AD3-4012-9DA8-2D1ADC2C8325,BusbarSection
_87311345-967f-4e87-a9d1-5070bb31d56c,Network/Companies/BCA/07BCA/07   GOR/13.8/07   GOR B1  13.8  A,07   GOR B1  13.8  A,true,1407411,_a63fc6a5-176f-4731-a6f6-067ad28264a2,BusbarSection
_906838c3-3106-4156-88d3-db65b77b1811,Network/Companies/BCA/07BCA/07   GOR/13.8/07   GOR B2  13.8  B,07   GOR B2  13.8  B,true,1407413,_a63fc6a5-176f-4731-a6f6-067ad28264a2,BusbarSection
_d69e7f98-8843-4b26-807f-40af8f7c55a5,Network/Companies/BCA/07BCA/07   GOR/34.5/07   GOR B1  34.5  A,07   GOR B1  34.5  A,true,1407501,_8558ef10-5e67-4dc6-abad-5567c8c67cc3,BusbarSection
_49aa00a6-b71a-42eb-b294-8428373316af,Network/Companies/BCA/07BCA/07   GOR/34.5/07   GOR B2  34.5  B,07   GOR B2  34.5  B,true,1407503,_8558ef10-5e67-4dc6-abad-5567c8c67cc3,BusbarSection
_21bcbf76-1c95-443c-9f5a-7f0024c23020,Network/Companies/BCA/07BCA/07   GOR/161/07   GOR B1  161.  A,07   GOR B1  161.  A,true,1407573,_b0f7503a-a9e9-49c6-acec-65a445747573,BusbarSection
_4eec72ec-2404-4714-a116-099dd218f7d9,Network/Companies/BCA/07BCA/07   GOR/161/07   GOR B2  161.  B,07   GOR B2  161.  B,true,1407575,_b0f7503a-a9e9-49c6-acec-65a445747573,BusbarSection
_08b92b67-d44e-472e-8c24-0a3127eaadf7,Network/Companies/BCA/07BCA/07   HGO/13.8/07   HGO B1  13.8  A,07   HGO B1  13.8  A,true,1408872,_97ed2317-f365-4dcd-8be6-beff32a6781f,BusbarSection
_22f96094-a8a3-4c55-adc8-96ea5fb482e0,Network/Companies/BCA/07BCA/07   HGO/13.8/07   HGO B2  13.8  B,07   HGO B2  13.8  B,true,1408874,_97ed2317-f365-4dcd-8be6-beff32a6781f,BusbarSection
_723849c6-aa81-4fa7-9caa-d465957328ff,Network/Companies/BCA/07BCA/07   HGO/161/07   HGO B1  161.  A,07   HGO B1  161.  A,true,1408988,_b8159bf8-de4c-4fb5-be73-64cf5cd2fb12,BusbarSection
_41521a32-cd40-4808-8bc3-5a5175368aef,Network/Companies/BCA/07BCA/07   HGO/161/07   HGO B2  161.  B,07   HGO B2  161.  B,true,1408990,_b8159bf8-de4c-4fb5-be73-64cf5cd2fb12,BusbarSection
_593681ff-a4a4-4706-a9b5-24d55ace2e54,Network/Companies/BCA/07BCA/07   HRA/230/07   HRA B1  230.  A,07   HRA B1  230.  A,true,1409900,_437b24ec-8973-4b61-ab14-2e240d2a2e12,BusbarSection
_d9f186f1-11c9-4180-b531-d0ce3b99a06f,Network/Companies/BCA/07BCA/07   HRA/230/07   HRA B2  230.  B,07   HRA B2  230.  B,true,1409902,_437b24ec-8973-4b61-ab14-2e240d2a2e12,BusbarSection
