"BusbarSection:
ID","BusbarSection:
Name","BusbarSection:
ctcpRegion","BusbarSection:
NAFlag","BusbarSection:
InternalId","BusbarSection:
Parent","BusbarSection:
ObjectType","MarketLoadZone:
Path","MarketLoadZone:
InternalId","MarketLoadZone:
Name","BusbarSection:
BusbarSectionAssignedToMarketLoadZone:
MarketLoadZone:
ID","MarketLoadZone:
Parent","MarketLoadZone:
ObjectType"
_c77b696e-fa22-4eb1-842a-4b27844cac72,07   ROA B1  230.  A,23,true,1430177,_06bc04e0-cbae-4dc6-acbb-4ce3e76dcaa5,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_5cdcc41d-a3d6-4a33-804e-8022a7da46a8,07   ROA B2  230.  B,23,true,1430179,_06bc04e0-cbae-4dc6-acbb-4ce3e76dcaa5,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_a7471201-b391-4799-bdc2-cdd04d85217b,04CULMRN B1  115   A,25,true,1430332,_be1ace18-dade-4089-ab0b-aaab823c2ba5,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_5a56b25d-1034-4e19-881c-743757068ec6,04CULMRN BD  13.8  1,25,true,1430364,_dc977ed5-fad4-4298-9b71-a29496b0ab15,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_e4da6fa5-c681-4263-a3e1-6c62726a1873,07   RUB B1  13.8  A,23,true,1430512,_e478ba93-7e04-4384-b627-8d032dc39cca,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_e08654ac-2efa-4d48-9f37-a21a44bd57a3,07   RUB B2  13.8  B,23,true,1430514,_e478ba93-7e04-4384-b627-8d032dc39cca,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_28019d15-e5ad-4bbf-96e4-be4094d7bf6a,07   RUB BD  13.8  C,23,true,1430516,_e478ba93-7e04-4384-b627-8d032dc39cca,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_9da58a63-bec6-4313-9a1d-5b9305cd24e0,07   RUB BD  13.8  D,23,true,1430518,_e478ba93-7e04-4384-b627-8d032dc39cca,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_449fc7d6-6a84-4eb4-90f3-4f798ef11051,07   RUB B1  230.  A,23,true,1430618,_ed0df14c-e813-4839-8454-a3979f44bbb3,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_51019fb5-29dc-4040-a248-2ffd7cedbc5c,07   RUB B2  230.  B,23,true,1430620,_ed0df14c-e813-4839-8454-a3979f44bbb3,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_6cc5f972-c8ac-4bfd-9656-3e5ccdbf7c7a,07   RUB B1  69.0  A,23,true,1430682,_cbacff73-41a5-45b6-bbc2-ba3a073faff0,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_aaea286f-8fef-451f-94a0-5ec9e2b811e7,07   RUB B2  69.0  B,23,true,1430684,_cbacff73-41a5-45b6-bbc2-ba3a073faff0,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_b187c844-4687-495e-bfff-c76336529e04,07   RUB BD  69.0  J,23,true,1430686,_cbacff73-41a5-45b6-bbc2-ba3a073faff0,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_cc7541f8-87a3-48cf-94ee-21364bfbf668,04CULMAE B1  115   A,25,true,1431890,_e408e269-3485-4f46-90c2-0a7fdfeee86d,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_7b071f2c-6986-4079-8965-300a3015a04d,04CULMAE BD  13.8  0,25,true,1431903,_4e236811-4998-4e78-b8bf-a4624cc14800,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_423e7760-2414-41fa-bec0-cb60b2ca25c6,04CULMAC B1  115   A,25,true,1432032,_a5fd3ea5-d4e6-4a90-be1b-93ca73a5b68f,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_3c6d7465-e077-44a9-ab07-e3e3e7d87c27,04CULMAC BD  13.8  0,25,true,1432049,_a7717e13-a773-4933-af4e-f9b27797d8fc,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_f20ec536-0ea3-49ab-a7c9-5dcbb6f02e1b,04CULMAC BD  13.8  1,25,true,1432051,_a7717e13-a773-4933-af4e-f9b27797d8fc,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_a946bed2-be38-423f-87ff-391640a0daab,07   RUM B1  69.0  A,23,true,1432300,_c832582c-d7b3-47d6-aba7-cdfdad511713,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_7296495a-1a49-449e-ad4e-ddfab6ee4bbe,07   RUM B2  69.0  B,23,true,1432302,_c832582c-d7b3-47d6-aba7-cdfdad511713,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_74d6277a-61ef-4e60-82ca-66d8d8892346,07   RUM BD  69.0  g_,23,true,1432304,_c832582c-d7b3-47d6-aba7-cdfdad511713,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_3680cfbf-d0db-403f-816c-a1544db60aff,07   RUM B1  230.  A,23,true,1432379,_0aa5ad5f-a89e-4bca-907f-5e5434818652,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_3ab080f9-06ea-4940-84ab-9afc34b047f1,07   RUM B2  230.  B,23,true,1432381,_0aa5ad5f-a89e-4bca-907f-5e5434818652,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_ea2c0644-72f4-4cd4-956e-fb466e452d97,04CULLVS B1  115   A,30,true,1432883,_47d98a13-c836-4b66-8570-77b858f21b2b,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_9b8afd0a-ca25-4227-ae09-83d64c71288e,04CULLVS BD  34.5  0,30,true,1432896,_849888bd-b3da-46b2-9d51-c96f800611ad,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_bc392438-ac1d-40d2-9698-4183dcbe854a,04CULJSP B1  115   A,30,true,1433024,_69e4770b-d9d0-415f-b101-44662649fb07,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_03ef0f15-3c7b-4f6a-9802-c113b01d2d8c,07   RUS B1  34.5  A,23,true,1433161,_62610f2f-90f9-456c-bf23-8b13a9256e58,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_a6e49e73-1c67-49b6-a861-e6b45fc91e22,07   RUS BD  69.0  B,23,true,1433179,_5939df5a-dadd-411d-88b3-d3004151c335,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_109f1fe1-88c4-49ed-87ad-3f0bd8ecea27,04CULISM BD  115   3,30,true,1433319,_0cbcf231-be60-4c81-9755-860e41aca0ae,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d583a5e7-a89d-4f7b-88ad-9d4fcc539b3b,04CULHVF B1  115   A,30,true,1433600,_83774065-a444-4be2-a513-638a66404629,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_e741d980-7440-41d6-bc88-0cf423200c0f,04CULHVF BD  13.8  0,30,true,1433615,_2da0bbf0-81a7-4fdd-bd03-c2871c7a6f3e,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_21ed3cce-fcf3-4dd8-b08c-a744447e7ad3,07   RZD B1  34.5  A,23,true,1433747,_f7e31cf5-d4c3-4ea1-90f8-5fd0367763ef,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_9ea6264f-152e-44d6-9e11-0d0c71483b1d,07   RZD B2  34.5  B,23,true,1433749,_f7e31cf5-d4c3-4ea1-90f8-5fd0367763ef,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d9bde5a6-96d8-4700-8cf8-a11019d38c74,07   RZD B3  34.5  C,23,true,1433751,_f7e31cf5-d4c3-4ea1-90f8-5fd0367763ef,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_950b69ce-1955-47f7-879e-0d6074ef8cf1,07   RZD B4  34.5  D,23,true,1433753,_f7e31cf5-d4c3-4ea1-90f8-5fd0367763ef,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_a97e19fc-8c13-4bca-bc1c-27033ae73b13,07   RZD BD  34.5  k_,23,true,1433755,_f7e31cf5-d4c3-4ea1-90f8-5fd0367763ef,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_a402e7bd-1943-473b-aaee-ec45087fa4b8,07   RZD BD  34.5  m_,23,true,1433757,_f7e31cf5-d4c3-4ea1-90f8-5fd0367763ef,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_6d59aede-984d-47e6-a140-f44bb51d2fe3,07   RZD B1  161.  A,23,true,1433896,_4fdb3260-0db8-41b5-8611-06d9c10477da,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_6d61fa68-ad2a-4de9-9f41-380a8e99214a,07   RZD B2  161.  B,23,true,1433898,_4fdb3260-0db8-41b5-8611-06d9c10477da,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_aeaafa01-a34a-4936-a8e3-b75e89700be0,04CULGSV B1  115   A,30,true,1434963,_325bddfd-91bb-4de1-9ad8-2baf51717139,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_381cb4de-99ad-4cf4-a3ec-d9f37684ac28,04CULGSV BD  13.8  0,30,true,1434997,_83c64cf6-dc59-435a-bb31-31a40659c3c2,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_0e91053a-f1ef-4188-a31d-f269b64ca688,04CULGSV BD  13.8  1,30,true,1434999,_83c64cf6-dc59-435a-bb31-31a40659c3c2,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_6c90a8ab-80c5-43e4-a46d-cc0dc6264758,04CULGSV BD  34.5  0,30,true,1435014,_60890e84-b29e-4da8-9c2e-5c3e47e47dcf,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d15b0cc9-373e-47df-8c4f-3bc32fdf0038,04CULGSV BD  34.5  1,30,true,1435016,_60890e84-b29e-4da8-9c2e-5c3e47e47dcf,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d16bec67-3f2a-41d4-aca0-372730fe1efa,07   SED BD  69.0  A,23,true,1435484,_9f554a89-b55a-46a0-afff-e74851e9512b,BusbarSection,MMS/TIJUANA,38174499,TIJUANA,_bbd923e6-b1ff-4cf4-8df9-e2f2c9209cee,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_35888eaf-b2a7-47b5-94c5-2230a97bf968,04CULGML B1  115   A,30,true,1435603,_0f0e826a-744c-471c-842c-657edbb43c1f,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_5bdab75e-f2b9-4bee-8b0f-24f9ab51c387,04CULGML BD  13.8  0,30,true,1435625,_41ff41f8-6e8d-4d41-8eff-5665fd848222,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_3f31b3df-3b3c-4b0c-9af1-2ede64e15cd7,04CULGML BD  34.5  0,30,true,1435634,_46c0ad8b-a54a-4ad6-9a09-ffe8b06887c6,BusbarSection,MMS/GUASAVE,38174573,GUASAVE,_a97e7fe0-2b8c-4c3c-875d-a6895913db13,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_e8b6b2bc-87e3-4d95-a5b1-44fadc22e2e8,07   SFC BD  13.8  1,23,true,1435874,_6375bacd-b67c-4175-ae96-1c090542f46c,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_c027e9a3-e87c-453f-8636-a4e84b13cd7f,07   SFC B1  34.5  A,23,true,1435892,_fc90c82d-cc5c-426e-92f0-7a135367b75a,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_b5ba9a34-4c67-47e8-afcd-c0befab5c087,04CULEPA BD  115   0,25,true,1436595,_dab4eabb-e460-499f-a146-d6049cda08e0,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_6c415bf2-1cba-473b-afd1-eada3c4af757,07   SIS B1  13.8  A,23,true,1436734,_8fe134dc-6388-4ab6-908d-8475105ddf08,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_dcd3773c-8a5a-42cf-9295-ebd3d11c4463,07   SIS B2  13.8  B,23,true,1436736,_8fe134dc-6388-4ab6-908d-8475105ddf08,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_b9c7a06a-3d5f-4c4d-a6be-579010671b66,07   SIS B1  161.  A,23,true,1436818,_b6aaf63e-f67c-4fbb-a19e-4506523ba834,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_1589fe1e-29d4-44ec-92b3-6c200ee85ace,07   SIS B2  161.  B,23,true,1436820,_b6aaf63e-f67c-4fbb-a19e-4506523ba834,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_8224ddbb-478e-4da9-b931-16a3983dce22,07   SIS BD  161.  f_,23,true,1436822,_b6aaf63e-f67c-4fbb-a19e-4506523ba834,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_444bb543-e669-405c-8f5a-59e34d74fd1a,07   SIS B1  230.  A,23,true,1436932,_be333211-b6b7-4ada-b2c7-57f9cdf782c9,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_556d9766-1fbd-40e7-8922-6f9785aab04f,07   SIS B2  230.  B,23,true,1436934,_be333211-b6b7-4ada-b2c7-57f9cdf782c9,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_5309f9ae-ba1e-47c7-b64b-359ff6ba0e17,04CULEDR BD  34.5  0,30,true,1437642,_ba001860-8a27-4779-9806-3ee7af2efb75,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_b0085e1a-5858-4e44-874a-d608e1a051e2,04CULDMA B1  115   A,25,true,1437767,_8427fbfe-f651-4b5f-90fb-6dade86f2aa7,BusbarSection,MMS/MAZATLAN,38174575,MAZATLAN,_12e72856-a4b1-42da-abe0-964f1306882a,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_83747787-5c06-42a0-8b72-e2f02390c83c,07   SKW B1  161.  A,23,true,1437909,_8f016747-6302-4eaf-9e3c-33329cb045dc,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_f7a43d5a-aaa9-4b64-a633-29978c2c65e2,04CULCUU B1  115   A,30,true,1438043,_80acd1de-f030-4b94-a08f-b4b1519d2bc5,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_083b9249-3af7-438c-a843-0c5c781e6b1e,04CULCUU BD  13.8  0,30,true,1438073,_30a3720c-63e7-42df-be5a-421591d96862,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_35cbfe57-92b8-4b66-8680-640825102e1b,04CULCUU BD  13.8  1,30,true,1438075,_30a3720c-63e7-42df-be5a-421591d96862,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_203f5d09-231c-46b7-beb9-5f2ac125ce00,04CULCUU BD  13.8  i_,30,true,1438077,_30a3720c-63e7-42df-be5a-421591d96862,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_a67a5310-7f51-4610-a886-6d8cfb598a38,04CULCUU BD  34.5  0,30,true,1438093,_f2dd2842-375c-487d-ba23-33d4ee1aeae3,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_33da1d36-dd58-4053-9203-9a10f8543a94,07   SMA B1  115.  A,23,true,1438463,_a2e1a703-038a-46f7-adfa-39e76f5c1461,BusbarSection,MMS/ENSENADA,38174501,ENSENADA,_cfbca319-1201-4231-9a56-447ca25ef523,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_8429c29e-d9bf-423b-8c1d-91bbfa7c150d,07   SMA B2  115.  B,23,true,1438465,_a2e1a703-038a-46f7-adfa-39e76f5c1461,BusbarSection,MMS/ENSENADA,38174501,ENSENADA,_cfbca319-1201-4231-9a56-447ca25ef523,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_e4f20a26-aa28-4ecf-b606-af47474eace1,04CULCUS B1  115   A,30,true,1438505,_d773d846-263d-477b-9d12-0bd761ad49ce,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_13aa99ee-1027-4c69-be0b-8de77f9f8d9c,04CULCUS BT  115   B,30,true,1438507,_d773d846-263d-477b-9d12-0bd761ad49ce,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_444ca907-3880-4fd6-b096-b25f86f8e9e6,04CULCUS BD  13.8  0,30,true,1438527,_4c2314e5-4246-41ce-9084-55d3ed559696,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_b0aad870-9a65-44b2-9773-0a9f1a3abd8f,07   SRY B1  13.8  A,23,true,1438778,_6efc0386-38b3-40b1-a9d2-1fbc9bdb5951,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_808f3250-1c24-4607-b5ce-bcc04ae7f37f,07   SRY B2  13.8  B,23,true,1438780,_6efc0386-38b3-40b1-a9d2-1fbc9bdb5951,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_86f8d904-0019-4c9c-948f-c9587ae61709,07   SRY B1  230.  A,23,true,1438868,_ffe50ce3-1c2a-466b-a888-1873daaed5b2,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_f6bbc8bb-1dc6-4640-a59b-afea77d980b2,07   SRY B2  230.  B,23,true,1438870,_ffe50ce3-1c2a-466b-a888-1873daaed5b2,BusbarSection,MMS/SAN LUIS,38174502,SAN LUIS,_a5e78238-d0cb-4b4b-8e10-d73fd250bdbf,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_838b37f8-41e1-4df0-9543-86cc25832e19,04CULCUO B1  115   A,30,true,1439576,_02ea9650-1755-4ca8-834d-de5671a2364b,BusbarSection,MMS/CULIACAN,38174574,CULIACAN,_8a4467d1-bab7-48b8-be25-a610512b1207,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_10a1dce6-a363-4562-82cb-0e6b2920ee88,07   STB B1  13.8  A,23,true,1439731,_c244d201-52f8-4522-abe3-eeff58fd0669,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_edeca87c-3af5-48f9-b1d9-b3d7495b9799,07   STB B2  13.8  B,23,true,1439733,_c244d201-52f8-4522-abe3-eeff58fd0669,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_3be6a93a-71e2-42ef-b06b-eebda4028a68,07   STB B3  13.8  C,23,true,1439735,_c244d201-52f8-4522-abe3-eeff58fd0669,BusbarSection,MMS/MEXICALI,38174500,MEXICALI,_7cc0ac33-2dac-487c-89bb-11cf461267d7,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
