"SynchronousMachine:
ID","SynchronousMachine:
InternalId","SynchronousMachine:
Name","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType","GeneratingUnit:
Path","GeneratingUnit:
InternalId","GeneratingUnit:
Name","SynchronousMachine:
SynchronousMachineMemberOfGeneratingUnit:
GeneratingUnit:
ID","GeneratingUnit:
Parent","GeneratingUnit:
ObjectType"
_efd9b4f2-7699-4c3b-bb15-c1c327fe9ebb,1044501,UN-02,_1cc4b222-8e56-463c-94f3-445dcfb763f5,SynchronousMachine,Network/.Generation/02COM_PETROQ_INDEPEND/02PEI-U2 Unit,2395125,02PEI-U2 Unit,_ff0fbbe7-f0e9-4efd-a8cd-abc5322b6282,_bfa92fd0-d8d5-4270-a5e3-5a2668249152,ThermalGeneratingUnit
_30d6b32d-a5ab-4ed3-ac31-5d6a1c59ab09,1044713,UN-01,_e0779ee0-5d7f-4435-a3a1-8d0b6a555f6e,SynchronousMachine,Network/.Generation/02PROCTER_GAMBLE/02PGC-U1 Unit,2395139,02PGC-U1 Unit,_51cbdbdf-e2ad-4dcf-a4de-96bb024b342f,_4fb1009e-aa03-4568-87cf-51ef35909add,ThermalGeneratingUnit
_9eb1a5d4-5f30-49e5-90b9-a25da6277209,1044715,UN-02,_e0779ee0-5d7f-4435-a3a1-8d0b6a555f6e,SynchronousMachine,Network/.Generation/02PROCTER_GAMBLE/02PGC-U2 Unit,2395150,02PGC-U2 Unit,_d0a66a84-6dda-49c4-b44d-fb30c78fad3b,_4fb1009e-aa03-4568-87cf-51ef35909add,ThermalGeneratingUnit
_b3816232-0596-40e0-9a06-4a522da7c27a,1044946,UNPTA,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.Generation/02PIER/02PIE-PTA Unit,2392421,02PIE-PTA Unit,_7699f529-84b9-4ca0-a44f-87fec087ac47,_013292dc-3c62-496d-8994-54df8385a9d0,WindGeneratingUnit
_8321c082-eec7-437d-88a8-1ddc16b39aed,1044948,UN-01,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.Generation/02PIER/02PIE-U1 Unit,2392422,02PIE-U1 Unit,_faf995d3-2db3-4ab6-b60c-7a19c6df696b,_013292dc-3c62-496d-8994-54df8385a9d0,WindGeneratingUnit
_fc3a5931-5ae4-4643-84db-3dcdbd61af36,1044950,UN-02,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.Generation/02PIER/02PIE-U2 Unit,2392423,02PIE-U2 Unit,_9a107f85-a618-46ee-bf64-34c9261974cd,_013292dc-3c62-496d-8994-54df8385a9d0,WindGeneratingUnit
_26248983-bbe1-46c9-8114-70b68cd976d1,1044952,UN-03,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.Generation/02PIER/02PIE-U3 Unit,2392424,02PIE-U3 Unit,_ccfc40ad-b276-4418-974a-443a485bc5b9,_013292dc-3c62-496d-8994-54df8385a9d0,WindGeneratingUnit
_06ac91d1-6532-4b9b-9603-d968feead76d,1044954,UN-04,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.Generation/02PIER/02PIE-U4 Unit,2392425,02PIE-U4 Unit,_e4042558-f8bf-4a2e-91a2-10e89bec0f85,_013292dc-3c62-496d-8994-54df8385a9d0,WindGeneratingUnit
_fc396b37-5b30-42a2-a1d7-ffe7b9e1af00,1045164,UNPTA,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.Generation/02PIER_IV/02PIV-PTA Unit,2392435,02PIV-PTA Unit,_d02194fa-3e60-4b01-bdb1-74e10c14916a,_9cbc769d-67b7-49fb-ab14-1819380f40bd,WindGeneratingUnit
_29f49f59-c644-46eb-9942-fae7b621abf4,1045166,UN-10,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.Generation/02PIER_IV/02PIV-U10 Unit,2392436,02PIV-U10 Unit,_5e1be685-4688-444a-bb3b-21c0ff191a20,_9cbc769d-67b7-49fb-ab14-1819380f40bd,WindGeneratingUnit
_324be2b3-01f2-4f44-8850-e768f517552c,1045168,UN-11,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.Generation/02PIER_IV/02PIV-U11 Unit,2392437,02PIV-U11 Unit,_53025014-8339-4833-ad89-6a1d85e17af2,_9cbc769d-67b7-49fb-ab14-1819380f40bd,WindGeneratingUnit
_0b899b7d-6bb9-4e2b-892f-3286c7ecddd2,1045170,UN-05,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.Generation/02PIER_IV/02PIV-U5 Unit,2392438,02PIV-U5 Unit,_b9afe6d5-bffa-48a3-8ba2-274424c89525,_9cbc769d-67b7-49fb-ab14-1819380f40bd,WindGeneratingUnit
_1737e94b-ad30-4c0c-b4a1-81b07f3154bd,1045172,UN-06,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.Generation/02PIER_IV/02PIV-U6 Unit,2392439,02PIV-U6 Unit,_4427bfe7-1c20-49e2-bcdd-beeca5d898f6,_9cbc769d-67b7-49fb-ab14-1819380f40bd,WindGeneratingUnit
_f759cd9a-23fd-451e-9b9a-cb4ac9e99887,1045174,UN-07,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.Generation/02PIER_IV/02PIV-U7 Unit,2392440,02PIV-U7 Unit,_b9c507b8-4aed-4bfc-a473-b747c42619a6,_9cbc769d-67b7-49fb-ab14-1819380f40bd,WindGeneratingUnit
_84214780-301b-45b2-99d0-0983c3c22d5b,1045176,UN-08,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.Generation/02PIER_IV/02PIV-U8 Unit,2392441,02PIV-U8 Unit,_0cbc60e8-50c7-4225-9660-51abfaf9dc94,_9cbc769d-67b7-49fb-ab14-1819380f40bd,WindGeneratingUnit
_1412504a-e60e-4969-beb8-737027b1e584,1045178,UN-09,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.Generation/02PIER_IV/02PIV-U9 Unit,2392442,02PIV-U9 Unit,_945d018f-c980-4959-9159-07bb2b26de29,_9cbc769d-67b7-49fb-ab14-1819380f40bd,WindGeneratingUnit
_e1586a18-5933-4dba-9f37-e875b2374db4,1046053,UN-01,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.Generation/02PARS_ECOLOGICOS_MEXICO/02PQM-U1 Unit,2392449,02PQM-U1 Unit,_c3af333f-da76-4a64-86ed-e6e0434f301a,_1ca2f2a1-757f-48fd-ae8b-0188bec031ea,WindGeneratingUnit
_9fa41785-f8a8-41e4-9648-0d66ffbbfe53,1046055,UN-02,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.Generation/02PARS_ECOLOGICOS_MEXICO/02PQM-U2 Unit,2392450,02PQM-U2 Unit,_d42b8b33-6e88-4980-a3f7-a3fd304ac730,_1ca2f2a1-757f-48fd-ae8b-0188bec031ea,WindGeneratingUnit
_9a854918-3ca4-4ab9-bae2-abedafa95161,1046057,UN-03,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.Generation/02PARS_ECOLOGICOS_MEXICO/02PQM-U3 Unit,2392451,02PQM-U3 Unit,_1ff8131b-8249-419b-989d-d0b7d06072b8,_1ca2f2a1-757f-48fd-ae8b-0188bec031ea,WindGeneratingUnit
_34eb2af4-8e04-483a-aea5-fa5d066c9812,1046059,UN-04,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.Generation/02PARS_ECOLOGICOS_MEXICO/02PQM-U4 Unit,2392452,02PQM-U4 Unit,_21b4f431-ebf5-4118-a85a-b5b2488a4a93,_1ca2f2a1-757f-48fd-ae8b-0188bec031ea,WindGeneratingUnit
_b2881b7b-fa11-4c0a-ab49-22f4e7379211,1046061,UN-05,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.Generation/02PARS_ECOLOGICOS_MEXICO/02PQM-U5 Unit,2392453,02PQM-U5 Unit,_27b0c35d-ee01-47e5-83cf-61662edc42d2,_1ca2f2a1-757f-48fd-ae8b-0188bec031ea,WindGeneratingUnit
_52edc012-c1e1-4400-be45-18422cca7d1c,1047171,UNPTA,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,Network/.Generation/02POZA RICA/02PRI-PTA Unit,2395204,02PRI-PTA Unit,_ec3d3667-f118-4d2c-b98d-e6fa41f9b058,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_34ac6b7e-2508-4828-b990-7125f9312f9c,1047173,UN-01,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,Network/.Generation/02POZA RICA/02PRI-U1 Unit,2395223,02PRI-U1 Unit,_92c7f598-3e3a-4edd-958c-53139c4c64bc,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_6c83e5de-5e49-4d0b-b096-b684d542f2cd,1047175,UN-02,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,Network/.Generation/02POZA RICA/02PRI-U2 Unit,2395234,02PRI-U2 Unit,_43cb9c7a-edae-4147-abd4-ab538f7b650e,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_aaecdf28-7461-4b36-8160-03246b7e993b,1047177,UN-03,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,Network/.Generation/02POZA RICA/02PRI-U3 Unit,2395245,02PRI-U3 Unit,_313259a0-45bc-42cd-9344-2112242cdfc3,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_234d2a80-e3c4-4ce3-aa7a-0439f295045e,1047192,UN-04,_fd565679-43d9-459d-90ea-9d679c6df929,SynchronousMachine,Network/.Generation/02POZA RICA/02PRI-U4 Unit,2395256,02PRI-U4 Unit,_7603f71b-5c53-4b2c-8f93-4d4ddfffeb86,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_06caef3f-c64a-400d-b5b0-54c5f2a6e985,1048050,UN-01,_5a7b56ba-e9ab-40f2-9881-0e1cddace536,SynchronousMachine,Network/.Generation/02PASTEURIZADORA_MAULEC/02PZM-U1 Unit,2395269,02PZM-U1 Unit,_c909d72f-1ded-42be-9b1e-536a900b7d03,_63c68929-dcb8-45ac-b56b-92a97e2eba5e,ThermalGeneratingUnit
_508af5ca-e70f-4a07-9812-8292b423d207,1048537,UN-01,_82a5cd2e-a0fa-42c8-8258-4421ffb58c37,SynchronousMachine,Network/.Generation/02SABORMEX/02SBM-U1 Unit,2395321,02SBM-U1 Unit,_6659f63f-42f5-4716-9838-f1ec118057b7,_f1282534-7688-4ab6-abdb-46e5a7e98506,ThermalGeneratingUnit
_22757b37-c618-4827-a1cc-4cf901cf0e01,1048759,UN-01,_c42cf380-e1ac-41a9-858a-81415985c25f,SynchronousMachine,Network/.Generation/02SEDENA/02SDN-U1 Unit,2392457,02SDN-U1 Unit,_184944d3-5ae3-435f-aff9-0ce932430c3e,_599798f3-f8de-429e-82f6-044808d51ee8,WindGeneratingUnit
_c370aebe-e54a-4f2c-a9b5-867ad952e45a,1048761,UN-02,_c42cf380-e1ac-41a9-858a-81415985c25f,SynchronousMachine,Network/.Generation/02SEDENA/02SDN-U2 Unit,2392458,02SDN-U2 Unit,_c8ccf75c-e8cb-4bc2-8f8c-49ad56095672,_599798f3-f8de-429e-82f6-044808d51ee8,WindGeneratingUnit
_152b9a0b-13b7-4ee9-bb7f-c42cd070f8a5,1048832,UN-01,_15a563d7-4b05-4830-9241-b4eef2ca923f,SynchronousMachine,Network/.Generation/02SIS_ENERGETICOS_SISA/02SES-U1 Unit,2395334,02SES-U1 Unit,_ed51de74-daaa-4d8f-8ca8-767a8aadbe9e,_676ae988-0796-4388-a6a5-7e95e7b130a9,ThermalGeneratingUnit
_d90dd423-0551-496c-8af1-6b5b32099a1f,1049026,UN-01,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.Generation/02CCOG_SKY/02SKY-U1 Unit,2395354,02SKY-U1 Unit,_a3381694-5a97-4269-bc1c-b8e249252d92,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_50b11e53-1d89-4322-b4f4-192e181e008c,1049028,UN-02,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.Generation/02CCOG_SKY/02SKY-U2 Unit,2395365,02SKY-U2 Unit,_7e919013-c3e4-46a9-9389-46f9928f69b1,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_3e8493ec-cf03-48e6-9b0d-74b07d98d69a,1049030,UN-03,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.Generation/02CCOG_SKY/02SKY-U3 Unit,2395376,02SKY-U3 Unit,_60d05153-7200-4393-b449-c6f03f022108,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_0b58abb8-5db7-4111-bd63-cca94e04ce94,1049032,UN-04,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.Generation/02CCOG_SKY/02SKY-U4 Unit,2395387,02SKY-U4 Unit,_c20772c2-1b18-4022-abcb-2ddc76443832,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_6da11113-ca6a-4c77-8ffc-8a24b8dceb01,1049034,UN-05,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.Generation/02CCOG_SKY/02SKY-U5 Unit,2395398,02SKY-U5 Unit,_807a9dda-b792-4bd7-8841-1fbb0762a482,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_d3a8030a-22fa-4d35-8b9b-185cff781e4b,1049036,UN-06,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.Generation/02CCOG_SKY/02SKY-U6 Unit,2395409,02SKY-U6 Unit,_52ad22c3-3946-4196-b313-5430327f707b,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_8df17b70-c60d-474a-9536-1bc8a15f9a11,1049038,UN-07,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.Generation/02CCOG_SKY/02SKY-U7 Unit,2395420,02SKY-U7 Unit,_9c94b80f-f7d5-4ceb-9fa6-f095f5fba3ae,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_2718687b-639c-4221-aed3-b37649d61139,1049040,UN-08,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.Generation/02CCOG_SKY/02SKY-U8 Unit,2395431,02SKY-U8 Unit,_41a8b622-ea67-4a4d-a8e2-b06042d327a0,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_908a9e6a-7072-4746-a2e1-cc73b9afd038,1049498,UN-01,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,Network/.Generation/02SUD/02SUD-U1 Unit,2392466,02SUD-U1 Unit,_11ca9155-981b-497d-bf6c-38c3f5ca504d,_93dc94d3-23d7-4723-a7cb-2fd47bc60a3b,WindGeneratingUnit
_62469b13-d251-4f60-a3e8-7f588bcf636c,1049500,UN-02,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,Network/.Generation/02SUD/02SUD-U2 Unit,2392467,02SUD-U2 Unit,_e311d1be-ba7f-4ca4-826f-72b03d794f88,_93dc94d3-23d7-4723-a7cb-2fd47bc60a3b,WindGeneratingUnit
_ad46c890-7c58-49a6-9469-bd3d10b758c8,1049502,UN-03,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,Network/.Generation/02SUD/02SUD-U3 Unit,2392468,02SUD-U3 Unit,_4ed0b90f-58d5-4225-b24b-5dfb08d15b12,_93dc94d3-23d7-4723-a7cb-2fd47bc60a3b,WindGeneratingUnit
_dbb1457d-3ca1-4258-a9e7-54d24141930f,1049504,UN-04,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,Network/.Generation/02SUD/02SUD-U4 Unit,2392469,02SUD-U4 Unit,_37d1b40f-7f8c-4055-a35e-be80e92fb332,_93dc94d3-23d7-4723-a7cb-2fd47bc60a3b,WindGeneratingUnit
_d4094a54-dc91-449e-aaf9-d5ac069691d9,1049506,UN-05,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,Network/.Generation/02SUD/02SUD-U5 Unit,2392470,02SUD-U5 Unit,_134ecacd-0aa9-4322-87da-c9ec3ebc60ed,_93dc94d3-23d7-4723-a7cb-2fd47bc60a3b,WindGeneratingUnit
_669d0319-2c65-415f-8d55-f96243723047,1049508,UN-06,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,Network/.Generation/02SUD/02SUD-U6 Unit,2392471,02SUD-U6 Unit,_896135fe-ad70-4dc3-8d13-40d0ad181650,_93dc94d3-23d7-4723-a7cb-2fd47bc60a3b,WindGeneratingUnit
_6774f77a-5e87-4ac5-9681-233a8ea9edbf,1049763,UNPTA,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,Network/.Generation/02XOXOCOTLA_FV/02SXO-PTA Unit,2392502,02SXO-PTA Unit,_92b12a11-28cb-449a-8e3a-6c6eeb7f93da,_781f27e2-1792-400c-96e2-f370f1be7077,SolarGeneratingUnit
_5f610c4f-3c35-4b52-8e95-12a41a1f3f61,1049765,UN-01,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,Network/.Generation/02XOXOCOTLA_FV/02SXO-U1 Unit,2392503,02SXO-U1 Unit,_c1eca80c-642a-404b-9a32-a0600b7da56e,_781f27e2-1792-400c-96e2-f370f1be7077,SolarGeneratingUnit
_59708a2b-4607-469e-b350-f0dc6115af59,1049767,UN-02,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,Network/.Generation/02XOXOCOTLA_FV/02SXO-U2 Unit,2392504,02SXO-U2 Unit,_1b78bbd2-a9bd-4952-8cfa-0260c3dab173,_781f27e2-1792-400c-96e2-f370f1be7077,SolarGeneratingUnit
_704a4b97-fb97-4546-b070-3f03c0ee7868,1049769,UN-03,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,Network/.Generation/02XOXOCOTLA_FV/02SXO-U3 Unit,2392505,02SXO-U3 Unit,_19c9f467-7828-4bdb-9fbd-0b1b64ab00be,_781f27e2-1792-400c-96e2-f370f1be7077,SolarGeneratingUnit
_bfb5a878-d5e5-43a8-a6f8-173467052006,1049771,UN-04,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,Network/.Generation/02XOXOCOTLA_FV/02SXO-U4 Unit,2392506,02SXO-U4 Unit,_7f908939-1a0b-4a71-891c-c594a4406367,_781f27e2-1792-400c-96e2-f370f1be7077,SolarGeneratingUnit
_6562ca90-a016-4dcc-a416-a3fc62d88959,1049773,UN-05,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,Network/.Generation/02XOXOCOTLA_FV/02SXO-U5 Unit,2392507,02SXO-U5 Unit,_070cfa68-545e-4b56-b735-fc0f9a3f8a7e,_781f27e2-1792-400c-96e2-f370f1be7077,SolarGeneratingUnit
_2a9fbcc5-cf9f-4d7c-a504-f05ca9958d0e,1053416,UN-01,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,Network/.Generation/02TUXPAN/02TUV-U1 Unit,2395474,02TUV-U1 Unit,_e08adc36-dabf-4522-9eb9-225a8ee21412,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_38bff9f3-e3e9-425f-ae1b-507ed30be92d,1053418,UN-02,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,Network/.Generation/02TUXPAN/02TUV-U2 Unit,2395491,02TUV-U2 Unit,_42570073-1a72-493d-b8fa-b68933f46410,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_530ac06e-2bb6-43d5-b3be-4a6fd18a5bfb,1053420,UN-03,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,Network/.Generation/02TUXPAN/02TUV-U3 Unit,2395508,02TUV-U3 Unit,_3889b436-5d52-4ff3-b546-e00fcffa6e68,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_ce671007-d0b1-41a5-8336-693f87e86a79,1053422,UN-05,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,Network/.Generation/02TUXPAN/02TUV-U5 Unit,2395525,02TUV-U5 Unit,_7bf70b4d-1406-4f14-b109-74ce3ad5c158,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_058ada20-5992-42fd-b3b7-24a81e9f1ea7,1053424,UN-06,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,Network/.Generation/02TUXPAN/02TUV-U6 Unit,2395542,02TUV-U6 Unit,_32109f42-035f-41bf-bb1c-59afa213cb6b,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_8737e496-d39b-4e5b-8a7e-aa9a67b31e9a,1057031,UN-01,_f1192bf0-a204-4f49-a0e9-1d1abf1c79fa,SynchronousMachine,Network/.Generation/02PETRO_CANGREJERA/02CGJ-U1 Unit,2394545,02CGJ-U1 Unit,_9dd23e10-3516-4829-b25f-033432c98da7,_66672e33-27ed-4b7e-9525-761d6cfcffbf,ThermalGeneratingUnit
_84fd170d-f324-476b-8020-f642a3b11ff1,1057033,UN-02,_f1192bf0-a204-4f49-a0e9-1d1abf1c79fa,SynchronousMachine,Network/.Generation/02PETRO_CANGREJERA/02CGJ-U2 Unit,2394556,02CGJ-U2 Unit,_e50fe4db-3cd7-4b47-9fb3-1cd9cdf3d271,_66672e33-27ed-4b7e-9525-761d6cfcffbf,ThermalGeneratingUnit
_34c97dc2-6daa-490d-83fb-a9ee7f07e49f,1057897,UN-03,_423628a3-3635-4140-813d-c819674d07e4,SynchronousMachine,Network/.Generation/02CHILAPAN/02CHP-U3 Unit,2392788,02CHP-U3 Unit,_e191712f-13e8-4c45-9ad3-7dcc5bc24335,_783ddebd-7a32-4c50-8999-dad8aeb7da6a,HydroGeneratingUnit
_77850566-c6c0-497a-8514-e07294bd3d1f,1057899,UN-04,_423628a3-3635-4140-813d-c819674d07e4,SynchronousMachine,Network/.Generation/02CHILAPAN/02CHP-U4 Unit,2392789,02CHP-U4 Unit,_7d12485e-b44c-43b3-8f1b-c95cc1fd0b18,_783ddebd-7a32-4c50-8999-dad8aeb7da6a,HydroGeneratingUnit
_04dde89c-845b-4912-903e-2680ecf3ac10,1057921,UN-01,_55bbb853-eda2-4949-a11b-d05976536cb9,SynchronousMachine,Network/.Generation/02CHILAPAN/02CHP-U1 Unit,2392786,02CHP-U1 Unit,_2617272f-d90b-4af3-bcb7-bd274e5dfca1,_783ddebd-7a32-4c50-8999-dad8aeb7da6a,HydroGeneratingUnit
_ec538813-511e-43e5-a40a-17b5fb28aefd,1057923,UN-02,_55bbb853-eda2-4949-a11b-d05976536cb9,SynchronousMachine,Network/.Generation/02CHILAPAN/02CHP-U2 Unit,2392787,02CHP-U2 Unit,_9a3a373e-4696-4b51-885d-9885412f0119,_783ddebd-7a32-4c50-8999-dad8aeb7da6a,HydroGeneratingUnit
_2ec801e4-6e1b-4dd4-bc94-88e82746973b,1059007,UN-01,_a10ce807-0a5e-4e1c-914a-02ff9fcd57b6,SynchronousMachine,Network/.Generation/02PETROQUIMICA_PAJARITOS/02CPJ-U1 Unit,2394596,02CPJ-U1 Unit,_7d959f02-e5c8-46f9-8abf-24e12e5b320b,_ec867e22-432a-491c-945a-2befb976807c,ThermalGeneratingUnit
_85ba87ce-fefb-4860-81d4-840f27153d3b,1059009,UN-02,_a10ce807-0a5e-4e1c-914a-02ff9fcd57b6,SynchronousMachine,Network/.Generation/02PETROQUIMICA_PAJARITOS/02CPJ-U2 Unit,2394607,02CPJ-U2 Unit,_c035c408-d1b8-4b54-a681-a04cd06693be,_ec867e22-432a-491c-945a-2befb976807c,ThermalGeneratingUnit
_bb36ca1e-6498-422f-bcd9-92af990e0372,1059011,UN-03,_a10ce807-0a5e-4e1c-914a-02ff9fcd57b6,SynchronousMachine,Network/.Generation/02PETROQUIMICA_PAJARITOS/02CPJ-U3 Unit,2394618,02CPJ-U3 Unit,_04fc9a34-0705-43cc-8942-f15706409010,_ec867e22-432a-491c-945a-2befb976807c,ThermalGeneratingUnit
_42de53b0-d94d-403a-bb85-712162b02366,1059199,UN-01,_98ca6248-8849-401e-be97-093f43c17a26,SynchronousMachine,Network/.Generation/02PETRO_COSOLEACAUQE/02CPQ-U1 Unit,2394632,02CPQ-U1 Unit,_88b57fe2-c7d9-4bad-b706-2622ceda1277,_51694b50-091f-49f0-8d27-b5b112910ad3,ThermalGeneratingUnit
_c8950ad1-02a7-4383-b632-53fa06e86c11,1059201,UN-02,_98ca6248-8849-401e-be97-093f43c17a26,SynchronousMachine,Network/.Generation/02PETRO_COSOLEACAUQE/02CPQ-U2 Unit,2394643,02CPQ-U2 Unit,_e984f3d5-44f9-4fce-bf3d-de4fe5ef652d,_51694b50-091f-49f0-8d27-b5b112910ad3,ThermalGeneratingUnit
_720330d7-55e7-4847-b5d7-8affc245b1ab,1061009,UN-01,_76f4b031-7685-4702-b954-8c30f8d7d4e5,SynchronousMachine,Network/.Generation/02IDESA/02IDE-U1 Unit,2394986,02IDE-U1 Unit,_18b9751f-8454-4246-be5d-65ede1c34dff,_8afa8339-e8b7-485c-b7d2-297cef2ee606,ThermalGeneratingUnit
_a7868951-6318-415d-af13-8eb1513bce44,1061218,UN-01,_4ef10708-5996-481e-9b4d-40ebade33f91,SynchronousMachine,Network/.Generation/02IQUISA/02IQU-U1 Unit,2395012,02IQU-U1 Unit,_3aab4ab4-5c5e-4fd3-9f19-97c947953fdf,_04bb1e2a-0c4c-49e2-8fa5-ce7df3d874c9,ThermalGeneratingUnit
_eb57e14e-4165-4399-bfbb-39d75f6d7303,1063507,UN-01,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine,Network/.Generation/02LA_VENTA_DOS/02LVD-U1 Unit,2392377,02LVD-U1 Unit,_62de05b7-2d92-47eb-b9f6-493baad63646,_72966613-ed33-4f1f-91ed-cb5924dfed25,WindGeneratingUnit
_ce8da22e-7641-4a19-ad2b-4e4fdbbac3f9,1063509,UN-02,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine,Network/.Generation/02LA_VENTA_DOS/02LVD-U2 Unit,2392378,02LVD-U2 Unit,_a1bcf160-ceb7-46b7-b96f-585521cd6f70,_72966613-ed33-4f1f-91ed-cb5924dfed25,WindGeneratingUnit
_55d3d318-2fd7-411f-b2fd-158bcadafa0d,1063511,UN-03,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine,Network/.Generation/02LA_VENTA_DOS/02LVD-U3 Unit,2392379,02LVD-U3 Unit,_111c7f61-89b1-4c0c-a43e-74b68ccda61c,_72966613-ed33-4f1f-91ed-cb5924dfed25,WindGeneratingUnit
_9c303ab2-8373-4a57-b231-a3e59d30ed55,1063513,UN-04,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine,Network/.Generation/02LA_VENTA_DOS/02LVD-U4 Unit,2392380,02LVD-U4 Unit,_c8b2ffba-793b-4425-b83f-3a715f3e782a,_72966613-ed33-4f1f-91ed-cb5924dfed25,WindGeneratingUnit
