"SynchronousMachine:
ID","SynchronousMachine:
InternalId","SynchronousMachine:
Name","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType","GeneratingUnit:
Path","GeneratingUnit:
InternalId","GeneratingUnit:
Name","SynchronousMachine:
SynchronousMachineMemberOfGeneratingUnit:
GeneratingUnit:
ID","GeneratingUnit:
Parent","GeneratingUnit:
ObjectType"
_c0226e84-5eef-4ac1-8815-d60ec0757c92,1758821,UN-02,_ece4568c-fedd-49de-8e02-0da118f7e6b5,SynchronousMachine,Network/.Generation/06REFRACTARIOS BASICOS/06REB-U2 Unit,2365216,06REB-U2 Unit,_89a75fee-643d-4763-a0bb-d9c2813a8b79,_99d67308-2207-4774-a73a-5273e9f4e6b1,ThermalGeneratingUnit
_3fa82ceb-afa6-4455-bd14-ed79016e59e4,1759818,UN-01,_7ab2b00a-8352-4c15-9836-2bb832dfda21,SynchronousMachine,Network/.Generation/06RIO ESCONDIDO/06REC-U1 Unit,2365232,06REC-U1 Unit,_142dab80-1213-44bd-9c3a-3cab5f5cc5fa,_bcc6d775-3c0a-45a7-9c34-eca7c0596cd5,ThermalGeneratingUnit
_d398e520-b7bc-4bd3-a482-09ef1b95e8e4,1759820,UN-02,_7ab2b00a-8352-4c15-9836-2bb832dfda21,SynchronousMachine,Network/.Generation/06RIO ESCONDIDO/06REC-U2 Unit,2365245,06REC-U2 Unit,_fab4b99a-cc72-4185-9e1a-1a44de2584f2,_bcc6d775-3c0a-45a7-9c34-eca7c0596cd5,ThermalGeneratingUnit
_353928a2-5ce5-4a7d-92b5-5ed0f2099478,1759822,UN-03,_7ab2b00a-8352-4c15-9836-2bb832dfda21,SynchronousMachine,Network/.Generation/06RIO ESCONDIDO/06REC-U3 Unit,2365258,06REC-U3 Unit,_007642eb-75d1-41ac-acc4-8e5cabbc2be2,_bcc6d775-3c0a-45a7-9c34-eca7c0596cd5,ThermalGeneratingUnit
_cee3a9b3-5daa-4d26-8eb9-7ba6d90ee79c,1759824,UN-04,_7ab2b00a-8352-4c15-9836-2bb832dfda21,SynchronousMachine,Network/.Generation/06RIO ESCONDIDO/06REC-U4 Unit,2365271,06REC-U4 Unit,_45cd73e9-e49a-4537-a969-3ee0def05ee9,_bcc6d775-3c0a-45a7-9c34-eca7c0596cd5,ThermalGeneratingUnit
_415ac919-809f-4ce6-9990-af9ce3ef3e36,1760872,UNPQ1,_99d8866b-82c2-4b0d-ad92-604f0014f466,SynchronousMachine,Network/.Generation/06RIO BRAVO TG_RIB-PQ1/06RIB-PQ1 Unit,2368882,06RIB-PQ1 Unit,_a5ede6fd-3f2e-48b9-a348-fbf3405a697f,_3546b4a4-4744-4ef0-8e78-ec026b899d5a,ThermalGeneratingUnit
_d248608a-39f3-4aba-afc1-fb1d51293474,1760874,UN-01,_99d8866b-82c2-4b0d-ad92-604f0014f466,SynchronousMachine,Network/.Generation/06RIO BRAVO TG_RIB-PQ1/06RIB-U1 Unit,2368895,06RIB-U1 Unit,_146e8667-80f6-4009-ad67-0d1a9fbb1b17,_3546b4a4-4744-4ef0-8e78-ec026b899d5a,ThermalGeneratingUnit
_1ec01182-e834-4625-9fa9-0571fbbe2cba,1760876,UN-02,_99d8866b-82c2-4b0d-ad92-604f0014f466,SynchronousMachine,Network/.Generation/06RIO BRAVO TG_RIB-PQ1/06RIB-U2 Unit,2368906,06RIB-U2 Unit,_74b41e4d-d5b3-489f-ab10-66d86a0e159e,_3546b4a4-4744-4ef0-8e78-ec026b899d5a,ThermalGeneratingUnit
_ab23687b-64df-44b2-9b75-50eb853e16f5,1760886,UN-04,_b3bcfea9-c9e1-4e16-81ed-28ef9de3f6b0,SynchronousMachine,Network/.Generation/06RIO BRAVO TG_RIB-PQ1/06RIB-U4 Unit,2368917,06RIB-U4 Unit,_43c49cd6-72fb-4aec-8abe-1ffaf2800402,_3546b4a4-4744-4ef0-8e78-ec026b899d5a,ThermalGeneratingUnit
_74f9e29d-151c-406b-89b0-6ef305c28431,1760892,UN-03,_48ca7bfa-5c49-4a8a-b480-263b609c2ec1,SynchronousMachine,Network/.Generation/06RIO BRAVO/06RIB-U3 Unit,2365286,06RIB-U3 Unit,_d6ad2c3a-63fc-49e1-a4d6-38c721479258,_48340363-2703-49f9-ae59-39d8ef65d7a8,ThermalGeneratingUnit
_30a14e71-c766-4519-a338-45be918fceaa,1761569,UNPTA,_d3e37732-c203-428f-832d-e088889d96e2,SynchronousMachine,Network/.Generation/06ELECT LOS RAMONES/06RMS-PTA Unit,2365307,06RMS-PTA Unit,_cc527b1e-1d85-4544-b0e6-f818a5d504f8,_b90fa5dd-7222-4c6d-b6e7-6a6b3942f8e8,ThermalGeneratingUnit
_6d3eba94-a764-46bc-8518-ce89132b6d19,1761571,UN-01,_d3e37732-c203-428f-832d-e088889d96e2,SynchronousMachine,Network/.Generation/06ELECT LOS RAMONES/06RMS-U1 Unit,2365318,06RMS-U1 Unit,_dfd980c4-5205-4865-9a21-e00f3c83c323,_b90fa5dd-7222-4c6d-b6e7-6a6b3942f8e8,ThermalGeneratingUnit
_edd6f7bf-3a56-48c4-b586-83884644daeb,1761573,UN-02,_d3e37732-c203-428f-832d-e088889d96e2,SynchronousMachine,Network/.Generation/06ELECT LOS RAMONES/06RMS-U2 Unit,2365329,06RMS-U2 Unit,_16f8f475-ab5a-4822-81dc-cb46caf86da0,_b90fa5dd-7222-4c6d-b6e7-6a6b3942f8e8,ThermalGeneratingUnit
_2ff15a93-7cb9-4a2b-a931-7ef02e031ff5,1761898,UN-01,_93ab4dc0-f5ae-4c14-9997-84fb10b0d2dd,SynchronousMachine,Network/Companies/ERC/06ERC/06   RRD/06RRD-U1 Unit,1761900,06RRD-U1 Unit,_004c6f49-e91b-4abe-b2f4-b9a015b6ad8c,_16157e84-d0a9-434c-86ce-55bb833007ab,ThermalGeneratingUnit
_36ea204d-ed4d-47b3-a6c9-2a75ccc20b33,1763463,UNPTA,_b45e46b4-93f8-4721-9de7-1ed3fed5a1af,SynchronousMachine,Network/.Generation/06TAMAZUNCHALE_TMH-PTA/06TMH-PTA Unit,2369611,06TMH-PTA Unit,_3a332d8c-f602-4575-a1f9-d0147cfdb239,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_4a95f5a1-c17c-4207-b2e1-aa17b7edddce,1763465,UN-01,_b45e46b4-93f8-4721-9de7-1ed3fed5a1af,SynchronousMachine,Network/.Generation/06TAMAZUNCHALE_TMH-PTA/06TMH-U1 Unit,2369622,06TMH-U1 Unit,_98afb36c-a9de-416e-a44f-5ce3a5be0b27,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_481578f0-2a71-440b-8de8-79544fe13902,1763467,UN-02,_b45e46b4-93f8-4721-9de7-1ed3fed5a1af,SynchronousMachine,Network/.Generation/06TAMAZUNCHALE_TMH-PTA/06TMH-U2 Unit,2369633,06TMH-U2 Unit,_fda1153a-1a4f-40ef-a865-cc8de1e9aebd,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_558a138a-568b-4750-b386-d38f9a062e22,1763469,UN-03,_b45e46b4-93f8-4721-9de7-1ed3fed5a1af,SynchronousMachine,Network/.Generation/06TAMAZUNCHALE_TMH-PTA/06TMH-U3 Unit,2369644,06TMH-U3 Unit,_9e84fd11-d2da-40c1-9a1e-7e073c31a5e0,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_c7206984-f997-4de8-a784-d40dcee191b9,1763471,UN-04,_b45e46b4-93f8-4721-9de7-1ed3fed5a1af,SynchronousMachine,Network/.Generation/06TAMAZUNCHALE_TMH-PTA/06TMH-U4 Unit,2369655,06TMH-U4 Unit,_1620cd05-4e59-4c58-af7f-923115b82cbc,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_b24845f4-d74a-45c9-b2a5-1f0aa32affcf,1763473,UN-05,_b45e46b4-93f8-4721-9de7-1ed3fed5a1af,SynchronousMachine,Network/.Generation/06TAMAZUNCHALE_TMH-PTA/06TMH-U5 Unit,2369666,06TMH-U5 Unit,_5cbfabd1-ef38-4ac5-868a-72405bbfdad2,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_9cd9c136-d993-4df3-93f8-bbdd9f99b79a,1763475,UN-06,_b45e46b4-93f8-4721-9de7-1ed3fed5a1af,SynchronousMachine,Network/.Generation/06TAMAZUNCHALE_TMH-PTA/06TMH-U6 Unit,2369677,06TMH-U6 Unit,_81f1211b-90c4-4594-8f4d-2958f782c653,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_643d55a9-c275-4692-a35c-e72c039c4fa8,1765192,UN-01,_41b99958-7626-41c2-b624-95af6bde0fc5,SynchronousMachine,Network/.Generation/06TAMPICORENEWABLEENERGY/06TRW-U1 Unit,2365383,06TRW-U1 Unit,_8a020abe-156d-4651-b897-34eccc7ceb75,_6deffc39-d8db-4054-bc00-0fa29593360e,ThermalGeneratingUnit
_e7ae78c3-2b54-4219-9287-e9de9620c4ca,1765623,UN-01,_9e182530-bc10-4f0f-8745-a304802da455,SynchronousMachine,Network/.Generation/06EOLICO TRES MESAS F2/06TSS-U1 Unit,2364512,06TSS-U1 Unit,_31b4d63e-0721-41ad-a899-52e5388c3056,_4240a20f-cb30-46fb-ad84-99d225ecdbba,WindGeneratingUnit
_5862f84c-a15b-4deb-a6b0-143d20e3067a,1765625,UN-02,_9e182530-bc10-4f0f-8745-a304802da455,SynchronousMachine,Network/.Generation/06EOLICO TRES MESAS F2/06TSS-U2 Unit,2364513,06TSS-U2 Unit,_aabe563c-3a50-4b00-bcac-3928b37e03b4,_4240a20f-cb30-46fb-ad84-99d225ecdbba,WindGeneratingUnit
_60a19b10-57a5-49cb-9d4c-8098cb57288e,1765627,UN-03,_9e182530-bc10-4f0f-8745-a304802da455,SynchronousMachine,Network/.Generation/06EOLICO TRES MESAS F2/06TSS-U3 Unit,2364514,06TSS-U3 Unit,_2e73d899-74ea-4ce5-95e8-1d1969205ee7,_4240a20f-cb30-46fb-ad84-99d225ecdbba,WindGeneratingUnit
_eb1f3e82-4871-4c82-8ee5-ed9ffbeaa9bb,1765629,UN-05,_9e182530-bc10-4f0f-8745-a304802da455,SynchronousMachine,Network/.Generation/06EOLICO TRES MESAS F2/06TSS-U5 Unit,2364515,06TSS-U5 Unit,_b0d4e07a-a965-4bfd-a1b2-cce29294cfa1,_4240a20f-cb30-46fb-ad84-99d225ecdbba,WindGeneratingUnit
_f7e8cbd4-6d2c-456e-a9cb-75616a9ed955,1765631,UN-04,_9e182530-bc10-4f0f-8745-a304802da455,SynchronousMachine,Network/.Generation/06EOLICO TRES MESAS F2/06TSS-U4 Unit,2364516,06TSS-U4 Unit,_a62c6189-0250-4a98-9a90-ee5e9bae5a5e,_4240a20f-cb30-46fb-ad84-99d225ecdbba,WindGeneratingUnit
_5d1e6423-6c7d-48d4-8999-041cdb10fe1b,1794890,UN-01,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,SynchronousMachine,Network/.Generation/06VICENTE GUERRERO/06VCG-U1 Unit,2364526,06VCG-U1 Unit,_73a2249a-fc9c-4ee0-8330-090625d467e2,_0393703f-bf80-4b8b-b01b-892e35670140,WindGeneratingUnit
_663c3d68-b740-4cc1-8777-d046a26bd724,1794892,UN-02,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,SynchronousMachine,Network/.Generation/06VICENTE GUERRERO/06VCG-U2 Unit,2364527,06VCG-U2 Unit,_d6f27ac2-25a2-491d-86ea-adce24ebfa34,_0393703f-bf80-4b8b-b01b-892e35670140,WindGeneratingUnit
_598d39a6-e051-4c32-b7c8-e207be5aab5f,1794894,UN-03,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,SynchronousMachine,Network/.Generation/06VICENTE GUERRERO/06VCG-U3 Unit,2364528,06VCG-U3 Unit,_084b603f-88e3-427b-9070-e1e8d8cd4d7a,_0393703f-bf80-4b8b-b01b-892e35670140,WindGeneratingUnit
_e29ec01a-dd0e-4f1f-bab1-80e3d1c75d08,1794896,UN-04,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,SynchronousMachine,Network/.Generation/06VICENTE GUERRERO/06VCG-U4 Unit,2364529,06VCG-U4 Unit,_a31d1749-3dea-4855-b963-7e5424de68f7,_0393703f-bf80-4b8b-b01b-892e35670140,WindGeneratingUnit
_b2c0ab24-cccc-460c-bf97-da466395c8a5,1794898,UN-05,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,SynchronousMachine,Network/.Generation/06VICENTE GUERRERO/06VCG-U5 Unit,2364530,06VCG-U5 Unit,_ea2acaf8-8067-49e8-9470-724fc3edd7ad,_0393703f-bf80-4b8b-b01b-892e35670140,WindGeneratingUnit
_4484a1f0-43b5-44ad-89e5-1a6050528b48,1794900,UN-06,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,SynchronousMachine,Network/.Generation/06VICENTE GUERRERO/06VCG-U6 Unit,2364531,06VCG-U6 Unit,_e1c9946d-87d9-43c0-a466-5a24fa578600,_0393703f-bf80-4b8b-b01b-892e35670140,WindGeneratingUnit
_4eb0f025-6422-43bb-8893-ed395c02dc3e,1794902,UN-07,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,SynchronousMachine,Network/.Generation/06VICENTE GUERRERO/06VCG-U7 Unit,2364532,06VCG-U7 Unit,_f3a58e6d-b802-466a-b788-ff1f877438b2,_0393703f-bf80-4b8b-b01b-892e35670140,WindGeneratingUnit
_3c9853b1-be7a-46dc-b8ad-d0466bda99c8,1794904,UN-08,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,SynchronousMachine,Network/.Generation/06VICENTE GUERRERO/06VCG-U8 Unit,2364533,06VCG-U8 Unit,_a5d08ae1-34d1-4ccc-91ea-6320f20cde16,_0393703f-bf80-4b8b-b01b-892e35670140,WindGeneratingUnit
_33736b44-a924-496d-bccd-bfcaaedd898a,1797567,UN-01,_6007aba2-1a86-4dd1-9d0b-62570d975b8a,SynchronousMachine,Network/.Generation/06VENTIKA II/06VKD-U1 Unit,2364541,06VKD-U1 Unit,_0b03adcf-0b64-4e38-bff7-257d30bb52a9,_729c9720-e7b3-4c5d-9943-e56b6c244061,WindGeneratingUnit
_cc804e40-bf49-4812-b132-a5e236024d2f,1797569,UN-02,_6007aba2-1a86-4dd1-9d0b-62570d975b8a,SynchronousMachine,Network/.Generation/06VENTIKA II/06VKD-U2 Unit,2364542,06VKD-U2 Unit,_e63f5683-0037-4b6a-8b2e-9bdb12cc6f16,_729c9720-e7b3-4c5d-9943-e56b6c244061,WindGeneratingUnit
_57bb7a87-d2b3-4730-8f3b-6826200d34d7,1797571,UN-03,_6007aba2-1a86-4dd1-9d0b-62570d975b8a,SynchronousMachine,Network/.Generation/06VENTIKA II/06VKD-U3 Unit,2364543,06VKD-U3 Unit,_f69df217-6fa6-41d7-b693-367a62390d1b,_729c9720-e7b3-4c5d-9943-e56b6c244061,WindGeneratingUnit
_2861a1d6-6cf5-4495-8040-a86961ab4732,1797573,UN-04,_6007aba2-1a86-4dd1-9d0b-62570d975b8a,SynchronousMachine,Network/.Generation/06VENTIKA II/06VKD-U4 Unit,2364544,06VKD-U4 Unit,_c16fa5a1-e91e-4d4f-8363-0fe0d362dcb7,_729c9720-e7b3-4c5d-9943-e56b6c244061,WindGeneratingUnit
_9a15bfcd-f1cd-4429-89d8-42456934baae,1797575,UN-05,_6007aba2-1a86-4dd1-9d0b-62570d975b8a,SynchronousMachine,Network/.Generation/06VENTIKA II/06VKD-U5 Unit,2364545,06VKD-U5 Unit,_cd18463e-7c14-48b2-af9c-92dc921093f0,_729c9720-e7b3-4c5d-9943-e56b6c244061,WindGeneratingUnit
_53686b88-a8b6-4d59-a8ab-788315d4bcbd,1797577,UN-06,_6007aba2-1a86-4dd1-9d0b-62570d975b8a,SynchronousMachine,Network/.Generation/06VENTIKA II/06VKD-U6 Unit,2364546,06VKD-U6 Unit,_e172d7a4-e604-4297-957e-a5d37ff10bae,_729c9720-e7b3-4c5d-9943-e56b6c244061,WindGeneratingUnit
_9cc03635-787f-4fbc-b5db-27959b2cbb96,1797974,UN-01,_7ec8f35f-6981-45d1-a9d2-d0145984e20d,SynchronousMachine,Network/.Generation/06VENTIKA I/06VKU-U1 Unit,2364554,06VKU-U1 Unit,_c19824e8-16cd-41a1-82ec-696861ce6066,_d5844327-91f1-4a96-b95f-a6340b0e419e,WindGeneratingUnit
_2954f0f2-5bb8-44e2-92ca-00af3de7066f,1797976,UN-02,_7ec8f35f-6981-45d1-a9d2-d0145984e20d,SynchronousMachine,Network/.Generation/06VENTIKA I/06VKU-U2 Unit,2364555,06VKU-U2 Unit,_09141b1e-6c46-4ae6-a24b-1eb58a8e7793,_d5844327-91f1-4a96-b95f-a6340b0e419e,WindGeneratingUnit
_28314b9d-335f-403b-9ff0-8bfd1a0720b0,1797978,UN-03,_7ec8f35f-6981-45d1-a9d2-d0145984e20d,SynchronousMachine,Network/.Generation/06VENTIKA I/06VKU-U3 Unit,2364556,06VKU-U3 Unit,_daced492-a7f6-4677-a94b-fdd8936f1a10,_d5844327-91f1-4a96-b95f-a6340b0e419e,WindGeneratingUnit
_56050542-2f5c-4bc7-93da-78e8b0c74108,1797980,UN-04,_7ec8f35f-6981-45d1-a9d2-d0145984e20d,SynchronousMachine,Network/.Generation/06VENTIKA I/06VKU-U4 Unit,2364557,06VKU-U4 Unit,_a1a8c050-1d35-419e-9d3d-0aa58e30e3b4,_d5844327-91f1-4a96-b95f-a6340b0e419e,WindGeneratingUnit
_125e222c-ec28-4689-9d1d-f206e248fd66,1797982,UN-05,_7ec8f35f-6981-45d1-a9d2-d0145984e20d,SynchronousMachine,Network/.Generation/06VENTIKA I/06VKU-U5 Unit,2364558,06VKU-U5 Unit,_a0a8c906-0ad8-415b-9935-cfe66a8e6d44,_d5844327-91f1-4a96-b95f-a6340b0e419e,WindGeneratingUnit
_6490c17f-ea51-415d-85c4-977498187ca5,1797984,UN-06,_7ec8f35f-6981-45d1-a9d2-d0145984e20d,SynchronousMachine,Network/.Generation/06VENTIKA I/06VKU-U6 Unit,2364559,06VKU-U6 Unit,_65842e71-1abd-44ad-96ba-42a305cd688a,_d5844327-91f1-4a96-b95f-a6340b0e419e,WindGeneratingUnit
_c225e4d6-fac5-4f47-8971-8cea175e3e23,1800381,UN-01,_72d923cc-8533-4e49-b7b7-49661a40a202,SynchronousMachine,Network/.Generation/06AMISTAD/06AMI-U1 Unit,2364563,06AMI-U1 Unit,_ba82bc7e-7685-4ece-bded-274c0f9863a0,_44333a3e-c9dd-4c95-8747-2668a4c1ef21,HydroGeneratingUnit
_f4e7b85a-1738-42e4-a8e7-5a988b86e548,1800383,UN-02,_72d923cc-8533-4e49-b7b7-49661a40a202,SynchronousMachine,Network/.Generation/06AMISTAD/06AMI-U2 Unit,2364564,06AMI-U2 Unit,_b9fafa0e-c65f-4a5c-9916-897b6d4da360,_44333a3e-c9dd-4c95-8747-2668a4c1ef21,HydroGeneratingUnit
_8c60ad9e-d0c0-47a5-bd46-d57d9a14f7d5,1803762,UN-01,_f0d46157-eef3-4f5f-921c-f7fd2b0be6ee,SynchronousMachine,Network/.Generation/06FALCON/06FAM-U1 Unit,2364569,06FAM-U1 Unit,_11f3280e-0406-4262-81a6-f8e1f5d3896f,_238ffecc-6251-4ae5-a9da-3de879ac59ca,HydroGeneratingUnit
_82fcf52a-4282-44fa-86ed-6e5ce2b547b9,1803764,UN-02,_f0d46157-eef3-4f5f-921c-f7fd2b0be6ee,SynchronousMachine,Network/.Generation/06FALCON/06FAM-U2 Unit,2364570,06FAM-U2 Unit,_596b1d2d-7be9-42ff-9d35-a69948f899ad,_238ffecc-6251-4ae5-a9da-3de879ac59ca,HydroGeneratingUnit
_25cb8d2c-54d2-462b-8a4f-3c4849c1ae37,1803766,UN-03,_f0d46157-eef3-4f5f-921c-f7fd2b0be6ee,SynchronousMachine,Network/.Generation/06FALCON/06FAM-U3 Unit,2364571,06FAM-U3 Unit,_fa1f313a-aadb-4bcd-83c2-baa8eb81e237,_238ffecc-6251-4ae5-a9da-3de879ac59ca,HydroGeneratingUnit
_ae6ad7c0-8e5d-4c23-b3f7-4b0f12872004,1805844,UN-01,_11ab84be-39f1-4ea9-9725-49ab7fcc4d9f,SynchronousMachine,Network/Companies/ERC/06ERC/06COALAA/06LAA-U1 Unit,1805860,06LAA-U1 Unit,_013b6fb7-d833-4270-a100-5dc82982b2e4,_b6273668-c7f3-40d7-9c53-f900728b7008,ThermalGeneratingUnit
_74a49fd3-bb73-4aeb-a05a-74a79cb1db60,1840395,UN-01,_a9564268-1fec-4554-9501-fa3c53d58418,SynchronousMachine,Network/.Generation/06PETROCEL/06GPT-U1 Unit,2364998,06GPT-U1 Unit,_6db3b985-fe25-40c4-b7be-1665f3bdb683,_aad6670c-9548-41d8-b1d5-413f1678f4d8,ThermalGeneratingUnit
_0321dce7-a0a8-4ccc-af0f-61d94815040c,1840791,UN-01,_c8863c2c-84a1-496a-a9d1-de20cbe30afe,SynchronousMachine,Network/.Generation/06KAF MK KF/06KAF-U1 Unit,2365068,06KAF-U1 Unit,_6a456823-94a9-483c-800a-94fd69e9d3ce,_3a7b1ad1-e188-4f4f-b02c-bac611e05664,ThermalGeneratingUnit
_802212bf-869a-488a-9e42-9496a45ca9b1,1844869,UN-01,_d8829c5e-7db9-41c7-893b-dd318d19b54e,SynchronousMachine,Network/.Generation/06PLANTA PCA/06PCA-U1 Unit,2365165,06PCA-U1 Unit,_51bff6ab-7a8d-4ef7-af00-d925151fec3d,_8a6789b7-9460-4562-b66f-ecbf357fdcb7,ThermalGeneratingUnit
_4b818e56-29b5-449a-aac7-a4a2168c3a52,1846405,UN-01,_6c173005-de85-4e36-b7f8-9295ea695e19,SynchronousMachine,Network/.Generation/06EL SALTO/06STO-U1 Unit,2364575,06STO-U1 Unit,_d31e27a4-05cc-4e44-97ec-692b6e353e2a,_b6e8a582-3df8-4f66-b066-a2564bb0b982,HydroGeneratingUnit
_3623fe81-3161-42cd-984b-ceb0aedd14f1,1846407,UN-02,_6c173005-de85-4e36-b7f8-9295ea695e19,SynchronousMachine,Network/.Generation/06EL SALTO/06STO-U2 Unit,2364576,06STO-U2 Unit,_2867cf4c-42cb-4dce-af76-3f1b93e405dc,_b6e8a582-3df8-4f66-b066-a2564bb0b982,HydroGeneratingUnit
_61184e61-62cb-4269-92a2-67d21f9b5c60,1847090,UN-01,_a450cec6-8295-48be-8759-7889b6df198e,SynchronousMachine,Network/.Generation/06TERMO ELECTRICA GOLFO/06TEG-U1 Unit,2365357,06TEG-U1 Unit,_55e3df40-3240-416a-a27b-4a3f2e714f7c,_4f0e9509-530b-407e-b9f9-20a241d74664,ThermalGeneratingUnit
_57d75358-52d8-4c26-b628-2c30bef1e301,1847352,UN-02,_1bd8b654-85da-424e-8696-62bcf479822a,SynchronousMachine,Network/.Generation/06TERMO ELECTRICA PE¿OLE/06TEP-U2 Unit,2365370,06TEP-U2 Unit,_27cd7fd7-63f8-4e69-8f37-3619f902175c,_79fcbf34-484b-486a-aba3-2f0adec2c3cb,ThermalGeneratingUnit
_e11625fd-c172-4240-8b60-6204f7471b71,1852544,UN-01,_aab1a5a5-daa1-4b7e-a5db-fba261e61696,SynchronousMachine,Network/.Generation/06EOLICA SANTA CATARINA/06EOS-U1 Unit,2364393,06EOS-U1 Unit,_11029eea-efd8-4df5-a74b-6f3feb8a0135,_d35f9025-f5b4-4ad9-bd6a-d9faff6ca5e1,WindGeneratingUnit
_d6c9b055-d2b1-44e3-97a8-036a7574763d,1852546,UN-02,_aab1a5a5-daa1-4b7e-a5db-fba261e61696,SynchronousMachine,Network/.Generation/06EOLICA SANTA CATARINA/06EOS-U2 Unit,2364394,06EOS-U2 Unit,_596f888d-148f-482c-ad74-a88c1fb30a6b,_d35f9025-f5b4-4ad9-bd6a-d9faff6ca5e1,WindGeneratingUnit
_9300c5bb-d2b6-46db-babf-8906b5df01fa,1852548,UN-03,_aab1a5a5-daa1-4b7e-a5db-fba261e61696,SynchronousMachine,Network/.Generation/06EOLICA SANTA CATARINA/06EOS-U3 Unit,2364395,06EOS-U3 Unit,_1a583d8c-59cc-4ea9-89d7-670b630e48be,_d35f9025-f5b4-4ad9-bd6a-d9faff6ca5e1,WindGeneratingUnit
_6eb38398-99bb-44f1-b51b-b65bb7bcaa1d,1852550,UN-04,_aab1a5a5-daa1-4b7e-a5db-fba261e61696,SynchronousMachine,Network/.Generation/06EOLICA SANTA CATARINA/06EOS-U4 Unit,2364396,06EOS-U4 Unit,_7ddbf4d7-d159-412d-aba4-92a40528d8dc,_d35f9025-f5b4-4ad9-bd6a-d9faff6ca5e1,WindGeneratingUnit
_c1130a8c-810e-4015-ac1c-e6eb5348a9e4,1852552,UN-05,_aab1a5a5-daa1-4b7e-a5db-fba261e61696,SynchronousMachine,Network/.Generation/06EOLICA SANTA CATARINA/06EOS-U5 Unit,2364397,06EOS-U5 Unit,_0feddc93-0741-41fb-8e81-85decf71d49c,_d35f9025-f5b4-4ad9-bd6a-d9faff6ca5e1,WindGeneratingUnit
_b7fdbf10-316d-4a80-b4be-e3f406e8da18,1852554,UN-06,_aab1a5a5-daa1-4b7e-a5db-fba261e61696,SynchronousMachine,Network/.Generation/06EOLICA SANTA CATARINA/06EOS-U6 Unit,2364398,06EOS-U6 Unit,_37f8c32c-f333-4348-a13b-bd8ebb3c8c53,_d35f9025-f5b4-4ad9-bd6a-d9faff6ca5e1,WindGeneratingUnit
_91755893-332b-41c6-9aa0-250acdd3c049,1852556,UN-07,_aab1a5a5-daa1-4b7e-a5db-fba261e61696,SynchronousMachine,Network/.Generation/06EOLICA SANTA CATARINA/06EOS-U7 Unit,2364399,06EOS-U7 Unit,_584746f5-72e3-4a53-989a-b5a69a11d81d,_d35f9025-f5b4-4ad9-bd6a-d9faff6ca5e1,WindGeneratingUnit
_478d0609-4e82-4a09-9892-eddd3615bceb,1852558,UN-08,_aab1a5a5-daa1-4b7e-a5db-fba261e61696,SynchronousMachine,Network/.Generation/06EOLICA SANTA CATARINA/06EOS-U8 Unit,2364400,06EOS-U8 Unit,_cb3d6e71-18d2-4e87-893e-e22083d9f0bd,_d35f9025-f5b4-4ad9-bd6a-d9faff6ca5e1,WindGeneratingUnit
_5bb2b707-8d8d-438b-b127-1f34deed729e,1852740,UN-01,_03b52672-2bba-4e36-a050-148bf36089b2,SynchronousMachine,Network/.Generation/06LEONA/06LEO-U1 Unit,2365095,06LEO-U1 Unit,_24f2dc69-3707-464f-b371-7e20daf12cfb,_6ffa7943-16e2-4806-b145-7417135a9373,ThermalGeneratingUnit
_a963c167-6797-41b3-ac00-aee25a33971c,1852742,UN-02,_03b52672-2bba-4e36-a050-148bf36089b2,SynchronousMachine,Network/.Generation/06LEONA/06LEO-U2 Unit,2365108,06LEO-U2 Unit,_1578d568-2834-484e-828a-b8ec31a97ed8,_6ffa7943-16e2-4806-b145-7417135a9373,ThermalGeneratingUnit
_3fe46672-7f16-4f31-98b0-b0d5d97cd6f6,1854565,UN-01,_2e0b595c-ccb7-40a7-95b3-032f453dd51a,SynchronousMachine,Network/.Generation/06PROTEINAS NATURALES/06PSN-U1 Unit,2365178,06PSN-U1 Unit,_5b057312-a4fa-48bc-853c-7e66e45b9e82,_a238812a-0c9e-47e8-abf6-3c779cc2df84,ThermalGeneratingUnit
