ID,Name,Description,mRID,NAFlag,ODBName,ShortID,InternalId,Parent,ObjectType
_794f5602-1610-41fa-b360-09e56be06752,01   IRO-93820-01   PHC,01   IRO-93820-01   PHC,LN-01   IRO-93820-01   PHC,true,IRO82PHC,82,1901079,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_3356c695-cf21-4695-95e2-53d4d1b08a08,01   IXL-93D60-01   LAP,01   IXL-93D60-01   LAP,LN-01   IXL-93D60-01   LAP,true,IXLD6LAP,D6,1901082,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_5effee9e-b778-4a85-ad50-bc46fe6443cc,01   IZT-93150-01   TOP,01   IZT-93150-01   TOP,LN-01   IZT-93150-01   TOP,true,IZT15TOP,15,1901085,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_68ffbacd-63db-4355-915e-55807effcf01,01   JAM-93C90-01   MER,01   JAM-93C90-01   MER,LN-01   JAM-93C90-01   MER,true,JAMC9MER,C9,1901091,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_3c3cf2f6-bf30-4e5d-aea4-c4a76867df64,01   JAS-93400-01   TUL,01   JAS-93400-01   TUL,LN-01   JAS-93400-01   TUL,true,JAS40TUL,40,1901094,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_dc1502e5-75c2-43cb-8cb4-eee85f201339,01   JRB-93380-01   NOC,01   JRB-93380-01   NOC,LN-01   JRB-93380-01   NOC,true,JRB38NOC,38,1901097,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_e20e9125-7bfb-4957-b1bd-834087001a33,01   JRB-93480-01   TUL,01   JRB-93480-01   TUL,LN-01   JRB-93480-01   TUL,true,JRB48TUL,48,1901100,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_460beca5-ae1a-4764-adbc-99b3b609ed68,01   JRB-93670-01   TUL,01   JRB-93670-01   TUL,LN-01   JRB-93670-01   TUL,true,JRB67TUL,67,1901103,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_39d0384f-5372-4630-9d9b-dac6c96a56f2,01   JRB-93F00-01   PYG,01   JRB-93F00-01   PYG,LN-01   JRB-93F00-01   PYG,true,JRBF0PYG,F0,1901106,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_8e4bc7a0-205f-48ea-a2ee-649cb40cd747,01   JRB-93F10-01   ARX,01   JRB-93F10-01   ARX,LN-01   JRB-93F10-01   ARX,true,JRBF1ARX,F1,1901109,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_6b34ed8c-6e24-4b4c-ab25-9eb95ef64d7b,01   KMC-93810-01   PHC,01   KMC-93810-01   PHC,LN-01   KMC-93810-01   PHC,true,KMC81PHC,81,1901112,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_c937d158-6b0f-4208-8633-196b3aa0f947,01   KMC-93850-01   PHP,01   KMC-93850-01   PHP,LN-01   KMC-93850-01   PHP,true,KMC85PHP,85,1901115,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_42c6b624-a868-4d25-a755-fa309502002c,01   KMC-93860-01   PHP,01   KMC-93860-01   PHP,LN-01   KMC-93860-01   PHP,true,KMC86PHP,86,1901118,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_27ef938d-23c2-4bde-9c18-1d99e81f65d2,01   LAP-93D30-01   RES,01   LAP-93D30-01   RES,LN-01   LAP-93D30-01   RES,true,LAPD3RES,D3,1901121,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_77193d93-8edf-4d58-82fa-a8946a4e2275,01   LCP-93230-01   NKS,01   LCP-93230-01   NKS,LN-01   LCP-93230-01   NKS,true,LCP23NKS,23,1901130,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_40a76154-6282-4621-81ad-968377fa3021,01   LCP-93240-01   NKS,01   LCP-93240-01   NKS,LN-01   LCP-93240-01   NKS,true,LCP24NKS,24,1901133,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_431c02a3-48e6-492f-ae2e-dd3303e8ae0e,01   LCP-93270-01   PIT,01   LCP-93270-01   PIT,LN-01   LCP-93270-01   PIT,true,LCP27PIT,27,1901136,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_ac3a4379-77c3-43a0-84d2-5189c0bb0b36,01   LCP-93280-01   VIL,01   LCP-93280-01   VIL,LN-01   LCP-93280-01   VIL,true,LCP28VIL,28,1901139,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_29c86305-2c22-40d1-a9a9-4840c7db5d0c,01   LDG-93G20-01   REM,01   LDG-93G20-01   REM,LN-01   LDG-93G20-01   REM,true,LDGG2REM,G2,1901142,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_5cf5b9bc-cf56-4aa7-b484-c40c02c3f193,01   LFG-93370-01   TUL,01   LFG-93370-01   TUL,LN-01   LFG-93370-01   TUL,true,LFG37TUL,37,1901145,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_6c3d600e-ed68-4b5e-be84-576690d3e562,01   LVE-93F50-01   BBV,01   LVE-93F50-01   BBV,LN-01   LVE-93F50-01   BBV,true,LVEF5BBV,F5,1901148,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_13a5a8b0-a96a-4c0e-b025-a4e6ef465913,01   LVE-93K90-01   ATI,01   LVE-93K90-01   ATI,LN-01   LVE-93K90-01   ATI,true,LVEK9ATI,K9,1901151,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_dff58305-11fb-4c60-b477-d6f05e1c2682,01   MER-93080-01   PEN,01   MER-93080-01   PEN,LN-01   MER-93080-01   PEN,true,MER08PEN,08,1901154,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_4b0dcebc-9f70-4e5a-a219-4d5b98ce997f,01   MER-93A00-01   OCE,01   MER-93A00-01   OCE,LN-01   MER-93A00-01   OCE,true,MERA0OCE,A0,1901157,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_2ac5c956-9053-4b3e-a7b2-29da273c0c5e,01   MER-93A90-01   PEV,01   MER-93A90-01   PEV,LN-01   MER-93A90-01   PEV,true,MERA9PEV,A9,1901160,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_87db1596-ea97-4b5b-b895-e44ac819c6a7,01   MLD-93B00-01   MLP,01   MLD-93B00-01   MLP,LN-01   MLD-93B00-01   MLP,true,MLDB0MLP,B0,1901163,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_ddacaf6a-4284-4562-af30-dddd38aa3c84,01   MLD-93G60-01   REM,01   MLD-93G60-01   REM,LN-01   MLD-93G60-01   REM,true,MLDG6REM,G6,1901166,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_16b7aeb9-117f-4a98-8fa1-905c0e1cc7a8,01   MLP-93G70-01   REM,01   MLP-93G70-01   REM,LN-01   MLP-93G70-01   REM,true,MLPG7REM,G7,1901169,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_3c12f3d7-f424-40b2-9f27-cabc51d9ffa4,01   MOR-93050-01   TOP,01   MOR-93050-01   TOP,LN-01   MOR-93050-01   TOP,true,MOR05TOP,05,1901172,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_202b4c9a-41d8-446a-bcc3-74a5251acabe,01   MOR-93060-01   TOP,01   MOR-93060-01   TOP,LN-01   MOR-93060-01   TOP,true,MOR06TOP,06,1901175,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_2a99622a-7aeb-4068-bafb-bc2e2003cf03,01   NAR-93H80-01   DAA,01   NAR-93H80-01   DAA,LN-01   NAR-93H80-01   DAA,true,NARH8DAA,H8,1901178,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_7a6c87cf-b272-474c-be23-050fce76e1c1,01   NOC-93460-01   JAS,01   NOC-93460-01   JAS,LN-01   NOC-93460-01   JAS,true,NOC46JAS,46,1901181,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_f7e04b8b-7a83-43bf-977d-a78f7432721a,01   NOP-93210-01   REM,01   NOP-93210-01   REM,LN-01   NOP-93210-01   REM,true,NOP21REM,21,1901184,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_8cd78165-40b5-4302-84cc-4b06a5f9344e,01   NOP-93220-01   REM,01   NOP-93220-01   REM,LN-01   NOP-93220-01   REM,true,NOP22REM,22,1901187,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_a5a84f7b-1ac6-4bd5-b01e-9ffd0e92c619,01   NOP-93230-01   REM,01   NOP-93230-01   REM,LN-01   NOP-93230-01   REM,true,NOP23REM,23,1901190,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_8e0feed6-1b61-4b58-913f-d8428ec89f0a,01   OCE-93A10-01   PEV,01   OCE-93A10-01   PEV,LN-01   OCE-93A10-01   PEV,true,OCEA1PEV,A1,1901193,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_b21d04ae-b7f0-484e-9376-05e5007d111f,01   ODB-93190-01   TAX,01   ODB-93190-01   TAX,LN-01   ODB-93190-01   TAX,true,ODB19TAX,19,1901196,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_e919b53e-a8fe-45cf-9534-eab3eb675fc7,01   ODB-93E30-01   OLI,01   ODB-93E30-01   OLI,LN-01   ODB-93E30-01   OLI,true,ODBE3OLI,E3,1901199,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_390bb75c-9430-40df-8beb-6319b9789358,01   OLI-93F30-01   SNG,01   OLI-93F30-01   SNG,LN-01   OLI-93F30-01   SNG,true,OLIF3SNG,F3,1901202,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_30e7f830-764a-4800-9b64-621d7852045d,01   OLI-93F40-01   SNG,01   OLI-93F40-01   SNG,LN-01   OLI-93F40-01   SNG,true,OLIF4SNG,F4,1901205,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_a3c735d4-823d-47f5-94d3-5e9f002ff9be,01   OTM-93590-01   VMA,01   OTM-93590-01   VMA,LN-01   OTM-93590-01   VMA,true,OTM59VMA,59,1901208,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_b8387271-0d5a-4182-8ce2-2e0ef4ab16ca,01   PEN-93070-01   KCR,01   PEN-93070-01   KCR,LN-01   PEN-93070-01   KCR,true,PEN07KCR,07,1901211,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_3b9f615c-8bb0-4c97-a976-44dfcc1ba880,01   PIT-93250-01   VIL,01   PIT-93250-01   VIL,LN-01   PIT-93250-01   VIL,true,PIT25VIL,25,1901214,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_64e38b46-95f3-4871-a4fc-23fa6c2b54d8,01   PMX-93360-01   TUL,01   PMX-93360-01   TUL,LN-01   PMX-93360-01   TUL,true,PMX36TUL,36,1901217,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_3e57cd22-8b47-4a49-844c-0f9cdf8b40c2,01   PNN-93K60-01   VIC,01   PNN-93K60-01   VIC,LN-01   PNN-93K60-01   VIC,true,PNNK6VIC,K6,1901220,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_2477847c-3eca-4e54-a150-afe4f148ccf2,01   PTA-93M10-01   RAT,01   PTA-93M10-01   RAT,LN-01   PTA-93M10-01   RAT,true,PTAM1RAT,M1,1901223,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_a634a36e-bda6-4441-a1d4-f8bdf86743e8,01   RAT-93440-01   NOC,01   RAT-93440-01   NOC,LN-01   RAT-93440-01   NOC,true,RAT44NOC,44,1901226,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_7fc489f1-946f-4a25-899c-9903e59ce9b5,01   REM-93G10-01   LVE,01   REM-93G10-01   LVE,LN-01   REM-93G10-01   LVE,true,REMG1LVE,G1,1901229,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_3221ae8e-fb2f-45f0-ab62-c80c14a068d8,01   REM-93G50-01   TDK,01   REM-93G50-01   TDK,LN-01   REM-93G50-01   TDK,true,REMG5TDK,G5,1901232,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_cc2e1b42-6eca-4393-9715-ddfd133c55de,01   ROL-93T10-01   VAE,01   ROL-93T10-01   VAE,LN-01   ROL-93T10-01   VAE,true,ROLT1VAE,T1,1901235,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_0c086496-4d51-4f20-8d5f-c4a7139371d7,01   RSL-93170-01   TOP,01   RSL-93170-01   TOP,LN-01   RSL-93170-01   TOP,true,RSL17TOP,17,1901238,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_9de79f11-f5a0-4d96-beda-742858200912,01   SAO-93100-01   KMC,01   SAO-93100-01   KMC,LN-01   SAO-93100-01   KMC,true,SAO10KMC,10,1901241,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_62928337-c4a4-4cd9-84c3-0d204bf69262,01   SAO-93130-01   KMC,01   SAO-93130-01   KMC,LN-01   SAO-93130-01   KMC,true,SAO13KMC,13,1901244,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_288d2356-4a49-42f3-a57c-1f102f53ba7e,01   SNG-93E40-01   COY,01   SNG-93E40-01   COY,LN-01   SNG-93E40-01   COY,true,SNGE4COY,E4,1901247,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_7486dc0e-9795-4b7b-b7b9-a04cf7adca31,01   SNG-93E50-01   COY,01   SNG-93E50-01   COY,LN-01   SNG-93E50-01   COY,true,SNGE5COY,E5,1901250,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_5a5c813b-e2d3-4876-b0a5-32c4243673ee,01   SNG-93E70-01   TYA,01   SNG-93E70-01   TYA,LN-01   SNG-93E70-01   TYA,true,SNGE7TYA,E7,1901253,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_f4996af1-fa0d-469e-ab58-f14bedec7bfe,01   SOX-93T20-01   VAE,01   SOX-93T20-01   VAE,LN-01   SOX-93T20-01   VAE,true,SOXT2VAE,T2,1901256,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_4a0d3e17-e311-4e96-90f3-6581dbaa23fa,01   TCM-93840-01   TTH,01   TCM-93840-01   TTH,LN-01   TCM-93840-01   TTH,true,TCM84TTH,84,1901265,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_cfe76d71-69d8-4659-8811-0a22ec8893ae,01   TEX-93140-01   VAE,01   TEX-93140-01   VAE,LN-01   TEX-93140-01   VAE,true,TEX14VAE,14,1901268,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_0ed3d981-ce46-4d82-a04a-d9724ceb14db,01   TEX-93600-02   MDB,01   TEX-93600-02   MDB,LN-01   TEX-93600-02   MDB,true,TEX60MDB,60,1901271,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_6dbb3a3b-b17a-4751-979b-e99935ae6384,01   TEX-93620-02   NXM,01   TEX-93620-02   NXM,LN-01   TEX-93620-02   NXM,true,TEX62NXM,62,1901274,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_9fc3d525-2155-4d64-a4b7-ccfd6e4bd266,01   TIA-93040-02GMOZAP,01   TIA-93040-02GMOZAP,LN-01   TIA-93040-02GMOZAP,true,TIA04ZAP,04,1901277,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_f7bfe39d-b9c5-4d41-9076-934f92004388,01   TKM-93K10-01   VIC,01   TKM-93K10-01   VIC,LN-01   TKM-93K10-01   VIC,true,TKMK1VIC,K1,1901280,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_94578fdd-c9f9-4e4c-9fc5-789243effe17,01   TKM-93T50-01   VAE,01   TKM-93T50-01   VAE,LN-01   TKM-93T50-01   VAE,true,TKMT5VAE,T5,1901283,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_43833a8e-74e7-4dbb-a3c3-0841c288cb0b,01   TOP-93160-01   TAX,01   TOP-93160-01   TAX,LN-01   TOP-93160-01   TAX,true,TOP16TAX,16,1901286,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_0802a955-6644-48e9-9fe6-8e9c51524fcf,01   TTC-93550-01   ATE,01   TTC-93550-01   ATE,LN-01   TTC-93550-01   ATE,true,TTC55ATE,55,1901289,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_331fddff-5a62-4804-bfba-cb0d24820ead,01   TTC-93680-01   ECR,01   TTC-93680-01   ECR,LN-01   TTC-93680-01   ECR,true,TTC68ECR,68,1901292,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_71d51162-be9e-411c-8218-1300770767b9,01   TTH-93120-01   TEX,01   TTH-93120-01   TEX,LN-01   TTH-93120-01   TEX,true,TTH12TEX,12,1901295,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_e9f4cfc6-3dc9-4508-bd50-590b0adcea9f,01   TTH-93200-01   VMA,01   TTH-93200-01   VMA,LN-01   TTH-93200-01   VMA,true,TTH20VMA,20,1901298,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_696c73e9-15ac-4f79-8934-2684fae4b387,01   TTH-93240-01   VMA,01   TTH-93240-01   VMA,LN-01   TTH-93240-01   VMA,true,TTH24VMA,24,1901301,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_f37f9943-8214-4eb3-a5fa-0fa36c3dd5c0,01   VAE-00U10,01   VAE-00U10,LN-01   VAE-00U10,true,VAEU1VAE,U1,1901307,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_34aea9e2-4ef7-4a73-a282-c9cc5dc602a5,01   VAE-00U80,01   VAE-00U80,LN-01   VAE-00U80,true,VAEU8VAE,U8,1901310,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_90b7999d-5fee-46a2-8f7c-87c654272795,01   VAE-00U90,01   VAE-00U90,LN-01   VAE-00U90,true,VAEU9VAE,U9,1901313,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_e94b5244-b470-4b7e-97e7-c748e0485b88,01   VER-93C70-01   JAM,01   VER-93C70-01   JAM,LN-01   VER-93C70-01   JAM,true,VERC7JAM,C7,1901316,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_96149aa0-7e2c-45a6-a62d-7ded9cdf833e,01   VER-93C80-01   JAM,01   VER-93C80-01   JAM,LN-01   VER-93C80-01   JAM,true,VERC8JAM,C8,1901319,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_22522428-61f0-4a6d-9be8-c927f516f235,01   VIC-93870-01   XOH,01   VIC-93870-01   XOH,LN-01   VIC-93870-01   XOH,true,VIC87XOH,87,1901322,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_9d06c933-bf3d-459e-bfc3-c75780650081,01   VMA-96030-01   VMD,01   VMA-96030-01   VMD,LN-01   VMA-96030-01   VMD,true,VMA03VMD,03,1901325,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_a84be291-9601-49f1-84ed-1d3ad83f76d9,01   XAL-93A50-01   ESR,01   XAL-93A50-01   ESR,LN-01   XAL-93A50-01   ESR,true,XALA5ESR,A5,1901328,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_bd6f0346-7f4b-48a5-a6f8-7171dd68f344,01   XAL-93A60-01   JLC,01   XAL-93A60-01   JLC,LN-01   XAL-93A60-01   JLC,true,XALA6JLC,A6,1901331,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_6df29184-955a-49f2-b78e-151110fdf772,01   GEV BD  230   u,01   GEV BD  230   u,JU-01   GEV BD  230   u,true,9aBDu1,JU,1901340,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_1569af37-3acd-4e8b-b057-5d78e41ec491,01   GEV BD  230   v,01   GEV BD  230   v,JU-01   GEV BD  230   v,true,9aBDv,JU,1901343,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_bd22403c-7675-4d37-9970-f8d420b0c013,01   GEV BD  230   w,01   GEV BD  230   w,JU-01   GEV BD  230   w,true,9aBDw2,JU,1901346,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_9d9c4e3a-334d-41d5-be84-8035bec57535,01   PEO BD 230   e,01   PEO BD 230   e,JU-01   PEO BD 230   e,true,9aBDe,JE,1901349,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_104ceecf-48c0-4e09-bdaa-c82f9284c0d1,01   PEO BD 230   f,01   PEO BD 230   f,JU-01   PEO BD 230   f,true,9aBDf,JF,1901352,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_e9be70c3-2c0f-4170-aada-cb76e00c6c25,01   TCC BD 230   x,01   TCC BD 230   x,JU-01   TCC BD 230   x,true,9aBDx,JX,1901355,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_85c44241-3294-4160-9ce6-438a63ed725b,01   TCC BD 230   y,01   TCC BD 230   y,JU-01   TCC BD 230   y,true,9aBDy,JY,1901358,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_f0b72390-536e-4eee-b50e-7fb02e08f50a,01   TUL BD 230   u,01   TUL BD 230   u,JU-01   TUL BD 230   u,true,9aBDu,JU,1901361,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_b4870b02-37c8-49f1-9353-9d4a1a185bf2,01   TUL BD 230   w,01   TUL BD 230   w,JU-01   TUL BD 230   w,true,9aBDw,JW,1901364,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_79819fc2-ce0a-4a3f-aae5-352939ff86c3,01   TCC B1 230   1,01   TCC B1 230   1,JU-01   TCC B1 230   1,true,9aB11,J1,1901367,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_06fe8c54-d3cc-46be-93c6-4f007872ccc1,01   TCC B2 230   2,01   TCC B2 230   2,JU-01   TCC B2 230   2,true,9aB22,J2,1901370,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_0647e0e7-354d-46e7-8a67-d12729358141,01   TUL B3 230   3,01   TUL B3 230   3,JU-01   TUL B3 230   3,true,9aB33,J3,1901373,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_ba975682-fa3f-42f0-b22f-16202c59e033,01   TUL B4 230   4,01   TUL B4 230   4,JU-01   TUL B4 230   4,true,9aB44,J4,1901376,_a0f6989c-57e6-4861-8452-6cde80721913,ACLineSegment
_307229cb-1042-493d-881d-9179bdb034de,01   AMD-53AB0-01TLCZIC,01   AMD-53AB0-01TLCZIC,LN-01   AMD-53AB0-01TLCZIC,true,AMDABZIC,AB,1901380,_765aa67e-6c11-4877-8a99-ed55b581a000,ACLineSegment
_2e583cf6-421a-43b9-813a-ba665a101197,01   AML-A3610-01   DOG,01   AML-A3610-01TLCDOG,LN-01   AML-A3610-01TLCDOG,true,AML61DOG,61,1901384,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_99c0cc12-96dc-4e2d-b199-8a5acdce1296,01   AML-A3X10-01   NOP,01   AML-A3X10-01   NOP,LN-01   AML-A3X10-01   NOP,true,AMLX1NOP,X1,1901387,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_a18873bb-6533-45cc-ad80-0cd3ab494aea,01   AML-A3X20-01TLCAMP,01   AML-A3X20-01TLCAMP,LN-01   AML-A3X20-01TLCAMP,true,AMLX2AMP,X2,1901390,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_3d183bcd-1a66-4712-b092-fcf48b350376,01   BRN-A3510-01   TOP,01   BRN-A3510-01   TOP,LN-01   BRN-A3510-01   TOP,true,BRN51TOP,51,1901393,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_cd9dc849-5675-45b0-b42a-5ada3a4b1c6d,01   BRN-A3520-01   TOP,01   BRN-A3520-01   TOP,LN-01   BRN-A3520-01   TOP,true,BRN52TOP,52,1901396,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_03783bfa-722d-42d6-90ac-fce7ec40f64b,01   BRN-A3570-01   NOP,01   BRN-A3570-01   NOP,LN-01   BRN-A3570-01   NOP,true,BRN57NOP,57,1901399,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_09c7259b-ad53-4d55-a3c2-c92a753e80e9,01   BRN-A3590-01   MLD,01   BRN-A3590-01   MLD,LN-01   BRN-A3590-01   MLD,true,BRN59MLD,59,1901402,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_e70ce4f0-601b-4512-99bc-a9014df627fb,01   BRN-A3Z90-01   DVA,01   BRN-A3Z90-01   DVA,LN-01   BRN-A3Z90-01   DVA,true,BRNZ9DVA,Z9,1901405,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_d99c39e1-46c3-448a-b167-c56123e20928,01   CRU-A3410-01   TOP,01   CRU-A3410-01   TOP,LN-01   CRU-A3410-01   TOP,true,CRU41TOP,41,1901408,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_efea0b90-3975-4569-90a1-7daf6876fad1,01   CRU-A3420-01   TOP,01   CRU-A3420-01   TOP,LN-01   CRU-A3420-01   TOP,true,CRU42TOP,42,1901411,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_5ef3df23-a8d9-442d-8db3-eaa2ce59daf5,01   CRU-A3Z10-01   LAP,01   CRU-A3Z10-01   LAP,LN-01   CRU-A3Z10-01   LAP,true,CRUZ1LAP,Z1,1901414,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_f72aed8a-c90d-40f0-80e4-26dbf87c75ca,01   CRU-A3Z20-01   LAP,01   CRU-A3Z20-01   LAP,LN-01   CRU-A3Z20-01   LAP,true,CRUZ2LAP,Z2,1901417,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_ffc21775-ff9c-4851-955a-18e48c4cea15,01   DVA-A3W60-01TLCMDO,01   DVA-A3W60-01TLCMDO,LN-01   DVA-A3W60-01TLCMDO,true,DVAW6MDO,W6,1901420,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_115a0749-6567-43d4-891f-fef0860a7cc3,01   LAP-A3850-01   TEX,01   LAP-A3850-01   TEX,LN-01   LAP-A3850-01   TEX,true,LAP85TEX,85,1901423,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_0fb46810-326d-4ecb-8a6e-cd38124c038d,01   LAP-A3950-01   TEX,01   LAP-A3950-01   TEX,LN-01   LAP-A3950-01   TEX,true,LAP95TEX,95,1901426,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_90241933-dfdf-4009-a365-eeb4353bb246,01   LCP-A3010-01   DOG,01   LCP-A3010-01TLCDOG,LN-01   LCP-A3010-01TLCDOG,true,LCP01DOG,01,1901429,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
_960c7580-4b1e-4ed1-9645-d619aa9041f2,01   LCP-A3100-01   PIT,01   LCP-A3100-01   PIT,LN-01   LCP-A3100-01   PIT,true,LCP10PIT,10,1901432,_5b7b4d5c-6060-427c-8fdd-6b91a1a9c30f,ACLineSegment
