"ReactiveCapabilityCurve:
ID","ReactiveCapabilityCurve:
InternalId","ReactiveCapabilityCurve:
Name","ReactiveCapabilityCurve:
Parent","ReactiveCapabilityCurve:
ObjectType","SynchronousMachine:
Path","SynchronousMachine:
InternalId","SynchronousMachine:
Name","ReactiveCapabilityCurve:
SynchronousMachineHasDefaultReactiveCapabilityCurve:
SynchronousMachine:
ID","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType"
_475724e9-9c80-4c13-ac49-055cea6efd56,1030850,02FET-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FET/16.5/UN-02,1030388,UN-02,_9db3df51-6d0d-4a79-9487-fd3fd01b93fa,_b5784f78-2393-49ac-b976-e1be7b76b1ca,SynchronousMachine
_fb380ae7-f576-48e4-be8d-9603bab2bd95,1030856,02FET-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FET/16.5/UN-03,1030390,UN-03,_72f3bbb0-7196-472a-a394-9edd90575d3b,_b5784f78-2393-49ac-b976-e1be7b76b1ca,SynchronousMachine
_7ab7fd54-cd2e-4529-82b0-2565e7e2de37,1030862,02FET-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FET/16.5/UN-04,1030392,UN-04,_9358c80d-0df1-4f2d-bf2f-2ce7bca67d64,_b5784f78-2393-49ac-b976-e1be7b76b1ca,SynchronousMachine
_7d62942f-8678-407f-a2ac-cdba185e80c8,1030868,02FET-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FET/16.5/UN-05,1030394,UN-05,_b6b0e151-4c9b-428b-92af-cb3eb7fa406e,_b5784f78-2393-49ac-b976-e1be7b76b1ca,SynchronousMachine
_8107e677-d150-4e3f-9648-e2d4a6392d71,1030874,02FET-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FET/16.5/UN-06,1030396,UN-06,_71640e43-5092-48e5-a85d-73534c1c083e,_b5784f78-2393-49ac-b976-e1be7b76b1ca,SynchronousMachine
_c0731158-1577-45bb-9ca9-2ec2bfa26149,1030982,02GCC-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GCC/0.48/UN-01,1030966,UN-01,_59d90442-5c92-4335-a11d-2d51807a4827,_ca74cbf9-ab71-4775-ba36-f864ac1e90cc,SynchronousMachine
_3bbedb2f-5d46-4094-87ba-2d2010ff1764,1031047,02GCM-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GCM/13.8/UN-01,1031000,UN-01,_6c4983e3-a3f7-434f-835c-9479c5666699,_b188e6d2-d70b-486b-8ad8-ea6e290ed6bc,SynchronousMachine
_d75ff231-d52a-4622-8277-0658eaa7388f,1031399,02GDM-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-01,1031308,UN-01,_a51b6609-8333-4b63-b4c9-daa6edb5e69a,_7b7d6a25-0a31-481b-bcc8-01c89be9d9b2,SynchronousMachine
_15e081ae-caec-4fcd-8af0-5acd4fd59a55,1031405,02GDM-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-02,1031310,UN-02,_2d96c49d-2a6a-470d-9b9b-985a42ae72c5,_7b7d6a25-0a31-481b-bcc8-01c89be9d9b2,SynchronousMachine
_6754565d-4941-41e5-af2c-79286e43aa86,1031411,02GDM-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-03,1031312,UN-03,_3b12bde3-2af0-4da5-833b-77bfd02becb1,_7b7d6a25-0a31-481b-bcc8-01c89be9d9b2,SynchronousMachine
_cc22fdf1-65d9-4dc5-9d54-d62e634ed75c,1031417,02GDM-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-04,1031314,UN-04,_31c5ca9e-c0ed-4b76-8adb-1d38ebfd74ce,_7b7d6a25-0a31-481b-bcc8-01c89be9d9b2,SynchronousMachine
_27c84423-cd00-45ed-b9a2-9660fc9d81d7,1031423,02GDM-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-05,1031316,UN-05,_f66b84c0-7721-4633-8cb4-aaff9a3e0239,_7b7d6a25-0a31-481b-bcc8-01c89be9d9b2,SynchronousMachine
_ccd1e609-096c-4e78-87ea-dfdd87a2484e,1031429,02GDM-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GDM/13.8/UN-06,1031318,UN-06,_7fb8d43d-95aa-441f-b06e-6f7e7ac72513,_7b7d6a25-0a31-481b-bcc8-01c89be9d9b2,SynchronousMachine
_718d829c-f941-4f9d-9f30-2e802f54b530,1031776,02GEI-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GEI/13.8/UN-01,1031596,UN-01,_0f2d8628-74dc-41df-bf97-2aaf1dc12755,_ddc944e6-4e62-4687-ae08-054f8f3dd28a,SynchronousMachine
_24e1f0de-16b7-49be-a1af-386d735f8af5,1031782,02GEI-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GEI/13.8/UN-02,1031598,UN-02,_83295fb8-a66c-47b9-b6b3-3d9d7ce5f83d,_ddc944e6-4e62-4687-ae08-054f8f3dd28a,SynchronousMachine
_267bd0f5-55af-41d7-8ae5-6aac532fd31e,1031867,02GEM-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GEM/34.5/UN-01,1031857,UN-01,_1d333978-6ccb-42fa-a165-1b75a3ca47b2,_32f99fd2-3516-4293-9e01-10cdf3363779,SynchronousMachine
_aca47fd8-79e1-4619-823b-38656a2c729c,1031873,02GEM-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GEM/34.5/UN-02,1031859,UN-02,_8e179a06-28bd-44c3-a4cd-fddd9ce1765d,_32f99fd2-3516-4293-9e01-10cdf3363779,SynchronousMachine
_f808fc77-037e-428e-bca1-edb2cf2b9037,1031938,02GLR-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GLR/13.8/UN-01,1031930,UN-01,_c95baca4-1ea2-4da7-aa86-68c690a8e6b7,_9834865f-8280-4425-8ecb-6f41d27f6010,SynchronousMachine
_93f46cb7-dbe9-44a2-bfa1-4976fa96db81,1032023,02GRE-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   GRE/6.6/UN-01,1031981,UN-01,_92501b12-a3e6-4cfa-b12e-39eda2a5e8f9,_493e63fe-095e-42dd-b993-27e98a478244,SynchronousMachine
_bba022ab-7c7c-4b22-8ecf-2c19f2bf8577,1032279,02IDB-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-01,1032214,UN-01,_0185772f-283e-47f3-bf5c-841bdb5df1c8,_a9fc11ee-ceaf-493a-8bac-61a0c29cb4c0,SynchronousMachine
_fe5bab07-57c6-45ec-be11-bbf404b2deac,1032285,02IDB-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-02,1032216,UN-02,_0025b620-b8d0-468c-8f50-0fdec2974ddb,_a9fc11ee-ceaf-493a-8bac-61a0c29cb4c0,SynchronousMachine
_92cb3c41-6768-4523-b9e8-039aab940ec6,1032291,02IDB-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   IDB/13.8/UN-03,1032218,UN-03,_2f2b00b6-fbbc-475b-99d7-f703d8b8ca70,_a9fc11ee-ceaf-493a-8bac-61a0c29cb4c0,SynchronousMachine
_0960827f-1985-4af6-af21-ff2c9987f244,1032741,02IGP-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   IGP/13.8/UN-01,1032628,UN-01,_e2dccd0f-84cc-441e-a308-855731bcffb7,_cee24181-d20b-4354-b56b-68744de7053d,SynchronousMachine
_116720c3-e3ec-4306-872b-23ccf399c97d,1035466,02LAV-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LAV/22/UN-01,1035141,UN-01,_a5733253-6ce8-49a5-b9e8-599fe86d696f,_8ffdcdd1-a65e-4d1a-a2cf-4bd215f21122,SynchronousMachine
_4bd2cf82-df1b-40ef-94c4-e6f43df45651,1035472,02LAV-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LAV/22/UN-02,1035143,UN-02,_4a5f47b9-86ec-49eb-a66f-d916c3425ab0,_8ffdcdd1-a65e-4d1a-a2cf-4bd215f21122,SynchronousMachine
_ef37c3c8-1a98-4339-a0de-0f47643178b1,1036407,02LRP-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LRP/15/UNPTA,1036141,UNPTA,_0d1e491c-12ef-4301-a6f6-a3fa363c47b1,_81626ab6-2cb9-4d8c-aaa3-683f4b74f6f6,SynchronousMachine
_4a592300-8a25-4c6b-9361-d0dc045504da,1036413,02LRP-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LRP/15/UN-03,1036143,UN-03,_cfe05122-de3d-4d2b-a245-8c5b4f63419b,_81626ab6-2cb9-4d8c-aaa3-683f4b74f6f6,SynchronousMachine
_cebc544b-1bf1-461d-856c-ae5bf10036e1,1036419,02LRP-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LRP/15/UN-04,1036145,UN-04,_08a83049-e4ef-4117-aded-cc1d730fdbb8,_81626ab6-2cb9-4d8c-aaa3-683f4b74f6f6,SynchronousMachine
_79f4c4a7-f37b-491f-ac3e-0cc3bd6e37e1,1036425,02LRP-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LRP/15/UN-05,1036147,UN-05,_6a2d342c-bdbb-479e-9e96-ef25010f6bd0,_81626ab6-2cb9-4d8c-aaa3-683f4b74f6f6,SynchronousMachine
_8a7cd25d-a13a-4be0-8aa5-33421d68ef3b,1036793,02LVN-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-01,1036775,UN-01,_002d3f5e-5789-41a8-bb3b-af593e52a184,_31206dd2-d8a1-45ad-a677-271959df6760,SynchronousMachine
_677608c5-32e9-42d6-b60d-0b18dd4e04ca,1036799,02LVN-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-02,1036777,UN-02,_866ff4b3-6736-4803-a23b-9b8256868a18,_31206dd2-d8a1-45ad-a677-271959df6760,SynchronousMachine
_6fd6dad6-1bb9-4a7a-9efd-b0472ff099ef,1036805,02LVN-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-03,1036779,UN-03,_4d7e589e-754c-49be-9eae-b690b60c4bf6,_31206dd2-d8a1-45ad-a677-271959df6760,SynchronousMachine
_c271a0e6-13e3-4502-94d3-36b20e89918e,1036811,02LVN-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-04,1036781,UN-04,_855ce4a4-0ff6-4a58-ba22-c24ded4fd3db,_31206dd2-d8a1-45ad-a677-271959df6760,SynchronousMachine
_67cf9192-ccb9-4925-8e11-c3e22e623409,1036817,02LVN-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-05,1036783,UN-05,_aff6696a-74eb-4361-9104-5e7c7d65dc2e,_31206dd2-d8a1-45ad-a677-271959df6760,SynchronousMachine
_d1804b69-ad32-43c4-bb0e-95fe3812ef09,1036823,02LVN-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   LVN/34.5/UN-06,1036785,UN-06,_951a3622-f759-4656-bbf9-77864b0fed77,_31206dd2-d8a1-45ad-a677-271959df6760,SynchronousMachine
_3e1ff0a9-81a4-4eab-a481-42c3b4df2f8d,1037134,02MDF-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MDF/13.8/UN-01,1037025,UN-01,_b21dbb22-fcce-4779-8d90-d121f66041ce,_96c45e9e-0368-4823-b34c-60c246eac499,SynchronousMachine
_6b47124a-81a9-41d3-844c-377f0f723eed,1037724,02MGD-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UNPTA,1037685,UNPTA,_2c09c665-e59d-46e8-9aa4-2554be3a7aa6,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_5297385f-50e3-442f-b8e5-a6121a6f2ffa,1037730,02MGD-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-01,1037687,UN-01,_f2f41e56-d4cb-4225-a02b-2ba8cee026e8,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_445247ca-34f4-4a8e-acca-f39ade20a450,1037736,02MGD-U10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-10,1037689,UN-10,_781f280c-a3ce-4966-b347-d3851a620365,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_afaaf6d9-44f8-4501-ad52-1e433672dd40,1037742,02MGD-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-02,1037691,UN-02,_2bc0051f-d897-436f-a09c-d164d8568675,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_7a46f389-e5b2-44d3-8198-cd0b41c1d803,1037748,02MGD-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-03,1037693,UN-03,_124fb8ee-9fc5-4ae8-bec7-7d1470906811,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_34894be0-4375-4c44-9f50-584acb5c372f,1037754,02MGD-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-04,1037695,UN-04,_3ad53eea-cb29-400e-a1fa-5a4ac94b8ff0,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_8771e7e3-fd76-495d-a8da-f276b75202c0,1037760,02MGD-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-05,1037697,UN-05,_faaf09d9-d571-4ba8-b966-bb37bf5f2f7a,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_9b79c69a-c1cc-4744-aaa8-769ecf28695e,1037766,02MGD-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-06,1037699,UN-06,_6721ad0f-dc87-4089-aeba-7eb35f9707a4,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_55db1fad-a853-4100-a90e-515d9207c680,1037772,02MGD-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-07,1037701,UN-07,_70b81baf-2bc6-435c-9276-68c301137ec0,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_83d7a773-a69c-442b-9026-da387f70f0a7,1037778,02MGD-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-08,1037703,UN-08,_c6810343-69c1-49bb-a9c9-482abc9eed08,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_119ee83d-c0d1-4bf0-8553-c1c02eea51d2,1037784,02MGD-U9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MGD/34.5/UN-09,1037705,UN-09,_8e316033-d1d6-4502-a456-7127c6ced16f,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine
_342d639f-306f-4bd4-8bfb-6da5e87d94a2,1039498,02MMT-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MMT/17/UN-01,1039327,UN-01,_2e36aaa7-4ecb-40f8-8b95-82c3af116494,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine
_8b63d70b-0139-4e84-ad19-a5d1684bbc68,1039504,02MMT-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MMT/17/UN-02,1039329,UN-02,_7dc7b5ba-5d65-4bee-a1e8-11430af29350,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine
_7d511457-3b46-4512-b236-3b7d499bb8eb,1039510,02MMT-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MMT/17/UN-03,1039331,UN-03,_b40ba304-4697-4ad6-aa94-1445b2df366a,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine
_2c20303e-86a3-4183-83ae-79e89fea54a5,1039516,02MMT-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MMT/17/UN-04,1039333,UN-04,_f1fead32-14d5-4193-b354-8f659c645efe,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine
_46eee2ff-fa09-4341-8ee9-0d42cd513a95,1039522,02MMT-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MMT/17/UN-05,1039335,UN-05,_c3050e6a-f1e8-4747-ae47-94054335076e,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine
_ef409b0e-c8d4-41f1-b7f1-7cc90356400d,1039528,02MMT-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MMT/17/UN-06,1039337,UN-06,_9f4e9059-4eaf-4d99-b241-42764547c3a9,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine
_5061afc4-8f22-4f35-bdd8-40ce130a50f1,1039534,02MMT-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MMT/17/UN-07,1039339,UN-07,_eec5d3bd-e70d-4872-9b40-29aca0759cec,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine
_c1e84f11-e85e-411b-90ac-26ef345ec853,1039540,02MMT-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MMT/17/UN-08,1039341,UN-08,_3b6048dc-bb96-452e-9167-21fe50f8bebe,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine
_55bc17f2-5644-4ac8-acca-c7aed99890c1,1040502,02MPS-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MPS/15/UN-01,1040401,UN-01,_93638654-cc40-4c94-9179-f9f7d31df06e,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine
_f070fefe-d156-4c25-bdd9-f7cf85d84de1,1040508,02MPS-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MPS/15/UN-02,1040403,UN-02,_f129adbb-3fff-4d0c-a10c-93ae732657f1,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine
_1fc593e6-c5ea-4807-ad6e-f467e750425b,1040514,02MPS-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MPS/15/UN-03,1040405,UN-03,_698e7a63-4d65-43df-844c-f76e1edd6012,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine
_3a6aac21-3889-44d5-ab82-2442628a5118,1040520,02MPS-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MPS/15/UN-04,1040407,UN-04,_b917c1c3-dd18-4922-ac3d-8e800b9bcce7,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine
_47710bb4-3bb1-426c-9e02-2c44d3a5ed40,1040526,02MPS-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MPS/15/UN-05,1040409,UN-05,_625350e0-4c47-4b33-8699-c61ca597e17f,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine
_eafbec99-1f9e-4984-a215-92df471549c6,1040532,02MPS-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MPS/15/UN-06,1040411,UN-06,_d223de07-33de-442b-9886-ba43ed0d1444,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine
_f6f6d8c3-3525-47dc-bc8b-e9185dc82e50,1041761,02MZT-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MZT/13.8/UN-01,1041325,UN-01,_70527b70-ecf5-4480-9644-2e0c75c042cd,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine
_1295a719-748e-402a-919f-810ae12f1141,1041767,02MZT-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MZT/13.8/UN-02,1041327,UN-02,_35c98e92-f4d0-4685-8af6-efe85ac1b9ff,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine
_e409890e-a7f3-4dfd-b19e-b7f1257233aa,1041773,02MZT-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MZT/13.8/UN-03,1041329,UN-03,_aa65e5a7-952c-475a-8af3-1f068a9aa104,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine
_f03d5a19-0aa9-4eac-ab21-07c4cc149f8c,1041779,02MZT-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   MZT/13.8/UN-04,1041331,UN-04,_cb037162-7b9d-45f6-a12f-ebb61fbec64d,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine
_cdf56569-54ba-4b1b-b47e-379434825001,1041972,02OAU-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-01,1041956,UN-01,_4a2ac322-7927-4c18-9785-987310d6c4c9,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_84062967-c3c0-48ab-a146-6859e8e5215b,1041978,02OAU-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-02,1041958,UN-02,_98de5467-deff-468e-a7c2-e22ca057c2e2,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_8f571a75-2004-4e45-9557-cedd6c94335b,1041984,02OAU-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-03,1041960,UN-03,_1d0d0966-03b0-459e-95df-d29c87617eb7,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_cde43974-18a8-426c-b42b-7484823528ec,1041990,02OAU-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-04,1041962,UN-04,_b61171a6-3e3d-47cc-a485-a60bfa4835f2,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_492c296a-b1b8-45de-93d4-c9e2c0048c8d,1041996,02OAU-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-05,1041964,UN-05,_0593ad1b-c9f0-4363-8ca1-a81038c9dc5a,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_660cd4a3-16a7-4b99-9128-95233e59f016,1043564,02PCG-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   PCG/13.8/UN-01,1043456,UN-01,_b9420345-c782-4fe3-9c6f-fad176c7b7b8,_c43f7aab-56c9-45d6-b8e6-881a50784d7e,SynchronousMachine
_f87d709e-55bb-42f1-900b-2ca5bf591770,1043682,02PDQ-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-01,1043669,UN-01,_1869eb3a-d55f-46b6-8aed-660cacb4fb0c,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine
_f537bad8-8c7d-4f03-bcec-e75560ac956a,1043688,02PDQ-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-02,1043671,UN-02,_9628722c-c1fe-4e30-b644-d95b1645db2e,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine
_52f647db-4e32-4c85-a26c-7aa92a0dcd92,1043694,02PDQ-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-03,1043673,UN-03,_8c2940b4-a29d-4641-b7e3-2e0d5c4a868f,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine
