"ReactiveCapabilityCurve:
ID","ReactiveCapabilityCurve:
InternalId","ReactiveCapabilityCurve:
Name","ReactiveCapabilityCurve:
Parent","ReactiveCapabilityCurve:
ObjectType","SynchronousMachine:
Path","SynchronousMachine:
InternalId","SynchronousMachine:
Name","ReactiveCapabilityCurve:
SynchronousMachineHasDefaultReactiveCapabilityCurve:
SynchronousMachine:
ID","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType"
_6f7845d1-c4ec-4958-b645-ee2521eccad8,941315,02EOT-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EOT/34.5/UN-01,941196,UN-01,_fe1c5805-bb01-479c-bc0a-67a655ba3119,_dc805f28-f232-44f4-9847-de37c9c71a79,SynchronousMachine
_3de7b129-fc2c-49b8-929c-71d869cf00c3,941321,02EOT-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EOT/34.5/UN-02,941198,UN-02,_f08eeea0-9d85-4d1d-bd3a-d0c4a24fa7d4,_dc805f28-f232-44f4-9847-de37c9c71a79,SynchronousMachine
_fc23c233-9a74-41bb-913a-966378adb694,941327,02EOT-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EOT/34.5/UN-03,941200,UN-03,_d2f5a60e-fde1-4cc4-9d63-7f643567b614,_dc805f28-f232-44f4-9847-de37c9c71a79,SynchronousMachine
_da949486-6136-4932-a0ca-beaec59ead99,941333,02EOT-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EOT/34.5/UN-04,941202,UN-04,_3960128c-b4f0-4da0-9804-eedc39c6b0ba,_dc805f28-f232-44f4-9847-de37c9c71a79,SynchronousMachine
_eea5ce85-5850-4d67-8335-d134a76b7c06,941339,02EOT-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EOT/34.5/UN-05,941204,UN-05,_229f2250-2174-4bab-bda8-7d812c286ef6,_dc805f28-f232-44f4-9847-de37c9c71a79,SynchronousMachine
_9fc4e73f-2a14-47ef-9956-d75c22c27ab8,941345,02EOT-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EOT/34.5/UN-06,941206,UN-06,_25d4a59a-bae8-4d6d-87d3-de69ab230a40,_dc805f28-f232-44f4-9847-de37c9c71a79,SynchronousMachine
_f78e7d9a-431f-47d3-a8c7-ed05c5fdaedf,941501,02ERT-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ERT/34.5/UN-01,941489,UN-01,_aefbe205-d87b-4527-8b27-8433afba66a2,_24e2c76d-ed94-47bb-9663-85e19f6cabcc,SynchronousMachine
_0e717360-a1ce-4e53-8eee-0fbeb85a1131,941507,02ERT-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ERT/34.5/UN-02,941491,UN-02,_be7c6b2f-0a17-4bf5-9aad-6c1545ebcded,_24e2c76d-ed94-47bb-9663-85e19f6cabcc,SynchronousMachine
_72bcb344-6da8-4f32-9333-eb01b4a3896d,941513,02ERT-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ERT/34.5/UN-03,941493,UN-03,_8642d323-83b3-43c5-8cb7-d163c44ae0a8,_24e2c76d-ed94-47bb-9663-85e19f6cabcc,SynchronousMachine
_4795a2ae-512f-4ce3-9d9e-d24b323d2080,941628,02ESN-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ESN/34.5/UN-01,941614,UN-01,_66e3e068-aa3e-4dab-b343-b65410ce4a3a,_3626cadd-85d9-4e5b-b359-c5b964693695,SynchronousMachine
_6b105118-4bfe-4af3-abe8-9c23e6111d03,941634,02ESN-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ESN/34.5/UN-02,941616,UN-02,_59db34e1-3780-417a-9307-675eff74ccc1,_3626cadd-85d9-4e5b-b359-c5b964693695,SynchronousMachine
_1db61168-bc0e-4ac8-84b9-a4f8c2e885fb,941640,02ESN-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ESN/34.5/UN-03,941618,UN-03,_8adec3de-95c9-4f6e-bfc8-794f91ea8ce7,_3626cadd-85d9-4e5b-b359-c5b964693695,SynchronousMachine
_2fdddd37-6101-4aa9-9bd6-ae52ed7ec32e,941646,02ESN-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ESN/34.5/UN-04,941620,UN-04,_a1078a2c-7420-4cbb-ba5a-9f15d1843dba,_3626cadd-85d9-4e5b-b359-c5b964693695,SynchronousMachine
_ed3ca1e4-49c0-4020-a930-5d17d3200b02,942017,02ETS-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ETS/16.5/UNPTA,941789,UNPTA,_ef7ea73e-f7d0-402f-81d6-9ba4c9fc1bc9,_20037433-40fd-4e13-a5c1-81e8b78f3880,SynchronousMachine
_58e3bfcd-a53d-4fe6-add2-f049e3c4613f,942023,02ETS-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ETS/16.5/UN-01,941791,UN-01,_3037d05d-c918-4a6e-b03d-12a4814d98bf,_20037433-40fd-4e13-a5c1-81e8b78f3880,SynchronousMachine
_8c8dff5d-8e70-4fab-9682-428350f1dfaa,942029,02ETS-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ETS/16.5/UN-02,941793,UN-02,_5253ee21-0bcc-4982-bd7f-859d4bb30ac4,_20037433-40fd-4e13-a5c1-81e8b78f3880,SynchronousMachine
_e421af95-0b2f-4a18-a946-a25066a86a58,942035,02ETS-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   ETS/16.5/UN-03,941795,UN-03,_a1f18d03-6612-4712-8722-d1945dee2f6f,_20037433-40fd-4e13-a5c1-81e8b78f3880,SynchronousMachine
_bfa016bd-474a-4778-b28d-5cac855f39cc,942223,02EUR-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-01,942181,UN-01,_457744fd-e4db-4d1c-82ed-b4a55cb3f019,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_381ee8fd-3b6e-4584-a50c-ec4eb93da9c9,942229,02EUR-U10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-10,942183,UN-10,_46ac4c4a-e298-4ccd-a256-bd593b302fb0,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_1789268f-a38b-4d29-bca2-2d699d4547d2,942235,02EUR-U11,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-11,942185,UN-11,_9d2fb86e-73bb-4ed6-bd22-89ede1bedb01,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_02d940ee-d326-4c93-864a-102acb7ff627,942241,02EUR-U12,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-12,942187,UN-12,_7bc7f7db-0960-4573-bc9e-9255fbc8e74f,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_56c5b1d2-9254-41c8-b2c4-82476a0c6590,942247,02EUR-U13,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-13,942189,UN-13,_96cdaed1-0182-4eda-8b81-35dc32774ed5,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_cb20a6c6-4f72-42db-8888-acc75a36da40,942253,02EUR-U14,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-14,942191,UN-14,_8d40918f-fc2b-4e2b-a7ee-1dabf1d1b807,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_0edbefaf-f548-43aa-a3df-6eca27a94f1e,942259,02EUR-U15,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-15,942193,UN-15,_93379e7b-a620-4314-8625-4e8473c59630,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_7ae11645-39df-4f95-bc00-13e42083a7d7,942265,02EUR-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-02,942195,UN-02,_ef11cf33-337d-4c82-91da-695996a2ea41,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_a7036d46-8cb8-43fd-a64d-e39eb2138a26,942271,02EUR-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-03,942197,UN-03,_29409ebd-8e64-4537-a724-9e93df628b1d,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_bdb6afbe-3784-48d5-b658-7a9e720d4834,942277,02EUR-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-04,942199,UN-04,_f4ef61ff-f527-470c-acac-707a329e9839,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_2bf45b5e-8bcf-44e8-bc68-4dc65308f056,942283,02EUR-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-05,942201,UN-05,_31bfa8d3-5798-48be-ae52-e71f17e6e12f,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_58706866-3444-4f4a-a044-4d51c32cb7c7,942289,02EUR-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-06,942203,UN-06,_05f14955-7f1e-472d-9697-04fb90a5b488,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_705548ef-d747-4c85-86ad-7d5c7170fc8d,942295,02EUR-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-07,942205,UN-07,_6281a664-b1fb-44c9-9c14-f3a7841af0ac,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_2f62a55b-d17c-4458-a236-44df137bd200,942301,02EUR-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-08,942207,UN-08,_43fd9f5c-19b5-4111-815b-5f2257f3376f,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_36778772-59b3-40a9-b238-14fd822c6955,942307,02EUR-U9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EUR/34.5/UN-09,942209,UN-09,_e32285d1-84fb-40d9-a28a-df13048266a7,_d53c2ee0-9d9a-4e74-8138-19c604cd10f3,SynchronousMachine
_f954efc0-6d88-4405-88b0-ee702eff858a,942493,02EVM-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EVM/23/UN-01,942467,UN-01,_995190ed-8c85-48dd-80fa-b54c5de6c742,_0007495e-4cb9-4515-a80e-d3c990eef1ac,SynchronousMachine
_e535365b-d876-47c8-aa07-5ba982a3a7ba,942499,02EVM-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EVM/23/UN-02,942469,UN-02,_cf214673-1336-4e0d-8225-fdcaeda75af6,_0007495e-4cb9-4515-a80e-d3c990eef1ac,SynchronousMachine
_e42dd367-f7d9-4459-9538-2856477d08da,942505,02EVM-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EVM/23/UN-03,942471,UN-03,_88ac0c28-98d7-40b4-a863-42477261c287,_0007495e-4cb9-4515-a80e-d3c990eef1ac,SynchronousMachine
_4cfb0f4b-9faa-4fe3-a93c-39ba58d2aef5,942511,02EVM-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EVM/23/UN-04,942473,UN-04,_130a06c4-210f-438d-ac79-80e7fc03be04,_0007495e-4cb9-4515-a80e-d3c990eef1ac,SynchronousMachine
_9ffcd39a-abe8-493e-9dc5-bb67f2e69a71,942517,02EVM-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EVM/23/UN-05,942475,UN-05,_d2ecc8a6-a4b3-4b42-9dcf-477a9822a172,_0007495e-4cb9-4515-a80e-d3c990eef1ac,SynchronousMachine
_a0ea6b3b-91c6-43da-8d2f-41d0903e7622,942523,02EVM-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EVM/23/UN-06,942477,UN-06,_b58f9e44-962d-464e-8374-d0e6085e0dca,_0007495e-4cb9-4515-a80e-d3c990eef1ac,SynchronousMachine
_a88b2f9b-0ae8-414c-99c6-0667474f0a3c,942529,02EVM-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EVM/23/UN-07,942479,UN-07,_49f8b91b-ba15-4a0e-8554-68d1401685d6,_0007495e-4cb9-4515-a80e-d3c990eef1ac,SynchronousMachine
_80a30411-33ac-4e3e-ac6b-44e717039c4c,942668,02EZO-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EZO/34.5/UN-01,942656,UN-01,_9641d5e3-55a1-4840-a46a-c28b10c61854,_82f90221-c517-4bf3-9055-391980addb45,SynchronousMachine
_f0b50dbc-b0f5-4c56-9f05-5692b95809ea,942674,02EZO-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EZO/34.5/UN-02,942658,UN-02,_70bf3d63-8540-41a8-aca3-43c14297248d,_82f90221-c517-4bf3-9055-391980addb45,SynchronousMachine
_ff836dff-20d6-43d1-ada7-042bddfb589b,942680,02EZO-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   EZO/34.5/UN-03,942660,UN-03,_7136e643-5724-4ff6-9ff8-b1bafe1c6fd4,_82f90221-c517-4bf3-9055-391980addb45,SynchronousMachine
_990eb291-79d9-4873-aa3f-7e301ae815be,943167,02FEI-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FEI/34.5/UN-01,942832,UN-01,_fba263a3-e1ce-4455-94a7-203b8d290afc,_82d2072b-7eac-4b6e-9ed8-e4fd13ce8ff3,SynchronousMachine
_c32fdb93-83ac-43a0-949f-700d921af213,943173,02FEI-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FEI/34.5/UN-02,942834,UN-02,_618cf6f3-7352-4fff-a62b-c6e3afdba0bf,_82d2072b-7eac-4b6e-9ed8-e4fd13ce8ff3,SynchronousMachine
_ebf67605-65a5-4f9e-9a1c-63cfaa380c49,943179,02FEI-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FEI/34.5/UN-03,942836,UN-03,_501e0791-750a-43f0-b784-b5f070f42441,_82d2072b-7eac-4b6e-9ed8-e4fd13ce8ff3,SynchronousMachine
_645ae02f-2fac-4fe7-ab55-ed9ce55d3d94,943185,02FEI-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FEI/34.5/UN-04,942838,UN-04,_08569c52-4630-41b4-8f01-0b1bfc2bd2df,_82d2072b-7eac-4b6e-9ed8-e4fd13ce8ff3,SynchronousMachine
_41e18530-31db-4928-a8ed-57725fed4b70,943191,02FEI-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FEI/34.5/UN-05,942840,UN-05,_4975b70f-40fb-4fc2-9b8e-85afcd4c38ff,_82d2072b-7eac-4b6e-9ed8-e4fd13ce8ff3,SynchronousMachine
_a8bfdae9-16d0-48f5-9aef-f6dcb29f45dd,943197,02FEI-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FEI/34.5/UN-06,942842,UN-06,_aa508ba0-6fbf-47a5-88a9-673df219a72b,_82d2072b-7eac-4b6e-9ed8-e4fd13ce8ff3,SynchronousMachine
_9393cc42-2aca-4888-8818-58cf590b075d,943203,02FEI-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FEI/34.5/UN-07,942844,UN-07,_ad582db8-cc40-4a28-8426-df65f31162ba,_82d2072b-7eac-4b6e-9ed8-e4fd13ce8ff3,SynchronousMachine
_5e6cdbe9-3491-470b-9fc4-23a987aeca15,943281,08PHS-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   PHS/34.5/UN-PTA,943273,UN-PTA,_1ffc7fdd-397d-4377-95c9-45a96cc396b9,_5fd9a162-78e4-4e19-a200-1a650df8ecc6,SynchronousMachine
_f0d6c31d-f99e-4578-a56b-d597b0a8787d,949772,08VAD-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VAD/13.8/UNPTA,949611,UNPTA,_f1f5e585-738c-47cb-84af-232da5130c23,_97756491-f99e-4b8f-b775-db6bf7ceb2c1,SynchronousMachine
_bdb08b9f-fd90-4264-aef1-315a392043a3,949778,08VAD-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VAD/13.8/UN-01,949613,UN-01,_e18d5564-385d-4d79-8692-c19b0822f6c0,_97756491-f99e-4b8f-b775-db6bf7ceb2c1,SynchronousMachine
_e7318a2a-ad6c-4218-bba3-f8417b5d1e07,949784,08VAD-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VAD/13.8/UN-02,949615,UN-02,_54fbe17b-a244-4319-a213-b23e97934abb,_97756491-f99e-4b8f-b775-db6bf7ceb2c1,SynchronousMachine
_2b118732-6be3-4b02-850f-9a4c7ec39c12,949790,08VAD-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VAD/13.8/UN-03,949617,UN-03,_e09c7b4f-d4db-479b-b5cd-f22c2491a53b,_97756491-f99e-4b8f-b775-db6bf7ceb2c1,SynchronousMachine
_31fa13a4-02ff-424d-893e-062e32d1b37b,949796,08VAD-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VAD/13.8/UN-04,949619,UN-04,_3e507399-fb48-48db-9116-31444d73fda2,_97756491-f99e-4b8f-b775-db6bf7ceb2c1,SynchronousMachine
_b731c35a-15b6-4361-8075-51639fce9d60,949802,08VAD-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VAD/13.8/UN-05,949621,UN-05,_b8b9e899-86e3-4f53-8f0e-2c0b6822c409,_97756491-f99e-4b8f-b775-db6bf7ceb2c1,SynchronousMachine
_fdd5c359-5709-4e08-9b52-3dca42b0f561,951288,08VLT-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VLT/18/UNPTA,951262,UNPTA,_5a9b683a-aec0-49d2-9402-656f85522ca2,_e3eec6bc-4612-4e2a-ad99-73ea3da8a84f,SynchronousMachine
_8e112b1a-545a-4a8a-8243-f88f74d7f2d5,951294,08VLT-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VLT/18/UN-01,951264,UN-01,_81c8dbc3-a313-4bd7-b966-90c67be731be,_e3eec6bc-4612-4e2a-ad99-73ea3da8a84f,SynchronousMachine
_ef697dd8-bb52-45ee-b4e1-a43f1096e837,951300,08VLT-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VLT/18/UN-02,951266,UN-02,_5c2ffa61-3660-4f9d-8cf1-a10df349f595,_e3eec6bc-4612-4e2a-ad99-73ea3da8a84f,SynchronousMachine
_387e081a-9553-4549-90fb-9efb699ce483,951306,08VLT-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   VLT/18/UN-03,951268,UN-03,_31d3dd2e-0b37-4417-92fb-62358b4545a7,_e3eec6bc-4612-4e2a-ad99-73ea3da8a84f,SynchronousMachine
_d0b18e61-4fa6-4b2e-a4c8-a0a9e7d0b4c0,951551,08WES-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BEL/08BEL/08   CCH/115/UN-01,951448,UN-01,_022d0693-fb2c-4c50-8e6e-44288538cf29,_da026d5b-759e-46ef-89de-aa9b7b03b233,SynchronousMachine
_7d75f6d5-6cd1-4b08-8781-a5076e61731b,952085,08XUL-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   XUL/13.8/UN-01,951992,UN-01,_836e4b55-ba02-4760-a583-3135feafbc88,_d74319e9-1e93-4041-84ec-430c9a4385ac,SynchronousMachine
_11590a73-3109-40ff-a544-79d4b4fc3916,952091,08XUL-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   XUL/13.8/UN-02,951994,UN-02,_6933d43c-956a-4dcd-b82c-fe1e573f15b8,_d74319e9-1e93-4041-84ec-430c9a4385ac,SynchronousMachine
_f985d73b-32f0-4c1f-bc76-89eadbb7e300,952097,08XUL-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08   XUL/13.8/UN-03,951996,UN-03,_84269d6b-b28a-4ffa-90ef-7334f709e2c0,_d74319e9-1e93-4041-84ec-430c9a4385ac,SynchronousMachine
_b8f664a9-ed61-4695-909e-488a28908495,956193,08CRE-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08CHTCRE/13.8/UN-02,955960,UN-02,_d588b723-a548-4e5b-ac19-44c71a2fc65b,_5ff1cb7b-9090-42e0-bc2c-59d5a3344842,SynchronousMachine
_3a27db0a-3351-4f44-943a-feab54816c8c,956199,08CRE-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08CHTCRE/13.8/UN-03,955962,UN-03,_15b8189f-7c9e-4382-a7ee-f5925626e2ae,_5ff1cb7b-9090-42e0-bc2c-59d5a3344842,SynchronousMachine
_c872a46b-e4da-47b3-9cb2-9b708ba755d7,976324,08CHB-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08CNCCHB/13.8/UN-01,976103,UN-01,_7c034a94-0539-45d4-8ddd-5f60acd6ec65,_7e1e944a-86ea-486c-8d40-2f50bde6b033,SynchronousMachine
_4386af46-eb4c-4f36-933f-56c6256a0374,976330,08CHB-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08CNCCHB/13.8/UN-02,976105,UN-02,_a7a2cc98-83b4-4858-b793-0ea29ff04489,_7e1e944a-86ea-486c-8d40-2f50bde6b033,SynchronousMachine
_c5cbb9a0-27a6-4479-b0c2-0663737e4bf2,976336,08CHB-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08CNCCHB/13.8/UN-04,976107,UN-04,_4f0ce38c-9a7e-48c3-8304-aec873d5f13c,_7e1e944a-86ea-486c-8d40-2f50bde6b033,SynchronousMachine
_514facf0-e107-4388-8885-6d43a495c2ff,977274,08CNC-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08CNCCNC/13.8/UN-01,977042,UN-01,_ed43ccbe-eb74-4967-aa4a-2ac610d053c0,_a9a6fd3e-65f5-4f2d-977e-e1a07b0bf8ed,SynchronousMachine
_4b9dc733-065b-45b4-86c8-fb117885d3f9,977280,08CNC-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08CNCCNC/13.8/UN-02,977044,UN-02,_55c078f4-41e3-4ffe-b140-3ce50866f45d,_a9a6fd3e-65f5-4f2d-977e-e1a07b0bf8ed,SynchronousMachine
_438b87ea-471a-4e59-8b18-e9396d2acbdf,977286,08CNC-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/08PEN/08CNCCNC/13.8/UN-05,977046,UN-05,_f17ae986-6e3c-4df4-b0d9-bdcde13b1ada,_a9a6fd3e-65f5-4f2d-977e-e1a07b0bf8ed,SynchronousMachine
_f6fd5745-3a0d-4e77-baad-239cd51ece18,1030838,02FET-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FET/16.5/UNPTA,1030384,UNPTA,_7dcad1d6-7273-402c-8912-f9e031282ce7,_b5784f78-2393-49ac-b976-e1be7b76b1ca,SynchronousMachine
_b8edf117-9793-4966-b7fd-ad8c24aa0664,1030844,02FET-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/02ORI/02   FET/16.5/UN-01,1030386,UN-01,_3b5a83da-9157-4fcd-b394-8a090763318b,_b5784f78-2393-49ac-b976-e1be7b76b1ca,SynchronousMachine
