"SynchronousMachine:
ID","SynchronousMachine:
Path","SynchronousMachine:
Description","SynchronousMachine:
ShortID","SynchronousMachine:
Name","SynchronousMachine:
nodePkey","SynchronousMachine:
InternalId","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType"
_98de5467-deff-468e-a7c2-e22ca057c2e2,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-02,02OAU-U2,2,UN-02,02LVD-230,1041958,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_1d0d0966-03b0-459e-95df-d29c87617eb7,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-03,02OAU-U3,3,UN-03,02LVD-230,1041960,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_b61171a6-3e3d-47cc-a485-a60bfa4835f2,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-04,02OAU-U4,4,UN-04,02LVD-230,1041962,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_0593ad1b-c9f0-4363-8ca1-a81038c9dc5a,Network/Companies/SIN/02ORI/02   OAU/34.5/UN-05,02OAU-U5,5,UN-05,02LVD-230,1041964,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine
_b9420345-c782-4fe3-9c6f-fad176c7b7b8,Network/Companies/SIN/02ORI/02   PCG/13.8/UN-01,02PCG-U1,1,UN-01,02BJU-115,1043456,_c43f7aab-56c9-45d6-b8e6-881a50784d7e,SynchronousMachine
_1869eb3a-d55f-46b6-8aed-660cacb4fb0c,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-01,02PDQ-U1,1,UN-01,02ERZ-115,1043669,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine
_9628722c-c1fe-4e30-b644-d95b1645db2e,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-02,02PDQ-U2,2,UN-02,02ERZ-115,1043671,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine
_8c2940b4-a29d-4641-b7e3-2e0d5c4a868f,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-03,02PDQ-U3,3,UN-03,02ERZ-115,1043673,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine
_e43046b3-8eae-46bc-95cc-8f412fbcfc2c,Network/Companies/SIN/02ORI/02   PDQ/34.5/UN-04,02PDQ-U4,4,UN-04,02ERZ-115,1043675,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine
_f02a856e-dacd-4563-aa64-d51761c83665,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-01,02PEA-U1,1,UN-01,02PEA-230,1044046,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine
_8c535e76-e1dc-43e0-8fc7-5a94eb759de5,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-02,02PEA-U2,2,UN-02,02PEA-230,1044048,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine
_5b5c459f-09cb-4be0-a559-d26d9d340e4d,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-03,02PEA-U3,3,UN-03,02PEA-230,1044050,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine
_4907ea8d-390a-4924-93c2-190fc4f87399,Network/Companies/SIN/02ORI/02   PEA/13.8/UN-04,02PEA-U4,4,UN-04,02PEA-230,1044052,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine
_ba2a6ebd-1a87-4f22-8b02-e887d2ff3f66,Network/Companies/SIN/02ORI/02   PEI/13.8/UN-01,02PEI-U1,1,UN-01,NA,1044499,_1cc4b222-8e56-463c-94f3-445dcfb763f5,SynchronousMachine
_efd9b4f2-7699-4c3b-bb15-c1c327fe9ebb,Network/Companies/SIN/02ORI/02   PEI/13.8/UN-02,02PEI-U2,2,UN-02,NA,1044501,_1cc4b222-8e56-463c-94f3-445dcfb763f5,SynchronousMachine
_30d6b32d-a5ab-4ed3-ac31-5d6a1c59ab09,Network/Companies/SIN/02ORI/02   PGC/13.8/UN-01,02PGC-U1,1,UN-01,02PGC-115,1044713,_e0779ee0-5d7f-4435-a3a1-8d0b6a555f6e,SynchronousMachine
_9eb1a5d4-5f30-49e5-90b9-a25da6277209,Network/Companies/SIN/02ORI/02   PGC/13.8/UN-02,02PGC-U2,2,UN-02,02PGC-115,1044715,_e0779ee0-5d7f-4435-a3a1-8d0b6a555f6e,SynchronousMachine
_b3816232-0596-40e0-9a06-4a522da7c27a,Network/Companies/SIN/02ORI/02   PIE/34.5/UNPTA,02PIE-PTA,99,UNPTA,,1044946,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine
_8321c082-eec7-437d-88a8-1ddc16b39aed,Network/Companies/SIN/02ORI/02   PIE/34.5/UN-01,02PIE-U1,1,UN-01,02TCL-230,1044948,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine
_fc3a5931-5ae4-4643-84db-3dcdbd61af36,Network/Companies/SIN/02ORI/02   PIE/34.5/UN-02,02PIE-U2,2,UN-02,02TCL-230,1044950,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine
_26248983-bbe1-46c9-8114-70b68cd976d1,Network/Companies/SIN/02ORI/02   PIE/34.5/UN-03,02PIE-U3,3,UN-03,02TCL-230,1044952,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine
_06ac91d1-6532-4b9b-9603-d968feead76d,Network/Companies/SIN/02ORI/02   PIE/34.5/UN-04,02PIE-U4,4,UN-04,02TCL-230,1044954,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine
_fc396b37-5b30-42a2-a1d7-ffe7b9e1af00,Network/Companies/SIN/02ORI/02   PIV/34.5/UNPTA,02PIV-PTA,99,UNPTA,,1045164,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine
_29f49f59-c644-46eb-9942-fae7b621abf4,Network/Companies/SIN/02ORI/02   PIV/34.5/UN-10,02PIV-U10,10,UN-10,02TCL-230,1045166,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine
_324be2b3-01f2-4f44-8850-e768f517552c,Network/Companies/SIN/02ORI/02   PIV/34.5/UN-11,02PIV-U11,11,UN-11,02TCL-230,1045168,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine
_0b899b7d-6bb9-4e2b-892f-3286c7ecddd2,Network/Companies/SIN/02ORI/02   PIV/34.5/UN-05,02PIV-U5,5,UN-05,02TCL-230,1045170,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine
_1737e94b-ad30-4c0c-b4a1-81b07f3154bd,Network/Companies/SIN/02ORI/02   PIV/34.5/UN-06,02PIV-U6,6,UN-06,02TCL-230,1045172,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine
_f759cd9a-23fd-451e-9b9a-cb4ac9e99887,Network/Companies/SIN/02ORI/02   PIV/34.5/UN-07,02PIV-U7,7,UN-07,02TCL-230,1045174,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine
_84214780-301b-45b2-99d0-0983c3c22d5b,Network/Companies/SIN/02ORI/02   PIV/34.5/UN-08,02PIV-U8,8,UN-08,02TCL-230,1045176,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine
_1412504a-e60e-4969-beb8-737027b1e584,Network/Companies/SIN/02ORI/02   PIV/34.5/UN-09,02PIV-U9,9,UN-09,02TCL-230,1045178,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine
_e1586a18-5933-4dba-9f37-e875b2374db4,Network/Companies/SIN/02ORI/02   PQM/34.5/UN-01,02PQM-U1,1,UN-01,02JUD-230,1046053,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine
_9fa41785-f8a8-41e4-9648-0d66ffbbfe53,Network/Companies/SIN/02ORI/02   PQM/34.5/UN-02,02PQM-U2,2,UN-02,02JUD-230,1046055,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine
_9a854918-3ca4-4ab9-bae2-abedafa95161,Network/Companies/SIN/02ORI/02   PQM/34.5/UN-03,02PQM-U3,3,UN-03,02JUD-230,1046057,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine
_34eb2af4-8e04-483a-aea5-fa5d066c9812,Network/Companies/SIN/02ORI/02   PQM/34.5/UN-04,02PQM-U4,4,UN-04,02JUD-230,1046059,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine
_b2881b7b-fa11-4c0a-ab49-22f4e7379211,Network/Companies/SIN/02ORI/02   PQM/34.5/UN-05,02PQM-U5,5,UN-05,02JUD-230,1046061,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine
_52edc012-c1e1-4400-be45-18422cca7d1c,Network/Companies/SIN/02ORI/02   PRI/13.8/UNPTA,02PRI-PTA,99,UNPTA,,1047171,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine
_34ac6b7e-2508-4828-b990-7125f9312f9c,Network/Companies/SIN/02ORI/02   PRI/13.8/UN-01,02PRI-U1,1,UN-01,02PRI-115,1047173,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine
_6c83e5de-5e49-4d0b-b096-b684d542f2cd,Network/Companies/SIN/02ORI/02   PRI/13.8/UN-02,02PRI-U2,2,UN-02,02PRI-115,1047175,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine
_aaecdf28-7461-4b36-8160-03246b7e993b,Network/Companies/SIN/02ORI/02   PRI/13.8/UN-03,02PRI-U3,3,UN-03,02PRI-115,1047177,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine
_234d2a80-e3c4-4ce3-aa7a-0439f295045e,Network/Companies/SIN/02ORI/02   PRI/16.8/UN-04,02PRI-U4,4,UN-04,02PRI-115,1047192,_fd565679-43d9-459d-90ea-9d679c6df929,SynchronousMachine
_06caef3f-c64a-400d-b5b0-54c5f2a6e985,Network/Companies/SIN/02ORI/02   PZM/0.48/UN-01,02PZM-U1,1,UN-01,02CTM-115,1048050,_5a7b56ba-e9ab-40f2-9881-0e1cddace536,SynchronousMachine
_508af5ca-e70f-4a07-9812-8292b423d207,Network/Companies/SIN/02ORI/02   SBM/4.16/UN-01,02SBM-U1,1,UN-01,02INT-115,1048537,_82a5cd2e-a0fa-42c8-8258-4421ffb58c37,SynchronousMachine
_22757b37-c618-4827-a1cc-4cf901cf0e01,Network/Companies/SIN/02ORI/02   SDN/34.5/UN-01,02SDN-U1,1,UN-01,02TST-115,1048759,_c42cf380-e1ac-41a9-858a-81415985c25f,SynchronousMachine
_c370aebe-e54a-4f2c-a9b5-867ad952e45a,Network/Companies/SIN/02ORI/02   SDN/34.5/UN-02,02SDN-U2,2,UN-02,02TST-115,1048761,_c42cf380-e1ac-41a9-858a-81415985c25f,SynchronousMachine
_152b9a0b-13b7-4ee9-bb7f-c42cd070f8a5,Network/Companies/SIN/02ORI/02   SES/13.8/UN-01,02SES-U1,1,UN-01,02SES-115,1048832,_15a563d7-4b05-4830-9241-b4eef2ca923f,SynchronousMachine
_d90dd423-0551-496c-8af1-6b5b32099a1f,Network/Companies/SIN/02ORI/02   SKY/13.8/UN-01,02SKY-U1,1,UN-01,02SMG-115,1049026,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine
_50b11e53-1d89-4322-b4f4-192e181e008c,Network/Companies/SIN/02ORI/02   SKY/13.8/UN-02,02SKY-U2,2,UN-02,02SMG-115,1049028,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine
_3e8493ec-cf03-48e6-9b0d-74b07d98d69a,Network/Companies/SIN/02ORI/02   SKY/13.8/UN-03,02SKY-U3,3,UN-03,02SMG-115,1049030,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine
_0b58abb8-5db7-4111-bd63-cca94e04ce94,Network/Companies/SIN/02ORI/02   SKY/13.8/UN-04,02SKY-U4,4,UN-04,02SMG-115,1049032,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine
_6da11113-ca6a-4c77-8ffc-8a24b8dceb01,Network/Companies/SIN/02ORI/02   SKY/13.8/UN-05,02SKY-U5,5,UN-05,02SMG-115,1049034,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine
_d3a8030a-22fa-4d35-8b9b-185cff781e4b,Network/Companies/SIN/02ORI/02   SKY/13.8/UN-06,02SKY-U6,6,UN-06,02SMG-115,1049036,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine
_8df17b70-c60d-474a-9536-1bc8a15f9a11,Network/Companies/SIN/02ORI/02   SKY/13.8/UN-07,02SKY-U7,7,UN-07,02SMG-115,1049038,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine
_2718687b-639c-4221-aed3-b37649d61139,Network/Companies/SIN/02ORI/02   SKY/13.8/UN-08,02SKY-U8,8,UN-08,02SMG-115,1049040,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine
_908a9e6a-7072-4746-a2e1-cc73b9afd038,Network/Companies/SIN/02ORI/02   SUD/34.5/UN-01,02SUD-U1,1,UN-01,02IPO-230,1049498,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine
_62469b13-d251-4f60-a3e8-7f588bcf636c,Network/Companies/SIN/02ORI/02   SUD/34.5/UN-02,02SUD-U2,2,UN-02,02IPO-230,1049500,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine
_ad46c890-7c58-49a6-9469-bd3d10b758c8,Network/Companies/SIN/02ORI/02   SUD/34.5/UN-03,02SUD-U3,3,UN-03,02IPO-230,1049502,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine
_dbb1457d-3ca1-4258-a9e7-54d24141930f,Network/Companies/SIN/02ORI/02   SUD/34.5/UN-04,02SUD-U4,4,UN-04,02IPO-230,1049504,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine
_d4094a54-dc91-449e-aaf9-d5ac069691d9,Network/Companies/SIN/02ORI/02   SUD/34.5/UN-05,02SUD-U5,5,UN-05,02IPO-230,1049506,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine
_669d0319-2c65-415f-8d55-f96243723047,Network/Companies/SIN/02ORI/02   SUD/34.5/UN-06,02SUD-U6,6,UN-06,02IPO-230,1049508,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine
_6774f77a-5e87-4ac5-9681-233a8ea9edbf,Network/Companies/SIN/02ORI/02   SXO/34.5/UNPTA,02SXO-PTA,99,UNPTA,,1049763,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine
_5f610c4f-3c35-4b52-8e95-12a41a1f3f61,Network/Companies/SIN/02ORI/02   SXO/34.5/UN-01,02SXO-U1,1,UN-01,02XOX-115,1049765,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine
_59708a2b-4607-469e-b350-f0dc6115af59,Network/Companies/SIN/02ORI/02   SXO/34.5/UN-02,02SXO-U2,2,UN-02,02XOX-115,1049767,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine
_704a4b97-fb97-4546-b070-3f03c0ee7868,Network/Companies/SIN/02ORI/02   SXO/34.5/UN-03,02SXO-U3,3,UN-03,02XOX-115,1049769,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine
_bfb5a878-d5e5-43a8-a6f8-173467052006,Network/Companies/SIN/02ORI/02   SXO/34.5/UN-04,02SXO-U4,4,UN-04,02XOX-115,1049771,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine
_6562ca90-a016-4dcc-a416-a3fc62d88959,Network/Companies/SIN/02ORI/02   SXO/34.5/UN-05,02SXO-U5,5,UN-05,02XOX-115,1049773,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine
_2a9fbcc5-cf9f-4d7c-a504-f05ca9958d0e,Network/Companies/SIN/02ORI/02   TUV/20/UN-01,02TUV-U1,1,UN-01,02TUV-400,1053416,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine
_38bff9f3-e3e9-425f-ae1b-507ed30be92d,Network/Companies/SIN/02ORI/02   TUV/20/UN-02,02TUV-U2,2,UN-02,02TUV-400,1053418,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine
_530ac06e-2bb6-43d5-b3be-4a6fd18a5bfb,Network/Companies/SIN/02ORI/02   TUV/20/UN-03,02TUV-U3,3,UN-03,02TUV-400,1053420,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine
_ce671007-d0b1-41a5-8336-693f87e86a79,Network/Companies/SIN/02ORI/02   TUV/20/UN-05,02TUV-U5,5,UN-05,02TUV-400,1053422,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine
_058ada20-5992-42fd-b3b7-24a81e9f1ea7,Network/Companies/SIN/02ORI/02   TUV/20/UN-06,02TUV-U6,6,UN-06,02TUV-400,1053424,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine
_8737e496-d39b-4e5b-8a7e-aa9a67b31e9a,Network/Companies/SIN/02ORI/02CZICGJ/13.8/UN-01,02CGJ-U1,1,UN-01,NA,1057031,_f1192bf0-a204-4f49-a0e9-1d1abf1c79fa,SynchronousMachine
_84fd170d-f324-476b-8020-f642a3b11ff1,Network/Companies/SIN/02ORI/02CZICGJ/13.8/UN-02,02CGJ-U2,2,UN-02,NA,1057033,_f1192bf0-a204-4f49-a0e9-1d1abf1c79fa,SynchronousMachine
_34c97dc2-6daa-490d-83fb-a9ee7f07e49f,Network/Companies/SIN/02ORI/02CZICHP/13.8/UN-03,02CHP-U3,3,UN-03,02CHP-115,1057897,_423628a3-3635-4140-813d-c819674d07e4,SynchronousMachine
_77850566-c6c0-497a-8514-e07294bd3d1f,Network/Companies/SIN/02ORI/02CZICHP/13.8/UN-04,02CHP-U4,4,UN-04,02CHP-115,1057899,_423628a3-3635-4140-813d-c819674d07e4,SynchronousMachine
_04dde89c-845b-4912-903e-2680ecf3ac10,Network/Companies/SIN/02ORI/02CZICHP/6.9/UN-01,02CHP-U1,1,UN-01,02CHP-115,1057921,_55bbb853-eda2-4949-a11b-d05976536cb9,SynchronousMachine
_ec538813-511e-43e5-a40a-17b5fb28aefd,Network/Companies/SIN/02ORI/02CZICHP/6.9/UN-02,02CHP-U2,2,UN-02,02CHP-115,1057923,_55bbb853-eda2-4949-a11b-d05976536cb9,SynchronousMachine
_2ec801e4-6e1b-4dd4-bc94-88e82746973b,Network/Companies/SIN/02ORI/02CZICPJ/13.8/UN-01,02CPJ-U1,1,UN-01,NA,1059007,_a10ce807-0a5e-4e1c-914a-02ff9fcd57b6,SynchronousMachine
_85ba87ce-fefb-4860-81d4-840f27153d3b,Network/Companies/SIN/02ORI/02CZICPJ/13.8/UN-02,02CPJ-U2,2,UN-02,NA,1059009,_a10ce807-0a5e-4e1c-914a-02ff9fcd57b6,SynchronousMachine
_bb36ca1e-6498-422f-bcd9-92af990e0372,Network/Companies/SIN/02ORI/02CZICPJ/13.8/UN-03,02CPJ-U3,3,UN-03,NA,1059011,_a10ce807-0a5e-4e1c-914a-02ff9fcd57b6,SynchronousMachine
_42de53b0-d94d-403a-bb85-712162b02366,Network/Companies/SIN/02ORI/02CZICPQ/13.8/UN-01,02CPQ-U1,1,UN-01,NA,1059199,_98ca6248-8849-401e-be97-093f43c17a26,SynchronousMachine
_c8950ad1-02a7-4383-b632-53fa06e86c11,Network/Companies/SIN/02ORI/02CZICPQ/13.8/UN-02,02CPQ-U2,2,UN-02,NA,1059201,_98ca6248-8849-401e-be97-093f43c17a26,SynchronousMachine
_720330d7-55e7-4847-b5d7-8affc245b1ab,Network/Companies/SIN/02ORI/02CZIIDE/13.8/UN-01,02IDE-U1,1,UN-01,02IDE-115,1061009,_76f4b031-7685-4702-b954-8c30f8d7d4e5,SynchronousMachine
_a7868951-6318-415d-af13-8eb1513bce44,Network/Companies/SIN/02ORI/02CZIIQU/13.8/UN-01,02IQU-U1,1,UN-01,02IQU-115,1061218,_4ef10708-5996-481e-9b4d-40ebade33f91,SynchronousMachine
_eb57e14e-4165-4399-bfbb-39d75f6d7303,Network/Companies/SIN/02ORI/02CZILVD/34.5/UN-01,02LVD-U1,1,UN-01,02LVD-230,1063507,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine
_ce8da22e-7641-4a19-ad2b-4e4fdbbac3f9,Network/Companies/SIN/02ORI/02CZILVD/34.5/UN-02,02LVD-U2,2,UN-02,02LVD-230,1063509,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine
_55d3d318-2fd7-411f-b2fd-158bcadafa0d,Network/Companies/SIN/02ORI/02CZILVD/34.5/UN-03,02LVD-U3,3,UN-03,02LVD-230,1063511,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine
_9c303ab2-8373-4a57-b231-a3e59d30ed55,Network/Companies/SIN/02ORI/02CZILVD/34.5/UN-04,02LVD-U4,4,UN-04,02LVD-230,1063513,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine
_3172abe8-196a-4c64-b914-b7ab87704ceb,Network/Companies/SIN/02ORI/02CZILVD/34.5/UN-05,02LVD-U5,5,UN-05,02LVD-230,1063515,_bd7621a9-7a1f-4efe-9526-ba196a987ad4,SynchronousMachine
_5b36cf05-319e-4837-aa5d-09681e259121,Network/Companies/SIN/02ORI/02CZIPMO/13.8/UN-03,02PMO-U3,3,UN-03,NA,1066419,_6a514dbf-774d-4d4e-b75b-fe00378cc927,SynchronousMachine
_7fc6ce73-4fa8-4031-930f-c0940c241ad2,Network/Companies/SIN/02ORI/02CZIPMO/13.8/UN-04,02PMO-U4,4,UN-04,NA,1066421,_6a514dbf-774d-4d4e-b75b-fe00378cc927,SynchronousMachine
_5a9baec2-d74d-484f-8138-d5dd27743a60,Network/Companies/SIN/02ORI/02CZIPMO/13.8/UN-05,02PMO-U5,5,UN-05,NA,1066423,_6a514dbf-774d-4d4e-b75b-fe00378cc927,SynchronousMachine
_573ad3b0-3d49-49a6-8c29-cc72febae61b,Network/Companies/SIN/02ORI/02CZIRLC/13.8/UN-01,02RLC-U1,1,UN-01,NA,1066906,_dabf1cd5-cb45-468d-be54-614f2b040e71,SynchronousMachine
_4d03e93b-db10-44bb-88e1-dfe302ca1f5a,Network/Companies/SIN/02ORI/02CZIRMN/13.8/UN-11,02RMN-U11,11,UN-11,NA,1067376,_af5e90ac-b9e4-4d3e-99cd-5f374a9afd95,SynchronousMachine
_2156a27c-2fe7-4451-9cf9-b3f4922534da,Network/Companies/SIN/02ORI/02CZIRSC/13.8/UN-01,02RSC-U1,1,UN-01,02RSC-115,1067590,_9466960d-228c-49c3-bc07-49a9f3a59670,SynchronousMachine
_2b39cb13-d18c-4cfb-80b0-e590cdb42955,Network/Companies/SIN/02ORI/02CZITOY/13.8/UN-01,02TOY-U1,1,UN-01,02TOY-115,1069712,_dc4a3835-8d2a-4764-a299-26e3225f7882,SynchronousMachine
_e4353381-5b7f-48b1-8c9f-15a7fdc5cd0c,Network/Companies/SIN/02ORI/02CZITRT/13.8/UN-01,02TRT-U1,1,UN-01,NA,1069906,_89728744-f3eb-424a-b812-21ede98625ff,SynchronousMachine
_d73ab9d9-e093-4fdb-83e8-8d833fdce2c4,Network/Companies/SIN/02ORI/02CZIVEP/34.5/UN-01,02VEP-U1,1,UN-01,02VED-115,1070808,_a4cca38b-d1f5-4c48-a687-14e8f595d4e0,SynchronousMachine
_03129e14-f96a-42be-bf46-b3be09d0ddab,Network/Companies/SIN/02ORI/02GMOCLT/6.6/UN-01,02CLT-U1,1,UN-01,02CLT-69,1076141,_5a657042-0d63-415c-99c0-73e1ad073a8d,SynchronousMachine
_07bbebd3-8e2c-4910-aed1-4fb85b4fc773,Network/Companies/SIN/02ORI/02GMOCLT/6.6/UN-02,02CLT-U2,2,UN-02,02CLT-69,1076143,_5a657042-0d63-415c-99c0-73e1ad073a8d,SynchronousMachine
_69945ffc-4808-4565-809e-77a13c11cb35,Network/Companies/SIN/02ORI/02GMOCLT/6.6/UN-03,02CLT-U3,3,UN-03,02CLT-69,1076145,_5a657042-0d63-415c-99c0-73e1ad073a8d,SynchronousMachine
_8fa134a4-1110-49f9-9e78-b3e3f1f7c1a1,Network/Companies/SIN/02ORI/02GMOCLT/6.6/UN-04,02CLT-U4,4,UN-04,02CLT-69,1076147,_5a657042-0d63-415c-99c0-73e1ad073a8d,SynchronousMachine
_1517342c-4d06-4c0c-9889-bd240a55629d,Network/Companies/SIN/02ORI/02GMOVEN/6.6/UN-01,02VEN-U1,1,UN-01,02VEN-69,1092778,_dcaf4837-aa1d-4ad2-b49e-2fb5756fbff9,SynchronousMachine
_8e0df92e-8aef-4f86-8c24-1a241a7dbc6d,Network/Companies/SIN/02ORI/02GMOVEN/6.6/UN-02,02VEN-U2,2,UN-02,02VEN-69,1092780,_dcaf4837-aa1d-4ad2-b49e-2fb5756fbff9,SynchronousMachine
_cf164bef-2844-4164-9508-6ea1dd30d3ae,Network/Companies/SIN/02ORI/02GMOVEN/6.6/UN-03,02VEN-U3,3,UN-03,02VEN-69,1092782,_dcaf4837-aa1d-4ad2-b49e-2fb5756fbff9,SynchronousMachine
_a9a92b1c-21d0-4856-9f84-3fa9bace4302,Network/Companies/SIN/02ORI/02GMOVEN/6.6/UN-04,02VEN-U4,4,UN-04,02VEN-69,1092784,_dcaf4837-aa1d-4ad2-b49e-2fb5756fbff9,SynchronousMachine
_4e13a4be-4d0a-4223-9a57-0a4bda6ef48b,Network/Companies/SIN/02ORI/02GMOVEN/6.6/UN-05,02VEN-U5,5,UN-05,02VEN-69,1092786,_dcaf4837-aa1d-4ad2-b49e-2fb5756fbff9,SynchronousMachine
_17178565-acc5-4901-9ffd-27bc4fc807a1,Network/Companies/SIN/02ORI/02PTZAXO/13.8/UN-01,02AXO-U1,1,UN-01,02AXO-115,1119353,_e4b8b273-a5f9-4d46-9724-09962c30a485,SynchronousMachine
_74ef90cb-ad0b-4d49-9c9e-cdf6958585d8,Network/Companies/SIN/02ORI/02PTZAXO/13.8/UN-02,02AXO-U2,2,UN-02,02AXO-115,1119355,_e4b8b273-a5f9-4d46-9724-09962c30a485,SynchronousMachine
_6bc45ee0-f435-48a4-8f96-bb7469984247,Network/Companies/SIN/02ORI/02PTZDIN/6.9/UN-04,02DIN-U4,4,UN-04,02PRI-69,1120714,_e592fe96-1b63-49b4-a8c3-ba0cffb6dc77,SynchronousMachine
_45599609-e037-4376-b5b1-8600a3aa6c38,Network/Companies/SIN/02ORI/02PTZDIN/6.9/UN-05,02DIN-U5,5,UN-05,02PRI-69,1120716,_e592fe96-1b63-49b4-a8c3-ba0cffb6dc77,SynchronousMachine
_91979792-80ac-4f5a-853f-5fbbb249152e,Network/Companies/SIN/02ORI/02PTZDIN/6.9/UN-06,02DIN-U6,6,UN-06,02PRI-69,1120718,_e592fe96-1b63-49b4-a8c3-ba0cffb6dc77,SynchronousMachine
_90a36dfe-467f-430d-8e42-0de2cd51ca4e,Network/Companies/SIN/02ORI/02PTZECT/6.6/UN-01,02ECT-U1,1,UN-01,02ECT-115,1120962,_1d479a4d-a279-4805-988d-29f0afc16810,SynchronousMachine
_a32b0e03-3ecb-461e-876e-c1f21dbd9268,Network/Companies/SIN/02ORI/02PTZECT/6.6/UN-02,02ECT-U2,2,UN-02,02ECT-115,1120964,_1d479a4d-a279-4805-988d-29f0afc16810,SynchronousMachine
